,ADD_DATE,AUTOMOBILES,BEVERAGES,BOATS,BUILDING MATERIALS,CARRIER_OPERATION,CHEMICALS,"COAL, COKE",COMMODITIES DRY BULK,CONSTRUCTION,DBA_NAME,DIRT,DIRT AND ASPHALT,DOT_NUMBER,DRIVE AWAY/TOWAWAY,DRIVER_TOTAL,EMAIL_ADDRESS,FARM SUPPLIES,FAX,FRESH PRODUCE,GENERAL FREIGHT,"GRAIN, FEED, HAY",GROCERIES,HM_FLAG,HOUSEHOLD GOODS,Hazmat Cargo Tank Trailers*_OWNED,Hazmat Cargo Tank Trailers*_TERM_LEASED,Hazmat Cargo Tank Trailers*_TRIP_LEASED,Hazmat Cargo Tank Trucks_OWNED,Hazmat Cargo Tank Trucks_TERM_LEASED,Hazmat Cargo Tank Trucks_TRIP_LEASED,INTERMODAL CONTAINERS,LAWNCARE BUSINESS ,LEGAL_NAME,LIQUIDS/GASES,LIVESTOCK,"LOGS, POLES, BEAMS, LUMBER",Limousine 1-8*_OWNED,Limousine 1-8*_TERM_LEASED,Limousine 1-8*_TRIP_LEASED,Limousine 16+_OWNED,Limousine 16+_TERM_LEASED,Limousine 16+_TRIP_LEASED,Limousine 9-15_OWNED,Limousine 9-15_TERM_LEASED,Limousine 9-15_TRIP_LEASED,"MACHINERY, LARGE OBJECTS",MAILING_CITY,MAILING_COUNTRY,MAILING_STATE,MAILING_STREET,MAILING_ZIP,MCS150_DATE,MCS150_MILEAGE,MCS150_MILEAGE_YEAR,MEAT,"METAL; SHEETS, COILS, ROLLS",MOBILE HOMES,MOTOR VEHICLES,Mini-Bus 16+_OWNED,Mini-Bus 16+_TERM_LEASED,Mini-Bus 16+_TRIP_LEASED,Motor Coach_OWNED,Motor Coach_TERM_LEASED,Motor Coach_TRIP_LEASED,NBR_POWER_UNIT,NURSERY STOCK,OIC_STATE,OIL FIELD EQUIPMENT,OTHER,PALLETS,PAPER PRODUCTS,PASSENGERS,PC_FLAG,PHY_CITY,PHY_COUNTRY,PHY_STATE,PHY_STREET,PHY_ZIP,POLY HAY FEEDERS,RECENT_MILEAGE,RECENT_MILEAGE_YEAR,REFRIGERATED FOOD,RUGS,SAND & GRAVEL,SNACK CAKES,School Bus 1-8*_OWNED,School Bus 1-8*_TERM_LEASED,School Bus 1-8*_TRIP_LEASED,School Bus 16+_OWNED,School Bus 16+_TERM_LEASED,School Bus 16+_TRIP_LEASED,School Bus 9-15_OWNED,School Bus 9-15_TERM_LEASED,School Bus 9-15_TRIP_LEASED,Straight Trucks_OWNED,Straight Trucks_TERM_LEASED,Straight Trucks_TRIP_LEASED,TELEPHONE,TIRES,Trailers*_OWNED,Trailers*_TERM_LEASED,Trailers*_TRIP_LEASED,Truck Tractors_OWNED,Truck Tractors_TERM_LEASED,Truck Tractors_TRIP_LEASED,U.S. MAIL,UTILITY,Unnamed: 0,VMT_SOURCE_ID,Van 1-8*_OWNED,Van 1-8*_TERM_LEASED,Van 1-8*_TRIP_LEASED,Van 9-15_OWNED,Van 9-15_TERM_LEASED,Van 9-15_TRIP_LEASED,WATER & SEED,WATER WELL,XBUILDING MATERIALS,XCONSTRUCTION,"XGARBAGE, REFUSE, TRASH","XLOGS, POLES, BEAMS, LUMBER","XMACHINERY, LARGE OBJECTS","XMETAL; SHEETS, COILS, ROLLS"
10,11-FEB-02,,False,True,,A,False,False,False,,SHAMROCK BOAT WORKS,,,1004092,False,1.0,FGSSBW2@AOL.COM,False,(508) 457-4214,False,False,False,,N,False,0.0,0.0,0.0,0.0,0.0,0.0,False,,FRANK SKELLY,False,False,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,WAQUOIT,US,MA,PO BOX 3348,02536,20-DEC-20,10000.0,2019.0,False,,False,False,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,MA,False,False,,False,False,N,EAST FALMOUTH,US,MA,369 EDGEWATER DR WEST,02536,,10000,2019,False,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(508) 457-4214,,1.0,0.0,0.0,1.0,0.0,0.0,False,False,1810,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,False,False,False,False,False,False,False
11,12-FEB-02,,False,,,A,False,False,False,,,,,1004101,False,8.0,WEXCINC@GMAIL.COM,False,(509) 937-4198,False,True,False,,N,False,0.0,0.0,0.0,0.0,0.0,0.0,False,,WUESTHOFF EXCAVATION INC,False,False,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,CHEWELAH,US,WA,PO BOX 228,99109,28-JAN-22,110000.0,2021.0,False,,False,False,0.0,0.0,0.0,0.0,0.0,0.0,15.0,,WA,False,False,,False,False,N,VALLEY,US,WA,3265 C HWY 231,99181,,110000,2021,False,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,(509) 937-4149,,12.0,0.0,0.0,4.0,0.0,0.0,False,False,1811,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,False,False,False,False,False,False,False
12,12-FEB-02,,False,,,B,False,False,False,,GILMORE WELDING SUPPLIES,,,1004102,False,11.0,JIM.GILMORE@GILMORELIQUIDAIR.COM,False,(626) 443-1917,False,False,False,,Y,False,0.0,0.0,0.0,2.0,0.0,0.0,False,,GILMORE LIQUID AIR CO,True,False,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,SO EL MONTE,US,CA,9503 E RUSH ST,91733,23-FEB-22,450000.0,2021.0,False,,False,False,0.0,0.0,0.0,0.0,0.0,0.0,11.0,,CA,False,False,,False,False,N,SO EL MONTE,US,CA,9503 E RUSH ST,91733,,450000,2021,False,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,0.0,(626) 443-1361,,0.0,0.0,0.0,0.0,0.0,0.0,False,False,1812,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,False,False,False,False,False,False,False
13,12-FEB-02,,False,,,A,False,False,False,,R & C LIVESTOCK EQUIPMENT,,,1004103,False,1.0,,False,(660) 425-6122,False,False,False,,N,False,0.0,0.0,0.0,0.0,0.0,0.0,False,,KENNETH R PLYMELL,False,False,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,BETHANY,US,MO,407 S 18TH ST,64424,07-FEB-22,10000.0,2021.0,False,,False,False,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,MO,False,False,,False,False,N,BETHANY,US,MO,407 S 18TH ST,64424,True,10000,2021,False,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,(660) 425-4622,,1.0,0.0,0.0,0.0,0.0,0.0,False,False,1813,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,False,False,False,False,False,False,False
14,12-FEB-02,,False,,,C,False,False,False,,,,,1004104,False,1.0,NARAD26@GMAIL.COM,False,,False,True,False,,N,False,0.0,0.0,0.0,0.0,0.0,0.0,False,,D & S TRUCKING SERVICES,False,False,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,OZONE PARK,US,NY,88-07 107 AVE,11417,15-DEC-11,40000.0,2000.0,False,,False,False,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,NY,False,False,,False,False,N,OZONE PARK,US,NY,88-07 107 AVE,11417,,0,0,False,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,(347) 781-9502,,0.0,0.0,0.0,0.0,0.0,0.0,False,False,1814,,0.0,0.0,0.0,0.0,0.0,0.0,,False,False,False,False,False,False,False
15,12-FEB-02,,False,,,A,False,False,False,,,,,1004108,False,2.0,COMPCARS@HOTMAIL.COM,False,,False,True,False,,N,False,0.0,0.0,0.0,0.0,0.0,0.0,False,,L & S FARM SERVICE LTD,False,False,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,LONDON,US,OH,1905 OLD COLUMBUS RD,43140,28-AUG-22,309204.0,2022.0,False,,False,False,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,OH,False,False,,False,False,N,LONDON,US,OH,1905 OLD COLUMBUS RD,43140,,309204,2022,False,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(740) 852-9344,,6.0,0.0,0.0,0.0,2.0,0.0,False,False,1815,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,False,False,False,False,False,False,False
16,12-FEB-02,,False,,,A,False,False,False,,,,,1004112,False,29.0,MMARGRITIER@TEAGUELUMBERCO.COM,False,(816) 767-1999,False,False,False,,N,False,0.0,0.0,0.0,0.0,0.0,0.0,False,,TEAGUE LUMBER COMPANY INC,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,GRANDVIEW,US,MO,PO BOX 680,64030,19-OCT-21,192637.0,2019.0,False,,False,False,0.0,0.0,0.0,0.0,0.0,0.0,8.0,,MO,False,False,,False,False,N,GRANDVIEW,US,MO,300 DUCK ROAD,64030,,192637,2019,False,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(816) 767-1500,,13.0,0.0,0.0,8.0,0.0,0.0,False,False,1816,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,False,False,False,False,False,False,False
17,12-FEB-02,,False,,,A,False,False,False,,,,,1004113,False,37.0,MANWELD123@HOTMAIL.COM,False,(575) 396-0044,False,False,False,,N,False,0.0,0.0,0.0,0.0,0.0,0.0,False,,MAN WELDING SERVICES INC,False,False,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,LOVINGTON,US,NM,PO BOX 1541,88260,31-MAR-22,510000.0,2021.0,False,,False,False,0.0,0.0,0.0,0.0,0.0,0.0,37.0,,NM,False,False,,False,False,N,LOVINGTON,US,NM,427 NORTH INDUSTRIAL AVENUE,88260,,510000,2021,False,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,(575) 396-4540,,58.0,0.0,0.0,5.0,0.0,0.0,False,False,1817,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,False,False,False,False,False,False,False
18,12-FEB-02,,False,,,A,False,False,False,,REED TRUCKING,,,1004114,False,1.0,,False,,False,True,False,,N,False,0.0,0.0,0.0,0.0,0.0,0.0,False,,THOMAS & CARYL REED,False,False,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,DAKOTA CITY,US,NE,969  170TH ST,68731-3085,08-APR-21,55000.0,2020.0,False,,False,False,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,NE,False,False,,False,False,N,DAKOTA CITY,US,NE,969  170TH ST,68731-3085,,55000,2020,False,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(712) 490-4192,,1.0,0.0,0.0,1.0,0.0,0.0,False,False,1818,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,False,False,False,False,False,False,False
19,12-FEB-02,,False,,,C,False,False,False,,,,,1004115,False,1.0,,False,(512) 445-1234,False,False,False,,N,False,0.0,0.0,0.0,0.0,0.0,0.0,False,,CAPITOL CHEVROLET INC,False,False,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,AUSTIN,US,TX,PO BOX 1988,78767-1988,30-MAY-03,30000.0,2002.0,False,,False,False,0.0,0.0,0.0,0.0,0.0,0.0,,,TX,False,False,,False,True,N,AUSTIN,US,TX,6200 SOUTH IH 35,78745,,0,0,False,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(512) 444-8888,,0.0,0.0,0.0,0.0,0.0,0.0,False,False,1819,,0.0,0.0,0.0,0.0,0.0,0.0,,False,False,False,False,False,False,False
20,12-FEB-02,,False,,,A,False,False,False,,TRANSPORTES MARTINEZ,,,1004116,False,3.0,TRANSPORTESMARTINEZ@YAHOO.COM.MX,False,,False,True,False,,N,False,0.0,0.0,0.0,0.0,0.0,0.0,False,,HECTOR MARTINEZ HERNANDEZ,False,False,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,NOGALES,US,AZ,PO BOX,85628,04-JUN-21,4100.0,2020.0,False,,False,False,0.0,0.0,0.0,0.0,0.0,0.0,5.0,,AZ,False,False,,False,False,N,NOGALES,MX,SO,JESUS GOMEZ #13,84046,,4100,2020,False,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,(631) 313-2816,,0.0,0.0,0.0,0.0,0.0,0.0,False,False,1820,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,False,False,False,False,False,False,False
21,12-FEB-02,,False,,,A,False,False,False,,LEGENDS MOVING SERVICE,,,1004117,False,1.0,LEGENDS2@SCCOAST.NET,False,(843) 357-4844,False,False,False,,N,True,0.0,0.0,0.0,0.0,0.0,0.0,False,,EVERETT S PLOWDEN,False,False,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,MURRELLS INLET,US,SC,328 MUSCARI DR,29576,26-MAY-21,10000.0,2021.0,False,,False,False,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,SC,False,False,,False,False,N,MURRELLS INLET,US,SC,3675 HWY 17 BYPASS UNIT 1,29576,,10000,2021,False,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,(843) 357-9012,,0.0,0.0,0.0,0.0,0.0,0.0,False,False,1821,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,False,False,False,False,False,False,False
22,12-FEB-02,,False,,,C,False,False,False,,COOKS TREE SERVICE,,,1004122,False,5.0,ROBERTFOGG@AOL.COM,False,(207) 693-4596,False,False,False,,N,False,0.0,0.0,0.0,0.0,0.0,0.0,False,,Q-TEAM INC,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,NAPLES,US,ME,PO BOX 4096,04055,31-MAR-22,42447.0,2022.0,False,,False,False,0.0,0.0,0.0,0.0,0.0,0.0,10.0,,ME,False,False,,False,False,N,NAPLES,US,ME,86 CASCO RD,04055,,42447,2022,False,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,(207) 693-3831,,0.0,0.0,0.0,0.0,0.0,0.0,False,False,1822,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,False,False,False,False,False,False,False
23,12-FEB-02,,False,,True,C,False,False,False,,RAKESTRAW EXCAVATING,,,1004124,False,1.0,KNRAKESTRAW60@GMAIL.COM,False,,False,False,False,,N,False,0.0,0.0,0.0,0.0,0.0,0.0,False,,KENNETH RAKESTRAW,False,False,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,PITTSBURG,US,KS,622 E 600TH AVE,66762,27-MAY-15,10000.0,2014.0,False,,False,False,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,KS,False,False,,False,False,N,PITTSBURG,US,KS,622 E 600TH AVE,66762,,0,0,False,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,(620) 347-4475,,1.0,0.0,0.0,0.0,0.0,0.0,False,False,1823,,0.0,0.0,0.0,0.0,0.0,0.0,,False,False,False,False,False,False,False
24,12-FEB-02,,False,,,A,False,False,False,,,,,1004129,False,5.0,,False,(816) 587-2055,False,False,False,,N,False,0.0,0.0,0.0,0.0,0.0,0.0,False,,WEAR CONCEPTS INC,False,False,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,LIBERTY,US,MO,2845 HEARTLAND DRIVE,64068,16-AUG-22,1.0,2021.0,False,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0,3.0,,MO,False,False,,False,False,N,LIBERTY,US,MO,2845 HEARTLAND DRIVE,64068,,1,2021,False,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,(816) 587-1923,,3.0,0.0,0.0,0.0,0.0,0.0,False,False,1824,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,False,False,False,False,False,False,False
