,ADD_DATE,BAKERY PRODUCTS,BEVERAGES,"BREAD,PASTRIES",BRUSH AND WOOD,BUILDING MATERIALS,BURIAL VAULTS,CARRIER_OPERATION,CHEMICALS,"COAL, COKE",COMMODITIES DRY BULK,CONSTRUCTION,DBA_NAME,DOT_NUMBER,DRIVE AWAY/TOWAWAY,DRIVER_TOTAL,EMAIL_ADDRESS,FARM SUPPLIES,FAX,FRESH PRODUCE,FURNITURE,GENERAL FREIGHT,"GRAIN, FEED, HAY",GRAVEL & SAND,HM_FLAG,HOUSEHOLD GOODS,Hazmat Cargo Tank Trailers*_OWNED,Hazmat Cargo Tank Trailers*_TERM_LEASED,Hazmat Cargo Tank Trailers*_TRIP_LEASED,Hazmat Cargo Tank Trucks_OWNED,Hazmat Cargo Tank Trucks_TERM_LEASED,Hazmat Cargo Tank Trucks_TRIP_LEASED,INTERMODAL CONTAINERS,LEGAL_NAME,LIQUIDS/GASES,LIVESTOCK,"LOGS, POLES, BEAMS, LUMBER",Limousine 1-8*_OWNED,Limousine 1-8*_TERM_LEASED,Limousine 1-8*_TRIP_LEASED,Limousine 16+_OWNED,Limousine 16+_TERM_LEASED,Limousine 16+_TRIP_LEASED,Limousine 9-15_OWNED,Limousine 9-15_TERM_LEASED,Limousine 9-15_TRIP_LEASED,"MACHINERY, LARGE OBJECTS",MAILING_CITY,MAILING_COUNTRY,MAILING_STATE,MAILING_STREET,MAILING_ZIP,MCS150_DATE,MCS150_MILEAGE,MCS150_MILEAGE_YEAR,MEAT,MOBILE HOMES,MOTOR VEHICLES,Mini-Bus 16+_OWNED,Mini-Bus 16+_TERM_LEASED,Mini-Bus 16+_TRIP_LEASED,Motor Coach_OWNED,Motor Coach_TERM_LEASED,Motor Coach_TRIP_LEASED,NBR_POWER_UNIT,OIC_STATE,OIL FIELD EQUIPMENT,OTHER,PAPER PRODUCTS,PASSENGERS,PC_FLAG,PHY_CITY,PHY_COUNTRY,PHY_STATE,PHY_STREET,PHY_ZIP,PLANTS & STRAW,RECENT_MILEAGE,RECENT_MILEAGE_YEAR,REFRIGERATED FOOD,STEEL VALVES,School Bus 1-8*_OWNED,School Bus 1-8*_TERM_LEASED,School Bus 1-8*_TRIP_LEASED,School Bus 16+_OWNED,School Bus 16+_TERM_LEASED,School Bus 16+_TRIP_LEASED,School Bus 9-15_OWNED,School Bus 9-15_TERM_LEASED,School Bus 9-15_TRIP_LEASED,Straight Trucks_OWNED,Straight Trucks_TERM_LEASED,Straight Trucks_TRIP_LEASED,TELEPHONE,TOOLS,TREE SPADE,Trailers*_OWNED,Trailers*_TERM_LEASED,Trailers*_TRIP_LEASED,Truck Tractors_OWNED,Truck Tractors_TERM_LEASED,Truck Tractors_TRIP_LEASED,U.S. MAIL,UTILITY,Unnamed: 0,VMT_SOURCE_ID,Van 1-8*_OWNED,Van 1-8*_TERM_LEASED,Van 1-8*_TRIP_LEASED,Van 9-15_OWNED,Van 9-15_TERM_LEASED,Van 9-15_TRIP_LEASED,WATER WELL,XBUILDING MATERIALS,XCONSTRUCTION,"XGARBAGE, REFUSE, TRASH","XLOGS, POLES, BEAMS, LUMBER","XMACHINERY, LARGE OBJECTS","XMETAL; SHEETS, COILS, ROLLS"
10,04-APR-02,,False,,,,,C,False,False,False,,GENOVA TRUCKING,1017047,False,1,,False,(719) 633-7053,False,,True,False,,N,False,0,0,0,0,0,0,False,LINDA M GENOVA,False,False,,0,0,0,0,0,0,0,0,0,,COLORADO SPRINGS,US,CO,336 E LAS VEGAS,80904-4307,04-APR-02,0.0,,False,False,False,0,0,0,0,0,0,1,CO,False,False,False,False,N,COLORADO SPRINGS,US,CO,336 E LAS VEGAS,80904-4307,,0,0,False,,0,0,0,0,0,0,0,0,0,0,0,0,(719) 633-7053,,,0,0,0,1,0,0,False,False,7310,,0,0,0,0,0,0,False,False,False,False,False,False,False
11,04-APR-02,,False,,,,,C,False,False,False,,,1017048,False,1,,False,,False,,False,True,,N,False,0,0,0,0,0,0,False,VALLEY HILL FARMS INC,False,False,,0,0,0,0,0,0,0,0,0,,WONEWOC,US,WI,S 397 VOIGHT RD,53968,31-AUG-20,16000.0,2019.0,False,False,False,0,0,0,0,0,0,1,WI,False,False,False,False,N,WONEWOC,US,WI,S 397 VOIGHT RD,53968,,0,0,False,,0,0,0,0,0,0,0,0,0,1,0,0,(608) 464-7648,,,0,0,0,0,0,0,False,False,7311,,0,0,0,0,0,0,False,False,False,False,False,False,False
12,04-APR-02,,False,,,,,A,False,False,False,,COMMON SCENTS,1017054,False,1,DEBHOFFMAN175@HOTMAIL.COM,False,(308) 345-6063,False,,False,False,,N,False,0,0,0,0,0,0,False,D & B HOFFMAN INC,False,False,,0,0,0,0,0,0,0,0,0,,MCCOOK,US,NE,71399 US HWY 83,69001,08-FEB-21,1137.0,2020.0,False,False,False,0,0,0,0,0,0,1,NE,False,False,False,False,N,MCCOOK,US,NE,71399 US HWY 83,69001,,1137,2020,False,,0,0,0,0,0,0,0,0,0,1,0,0,(308) 345-1541,,True,0,0,0,0,0,0,False,False,7312,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
13,04-APR-02,,False,,,,,C,False,False,False,,,1017055,False,1,,False,,False,,False,False,,N,False,0,0,0,0,0,0,False,RANDY A BROWN,False,False,True,0,0,0,0,0,0,0,0,0,,NEW CASTLE,US,IN,4499 W CR 200 S,47362,04-APR-02,0.0,,False,False,False,0,0,0,0,0,0,1,IN,False,False,False,False,N,NEW CASTLE,US,IN,4499 W CR 200 S,47362,,0,0,False,,0,0,0,0,0,0,0,0,0,1,0,0,(765) 785-6490,,,1,0,0,0,0,0,False,False,7313,,0,0,0,0,0,0,False,False,False,False,False,False,False
14,04-APR-02,,False,,,,,A,False,False,False,,STARLIGHT TRUCKING,1017066,False,1,J.ORTIZ.JO4@GMAIL.COM,False,,False,,True,False,,N,False,0,0,0,0,0,0,False,GERARDO HOLGUIN,False,False,,0,0,0,0,0,0,0,0,0,,ODESSA,US,TX,6199 N MARK TWAIN,79764,04-OCT-22,30533.0,2022.0,False,False,False,0,0,0,0,0,0,1,TX,False,False,False,False,N,ODESSA,US,TX,16640 S WESTWIND,79766,,30533,2022,False,,0,0,0,0,0,0,0,0,0,0,0,0,(432) 438-5105,,,1,0,0,1,0,0,False,False,7314,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
15,04-APR-02,,False,,,,,A,False,False,False,,ASHLEY FURNITURE HOMESTORE,1017068,False,117,MSTRINGER@ASHLEYDSG.COM,False,(901) 746-8178,False,True,False,False,,N,False,0,0,0,0,0,0,False,DUFRESNE SPENCER GROUP LLC,False,False,,0,0,0,0,0,0,0,0,0,,MEMPHIS,US,TN,4120 AIR TRANS ROAD,38118,28-JUL-22,2000000.0,2021.0,False,False,False,0,0,0,0,0,0,117,TN,False,False,False,False,N,MEMPHIS,US,TN,4120 AIR TRANS ROAD,38118,,2000000,2021,False,,0,0,0,0,0,0,0,0,0,27,90,0,(901) 509-8860,,,0,0,0,0,0,0,False,False,7315,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
16,04-APR-02,,False,,,True,,C,False,False,False,,,1017072,False,1,JANET@GLYNDONGARDENS.COM,False,(410) 833-2945,False,,False,False,,N,False,0,0,0,0,0,0,False,GLYNDON GARDENS LLC,False,False,,0,0,0,0,0,0,0,0,0,,REISTERSTOWN,US,MD,205 HANOVER PIKE,21136,03-FEB-21,10000.0,2020.0,False,False,False,0,0,0,0,0,0,3,MD,False,False,False,False,N,REISTERSTOWN,US,MD,205 HANOVER PIKE,21136,,10000,2020,False,,0,0,0,0,0,0,0,0,0,3,0,0,(410) 833-2791,,,0,0,0,0,0,0,False,False,7316,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
17,04-APR-02,,False,,,,,C,False,False,False,,,1017076,False,1,,False,(662) 568-3358,False,,False,False,,N,False,0,0,0,0,0,0,False,INDIAN RIDGE LUMBER PRODUCTS INC,False,False,True,0,0,0,0,0,0,0,0,0,,HOULKA,US,MS,6240 MACEDONIA ROAD,38850,13-MAY-14,30000.0,2010.0,False,False,False,0,0,0,0,0,0,1,MS,False,False,False,False,N,HOULKA,US,MS,6240 MACEDONIA ROAD,38850,,0,0,False,,0,0,0,0,0,0,0,0,0,0,0,0,(662) 568-7940,,,1,0,0,1,0,0,False,False,7317,,0,0,0,0,0,0,False,False,False,False,False,False,False
18,04-APR-02,,False,,,,,C,False,False,False,,J & P TRANSPORT,1017077,False,1,MARIAPADILLA83@YAHOO.COM,False,,False,,True,False,,N,False,0,0,0,0,0,0,False,EFRAIN PADILLA,False,False,,0,0,0,0,0,0,0,0,0,,ANAHEIM,US,CA,3334 ERADCLIFFE,92806,22-JUL-22,36850.0,2021.0,False,False,False,0,0,0,0,0,0,1,CA,False,False,False,False,N,ANAHEIM,US,CA,3334 E RADCLIFFE,92806,,36850,2021,False,,0,0,0,0,0,0,0,0,0,0,0,0,(714) 448-5827,,,1,0,0,1,0,0,False,False,7318,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
19,04-APR-02,,False,,,,,C,False,False,False,,CENTURY ELECTRIC COMPANY,1017079,False,4,CENTELEC@BELLSOUTH.NET,False,,False,,True,False,,N,False,0,0,0,0,0,0,False,B & S ELECTRICAL CONTRACTORS INC,False,False,,0,0,0,0,0,0,0,0,0,,BUFORD,US,GA,5157 CARSON COURT,30518,,0.0,,False,False,False,0,0,0,0,0,0,1,GA,False,False,False,False,N,BUFORD,US,GA,5157 CARSON COURT,30518,,0,0,False,,0,0,0,0,0,0,0,0,0,1,0,0,(678) 714-8005,,,0,0,0,0,0,0,False,False,7319,,0,0,0,0,0,0,False,False,False,False,False,False,False
20,04-APR-02,,False,,,,,C,False,False,False,,,1017080,False,1,,False,,False,,True,False,,N,False,0,0,0,0,0,0,False,CAPITAL CITY SERVICES LLC,False,False,,0,0,0,0,0,0,0,0,0,,LILBURN,US,GA,PO BOX 757,30044,,0.0,,False,False,False,0,0,0,0,0,0,1,GA,False,False,False,False,N,LAWRENCEVILLE,US,GA,644 HORSE FERRY ROAD,30044,,0,0,False,,0,0,0,0,0,0,0,0,0,1,0,0,(678) 344-5665,,,0,0,0,0,0,0,False,False,7320,,0,0,0,0,0,0,False,False,False,False,False,False,False
21,04-APR-02,,False,,,,,C,False,False,False,True,,1017082,False,1,FIELDSERVICES@YAHOO.COM,False,,False,,False,False,,N,False,0,0,0,0,0,0,False,ASAP ROAD TOWING & TIRE SERVICE INC,False,False,,0,0,0,0,0,0,0,0,0,,DACULA,US,GA,1975 ASHTON POINT DRIVE,30019,17-JUN-22,1.0,2021.0,False,False,False,0,0,0,0,0,0,1,GA,False,False,False,False,N,DACULA,US,GA,1975 ASHTON POINT DRIVE,30019,,1,2021,False,,0,0,0,0,0,0,0,0,0,1,0,0,(678) 849-7221,,,0,0,0,0,0,0,False,False,7321,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
22,04-APR-02,,False,,,,,C,False,False,False,True,D M HAULING,1017084,False,1,,False,,False,,False,False,,N,False,0,0,0,0,0,0,False,DAVID MILLER,False,False,,0,0,0,0,0,0,0,0,0,,DANIELSVILLE,US,GA,11734 WILDCAT BRIDGE RD,30633,,48000.0,2001.0,False,False,False,0,0,0,0,0,0,1,GA,False,False,False,False,N,DANIELSVILLE,US,GA,11734 WILDCAT BRIDGE RD,30633,,0,0,False,,0,0,0,0,0,0,0,0,0,1,0,0,(706) 795-3616,,,0,0,0,0,0,0,False,False,7322,,0,0,0,0,0,0,False,False,False,False,False,False,False
23,04-APR-02,,False,,,,,A,False,False,False,,,1017085,False,11,ART@QUALITYBUS.COM,False,(408) 885-1222,False,,False,False,,N,False,0,0,0,0,0,0,False,QUALITY ASSURANCE TRAVEL INC,False,False,,0,0,0,0,0,0,0,0,0,,SAN JOSE,US,CA,PO BOX 59158,95159-0158,03-MAY-22,120500.0,2021.0,False,False,False,2,0,0,5,0,0,9,CA,False,False,False,True,Y,SANTA CLARA,US,CA,1585 LAURELWOOD RD,95054,,120500,2021,False,,0,0,0,0,0,0,0,0,0,0,0,0,(408) 885-1040,,,0,0,0,0,0,0,False,False,7323,1.0,0,0,0,2,0,0,False,False,False,False,False,False,False
24,04-APR-02,,False,,,,,C,False,False,False,,,1017087,False,1,,False,,False,,False,False,,N,False,0,0,0,0,0,0,False,EDITH LAWSON,False,False,,0,0,0,0,0,0,0,0,0,,FRENCHBURG,US,KY,HCR 71 BOX 2110,40322,,0.0,,False,False,False,0,0,0,0,0,0,1,KY,False,False,False,False,N,FRENCHBURG,US,KY,HCR 71 BOX 2110,40322,,0,0,False,,0,0,0,0,0,0,0,0,0,1,0,0,(606) 768-2250,,,0,0,0,0,0,0,False,False,7324,,0,0,0,0,0,0,True,False,False,False,False,False,False
25,04-APR-02,,False,,,,,C,False,False,False,True,GREEN TRUCKING,1017088,False,1,,False,,False,,False,False,,N,False,0,0,0,0,0,0,False,KENNETH F GREEN,False,False,,0,0,0,0,0,0,0,0,0,,MINERAL BLUFF,US,GA,79 LILY LANE,30559,,0.0,,False,False,False,0,0,0,0,0,0,1,GA,False,False,False,False,N,MINERAL BLUFF,US,GA,79 LILY LANE,30559,,0,0,False,,0,0,0,0,0,0,0,0,0,1,0,0,(706) 492-2917,,,0,0,0,0,0,0,False,False,7325,,0,0,0,0,0,0,False,False,False,False,False,False,False
26,04-APR-02,,False,,,,,C,False,False,False,True,,1017091,False,1,EDGARJD23@GMAIL.COM,False,,False,,False,False,,N,False,0,0,0,0,0,0,False,JD TRUCKING ENTERPRISES LLC,False,False,,0,0,0,0,0,0,0,0,0,,COVINGTON,US,GA,45 HILLSIDE OAK LANE,30016,17-AUG-22,592000.0,2021.0,False,False,False,0,0,0,0,0,0,1,GA,False,False,False,False,N,LITHONIA,US,GA,2014 ROGERS LAKE ROAD,30058,,592000,2021,False,,0,0,0,0,0,0,0,0,0,1,0,0,(404) 925-2340,,,0,0,0,0,0,0,False,False,7326,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
27,04-APR-02,,False,,,,,C,False,False,False,,T & M TRUCKING,1017092,False,1,,False,,False,,True,False,,N,False,0,0,0,0,0,0,False,TERRY W WITHERS & MIKE FORBES,False,False,,0,0,0,0,0,0,0,0,0,,COLUMBIA,US,KY,45 KELTNER ROAD,42728,,0.0,,False,False,False,0,0,0,0,0,0,1,KY,False,False,False,False,N,COLUMBIA,US,KY,45 KELTNER ROAD,42728,,0,0,False,,0,0,0,0,0,0,0,0,0,1,0,0,(270) 384-3584,,,0,0,0,0,0,0,False,False,7327,,0,0,0,0,0,0,False,False,False,False,False,False,False
28,04-APR-02,,False,,,,,C,False,False,False,,,1017096,False,2,,False,(305) 246-4076,False,,False,False,,N,False,0,0,0,0,0,0,False,BARRETT'S TOOL RENTAL INC,False,False,,0,0,0,0,0,0,0,0,0,True,HOMESTEAD,US,FL,28400 SO DIXIE HIGHWAY,33033-1211,02-APR-02,0.0,,False,False,False,0,0,0,0,0,0,2,FL,False,False,False,False,N,HOMESTEAD,US,FL,28400 SO DIXIE HIGHWAY,33033-1211,,0,0,False,,0,0,0,0,0,0,0,0,0,0,0,0,(305) 245-3505,,,2,0,0,2,0,0,False,False,7328,,0,0,0,0,0,0,False,False,False,False,False,False,False
29,04-APR-02,,False,,,,,C,False,False,False,,RONNIE'S TOWING,1017098,False,1,KARDWITHAK1955@GMAIL.COM,False,,False,,False,False,,N,False,0,0,0,0,0,0,False,HENRY RONALD GARNER,False,False,,0,0,0,0,0,0,0,0,0,,SANDERSVILLE,US,GA,2367 NEW ROAD,31082,23-FEB-21,20000.0,2020.0,False,False,True,0,0,0,0,0,0,1,GA,False,False,False,False,N,SANDERSVILLE,US,GA,1374 EAST MCCARTY STREET,31082,,20000,2020,False,,0,0,0,0,0,0,0,0,0,1,0,0,(478) 357-8442,,,0,0,0,0,0,0,False,False,7329,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
30,04-APR-02,,False,,,,,C,False,False,False,,H & H WATER PUMPING SERVICE,1017099,False,1,,False,(307) 334-3547,False,,False,False,,N,False,0,0,0,0,0,0,False,MARLYN J HOFFMAN,False,False,,0,0,0,0,0,0,0,0,0,,LUSK,US,WY,HC 65 BOX 125,82225,04-APR-02,10000.0,2001.0,False,False,False,0,0,0,0,0,0,1,WY,False,False,False,False,N,LUSK,US,WY,HC 65 BOX 125,82225,,0,0,False,,0,0,0,0,0,0,0,0,0,0,0,0,(307) 334-3527,,,5,0,0,1,0,0,False,False,7330,,0,0,0,0,0,0,True,False,False,False,False,False,False
31,04-APR-02,,False,,,True,,C,False,False,False,,ROOTERPLUS,1017100,False,45,FLEET@ROOTERPLUS.COM,False,(770) 888-3097,False,,False,False,,N,False,0,0,0,0,0,0,False,INSPECTOR DRAIN INC,False,False,,0,0,0,0,0,0,0,0,0,,CUMMING,US,GA,5854 BETHELVIEW RD,30040,13-SEP-21,282369.0,2017.0,False,False,False,0,0,0,0,0,0,63,GA,False,False,False,False,N,CUMMING,US,GA,5834 BETHELVIEW RD,30040,,0,0,False,,0,0,0,0,0,0,0,0,0,58,0,0,(770) 888-1931,,,45,0,0,0,5,0,False,False,7331,,0,0,0,0,0,0,False,False,False,False,False,False,False
32,04-APR-02,,False,,,,,C,False,False,False,,HAINEY & SONS MOBILE HOME MOVERS,1017101,False,1,CARRIEHAINEY@YAHOO.COM,False,(919) 242-6695,False,,False,False,,N,False,0,0,0,0,0,0,False,RICHARD WAYNE HAINEY JR,False,False,,0,0,0,0,0,0,0,0,0,,FREMONT,US,NC,167 PINKNEY CT,27830,01-FEB-22,20000.0,2021.0,False,True,False,0,0,0,0,0,0,1,NC,False,False,False,False,N,FREMONT,US,NC,167 PINKNEY CT,27830,,20000,2021,False,,0,0,0,0,0,0,0,0,0,1,0,0,(252) 236-2253,,,0,0,0,0,0,0,False,False,7332,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
