,ADD_DATE,APPLIANCES,BACK-HOE,BAKERY PRODUCTS,BEVERAGES,BUILDING MATERIALS,CARRIER_OPERATION,CHEMICALS,"COAL, COKE",COMMODITIES DRY BULK,CONSTRUCTION,DBA_NAME,DOT_NUMBER,DRIVE AWAY/TOWAWAY,DRIVER_TOTAL,DRY GOODS,EMAIL_ADDRESS,FARM SUPPLIES,FAX,FRESH PRODUCE,FURNITURE,GENERAL FREIGHT,"GRAIN, FEED, HAY",HM_FLAG,HOUSEHOLD GOODS,Hazmat Cargo Tank Trailers*_OWNED,Hazmat Cargo Tank Trailers*_TERM_LEASED,Hazmat Cargo Tank Trailers*_TRIP_LEASED,Hazmat Cargo Tank Trucks_OWNED,Hazmat Cargo Tank Trucks_TERM_LEASED,Hazmat Cargo Tank Trucks_TRIP_LEASED,INDUSTRIAL PIPE,INTERMODAL CONTAINERS,LEGAL_NAME,LIQUIDS/GASES,LIVESTOCK,"LOGS, POLES, BEAMS, LUMBER",Limousine 1-8*_OWNED,Limousine 1-8*_TERM_LEASED,Limousine 1-8*_TRIP_LEASED,Limousine 16+_OWNED,Limousine 16+_TERM_LEASED,Limousine 16+_TRIP_LEASED,Limousine 9-15_OWNED,Limousine 9-15_TERM_LEASED,Limousine 9-15_TRIP_LEASED,"MACHINERY, LARGE OBJECTS",MAILING_CITY,MAILING_COUNTRY,MAILING_STATE,MAILING_STREET,MAILING_ZIP,MCS150_DATE,MCS150_MILEAGE,MCS150_MILEAGE_YEAR,MEAT,"METAL; SHEETS, COILS, ROLLS",MOBILE HOMES,MOTOR VEHICLES,Mini-Bus 16+_OWNED,Mini-Bus 16+_TERM_LEASED,Mini-Bus 16+_TRIP_LEASED,Motor Coach_OWNED,Motor Coach_TERM_LEASED,Motor Coach_TRIP_LEASED,NBR_POWER_UNIT,OIC_STATE,OIL FIELD EQUIPMENT,OTHER,PAPER PRODUCTS,PASSENGERS,PC_FLAG,PHY_CITY,PHY_COUNTRY,PHY_STATE,PHY_STREET,PHY_ZIP,RECENT_MILEAGE,RECENT_MILEAGE_YEAR,REFRIGERATED FOOD,SCRAP METAL,School Bus 1-8*_OWNED,School Bus 1-8*_TERM_LEASED,School Bus 1-8*_TRIP_LEASED,School Bus 16+_OWNED,School Bus 16+_TERM_LEASED,School Bus 16+_TRIP_LEASED,School Bus 9-15_OWNED,School Bus 9-15_TERM_LEASED,School Bus 9-15_TRIP_LEASED,Straight Trucks_OWNED,Straight Trucks_TERM_LEASED,Straight Trucks_TRIP_LEASED,TELEPHONE,Trailers*_OWNED,Trailers*_TERM_LEASED,Trailers*_TRIP_LEASED,Truck Tractors_OWNED,Truck Tractors_TERM_LEASED,Truck Tractors_TRIP_LEASED,U.S. MAIL,UTILITY,Unnamed: 0,VMT_SOURCE_ID,Van 1-8*_OWNED,Van 1-8*_TERM_LEASED,Van 1-8*_TRIP_LEASED,Van 9-15_OWNED,Van 9-15_TERM_LEASED,Van 9-15_TRIP_LEASED,WATER WELL,XBUILDING MATERIALS,XCONSTRUCTION,"XGARBAGE, REFUSE, TRASH","XLOGS, POLES, BEAMS, LUMBER","XMACHINERY, LARGE OBJECTS","XMETAL; SHEETS, COILS, ROLLS"
10,21-MAR-02,,,,False,,C,False,False,False,True,,1013354,False,1,,,False,(719) 783-2258,False,,False,False,N,False,0,0,0,0,0,0,,False,J & I CONTRACTING INC,False,False,,0,0,0,0,0,0,0,0,0,,WESTCLIFFE,US,CO,PO BX 1426,81252-1426,21-MAR-02,0.0,,False,,False,False,0,0,0,0,0,0,1,CO,False,False,False,False,N,WESTCLIFFE,US,CO,107 N ADAMS BLVD,81252,0,0,False,,0,0,0,0,0,0,0,0,0,1,0,0,(719) 783-9286,0,0,0,0,0,0,False,False,5710,,0,0,0,0,0,0,False,False,False,False,False,False,False
11,21-MAR-02,,,,False,,C,False,False,False,True,C C EXCAVATING,1013355,False,2,,,False,(719) 539-3442,False,,False,False,N,False,0,0,0,0,0,0,,False,CALVIN CAROTHERS,False,False,,0,0,0,0,0,0,0,0,0,,SALIDA,US,CO,7032 CR 156C,81201,21-MAR-02,2000.0,2001.0,False,,False,False,0,0,0,0,0,0,1,CO,False,False,False,False,N,SALIDA,US,CO,7032 CR 156C,81201,0,0,False,,0,0,0,0,0,0,0,0,0,1,0,0,(719) 539-3442,1,0,0,0,0,0,False,False,5711,,0,0,0,0,0,0,False,False,False,False,False,False,False
12,21-MAR-02,,,,False,,A,False,False,False,,,1013356,False,1,,JIMTESTERINC@OUTLOOK.COM,False,,False,,True,False,N,False,0,0,0,0,0,0,,False,JIM TESTER INC,False,False,,0,0,0,0,0,0,0,0,0,,MORRISONVILLE,US,IL,22217 E 15TH RD,62546,21-AUG-22,48000.0,2021.0,False,,False,False,0,0,0,0,0,0,1,IL,False,False,False,False,N,MORRISONVILLE,US,IL,22217 E 15TH RD,62546,48000,2021,False,,0,0,0,0,0,0,0,0,0,0,0,0,(217) 825-6154,2,0,0,1,0,0,False,False,5712,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
13,21-MAR-02,,,,False,,A,False,False,False,,,1013359,False,4,,PEYTONTESTER01@GMAIL.COM,False,(217) 563-2694,False,,False,True,N,False,0,0,0,0,0,0,,False,DEAN TESTER INC,False,False,,0,0,0,0,0,0,0,0,0,,NOKOMIS,US,IL,21367 E 15TH ROAD,62075,18-JUL-21,8500.0,2020.0,False,,False,False,0,0,0,0,0,0,3,IL,False,False,False,False,N,NOKOMIS,US,IL,21367 E 15TH ROAD,62075,8500,2020,False,,0,0,0,0,0,0,0,0,0,0,0,0,(217) 563-2694,5,0,0,3,0,0,False,False,5713,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
14,21-MAR-02,,,,False,,C,False,False,False,,,1013366,False,1,,,False,(307) 687-0377,False,,False,False,N,False,0,0,0,0,0,0,,False,WILD WEST WELL SERVICE INC,False,False,,0,0,0,0,0,0,0,0,0,,GILLETTE,US,WY,2 EL CAMINO,82716,18-MAR-02,10000.0,2001.0,False,,False,False,0,0,0,0,0,0,1,WY,True,False,False,False,N,GILLETTE,US,WY,2 EL CAMINO,82716,0,0,False,,0,0,0,0,0,0,0,0,0,1,0,0,(307) 687-0377,0,0,0,0,0,0,False,False,5714,,0,0,0,0,0,0,False,False,False,False,False,False,False
15,22-MAR-02,,,,False,,C,False,False,False,,,1013370,False,13,,COLIN.CANTRELL@NOLONGERBOUND.COM,False,(770) 205-4285,False,,False,False,N,True,0,0,0,0,0,0,,False,NO LONGER BOUND INC,False,False,,0,0,0,0,0,0,0,0,0,,CUMMING,US,GA,2735 PINE GROVE ROAD,30041-7103,04-OCT-21,50000.0,2020.0,False,,False,False,0,0,0,0,0,0,13,GA,False,False,False,False,Y,CUMMING,US,GA,2735 PINE GROVE ROAD,30041-7103,50000,2020,False,,0,0,0,0,0,0,0,0,0,6,0,0,(770) 886-7873,0,0,0,0,0,0,False,False,5715,1.0,0,0,0,7,0,0,False,False,False,False,False,False,False
16,22-MAR-02,,,,False,,C,False,False,False,,,1013372,False,1,,KATGRESS@PSCI.NET,False,,False,,False,False,N,False,0,0,0,0,0,0,,False,TERRENCE C GRESS,False,True,,0,0,0,0,0,0,0,0,0,,JASPER,US,IN,1258 N 750 W,47546-8962,26-FEB-20,10000.0,2001.0,False,,False,False,0,0,0,0,0,0,3,IN,False,False,False,False,N,JASPER,US,IN,1258 N 750 W,47546-8962,0,0,False,,0,0,0,0,0,0,0,0,0,2,0,0,(812) 482-6548,2,0,0,1,0,0,False,False,5716,,0,0,0,0,0,0,False,False,False,False,False,False,False
17,22-MAR-02,,,,False,,A,False,False,False,,BL HASKINS,1013373,False,1,,HASKINS@E-ISCO.COM,False,,False,,False,True,N,False,0,0,0,0,0,0,,False,HASKINS BRENT LANE,False,False,,0,0,0,0,0,0,0,0,0,,MERRILL,US,OR,P O BOX 213,97633-0213,20-MAY-21,11506.0,2020.0,False,,False,False,0,0,0,0,0,0,3,OR,False,False,False,False,N,MERRILL,US,OR,23787 S MERRILL RD,97633,11506,2020,False,,0,0,0,0,0,0,0,0,0,2,0,0,(541) 798-5421,4,0,0,1,0,0,False,False,5717,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
18,22-MAR-02,,,,False,,C,False,False,False,,C R GILLEN LLC,1013381,False,3,True,CRROADHOUSE@AOL.COM,False,(239) 369-1465,False,,False,False,N,False,0,0,0,0,0,0,,False,CHARLES R GILLEN,False,False,,0,0,0,0,0,0,0,0,0,,LEHIGH ACRES,US,FL,141 S JEFFERSON AVE,33972,16-JUL-15,200000.0,2014.0,False,,False,False,0,0,0,0,0,0,2,FL,False,False,False,False,N,LEHIGH ACRES,US,FL,141 S JEFFERSON AVE,33972,0,0,False,,0,0,0,0,0,0,0,0,0,0,0,0,(239) 691-6419,0,0,0,2,0,0,False,False,5718,,0,0,0,0,0,0,False,False,False,False,False,False,False
19,22-MAR-02,,,,False,,C,False,False,False,,,1013383,False,1,,MAUREEN@MOUNTAINTEXTILES.COM,False,(770) 493-9397,False,,True,False,N,False,0,0,0,0,0,0,,False,MOUNTAIN TEXTILES INC,False,False,,0,0,0,0,0,0,0,0,0,,ATLANTA,US,GA,P O BOX  450931,31145,07-DEC-15,10000.0,2015.0,False,,False,False,0,0,0,0,0,0,1,GA,False,False,False,False,N,TUCKER,US,GA,3340 MONTREAL STATION,30084,0,0,False,,0,0,0,0,0,0,0,0,0,1,0,0,(770) 493-9393,0,0,0,0,0,0,False,False,5719,,0,0,0,0,0,0,False,False,False,False,False,False,False
20,22-MAR-02,,,,False,,C,False,False,False,,BRUGGER FARMS,1013385,False,2,,,False,,False,,False,True,N,False,0,0,0,0,0,0,,False,BRUGGER FARMS TRUCKING LLC,False,False,,0,0,0,0,0,0,0,0,0,,MONROE,US,WI,N4149 HWY 59,53566,30-NOV-99,,,False,,False,False,0,0,0,0,0,0,3,WI,False,False,False,False,N,MONROE,US,WI,N4149 HWY 59,53566,0,0,False,,0,0,0,0,0,0,0,0,0,0,0,0,(608) 558-2366,3,0,0,3,0,0,False,False,5720,,0,0,0,0,0,0,False,False,False,False,False,False,False
21,22-MAR-02,,,,False,,C,False,False,False,,DAVID E PETTEE INC,1013390,False,1,,,False,,False,,False,False,N,False,0,0,0,0,0,0,,False,DAVID E PETTEE,False,False,True,0,0,0,0,0,0,0,0,0,,ROCKPORT,US,ME,PO BOX 833,04856,,0.0,,False,,False,False,0,0,0,0,0,0,1,ME,False,False,False,False,N,ROCKPORT,US,ME,286 WEST ST,04856,0,0,False,,0,0,0,0,0,0,0,0,0,1,0,0,,2,0,0,0,0,0,False,False,5721,,0,0,0,0,0,0,False,False,False,False,False,False,False
22,22-MAR-02,,,,False,,C,False,False,False,,,1013391,False,1,,,False,,False,,False,True,N,False,0,0,0,0,0,0,,False,LEON HAHN,False,False,,0,0,0,0,0,0,0,0,0,,BELOIT,US,WI,3800 E CTH S,53511,04-DEC-99,0.0,,False,,False,False,0,0,0,0,0,0,1,WI,False,False,False,False,N,BELOIT,US,WI,3800 E CTH S,53511,0,0,False,,0,0,0,0,0,0,0,0,0,1,0,0,,0,0,0,0,0,0,False,False,5722,,0,0,0,0,0,0,False,False,False,False,False,False,False
23,22-MAR-02,,,,False,,C,False,False,False,,,1013394,False,1,,,False,,False,,False,True,N,False,0,0,0,0,0,0,,False,JOHN BAUMAN,False,False,,0,0,0,0,0,0,0,0,0,,MONROE,US,WI,W4472 FAIRFIELD ROAD,53566,10-NOV-99,0.0,,False,,False,False,0,0,0,0,0,0,1,WI,False,False,False,False,N,MONROE,US,WI,W4472 FAIRFIELD ROAD,53566,0,0,False,,0,0,0,0,0,0,0,0,0,1,0,0,,0,0,0,0,0,0,False,False,5723,,0,0,0,0,0,0,False,False,False,False,False,False,False
24,22-MAR-02,,,,False,,C,False,False,False,,,1013395,False,1,,,False,,False,,False,True,N,False,0,0,0,0,0,0,,False,DAVID A FERNHOLZ,False,False,,0,0,0,0,0,0,0,0,0,,ARCADIA,US,WI,W26023 STATE RD 95,54612,07-DEC-99,0.0,,False,,False,False,0,0,0,0,0,0,1,WI,False,False,False,False,N,ARCADIA,US,WI,W26023 STATE RD 95,54612,0,0,False,,0,0,0,0,0,0,0,0,0,1,0,0,,0,0,0,0,0,0,False,False,5724,,0,0,0,0,0,0,False,False,False,False,False,False,False
25,22-MAR-02,,,,False,True,C,False,False,False,,DEWEY TRUCKING,1013396,False,1,,,False,,False,,False,False,N,False,0,0,0,0,0,0,,False,DELMAR DEWEY,False,False,,0,0,0,0,0,0,0,0,0,,TRENTON,US,NE,PO BOX 181,69044,,0.0,,False,,False,False,0,0,0,0,0,0,1,NE,False,False,False,False,N,TRENTON,US,NE,PO BOX 181,69044,0,0,False,,0,0,0,0,0,0,0,0,0,1,0,0,(308) 334-5269,1,0,0,0,0,0,False,False,5725,,0,0,0,0,0,0,False,False,False,False,False,False,False
26,22-MAR-02,,,,False,,C,False,False,False,,,1013398,False,1,,,False,,False,,False,True,N,False,0,0,0,0,0,0,,False,JIM T BUTSON,False,False,,0,0,0,0,0,0,0,0,0,,PLATTEVILLE,US,WI,3082 CTH B,53818,02-DEC-99,0.0,,False,,False,False,0,0,0,0,0,0,1,WI,False,False,False,False,N,PLATTEVILLE,US,WI,3082 CTH B,53818,0,0,False,,0,0,0,0,0,0,0,0,0,1,0,0,,0,0,0,0,0,0,False,False,5726,,0,0,0,0,0,0,False,False,False,False,False,False,False
27,22-MAR-02,,,,False,,C,False,False,False,,TYSON REFRIGERATED PROCESSED MEATS,1013399,False,1,,,False,,False,,True,False,N,False,0,0,0,0,0,0,,False,TYSON,False,False,,0,0,0,0,0,0,0,0,0,,MADISON,US,NE,PO BOX 1010,68748,,0.0,,False,,False,False,0,0,0,0,0,0,1,NE,False,False,False,False,N,MADISON,US,NE,1200 INDUSTRIAL PARKWAY,68748,0,0,False,,0,0,0,0,0,0,0,0,0,1,0,0,(402) 454-3361,0,0,0,0,0,0,False,False,5727,,0,0,0,0,0,0,False,False,False,False,False,False,False
28,22-MAR-02,,,,False,,A,False,False,False,,KATTERHENRY FARMS,1013400,False,2,,THEFARM@KATTERHENRY.COM,False,,False,,False,True,N,False,0,0,0,0,0,0,,False,DENNIS L KATTERHENRY,False,False,,0,0,0,0,0,0,0,0,0,,BELOIT,US,WI,3108 W SPRING CREEK ROAD,53511,18-AUG-22,6225.0,2021.0,False,,False,False,0,0,0,0,0,0,3,WI,False,False,False,False,N,BELOIT,US,WI,3108 W SPRING CREEK ROAD,53511,6225,2021,False,,0,0,0,0,0,0,0,0,0,0,0,0,(608) 751-8536,3,0,0,3,0,0,False,False,5728,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
29,22-MAR-02,,,,False,,C,False,False,False,,,1013401,False,2,,SOMMMERSRJ@YAHOO.COM,False,,False,,True,False,N,False,0,0,0,0,0,0,,False,SOMMERS R & R,False,False,,0,0,0,0,0,0,0,0,0,,HANNA,US,IN,5633 W 1200 S,46340,21-JAN-20,5000.0,2019.0,False,,False,False,0,0,0,0,0,0,2,IN,False,False,False,False,N,HANNA,US,IN,5633 W 1200 S,46340,0,0,False,,0,0,0,0,0,0,0,0,0,0,0,0,(219) 797-4565,4,0,0,2,0,0,False,False,5729,,0,0,0,0,0,0,False,False,False,False,False,False,False
30,22-MAR-02,,,,False,,A,False,False,False,,,1013403,True,8,,WAGNERREPAIR@COMCAST.NET,False,(717) 866-7701,False,,False,False,N,False,0,0,0,0,0,0,,False,CALVIN J WAGNER INC,False,False,,0,0,0,0,0,0,0,0,0,,MYERSTOWN,US,PA,110 W LINCOLN AVE BOX 226,17067,07-JAN-22,25000.0,2013.0,False,,False,False,0,0,0,0,0,0,5,PA,False,False,False,False,N,MYERSTOWN,US,PA,110 W LINCOLN AVE BOX 226,17067,25000,2013,False,,0,0,0,0,0,0,0,0,0,4,0,0,(717) 866-2114,0,0,0,1,0,0,False,False,5730,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
31,22-MAR-02,,,,False,True,C,False,False,False,,,1013404,False,3,,,False,,False,,False,False,N,False,0,0,0,0,0,0,,False,STAR CITY CONCRETE CONSTRUCTION CO,False,False,,0,0,0,0,0,0,0,0,0,,LINCOLN,US,NE,PO BOX 80535,68501,,0.0,,False,,False,False,0,0,0,0,0,0,3,NE,False,False,False,False,N,LINCOLN,US,NE,5501 SOUTH 80TH STREET,68516,0,0,False,,0,0,0,0,0,0,0,0,0,3,0,0,(402) 560-9075,0,0,0,0,0,0,False,False,5731,,0,0,0,0,0,0,False,False,False,False,False,False,False
32,22-MAR-02,,,,False,,C,False,False,False,,,1013405,False,2,,,False,,False,,False,True,N,False,0,0,0,0,0,0,,False,GOODGER FARMS INC,False,False,,0,0,0,0,0,0,0,0,0,,MILTON,US,WI,652 E HIGH STREET,53563,20-JAN-06,10000.0,2005.0,False,,False,False,0,0,0,0,0,0,4,WI,False,False,False,False,N,MILTON,US,WI,652 E HIGH STREET,53563,0,0,False,,0,0,0,0,0,0,0,0,0,3,0,0,(608) 868-2556,0,0,0,1,0,0,False,False,5732,,0,0,0,0,0,0,False,False,False,False,False,False,False
33,22-MAR-02,,,,False,,C,False,False,False,,,1013407,False,1,,ANSONELECTRIC@GPCOM.NET,True,(402) 626-7953,False,,False,False,N,False,0,0,0,0,0,0,,False,ANSON ELECTRIC INC,False,False,,0,0,0,0,0,0,0,0,0,,EWING,US,NE,BOX 233,68735,01-JUL-22,1000.0,2021.0,False,,False,False,0,0,0,0,0,0,2,NE,False,False,False,False,N,EWING,US,NE,427 MAIN ST,68735,1000,2021,False,,0,0,0,0,0,0,0,0,0,2,0,0,(402) 626-7774,2,0,0,0,0,0,False,False,5733,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
