,ADD_DATE,BEVERAGES,BOAT LIFTS,BUILDING MATERIALS,CAMPERS,CARRIER_OPERATION,CHEMICALS,"COAL, COKE",COMMODITIES DRY BULK,CONSTRUCTION,DBA_NAME,DOT_NUMBER,DRIVE AWAY/TOWAWAY,DRIVER_TOTAL,EMAIL_ADDRESS,EMPTY TOTES/DRUM,FARM SUPPLIES,FAX,FRESH PRODUCE,FUEL OIL,FURNITURE,"GARBAGE, REFUSE, TRASH",GENERAL FREIGHT,"GRAIN, FEED, HAY",HM_FLAG,HOUSEHOLD GOODS,Hazmat Cargo Tank Trailers*_OWNED,Hazmat Cargo Tank Trailers*_TERM_LEASED,Hazmat Cargo Tank Trailers*_TRIP_LEASED,Hazmat Cargo Tank Trucks_OWNED,Hazmat Cargo Tank Trucks_TERM_LEASED,Hazmat Cargo Tank Trucks_TRIP_LEASED,INTERMODAL CONTAINERS,LEGAL_NAME,LIQUIDS/GASES,LIVESTOCK,"LOGS, POLES, BEAMS, LUMBER",Limousine 1-8*_OWNED,Limousine 1-8*_TERM_LEASED,Limousine 1-8*_TRIP_LEASED,Limousine 16+_OWNED,Limousine 16+_TERM_LEASED,Limousine 16+_TRIP_LEASED,Limousine 9-15_OWNED,Limousine 9-15_TERM_LEASED,Limousine 9-15_TRIP_LEASED,"MACHINERY, LARGE OBJECTS",MAILING_CITY,MAILING_COUNTRY,MAILING_STATE,MAILING_STREET,MAILING_ZIP,MCS150_DATE,MCS150_MILEAGE,MCS150_MILEAGE_YEAR,MEAT,"METAL; SHEETS, COILS, ROLLS",MOBILE HOMES,MOTOR VEHICLES,Mini-Bus 16+_OWNED,Mini-Bus 16+_TERM_LEASED,Mini-Bus 16+_TRIP_LEASED,Motor Coach_OWNED,Motor Coach_TERM_LEASED,Motor Coach_TRIP_LEASED,NBR_POWER_UNIT,OIC_STATE,OIL FIELD EQUIPMENT,OTHER,PAPER PRODUCTS,PASSENGERS,PC_FLAG,PHY_CITY,PHY_COUNTRY,PHY_STATE,PHY_STREET,PHY_ZIP,PLANTS,PLUMBING SUPPLIES,RECENT_MILEAGE,RECENT_MILEAGE_YEAR,REFRIGERATED FOOD,"SAND, GRAVEL","SAND,GRAVEL",SEPTAGE,School Bus 1-8*_OWNED,School Bus 1-8*_TERM_LEASED,School Bus 1-8*_TRIP_LEASED,School Bus 16+_OWNED,School Bus 16+_TERM_LEASED,School Bus 16+_TRIP_LEASED,School Bus 9-15_OWNED,School Bus 9-15_TERM_LEASED,School Bus 9-15_TRIP_LEASED,Straight Trucks_OWNED,Straight Trucks_TERM_LEASED,Straight Trucks_TRIP_LEASED,TELEPHONE,Trailers*_OWNED,Trailers*_TERM_LEASED,Trailers*_TRIP_LEASED,Truck Tractors_OWNED,Truck Tractors_TERM_LEASED,Truck Tractors_TRIP_LEASED,U.S. MAIL,UTILITY,Unnamed: 0,VMT_SOURCE_ID,Van 1-8*_OWNED,Van 1-8*_TERM_LEASED,Van 1-8*_TRIP_LEASED,Van 9-15_OWNED,Van 9-15_TERM_LEASED,Van 9-15_TRIP_LEASED,WATER WELL,XBUILDING MATERIALS,XCONSTRUCTION,"XGARBAGE, REFUSE, TRASH","XLOGS, POLES, BEAMS, LUMBER","XMACHINERY, LARGE OBJECTS","XMETAL; SHEETS, COILS, ROLLS"
10,23-JAN-02,False,,,,A,False,False,False,True,,1000267,False,10.0,RUDY@WMBETZ.COM,,False,(215) 425-5097,False,,,,False,False,N,False,0,0,0,0,0,0,False,WILLIAM BETZ JR INC,False,False,,0,0,0,0,0,0,0,0,0,,PHILADELPHIA,US,PA,2826 FRANKFORD AVE,19134,22-JUL-22,30000.0,2021.0,False,,False,False,0,0,0,0,0,0,4.0,PA,False,False,False,False,N,PHILADELPHIA,US,PA,2826 FRANKFORD AVE,19134,,,30000,2021,False,,,,0,0,0,0,0,0,0,0,0,4,0,0,(215) 425-4700,0,0,0,0,0,0,False,False,110,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
11,23-JAN-02,False,,,,C,False,False,False,,,1000268,False,1.0,,,False,(757) 485-8552,False,,,,True,False,N,False,0,0,0,0,0,0,False,AAM INCORPORATED,False,False,,0,0,0,0,0,0,0,0,0,,CHESAPEAKE,US,VA,3985 SOUTH MILITARY HIGHWAY,23321,31-OCT-06,30000.0,2003.0,False,,False,False,0,0,0,0,0,0,1.0,VA,False,False,False,False,N,CHESAPEAKE,US,VA,3985 SOUTH MILITARY HIGHWAY,23321,,,0,0,False,,,,0,0,0,0,0,0,0,0,0,1,0,0,(757) 485-3400,0,0,0,0,0,0,False,False,111,,0,0,0,0,0,0,False,False,False,False,False,False,False
12,23-JAN-02,False,,,,A,False,False,False,,MEADVILLE ACE CONTRACTOR CENTER,1000273,False,16.0,CERVIN@WINDSTREAM.NET,,False,(814) 337-0693,False,,,,False,False,N,False,0,0,0,0,0,0,False,ROBERT & KAY FRITZ INC,False,False,,0,0,0,0,0,0,0,0,0,,MEADVILLE,US,PA,10944 PERRY HIGHWAY,16335,20-JUL-21,93751.0,2002.0,False,True,False,False,0,0,0,0,0,0,8.0,PA,False,False,False,False,N,MEADVILLE,US,PA,10944 PERRY HIGHWAY,16335,,,93751,2002,False,,,,0,0,0,0,0,0,0,0,0,8,0,0,(814) 337-4281,0,0,0,0,0,0,False,False,112,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
13,23-JAN-02,False,,,,A,False,False,False,,,1000279,False,1.0,PVTULOTTA@MSN.COM,,False,(914) 337-3148,False,,,,True,False,N,False,0,0,0,0,0,0,False,P K & J LOGISTICS LLC,False,False,,0,0,0,0,0,0,0,0,0,,EASTCHESTER,US,NY,19 EVERETT ST,10707,27-AUG-22,54443.0,2021.0,False,,False,False,0,0,0,0,0,0,1.0,NY,False,False,False,False,N,EASTCHESTER,US,NY,19 EVERETT ST,10707,,,54443,2021,False,,,,0,0,0,0,0,0,0,0,0,0,0,0,(914) 523-0820,0,0,0,1,0,0,False,False,113,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
14,23-JAN-02,False,,,,C,False,False,False,True,,1000283,False,1.0,,,False,,False,,,,False,False,N,False,0,0,0,0,0,0,False,CORNERSTONE CONCRETE CONSTRUCTION INC,False,False,,0,0,0,0,0,0,0,0,0,,TRAFALGAR,US,IN,25 MANCHESTER DR,46181,23-JAN-02,0.0,,False,,False,False,0,0,0,0,0,0,1.0,IN,False,False,False,False,N,TRAFALGAR,US,IN,25 MANCHESTER DR,46181,,,0,0,False,,,,0,0,0,0,0,0,0,0,0,1,0,0,(317) 878-9954,1,0,0,0,0,0,False,False,114,,0,0,0,0,0,0,False,False,False,False,False,False,False
15,23-JAN-02,False,,,,C,False,False,False,,,1000286,False,1.0,,,True,,False,,,,False,False,N,False,0,0,0,0,0,0,False,RALPH J BENZINE,False,False,,0,0,0,0,0,0,0,0,0,,RIO,US,WI,403 W HARVEY STREET,53960,28-JUL-03,30000.0,2002.0,False,,False,False,0,0,0,0,0,0,1.0,WI,False,False,False,False,N,RIO,US,WI,403 W HARVEY STREET,53960,,,0,0,False,,,,0,0,0,0,0,0,0,0,0,1,0,0,(920) 992-3310,0,0,0,0,0,0,False,False,115,,0,0,0,0,0,0,False,False,False,False,False,False,False
16,23-JAN-02,False,,,,A,False,False,False,,ALEGRIA TRANSPORT,1000288,False,1.0,ADA.ALEGRIA@YAHOO.COM,,False,,False,,,,True,False,N,False,0,0,0,0,0,0,False,ELVIS REBERTO ALEGRIA,False,False,,0,0,0,0,0,0,0,0,0,,TIGARD,US,OR,13620SW BEEF BEND RD #15,97224,13-OCT-22,35000.0,2021.0,False,,False,False,0,0,0,0,0,0,1.0,OR,False,False,False,False,N,TIGARD,US,OR,13620SW BEEF BEND RD #15,97224,,,35000,2021,False,,,,0,0,0,0,0,0,0,0,0,0,0,0,(503) 995-9538,0,0,0,1,0,0,False,False,116,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
17,23-JAN-02,False,,,,A,False,False,False,,,1000292,False,9.0,SIPSAS@CHEQNET.NET,,False,(715) 372-6163,False,,,,False,False,N,False,0,0,0,0,0,0,False,SIPSAS TRUCKING LLC,False,False,,0,0,0,0,0,0,0,0,0,True,IRON RIVER,US,WI,P O BOX 728,54847,02-MAR-21,19662.0,2020.0,False,,False,False,0,0,0,0,0,0,12.0,WI,False,False,False,False,N,IRON RIVER,US,WI,9395 WALLACE RD,54847,,,19662,2020,False,,,,0,0,0,0,0,0,0,0,0,10,0,0,(715) 372-8221,4,0,0,2,0,0,False,False,117,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
18,23-JAN-02,False,,,,C,False,False,False,,,1000294,False,1.0,,,False,,False,,,,False,False,N,False,0,0,0,0,0,0,False,DERBY CITY SERVICES INC,False,False,,0,0,0,0,0,0,0,0,0,,LOUISVILLE,US,KY,2700 GOOSE CREEK RD,40242,04-JAN-02,0.0,,False,,False,True,0,0,0,0,0,0,1.0,KY,False,False,False,False,N,LOUISVILLE,US,KY,2700 GOOSE CREEK RD,40242,,,0,0,False,,,,0,0,0,0,0,0,0,0,0,1,0,0,(502) 339-9030,0,0,0,0,0,0,False,False,118,,0,0,0,0,0,0,False,False,False,False,False,False,False
19,23-JAN-02,False,,True,,A,False,False,False,,,1000295,False,2.0,DBUBSER@PENAPLAS.COM,,False,(570) 489-8661,False,,,,False,False,N,False,0,0,0,0,0,0,False,PENA PLAS COMPANY,False,False,,0,0,0,0,0,0,0,0,0,,JESSUP,US,PA,1249 MID VALLEY DRIVE,18434,02-APR-21,22000.0,2018.0,False,,False,False,0,0,0,0,0,0,2.0,PA,False,False,False,False,N,JESSUP,US,PA,1249 MID VALLEY DRIVE,18434,,,22000,2018,False,,,,0,0,0,0,0,0,0,0,0,2,0,0,(570) 489-8554,0,0,0,0,0,0,False,False,119,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
20,23-JAN-02,False,,True,,C,False,False,False,,,1000297,False,1.0,,,False,,False,,,,False,False,N,False,0,0,0,0,0,0,False,GEORGE M MALOOF,False,False,,0,0,0,0,0,0,0,0,0,,WASHBURN,US,WI,402 W PINE STREET,54891,02-FEB-01,1000.0,2000.0,False,,False,False,0,0,0,0,0,0,2.0,WI,False,False,False,False,N,WASHBURN,US,WI,402 W PINE STREET,54891,,,0,0,False,,,,0,0,0,0,0,0,0,0,0,2,0,0,(715) 373-2624,1,0,0,0,0,0,False,False,120,,0,0,0,0,0,0,False,False,False,False,False,False,False
21,23-JAN-02,False,,,,A,False,False,False,,MANTOOTH ENTERPRISES,1000299,False,4.0,MANTOOTH.LISA@GMAIL.COM,,False,,False,,,,False,False,N,False,0,0,0,0,0,0,False,CHRISTOPHER S MANTOOTH,False,False,,0,0,0,0,0,0,0,0,0,,NEWPORT,US,TN,1224 EDWINA BRIDGEPORT RD,37821,07-FEB-22,15000.0,2021.0,False,,False,False,0,0,0,0,0,0,4.0,TN,False,False,False,False,N,NEWPORT,US,TN,1224 EDWINA BRIDGEPORT RD,37821,,,15000,2021,False,True,,,0,0,0,0,0,0,0,0,0,4,0,0,(423) 237-0584,0,0,0,0,0,0,False,False,121,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
22,23-JAN-02,False,,,,A,False,False,False,,DALYN RUG COMPANY,1000300,False,2.0,STUARTBROWN@DALYN.COM,,False,(706) 277-2748,False,,,,True,False,N,False,0,0,0,0,0,0,False,DALYN CORPORATION,False,False,,0,0,0,0,0,0,0,0,0,,DALTON,US,GA,P O BOX 1031,30722,24-OCT-22,20000.0,2020.0,False,,False,False,0,0,0,0,0,0,1.0,GA,False,False,False,False,N,DALTON,US,GA,2386 ABUTMENT RD,30721,,,20000,2020,False,,,,0,0,0,0,0,0,0,0,0,1,0,0,(706) 277-2909,0,0,0,0,0,0,False,False,122,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
23,23-JAN-02,False,,,,A,False,False,False,,,1000301,False,15.0,ADMIN@RITOLAINC.COM,,False,(715) 278-3854,False,,,,False,False,N,False,0,0,0,0,0,0,False,RITOLA INC,False,False,True,0,0,0,0,0,0,0,0,0,,MASON,US,WI,61426 STORCK RD,54856,21-OCT-22,250000.0,2021.0,False,,False,False,0,0,0,0,0,0,6.0,WI,False,False,False,False,N,MASON,US,WI,61426 STORCK RD,54856,,,250000,2021,False,,,,0,0,0,0,0,0,0,0,0,3,0,0,(715) 278-3824,6,0,0,3,0,0,False,False,123,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
24,23-JAN-02,False,,,,C,False,False,False,,BLUE PEACH,1000302,False,1.0,VOOCK@ALTAVISTA.COM,,False,,False,,,,True,False,N,False,0,0,0,0,0,0,False,CORNELIU CATANA,False,False,,0,0,0,0,0,0,0,0,0,,TUCKER,US,GA,4394 ELMDALE DR,30084,,0.0,,False,,False,False,0,0,0,0,0,0,1.0,GA,False,False,False,False,N,TUCKER,US,GA,4394 ELMDALE DR,30084,,,0,0,False,,,,0,0,0,0,0,0,0,0,0,1,0,0,(770) 939-7973,0,0,0,0,0,0,False,False,124,,0,0,0,0,0,0,False,False,False,False,False,False,False
25,23-JAN-02,False,,,,C,False,False,False,,,1000305,False,1.0,,,False,,False,,,,False,False,N,False,0,0,0,0,0,0,False,OLSON TRENCHING & DRAINAGE,False,False,,0,0,0,0,0,0,0,0,0,True,MONDOVI,US,WI,960 CTY RD A WEST,54755,27-MAR-01,0.0,,False,,False,False,0,0,0,0,0,0,1.0,WI,False,False,False,False,N,MONDOVI,US,WI,960 CTY RD A WEST,54755,,,0,0,False,,,,0,0,0,0,0,0,0,0,0,0,0,0,(715) 926-4386,1,0,0,1,0,0,False,False,125,,0,0,0,0,0,0,False,False,False,False,False,False,False
26,23-JAN-02,False,,,,C,False,False,False,,,1000312,False,3.0,RLSEND@MWT.NET,,False,(608) 626-2138,False,,,,True,False,N,False,0,0,0,0,0,0,False,SENDELBACH CONSTRUCTION INC,False,False,,0,0,0,0,0,0,0,0,0,,COCHRANE,US,WI,W575 HESCH VALLEY ROAD,54622,02-FEB-01,100000.0,2000.0,False,,False,False,0,0,0,0,0,0,3.0,WI,False,False,False,False,N,COCHRANE,US,WI,W575 HESCH VALLEY ROAD,54622,,,0,0,False,,,,0,0,0,0,0,0,0,0,0,3,0,0,(608) 626-2921,2,0,0,0,0,0,False,False,126,,0,0,0,0,0,0,False,False,False,False,False,False,False
27,23-JAN-02,False,,,,C,False,False,True,,ZAPPA EXCAVATING,1000316,False,1.0,,,False,,False,,,,False,False,N,False,0,0,0,0,0,0,False,RALPH A ZAPPA,False,False,,0,0,0,0,0,0,0,0,0,,CUMBERLAND,US,WI,298 21 3/4 22 AVENUE,54829,02-MAR-01,500.0,2000.0,False,,False,False,0,0,0,0,0,0,1.0,WI,False,False,False,False,N,CUMBERLAND,US,WI,298 21 3/4 22 AVENUE,54829,,,0,0,False,,,,0,0,0,0,0,0,0,0,0,1,0,0,,0,0,0,0,0,0,False,False,127,,0,0,0,0,0,0,False,False,False,False,False,False,False
28,01-JUN-74,False,,True,,C,False,False,False,,,100032,False,1.0,MMCO@VOYAGER.NET,,False,(920) 235-7733,False,,,,False,False,N,False,0,0,0,0,0,0,False,MARQUART MILLWORK CO,False,False,,0,0,0,0,0,0,0,0,0,,OSHKOSH,US,WI,250 EAST FERNAU AVE,54901-1240,02-FEB-07,0.0,,False,,False,False,0,0,0,0,0,0,1.0,WI,False,False,False,False,N,OSHKOSH,US,WI,250 EAST FERNAU AVE,54901-1240,,,0,0,False,,,,0,0,0,0,0,0,0,0,0,1,0,0,(920) 235-8900,0,0,0,0,0,0,False,False,128,,0,0,0,0,0,0,False,False,False,False,False,False,False
29,23-JAN-02,False,,,,C,False,False,False,True,,1000320,False,5.0,,,False,(715) 458-0560,False,,,,False,False,N,False,0,0,0,0,0,0,False,MIX CRETE INC,False,False,,0,0,0,0,0,0,0,0,0,,CAMERON,US,WI,P O BOX 337,54822,20-AUG-12,28000.0,2011.0,False,,False,False,0,0,0,0,0,0,6.0,WI,False,False,False,False,N,CAMERON,US,WI,HWY 8 & SS,54822,,,0,0,False,,,,0,0,0,0,0,0,0,0,0,5,0,0,(715) 458-4060,1,0,0,1,0,0,False,False,129,,0,0,0,0,0,0,False,False,False,False,False,False,False
30,23-JAN-02,False,,,,A,False,False,False,,,1000321,False,1.0,BRIDGECITY@IW.NET,,False,(605) 665-5192,False,,,,False,False,N,False,0,0,0,0,0,0,False,BRIDGE CITY AUTO INC,False,False,,0,0,0,0,0,0,0,0,0,,YANKTON,US,SD,802 BROADWAY,57078,04-NOV-21,1.0,2014.0,False,,False,True,0,0,0,0,0,0,1.0,SD,False,False,False,False,N,YANKTON,US,SD,802 BROADWAY,57078,,,1,2014,False,,,,0,0,0,0,0,0,0,0,0,0,0,0,(605) 665-1596,1,0,0,1,0,0,False,False,130,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
31,23-JAN-02,False,,True,,A,False,False,False,,,1000324,False,1.0,DOERING5@ACEGROUP.CC,,False,,False,,,,False,False,N,False,0,0,0,0,0,0,False,DOERING FARMS,False,False,,0,0,0,0,0,0,0,0,0,,BROWNSVILLE,US,MN,2106 SHELLHORN DRIVE,55919,21-JAN-22,10000.0,2021.0,False,,False,False,0,0,0,0,0,0,2.0,MN,False,False,False,False,N,BROWNSVILLE,US,MN,2106 SHELLHORN DRIVE,55919,,,10000,2021,False,,,,0,0,0,0,0,0,0,0,0,0,0,0,(507) 482-6759,4,0,0,2,0,0,False,False,131,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
