,ADD_DATE,BEVERAGES,BUILDING MATERIALS,CARRIER_OPERATION,CHEMICALS,"COAL, COKE",COMMODITIES DRY BULK,CONSTRUCTION,DBA_NAME,DOT_NUMBER,DRIVE AWAY/TOWAWAY,DRIVER_TOTAL,EMAIL_ADDRESS,FARM SUPPLIES,FAX,FRESH PRODUCE,GENERAL FREIGHT,"GRAIN, FEED, HAY",HM_FLAG,HOUSEHOLD GOODS,Hazmat Cargo Tank Trailers*_OWNED,Hazmat Cargo Tank Trailers*_TERM_LEASED,Hazmat Cargo Tank Trailers*_TRIP_LEASED,Hazmat Cargo Tank Trucks_OWNED,Hazmat Cargo Tank Trucks_TERM_LEASED,Hazmat Cargo Tank Trucks_TRIP_LEASED,INTERMODAL CONTAINERS,LANDSCAPE EQUIPMENT,LEGAL_NAME,LIQUIDS/GASES,LIVESTOCK,"LOGS, POLES, BEAMS, LUMBER",Limousine 1-8*_OWNED,Limousine 1-8*_TERM_LEASED,Limousine 1-8*_TRIP_LEASED,Limousine 16+_OWNED,Limousine 16+_TERM_LEASED,Limousine 16+_TRIP_LEASED,Limousine 9-15_OWNED,Limousine 9-15_TERM_LEASED,Limousine 9-15_TRIP_LEASED,"MACHINERY, LARGE OBJECTS",MAILING_CITY,MAILING_COUNTRY,MAILING_STATE,MAILING_STREET,MAILING_ZIP,MCS150_DATE,MCS150_MILEAGE,MCS150_MILEAGE_YEAR,MEAT,"METAL; SHEETS, COILS, ROLLS",MOBILE HOMES,MOTOR VEHICLES,Mini-Bus 16+_OWNED,Mini-Bus 16+_TERM_LEASED,Mini-Bus 16+_TRIP_LEASED,Motor Coach_OWNED,Motor Coach_TERM_LEASED,Motor Coach_TRIP_LEASED,NBR_POWER_UNIT,OIC_STATE,OIL FIELD EQUIPMENT,OTHER,PAPER PRODUCTS,PASSENGERS,PC_FLAG,PHY_CITY,PHY_COUNTRY,PHY_STATE,PHY_STREET,PHY_ZIP,POTATOES,RECENT_MILEAGE,RECENT_MILEAGE_YEAR,RECYCLABLE MATERIAL ,REFRIGERATED FOOD,SAND,SAND AND GRAVEL,School Bus 1-8*_OWNED,School Bus 1-8*_TERM_LEASED,School Bus 1-8*_TRIP_LEASED,School Bus 16+_OWNED,School Bus 16+_TERM_LEASED,School Bus 16+_TRIP_LEASED,School Bus 9-15_OWNED,School Bus 9-15_TERM_LEASED,School Bus 9-15_TRIP_LEASED,Straight Trucks_OWNED,Straight Trucks_TERM_LEASED,Straight Trucks_TRIP_LEASED,TELEPHONE,Trailers*_OWNED,Trailers*_TERM_LEASED,Trailers*_TRIP_LEASED,Truck Tractors_OWNED,Truck Tractors_TERM_LEASED,Truck Tractors_TRIP_LEASED,U.S. MAIL,UTILITY,Unnamed: 0,VMT_SOURCE_ID,Van 1-8*_OWNED,Van 1-8*_TERM_LEASED,Van 1-8*_TRIP_LEASED,Van 9-15_OWNED,Van 9-15_TERM_LEASED,Van 9-15_TRIP_LEASED,WATER,WATER WELL,WOOD CHIPS WOOD,XBUILDING MATERIALS,XCONSTRUCTION,"XGARBAGE, REFUSE, TRASH","XLOGS, POLES, BEAMS, LUMBER","XMACHINERY, LARGE OBJECTS","XMETAL; SHEETS, COILS, ROLLS"
10,08-MAR-02,False,,C,False,False,False,,,1010179,False,1,,False,,False,False,False,N,False,0,0,0,0,0,0,False,,OZ SHIPPING INC,False,False,,0,0,0,0,0,0,0,0,0,,BLAINE,US,MN,11650 MONROE ST NE,55434,02-APR-14,50000.0,2013.0,False,,False,False,0,0,0,0,0,0,1,MN,False,False,False,False,N,BLAINE,US,MN,11650 MONROE ST NE,55434,,0,0,,False,,True,0,0,0,0,0,0,0,0,0,0,0,0,(763) 767-2977,0,0,0,1,0,0,False,False,4310,,0,0,0,0,0,0,,False,,False,False,False,False,False,False
11,08-MAR-02,False,,C,False,False,False,,,1010180,False,1,,False,,False,False,True,N,False,0,0,0,0,0,0,False,,GOHR FARMS INC,False,False,,0,0,0,0,0,0,0,0,0,,SOBIESKI,US,WI,2225 CTH C,54171,13-FEB-01,10000.0,2000.0,False,,False,False,0,0,0,0,0,0,1,WI,False,False,False,False,N,SOBIESKI,US,WI,2225 CTH C,54171,,0,0,,False,,,0,0,0,0,0,0,0,0,0,1,0,0,(920) 899-3382,0,0,0,0,0,0,False,False,4311,,0,0,0,0,0,0,,False,,False,False,False,False,False,False
12,08-MAR-02,False,,C,False,False,False,,HEIM'S HILLCREST DAIRY LLC,1010182,False,3,,False,(920) 837-7715,False,False,False,N,False,0,0,0,0,0,0,False,,LLOYD A HEIM,False,False,True,0,0,0,0,0,0,0,0,0,,ALGOMA,US,WI,E3730 ROCK LEDGE ROAD,54201,17-MAY-05,10000.0,2004.0,False,,False,False,0,0,0,0,0,0,3,WI,False,False,False,False,N,ALGOMA,US,WI,E3730 ROCK LEDGE ROAD,54201,,0,0,,False,,,0,0,0,0,0,0,0,0,0,3,0,0,(920) 837-7715,1,0,0,0,0,0,False,False,4312,,0,0,0,0,0,0,,False,,False,False,False,False,False,False
13,08-MAR-02,False,,C,False,False,False,,A & W RECOVERY,1010185,False,1,SARMOUR@PEOPLEPC.COM,False,,False,False,False,N,False,0,0,0,0,0,0,False,,STEPHEN ARMOUR,False,False,,0,0,0,0,0,0,0,0,0,,JACKSON,US,GA,1595 HWY 42 N,30233,04-DEC-03,0.0,,False,,False,True,0,0,0,0,0,0,1,GA,False,False,False,False,N,JACKSON,US,GA,1595 HWY 42 N,30233,,0,0,,False,,,0,0,0,0,0,0,0,0,0,1,0,0,(770) 480-0792,0,0,0,0,0,0,False,False,4313,,0,0,0,0,0,0,,False,,False,False,False,False,False,False
14,08-MAR-02,False,True,A,False,False,False,,RAILPRO,1010191,False,3,JWORKLAN@RAILPRO.US,False,(425) 251-6069,False,False,False,N,False,0,0,0,0,0,0,False,,RONIN Z CORP,False,False,,0,0,0,0,0,0,0,0,0,,KENT,US,WA,18862 72ND AVE SOUTH,98032,02-OCT-22,62000.0,2021.0,False,,False,False,0,0,0,0,0,0,3,WA,False,False,False,False,N,KENT,US,WA,18862 72ND AVE SOUTH,98032,,62000,2021,,False,,,0,0,0,0,0,0,0,0,0,3,0,0,(425) 251-5958,3,0,0,0,0,0,False,False,4314,1.0,0,0,0,0,0,0,,False,,False,False,False,False,False,False
15,11-MAR-02,False,,C,False,False,False,,CROWN AUTO CENTER,1010195,False,5,JULIANODYLAN312@AOL.COM,False,(203) 865-1446,False,False,False,N,False,0,0,0,0,0,0,False,,ALBERT HANSEN,False,False,,0,0,0,0,0,0,0,0,0,,NEW HAVEN,US,CT,388 CROWN STREET,06511,14-JUN-10,400000.0,2009.0,False,,False,True,0,0,0,0,0,0,5,CT,False,False,False,False,N,NEW HAVEN,US,CT,388 CROWN STREET,06511,,0,0,,False,,,0,0,0,0,0,0,0,0,0,5,0,0,(203) 865-4999,0,0,0,0,0,0,False,False,4315,,0,0,0,0,0,0,,False,,False,False,False,False,False,False
16,11-MAR-02,False,,A,False,False,False,,,1010196,False,31,KRYSTAL@ROCKONTRUCKS.COM,False,(320) 230-2912,False,True,False,N,False,0,0,0,0,0,0,False,,ROCK ON ENTERPRISES INC,False,False,,0,0,0,0,0,0,0,0,0,,WAITE PARK,US,MN,3100 7TH ST S,56387,12-JUL-21,1858061.0,2020.0,False,,False,False,0,0,0,0,0,0,47,MN,False,False,False,False,N,WAITE PARK,US,MN,3100 7TH ST S,56387,,1858061,2020,,False,,,0,0,0,0,0,0,0,0,0,8,0,0,(320) 230-2998,74,0,0,39,0,0,False,False,4316,1.0,0,0,0,0,0,0,,False,,False,False,False,False,False,False
17,11-MAR-02,False,True,A,False,False,False,,,1010202,False,5,BRENT@COWDENINC.COM,False,(360) 592-4302,False,False,False,N,False,0,0,0,0,0,0,False,,COWDEN INC,False,False,,0,0,0,0,0,0,0,0,0,,BELLINGHAM,US,WA,3880 HANNEGAN ROAD,98226,16-FEB-22,2083549.0,2021.0,False,,False,False,0,0,0,0,0,0,5,WA,False,False,False,False,N,BELLINGHAM,US,WA,3880 HANNEGAN ROAD,98226,,2083549,2021,,False,,,0,0,0,0,0,0,0,0,0,3,0,0,(360) 592-4200,5,0,0,2,0,0,False,False,4317,1.0,0,0,0,0,0,0,,False,,False,False,False,False,False,False
18,11-MAR-02,False,,A,False,False,False,,,1010203,False,17,INFO@EXCELLOGISTICS.COM,False,(416) 240-1162,False,True,False,N,False,0,0,0,0,0,0,False,,EXCEL LOGISTICS LTD,False,False,,0,0,0,0,0,0,0,0,0,,ETOBICOKE,CA,ON,71 VULCAN STREET,M9W 1L4,15-FEB-22,2513527.0,2021.0,False,,False,False,0,0,0,0,0,0,17,NY,False,False,False,False,N,ETOBICOKE,CA,ON,71 VULCAN STREET,M9W 1L4,,2513527,2021,,False,,,0,0,0,0,0,0,0,0,0,0,0,0,(416) 240-1151,18,0,0,17,0,0,False,False,4318,1.0,0,0,0,0,0,0,,False,,False,False,False,False,False,False
19,11-MAR-02,False,,A,False,False,False,,,1010206,False,2,MEDCLAIMS107@YAHOO.COM,False,(402) 756-7380,False,False,False,N,False,0,0,0,0,0,0,False,,CADILLAC LIVESTOCK X-PRESS INC,False,True,,0,0,0,0,0,0,0,0,0,,LAWRENCE,US,NE,150 N STEPHENS ST,68957,29-JUL-22,128000.0,2021.0,False,,False,False,0,0,0,0,0,0,1,NE,False,False,False,False,N,LAWRENCE,US,NE,150 N STEPHENS ST,68957,,128000,2021,,False,,,0,0,0,0,0,0,0,0,0,0,0,0,(402) 984-1310,1,0,0,1,0,0,False,False,4319,1.0,0,0,0,0,0,0,,False,,False,False,False,False,False,False
20,11-MAR-02,False,,A,False,False,False,,FLASH'S TRANSPORTATION,1010219,False,1,MARCELLOJUAREZ17@GMAIL.COM,False,,False,False,False,N,False,0,0,0,0,0,0,False,,MARCELLO H JUAREZ,False,False,,0,0,0,0,0,0,0,0,0,,THOMASVILLE,US,NC,123 FORD STREET,27360,09-SEP-21,56800.0,2020.0,False,True,False,False,0,0,0,0,0,0,1,NC,False,False,False,False,N,THOMASVILLE,US,NC,123 FORD STREET,27360,,56800,2020,,False,,,0,0,0,0,0,0,0,0,0,0,0,0,(336) 491-4424,2,0,0,1,0,0,False,False,4320,1.0,0,0,0,0,0,0,,False,,False,False,False,False,False,False
21,11-MAR-02,False,,C,False,False,False,,P & S TRUCKING CO,1010220,False,1,,False,,False,True,False,N,False,0,1,0,0,0,0,False,,SHIRLEY ANN BLASETTI,False,False,,0,0,0,0,0,0,0,0,0,,PERRYMAN,US,MD,PO BOX 117,21130,08-OCT-02,100000.0,2001.0,False,,False,False,0,0,0,0,0,0,1,MD,False,False,False,False,N,PERRYMAN,US,MD,PO BOX 117,21130,,0,0,,False,,,0,0,0,0,0,0,0,0,0,0,0,0,(410) 994-0422,0,0,0,1,0,0,False,False,4321,,0,0,0,0,0,0,,False,,False,False,False,False,False,False
22,11-MAR-02,False,True,C,False,False,False,,,1010230,False,1,ALISONS@CASILIOCO.COM,False,(716) 633-2656,False,False,False,N,False,0,0,0,0,0,0,False,,P A T CONSTRUCTION INC,False,False,,0,0,0,0,0,0,0,0,0,,WILLIAMSVILLE,US,NY,2457 WEHRLE DRIVE,14221,05-OCT-21,255.0,2020.0,False,,False,False,0,0,0,0,0,0,1,NY,False,False,False,False,N,WILLIAMSVILLE,US,NY,2457 WEHRLE DRIVE,14221,,255,2020,,False,,,0,0,0,0,0,0,0,0,0,0,0,0,(716) 633-9933,1,0,0,1,0,0,False,False,4322,1.0,0,0,0,0,0,0,,False,,False,False,False,False,False,False
23,11-MAR-02,False,,A,False,False,False,,,1010235,False,1,MARKSALATHE21@HOTMAIL.COM,False,,False,True,False,N,False,0,0,0,0,0,0,False,,MARK A SALATHE,False,False,,0,0,0,0,0,0,0,0,0,,GRATIOT,US,WI,6985 TRUE RD,53541,09-SEP-22,70000.0,2021.0,False,,False,False,0,0,0,0,0,0,1,WI,False,False,False,False,N,GRATIOT,US,WI,6985 TRUE RD,53541,,70000,2021,,False,,,0,0,0,0,0,0,0,0,0,0,0,0,(608) 482-4246,1,0,0,1,0,0,False,False,4323,1.0,0,0,0,0,0,0,,False,,False,False,False,False,False,False
24,11-MAR-02,False,,A,False,False,False,,,1010238,False,1,TWO43TRUCK@YADTEL.NET,False,(704) 539-5662,False,True,False,N,False,0,0,0,0,0,0,False,,CASS TRUCKING INC,False,False,,0,0,0,0,0,0,0,0,0,,UNION GROVE,US,NC,338 HOLLAND FARM ROAD,28689,16-JUN-21,112044.0,2020.0,False,,False,False,0,0,0,0,0,0,2,NC,False,False,False,False,N,UNION GROVE,US,NC,338 HOLLAND FARM ROAD,28689,,112044,2020,,False,,,0,0,0,0,0,0,0,0,0,0,0,0,(704) 539-4652,2,0,0,2,0,0,False,False,4324,1.0,0,0,0,0,0,0,,False,,False,False,False,False,False,False
25,11-MAR-02,False,,C,False,False,False,,,1010244,False,4,,False,,False,False,True,N,False,0,0,0,0,0,0,False,,JOT EM DOWN FARMS LLC,False,False,,0,0,0,0,0,0,0,0,0,,LADONIA,US,TX,8918 CR 4915,75449,08-APR-18,80000.0,2017.0,False,,False,False,0,0,0,0,0,0,6,TX,False,False,False,False,N,LADONIA,US,TX,8918 CR 4915,75449,,0,0,,False,,,0,0,0,0,0,0,0,0,0,0,0,0,(903) 450-5367,7,0,0,6,0,0,False,False,4325,,0,0,0,0,0,0,,False,,False,False,False,False,False,False
26,11-MAR-02,False,,C,False,False,False,,,1010246,False,1,,False,,False,False,True,N,False,0,0,0,0,0,0,False,,ROBERT S OLSON,False,False,,0,0,0,0,0,0,0,0,0,,HOLMEN,US,WI,W6184 CTH T,54636,09-JAN-01,0.0,,False,,False,False,0,0,0,0,0,0,1,WI,False,False,False,False,N,HOLMEN,US,WI,W6184 CTH T,54636,,0,0,,False,,,0,0,0,0,0,0,0,0,0,1,0,0,,0,0,0,0,0,0,False,False,4326,,0,0,0,0,0,0,,False,,False,False,False,False,False,False
27,11-MAR-02,False,,C,False,False,False,,,1010247,False,1,SEASIDEBLONDY@AOL.COM,False,,False,False,False,N,False,0,0,0,0,0,0,False,,FUN EXPEDITERS LLC,False,False,,0,0,0,0,0,0,0,0,0,True,GIBSONTON,US,FL,10030 ALAFIA ST,33534,16-AUG-22,1.0,2021.0,False,,False,False,0,0,0,0,0,0,1,FL,False,False,False,False,N,GIBSONTON,US,FL,10030 ALAFIA ST,33534,,1,2021,,False,,,0,0,0,0,0,0,0,0,0,0,0,0,(706) 573-4075,1,0,0,1,0,0,False,False,4327,1.0,0,0,0,0,0,0,,False,,False,False,False,False,False,False
28,11-MAR-02,False,,A,False,False,False,,KIM VAN EXPRESS,1010252,False,1,KIMVANEXPRESS@GMAIL.COM,False,(909) 879-7837,False,True,False,N,False,0,0,0,0,0,0,False,,ZULMA LOPEZ,False,False,,0,0,0,0,0,0,0,0,0,,BLOOMINGTON,US,CA,17509 SLOVER AVE,92316,28-JUN-22,75131.0,2014.0,False,,False,False,0,0,0,0,0,0,1,CA,False,False,False,False,N,BLOOMINGTON,US,CA,17509 SLOVER AVE,92316,,75131,2014,,False,,,0,0,0,0,0,0,0,0,0,0,0,0,(909) 479-9009,0,1,0,0,1,0,False,False,4328,1.0,0,0,0,0,0,0,,False,,False,False,False,False,False,False
29,11-MAR-02,False,,C,False,False,False,,,1010254,False,2,GENEFRYEFARMS@GMAIL.COM,False,,False,False,True,N,False,0,0,0,0,0,0,False,,FRYE FARMS,False,False,,0,0,0,0,0,0,0,0,0,,HICKORY,US,NC,2654 OLD SHELBY ROAD,28602,15-FEB-21,7500.0,2020.0,False,,False,False,0,0,0,0,0,0,3,NC,False,False,False,False,N,HICKORY,US,NC,2654 OLD SHELBY ROAD,28602,,7500,2020,,False,,,0,0,0,0,0,0,0,0,0,3,0,0,(828) 781-5214,0,0,0,0,0,0,False,False,4329,1.0,0,0,0,0,0,0,,False,,False,False,False,False,False,False
30,11-MAR-02,False,,C,False,False,False,,,1010257,False,1,,False,,False,False,False,N,False,0,0,0,0,0,0,False,,JOHN E DOTTER,False,False,True,0,0,0,0,0,0,0,0,0,,TOMAHAWK,US,WI,N7750 HWY 107,54487-9791,24-OCT-01,400.0,2000.0,False,,False,False,0,0,0,0,0,0,1,WI,False,False,False,False,N,TOMAHAWK,US,WI,N7750 HWY 107,54487-9791,,0,0,,False,,,0,0,0,0,0,0,0,0,0,1,0,0,(715) 453-3979,0,0,0,0,0,0,False,False,4330,,0,0,0,0,0,0,,False,,False,False,False,False,False,False
31,11-MAR-02,False,,C,False,False,False,,,1010262,False,1,M_ADAMS1407@YAHOO.COM,False,,False,False,False,N,False,0,0,0,0,0,0,False,,JACK R WENDT,False,False,True,0,0,0,0,0,0,0,0,0,,MERRILL,US,WI,N2163 WEGNER ROAD,54452,02-MAR-22,10000.0,2021.0,False,,False,False,0,0,0,0,0,0,1,WI,False,False,False,False,N,MERRILL,US,WI,N2163 WEGNER ROAD,54452,,10000,2021,,False,,,0,0,0,0,0,0,0,0,0,1,0,0,(715) 536-4464,0,0,0,0,0,0,False,False,4331,1.0,0,0,0,0,0,0,,False,,False,False,False,False,False,False
32,11-MAR-02,False,True,C,False,False,False,,PILGRIM LANDSCAPE & CONSTRUCTION,1010266,False,2,JMBGIGI@CHARTER.NET,False,(508) 892-8703,False,False,False,N,False,0,0,0,0,0,0,False,,BRYAN A BEANDO & WILLIAM L BEANDO,False,False,,0,0,0,0,0,0,0,0,0,,LEICESTER,US,MA,23 SALMINEN DR,01524-2217,17-AUG-20,8000.0,2014.0,False,,False,False,0,0,0,0,0,0,2,MA,False,False,False,False,N,LEICESTER,US,MA,23 SALMINEN DR,01524-2217,,0,0,,False,,,0,0,0,0,0,0,0,0,0,2,0,0,(508) 892-8703,3,0,0,0,0,0,False,False,4332,,0,0,0,0,0,0,,False,,False,False,False,False,False,False
33,11-MAR-02,False,,C,False,False,False,,,1010267,False,1,,False,,False,False,True,N,False,0,0,0,0,0,0,False,,EDWARD J WELCH,False,False,,0,0,0,0,0,0,0,0,0,,MERRILL,US,WI,W8115 GREENDALE DRIVE,54452,26-OCT-01,0.0,,False,,False,False,0,0,0,0,0,0,1,WI,False,False,False,False,N,MERRILL,US,WI,W8115 GREENDALE DRIVE,54452,,0,0,,False,,,0,0,0,0,0,0,0,0,0,1,0,0,,0,0,0,0,0,0,False,False,4333,,0,0,0,0,0,0,,False,,False,False,False,False,False,False
