,ADD_DATE,ANIMAL HIDES,BEVERAGES,BUILDING MATERIALS,CARRIER_OPERATION,CHEMICALS,"COAL, COKE",COMMODITIES DRY BULK,CONCRETE,CONSTRUCTION,DBA_NAME,"DIRT, ROCK","DIRT, TRASH",DOT_NUMBER,DRIVE AWAY/TOWAWAY,DRIVER_TOTAL,EMAIL_ADDRESS,FARM SUPPLIES,FAX,FIREWOOD,FRESH PRODUCE,"GARBAGE, REFUSE, TRASH",GENERAL FREIGHT,"GRAIN, FEED, HAY",GREEN GRASS,HM_FLAG,HOUSEHOLD GOODS,Hazmat Cargo Tank Trailers*_OWNED,Hazmat Cargo Tank Trailers*_TERM_LEASED,Hazmat Cargo Tank Trailers*_TRIP_LEASED,Hazmat Cargo Tank Trucks_OWNED,Hazmat Cargo Tank Trucks_TERM_LEASED,Hazmat Cargo Tank Trucks_TRIP_LEASED,INTERMODAL CONTAINERS,LEGAL_NAME,LIQUIDS/GASES,LIVESTOCK,"LOGS, POLES, BEAMS, LUMBER",Limousine 1-8*_OWNED,Limousine 1-8*_TERM_LEASED,Limousine 1-8*_TRIP_LEASED,Limousine 16+_OWNED,Limousine 16+_TERM_LEASED,Limousine 16+_TRIP_LEASED,Limousine 9-15_OWNED,Limousine 9-15_TERM_LEASED,Limousine 9-15_TRIP_LEASED,"MACHINERY, LARGE OBJECTS",MAILING_CITY,MAILING_COUNTRY,MAILING_STATE,MAILING_STREET,MAILING_ZIP,MCS150_DATE,MCS150_MILEAGE,MCS150_MILEAGE_YEAR,MEAT,"METAL; SHEETS, COILS, ROLLS",MOBILE HOMES,MOTOR VEHICLES,Mini-Bus 16+_OWNED,Mini-Bus 16+_TERM_LEASED,Mini-Bus 16+_TRIP_LEASED,Motor Coach_OWNED,Motor Coach_TERM_LEASED,Motor Coach_TRIP_LEASED,NBR_POWER_UNIT,OIC_STATE,OIL FIELD EQUIPMENT,OTHER,PAPER PRODUCTS,PASSENGERS,PC_FLAG,PHY_CITY,PHY_COUNTRY,PHY_STATE,PHY_STREET,PHY_ZIP,POTABLE WATER   FIRE ENGINE,RECENT_MILEAGE,RECENT_MILEAGE_YEAR,REFRIGERATED FOOD,RETAIL FURNITURE,ROAD BLDG MATERIALS,SCRAP METAL,SEWAGE,SOD AND POTTING SOIL ,School Bus 1-8*_OWNED,School Bus 1-8*_TERM_LEASED,School Bus 1-8*_TRIP_LEASED,School Bus 16+_OWNED,School Bus 16+_TERM_LEASED,School Bus 16+_TRIP_LEASED,School Bus 9-15_OWNED,School Bus 9-15_TERM_LEASED,School Bus 9-15_TRIP_LEASED,Straight Trucks_OWNED,Straight Trucks_TERM_LEASED,Straight Trucks_TRIP_LEASED,TELEPHONE,TRAILERS,Trailers*_OWNED,Trailers*_TERM_LEASED,Trailers*_TRIP_LEASED,Truck Tractors_OWNED,Truck Tractors_TERM_LEASED,Truck Tractors_TRIP_LEASED,U.S. MAIL,UNSPECIFIED,UTILITY,Unnamed: 0,VMT_SOURCE_ID,Van 1-8*_OWNED,Van 1-8*_TERM_LEASED,Van 1-8*_TRIP_LEASED,Van 9-15_OWNED,Van 9-15_TERM_LEASED,Van 9-15_TRIP_LEASED,WATER WELL,XBUILDING MATERIALS,XCONSTRUCTION,"XGARBAGE, REFUSE, TRASH","XLOGS, POLES, BEAMS, LUMBER","XMACHINERY, LARGE OBJECTS","XMETAL; SHEETS, COILS, ROLLS"
10,05-MAR-02,,False,,A,False,False,False,,,,,,1008552,False,3.0,CRPLATING@GMAIL.COM,False,,,False,,True,False,,N,False,0.0,0.0,0.0,0.0,0.0,0.0,False,C & R PLATING INC,False,False,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,MINNEAPOLIS,US,KS,1120 E 10TH,67467,01-OCT-21,100000.0,2020.0,False,,False,False,0.0,0.0,0.0,0.0,0.0,0.0,2.0,KS,False,False,False,False,N,MINNEAPOLIS,US,KS,1120 E 10TH,67467,,100000,2020,False,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(785) 392-2626,,2.0,0.0,0.0,2.0,0.0,0.0,False,,False,3610,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False
11,05-MAR-02,,False,,C,False,False,False,,,,,,1008553,False,,,False,,,False,,False,False,,N,False,0.0,0.0,0.0,0.0,0.0,0.0,False,PINCKNEY'S LIMOUSINE COMPANY,False,False,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,JACKSONVILLE,US,FL,5513 ALEXIS FOREST LA,32258,28-FEB-02,0.0,,False,,False,False,0.0,0.0,0.0,0.0,0.0,0.0,,FL,False,False,False,True,Y,JACKSONVILLE,US,FL,5513 ALEXIS FOREST LA,32258,,0,0,False,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(904) 945-3839,,0.0,0.0,0.0,0.0,0.0,0.0,False,,False,3611,,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False
12,05-MAR-02,,False,,A,False,False,False,,,,,,1008556,False,2.0,CLAYKIM2005@YAHOO.COM,False,,,False,,False,True,,N,False,0.0,0.0,0.0,0.0,0.0,0.0,False,GREEN FARMS LLC,False,False,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,MARIETTA,US,MS,80 CR 4070,38856,26-SEP-22,10000.0,2021.0,False,,False,False,0.0,0.0,0.0,0.0,0.0,0.0,2.0,MS,False,False,False,False,N,MARIETTA,US,MS,80 CR 4070,38856,,10000,2021,False,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(662) 416-1719,,3.0,0.0,0.0,2.0,0.0,0.0,False,,False,3612,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False
13,05-MAR-02,,False,True,C,False,False,False,,,,,,1008558,False,1.0,,False,,,False,,False,False,,N,False,0.0,0.0,0.0,0.0,0.0,0.0,False,LARRY SEXTON TRUCKING,False,False,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,FT PIERCE,US,FL,6385 PETERSON ROAD,34947,28-FEB-02,20000.0,2001.0,False,,False,False,0.0,0.0,0.0,0.0,0.0,0.0,1.0,FL,False,False,False,False,N,FT PIERCE,US,FL,6385 PETERSON ROAD,34947,,0,0,False,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,(772) 466-2350,,0.0,0.0,0.0,0.0,0.0,0.0,False,,False,3613,,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False
14,01-JUN-74,,False,,A,False,False,False,,,SVT,,,100856,False,4.0,SWRIGHT@GOSVT.COM,False,(248) 437-0052,,False,,True,False,,N,False,0.0,0.0,0.0,0.0,0.0,0.0,False,SPORT VIEW TELEVISION,False,False,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,BRIGHTON,US,MI,7699 LOCHLIN DR,48116-8329,11-OCT-21,10000.0,2019.0,False,,False,False,0.0,0.0,0.0,0.0,0.0,0.0,1.0,MI,False,False,False,False,N,BRIGHTON,US,MI,7699 LOCHLIN DR,48116-8329,,10000,2019,False,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,(248) 437-0041,,0.0,0.0,0.0,0.0,0.0,0.0,False,,False,3614,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False
15,05-MAR-02,,False,,C,False,False,False,,,PACKERS PLUS FOODS,,,1008562,False,1.0,,False,(813) 245-5665,,False,,False,False,,N,False,0.0,0.0,0.0,0.0,0.0,0.0,False,DAVID BERRA,False,False,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,RUSKIN,US,FL,410 4TH AVE,33570,11-FEB-22,3500.0,2022.0,True,,False,False,0.0,0.0,0.0,0.0,0.0,0.0,1.0,FL,False,False,False,False,N,RUSKIN,US,FL,410 4TH AVE,33570,,3500,2022,False,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,(813) 246-5775,,0.0,0.0,0.0,0.0,0.0,0.0,False,,False,3615,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False
16,05-MAR-02,,False,True,C,False,False,False,,,,,,1008566,False,2.0,,False,(317) 896-5747,,False,,False,False,,N,False,0.0,0.0,0.0,0.0,0.0,0.0,False,D G S BLANTON ROOFING CO INC,False,False,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,WESTFIELD,US,IN,1011 KENDALL CT,46074,05-MAR-02,0.0,,False,,False,False,0.0,0.0,0.0,0.0,0.0,0.0,2.0,IN,False,False,False,False,N,WESTFIELD,US,IN,1011 KENDALL CT,46074,,0,0,False,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,(317) 896-2131,,1.0,0.0,0.0,0.0,0.0,0.0,False,,False,3616,,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False
17,01-JUN-74,,,,C,,,,,,,,,100857,,,,,,,,,,,,N,,,,,,,,,STAHL MANUFACTURING CO,,,,,,,,,,,,,,DETROIT,US,MI,12282 WOODBINE,48213,,0.0,,,,,,,,,,,,,MI,,,,,N,DETROIT,US,MI,12282 WOODBINE,48213,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3617,,,,,,,,,,,,,,
18,05-MAR-02,,False,,A,False,False,False,,,JIM MARTIN CONSTRUCTION INC,,,1008572,False,1.0,BEVJIM99@YAHOO.COM,False,,,False,,False,False,,N,False,0.0,0.0,0.0,0.0,0.0,0.0,False,JAMES B MARTIN,False,False,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,MCCUNE,US,KS,10605 NW 50TH ST,66753,06-JAN-21,7200.0,2020.0,False,,False,False,0.0,0.0,0.0,0.0,0.0,0.0,2.0,KS,False,False,False,False,N,MCCUNE,US,KS,10605 NW 50TH ST,66753,,7200,2020,False,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,(620) 827-6500,,1.0,0.0,0.0,1.0,0.0,0.0,False,,False,3618,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False
19,05-MAR-02,,False,,C,False,False,False,,True,,,,1008575,False,1.0,,False,,,False,,False,False,,N,False,0.0,0.0,0.0,0.0,0.0,0.0,False,AIRON TRUCKING,False,False,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,N FT MYERS,US,FL,4125 BELLASOL CIR 212,33916,07-JUN-07,0.0,,False,,False,False,0.0,0.0,0.0,0.0,0.0,0.0,1.0,FL,False,False,False,False,N,N FT MYERS,US,FL,4125 BELLASOL CIR 212,33916,,0,0,False,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,(239) 770-3768,,0.0,0.0,0.0,0.0,0.0,0.0,False,,False,3619,,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False
20,05-MAR-02,,False,,C,False,False,False,,,RICKS MOBILE HOME SERVICE,,,1008578,False,1.0,,False,(620) 336-3123,,False,,False,False,,N,False,0.0,0.0,0.0,0.0,0.0,0.0,False,RICK VALVERDE,False,False,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,CHERRYDALE,US,KS,421 E 1ST,67335,25-MAR-02,10000.0,2001.0,False,,True,False,0.0,0.0,0.0,0.0,0.0,0.0,1.0,KS,False,False,False,False,N,CHERRYDALE,US,KS,421 E 1ST,67335,,0,0,False,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(620) 336-3123,,0.0,0.0,0.0,1.0,0.0,0.0,False,,False,3620,,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False
21,05-MAR-02,,False,,A,False,False,False,,,,,,1008584,False,20.0,STEPHANIE@TOWPROSERVICES.COM,False,(615) 922-5272,,False,,False,False,,N,False,0.0,0.0,0.0,0.0,0.0,0.0,False,AB COLLIER TOWING LLC,False,False,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,NASHVILLE,US,TN,PO BOX 280568,37228,08-JUN-22,10000.0,2021.0,False,,False,True,0.0,0.0,0.0,0.0,0.0,0.0,20.0,TN,False,False,False,False,N,NASHVILLE,US,TN,190 POLK AVE,37210,,10000,2021,False,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,(615) 256-5840,,0.0,0.0,0.0,0.0,0.0,0.0,False,,False,3621,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False
22,05-MAR-02,,False,,A,False,False,False,,,ABELL FARM & LOGGING,,,1008585,False,2.0,BNUNAN40@GMAIL.COM,False,(660) 397-2114,,False,,False,True,,N,False,0.0,0.0,0.0,0.0,0.0,0.0,False,WILLIAM H ABELL,False,False,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,DURHAM,US,MO,3482 HWY P,63438,05-MAR-20,10000.0,2020.0,False,,False,False,0.0,0.0,0.0,0.0,0.0,0.0,2.0,MO,False,False,False,False,N,DURHAM,US,MO,3482 HWY P,63438,,0,0,False,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(573) 439-5251,,2.0,0.0,0.0,2.0,0.0,0.0,False,,False,3622,,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False
23,05-MAR-02,,False,,B,False,False,False,,,,,,1008587,False,1.0,MAGGIEFISH1942@GMAIL.COM,False,,,False,,False,False,,N,False,0.0,0.0,0.0,0.0,0.0,0.0,False,BUDDY R FISHER,False,False,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,SORRENTO,US,FL,PO BOX 90,32776,20-JUL-22,50000.0,2021.0,False,,False,False,0.0,0.0,0.0,0.0,0.0,0.0,1.0,FL,False,False,False,False,N,SORRENTO,US,FL,31701 LAWRENCE STREET,32776,,50000,2021,False,,,,,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(352) 383-3403,,1.0,0.0,0.0,1.0,0.0,0.0,False,,False,3623,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False
24,05-MAR-02,,False,,A,False,False,False,,,,,,1008589,False,1.0,TIRE_TRACKS@MSN.COM,False,(217) 694-4104,,False,,True,False,,N,False,0.0,2.0,0.0,0.0,0.0,0.0,False,K & D TRANSPORT OF MARSEILLES INC,False,False,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,URBANA,US,IL,2015 CR 2300 N,61802,29-SEP-20,100000.0,2019.0,False,,False,False,0.0,0.0,0.0,0.0,0.0,0.0,1.0,IL,False,False,False,False,N,URBANA,US,IL,2015 CR 2300 N,61802,,100000,2019,False,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(217) 202-6355,,0.0,0.0,0.0,0.0,1.0,0.0,False,,False,3624,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False
