,ADD_DATE,BEVERAGES,BUILDING MATERIALS,CARRIER_OPERATION,CHEMICALS,"COAL, COKE",COMMODITIES DRY BULK,CONSTRUCTION,DBA_NAME,DOT_NUMBER,DRIVE AWAY/TOWAWAY,DRIVER_TOTAL,DRY BULK CEMENT,EMAIL_ADDRESS,FARM SUPPLIES,FAX,FRESH PRODUCE,"GARBAGE, REFUSE, TRASH",GARDEN TOOLS,GENERAL FREIGHT,"GRAIN, FEED, HAY",HM_FLAG,HOUSEHOLD GOODS,Hazmat Cargo Tank Trailers*_OWNED,Hazmat Cargo Tank Trailers*_TERM_LEASED,Hazmat Cargo Tank Trailers*_TRIP_LEASED,Hazmat Cargo Tank Trucks_OWNED,Hazmat Cargo Tank Trucks_TERM_LEASED,Hazmat Cargo Tank Trucks_TRIP_LEASED,INTERMODAL CONTAINERS,LANDSCAPE MATERIALS,LAWN EQUIPMENT,LEGAL_NAME,LIQUIDS/GASES,LIVESTOCK,"LOGS, POLES, BEAMS, LUMBER",Limousine 1-8*_OWNED,Limousine 1-8*_TERM_LEASED,Limousine 1-8*_TRIP_LEASED,Limousine 16+_OWNED,Limousine 16+_TERM_LEASED,Limousine 16+_TRIP_LEASED,Limousine 9-15_OWNED,Limousine 9-15_TERM_LEASED,Limousine 9-15_TRIP_LEASED,"MACHINERY, LARGE OBJECTS",MAILING_CITY,MAILING_COUNTRY,MAILING_STATE,MAILING_STREET,MAILING_ZIP,MCS150_DATE,MCS150_MILEAGE,MCS150_MILEAGE_YEAR,MEAT,MOBILE HOMES,MOTOR VEHICLES,Mini-Bus 16+_OWNED,Mini-Bus 16+_TERM_LEASED,Mini-Bus 16+_TRIP_LEASED,Motor Coach_OWNED,Motor Coach_TERM_LEASED,Motor Coach_TRIP_LEASED,NBR_POWER_UNIT,OIC_STATE,OIL FIELD EQUIPMENT,OTHER,PAPER PRODUCTS,PASSENGERS,PC_FLAG,PHY_CITY,PHY_COUNTRY,PHY_STATE,PHY_STREET,PHY_ZIP,RECENT_MILEAGE,RECENT_MILEAGE_YEAR,REFRIGERATED FOOD,SHEDS,School Bus 1-8*_OWNED,School Bus 1-8*_TERM_LEASED,School Bus 1-8*_TRIP_LEASED,School Bus 16+_OWNED,School Bus 16+_TERM_LEASED,School Bus 16+_TRIP_LEASED,School Bus 9-15_OWNED,School Bus 9-15_TERM_LEASED,School Bus 9-15_TRIP_LEASED,Straight Trucks_OWNED,Straight Trucks_TERM_LEASED,Straight Trucks_TRIP_LEASED,TELEPHONE,TEXTILES,Trailers*_OWNED,Trailers*_TERM_LEASED,Trailers*_TRIP_LEASED,Truck Tractors_OWNED,Truck Tractors_TERM_LEASED,Truck Tractors_TRIP_LEASED,U.S. MAIL,UTILITY,Unnamed: 0,VMT_SOURCE_ID,Van 1-8*_OWNED,Van 1-8*_TERM_LEASED,Van 1-8*_TRIP_LEASED,Van 9-15_OWNED,Van 9-15_TERM_LEASED,Van 9-15_TRIP_LEASED,WATER WELL,XBUILDING MATERIALS,XCONSTRUCTION,"XGARBAGE, REFUSE, TRASH","XLOGS, POLES, BEAMS, LUMBER","XMACHINERY, LARGE OBJECTS","XMETAL; SHEETS, COILS, ROLLS"
10,19-MAR-02,False,True,C,False,False,False,,,1012877,False,3.0,,,False,(316) 755-3330,False,,,False,False,N,False,0,0,0,0,0,0,False,,,CENTRAL KANSAS TRUSS CO INC,False,False,,0,0,0,0,0,0,0,0,0,,VALLEY CENTER,US,KS,PO BOX 257,67147-0257,05-FEB-02,205000.0,2001.0,False,False,False,0,0,0,0,0,0,3.0,KS,False,False,False,False,N,VALLEY CENTER,US,KS,2601 W 77TH ST NORTH,67147-0257,0,0,False,,0,0,0,0,0,0,0,0,0,0,1,0,(316) 755-3114,,0,0,0,0,1,1,False,False,5510,,0,0,0,0,0,0,False,False,False,False,False,False,False
11,19-MAR-02,False,,B,False,False,False,,,1012879,False,6.0,,MGBRIAN@BAYCOMWI.COM,False,(920) 863-2682,False,,,False,False,N,False,0,0,0,2,0,0,False,,,MARIBEL GRAIN CO,True,False,,0,0,0,0,0,0,0,0,0,,MARIBEL,US,WI,P O BOX 167,54227,30-SEP-21,75000.0,2018.0,False,False,False,0,0,0,0,0,0,4.0,WI,False,False,False,False,N,MARIBEL,US,WI,14906 MARIBEL RD,54227,79879,2019,False,,0,0,0,0,0,0,0,0,0,2,0,0,(920) 863-2289,,0,0,0,0,0,0,False,False,5511,3.0,0,0,0,0,0,0,False,False,False,False,False,False,False
12,20-MAR-02,False,,A,False,False,False,,CORNELL MEDIA GROUP,1012885,False,1.0,,ERIC@CORNELLMEDIAGROUP.COM,False,,False,,,True,False,N,False,0,0,0,0,0,0,False,,,ERIC L CORNELL,False,False,,0,0,0,0,0,0,0,0,0,,SPRINGFIELD,US,TN,360 MARION CT,37172,23-SEP-22,10000.0,2021.0,False,False,False,0,0,0,0,0,0,2.0,TN,False,False,False,False,N,SPRINGFIELD,US,TN,360 MARION CT,37172,10000,2021,False,,0,0,0,0,0,0,0,0,0,1,0,1,(615) 643-9555,,0,0,0,0,0,0,False,False,5512,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
13,20-MAR-02,False,,A,False,False,False,,,1012892,False,2.0,,,False,(219) 477-5744,False,,,False,False,N,False,0,0,0,0,0,0,False,,,GIESLER ELECTRIC INC,False,False,True,0,0,0,0,0,0,0,0,0,,VALPARAISO,US,IN,PO BOX 296,46384,08-APR-21,2000.0,2018.0,False,False,False,0,0,0,0,0,0,5.0,IN,False,False,False,False,N,VALPARAISO,US,IN,178 W JOLIET RD,46385,2000,2018,False,,0,0,0,0,0,0,0,0,0,5,0,0,(219) 464-3296,,2,0,0,0,0,0,False,False,5513,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
14,20-MAR-02,False,,A,False,False,False,,,1012897,False,8.0,,TOM@WEDGE.COOP,False,(651) 644-5522,True,,,False,False,N,False,0,0,0,0,0,0,False,,,CO OP PARTNERS WAREHOUSE,False,False,,0,0,0,0,0,0,0,0,0,,ST PAUL,US,MN,744 VANDALIA ST,55114,11-MAY-21,223500.0,2018.0,False,False,False,0,0,0,0,0,0,8.0,MN,False,False,False,False,N,ST PAUL,US,MN,744 VANDALIA ST,55114,223500,2018,False,,0,0,0,0,0,0,0,0,0,5,3,0,(651) 644-7000,,0,0,0,0,0,0,False,False,5514,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
15,20-MAR-02,False,,A,False,False,False,,,1012901,False,1.0,,UNITEDRRXPRESS@GMAIL.COM,False,,False,,,False,False,N,False,0,0,0,0,0,0,False,,,UNITED RR XPRESS CORP,False,False,,0,0,0,0,0,0,0,0,0,,WEST PALM BEACH,US,FL,517 FRANKLIN RD,33405,08-JUL-22,100.0,2021.0,False,False,True,0,0,0,0,0,0,1.0,FL,False,False,False,False,N,WEST PALM BEACH,US,FL,517 FRANKLIN RD,33405,100,2021,False,,0,0,0,0,0,0,0,0,0,0,0,0,(561) 402-3166,,1,0,0,1,0,0,False,False,5515,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
16,20-MAR-02,False,,C,False,False,False,,,1012902,False,5.0,,MAYFIELDS@USA.COM,False,(770) 456-8302,False,,,False,False,N,False,0,0,0,0,0,0,False,,,MAYFIELD'S GARAGE & WRECKER SERVICE,False,False,,0,0,0,0,0,0,0,0,0,,VILLA RICA,US,GA,235 ITHICA GIN RD,30180,28-JUL-22,20000.0,2020.0,False,False,True,0,0,0,0,0,0,3.0,GA,False,False,False,False,N,VILLA RICA,US,GA,235 ITHICA GIN RD,30180,20000,2020,False,,0,0,0,0,0,0,0,0,0,3,0,0,(770) 459-4868,,0,0,0,0,0,0,False,False,5516,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
17,20-MAR-02,False,,A,False,False,False,,,1012905,False,2.0,,DEMOMAN51@YAHOO.COM,False,,False,,,True,False,N,False,0,0,0,0,0,0,False,,,ASHAW CONSTRUCTION,False,False,,0,0,0,0,0,0,0,0,0,,PHILADELPHIA,US,PA,3250 N 19TH ST,19132,20-NOV-20,10000.0,2019.0,False,False,False,0,0,0,0,0,0,4.0,PA,False,False,False,False,N,PHILADELPHIA,US,PA,3250 N 19TH ST,19132,0,0,False,,0,0,0,0,0,0,0,0,0,3,0,0,(267) 228-4458,,0,0,0,1,0,0,False,False,5517,,0,0,0,0,0,0,False,False,False,False,False,False,False
18,20-MAR-02,False,,C,False,False,False,,TRANSPORTATION ATLANTA,1012906,False,3.0,,TRANSATLANTA@BELLSOUTH.NET,False,,False,,,False,False,N,False,0,0,0,0,0,0,False,,,REGINALD BOLTON,False,False,,0,0,0,0,0,0,0,0,0,,DECATUR,US,GA,2250 TARIAN DRIVE,30034,23-MAY-22,4200.0,2021.0,False,False,False,1,0,0,0,0,0,1.0,GA,False,False,False,True,Y,DECATUR,US,GA,2250 TARIAN DRIVE,30034,4200,2021,False,,0,0,0,0,0,0,0,0,0,0,0,0,(404) 925-7819,,0,0,0,0,0,0,False,False,5518,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
19,20-MAR-02,False,,A,False,False,False,,PRUT EXPRESS,1012911,False,2.0,,PRUTEXPRESS1@GMAIL.COM,False,,False,,,True,False,N,False,0,0,0,0,0,0,False,,,VISSARION ZHIRYADA,False,False,,0,0,0,0,0,0,0,0,0,,GRESHAM,US,OR,3940 SW MAWRCREST AVENUE,97080,04-JAN-22,102553.0,2021.0,False,False,False,0,0,0,0,0,0,1.0,OR,False,False,False,False,N,GRESHAM,US,OR,3940 SW MAWRCREST AVENUE,97080,102553,2021,False,,0,0,0,0,0,0,0,0,0,0,0,0,(503) 756-7740,,1,0,0,1,0,0,False,False,5519,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
20,20-MAR-02,False,,A,False,False,False,,,1012913,False,7.0,,JIMF@MIDWESTFTG.COM,False,(262) 677-4786,False,,,True,False,N,False,0,0,0,0,0,0,False,,,NTC OF WISCONSIN INC,False,False,,0,0,0,0,0,0,0,0,0,,SLINGER,US,WI,P O BOX 695,53086,12-MAR-21,200000.0,2021.0,False,False,False,0,0,0,0,0,0,7.0,WI,False,False,False,False,N,SLINGER,US,WI,3767 SCENIC RD,53086-0695,200000,2021,False,,0,0,0,0,0,0,0,0,0,7,0,0,(262) 677-4720,,0,0,0,0,0,0,False,False,5520,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
21,20-MAR-02,False,,A,False,False,False,,,1012918,False,10.0,,MSNM94@AOL.COM,False,(215) 336-2134,True,,,False,False,N,False,0,0,0,0,0,0,False,,,FIRST CHOICE,False,False,,0,0,0,0,0,0,0,0,0,,PHILADELPHIA,US,PA,6700 ESSINGTON AVE D1,19153,31-AUG-21,150000.0,2020.0,False,False,False,0,0,0,0,0,0,7.0,PA,False,False,False,False,N,PHILADELPHIA,US,PA,6700 ESSINGTON AVE D101,19153,150000,2020,False,,0,0,0,0,0,0,0,0,0,4,3,0,(215) 336-0500,,0,0,0,0,0,0,False,False,5521,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
22,20-MAR-02,False,,A,False,False,False,,,1012925,False,2.0,,CLAUDIA@MONTERBARNES.COM,False,,False,,,True,False,N,False,0,0,0,0,0,0,False,,,HUNTER TRUCKING INC,False,False,,0,0,0,0,0,0,0,0,0,,MIAMI,US,NM,62 VEGA BONITA RD,87729,18-AUG-21,7883.0,2017.0,False,False,False,0,0,0,0,0,0,2.0,NM,False,False,False,False,N,MIAMI,US,NM,62 VEGA BONITA RD,87729,7883,2017,False,,0,0,0,0,0,0,0,0,0,0,0,0,(575) 770-4068,,3,0,0,2,0,0,False,False,5522,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
23,20-MAR-02,False,,C,False,False,False,,,1012926,False,3.0,,,False,(203) 245-2995,False,,,False,False,N,False,0,0,0,0,0,0,False,,,TESTORI BROS EXCAVATION LLC,False,False,,0,0,0,0,0,0,0,0,0,True,MADISON,US,CT,241 SCOTLAND ROAD,06443,20-JUN-22,10000.0,2005.0,False,False,False,0,0,0,0,0,0,3.0,CT,False,False,False,False,N,MADISON,US,CT,241 SCOTLAND ROAD,06443,0,0,False,,0,0,0,0,0,0,0,0,0,3,0,0,(203) 245-8402,,0,0,0,0,0,0,False,False,5523,,0,0,0,0,0,0,False,False,False,False,False,False,False
24,20-MAR-02,False,True,C,False,False,False,,,1012927,False,1.0,,LAURIE@GANDLHOMES.COM,False,(478) 783-3893,False,,,False,False,N,False,0,0,0,0,0,0,False,,,G&L HOME SOLUTIONS INC,False,False,,0,0,0,0,0,0,0,0,0,,HAWKINSVILLE,US,GA,909 LOWER RIVER RD,31036,09-JUL-22,20000.0,2021.0,False,False,False,0,0,0,0,0,0,1.0,GA,False,False,False,False,N,HAWKINSVILLE,US,GA,909 LOWER RIVER RD,31036,20000,2021,False,,0,0,0,0,0,0,0,0,0,1,0,0,(478) 230-7639,,1,0,0,0,0,0,False,False,5524,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
25,20-MAR-02,False,,C,False,False,False,,FRANK GETER CONSTRUCTION SERVICES,1012932,False,3.0,,,False,,False,,,True,False,N,False,0,0,0,0,0,0,False,,,FRANK GETER,False,False,,0,0,0,0,0,0,0,0,0,,BOWDON,US,GA,689 SARDIS BETHEL RD,30108,,50000.0,2001.0,False,False,False,0,0,0,0,0,0,2.0,GA,False,False,False,False,N,BOWDON,US,GA,689 SARDIS BETHEL RD,30108,0,0,False,,0,0,0,0,0,0,0,0,0,2,0,0,(770) 258-7344,,0,0,0,0,0,0,False,False,5525,,0,0,0,0,0,0,False,False,False,False,False,False,False
26,20-MAR-02,False,,C,False,False,False,,,1012937,False,4.0,,MKAPSNER@SNELLMOTORS.COM,False,(507) 388-5427,False,,,True,False,N,False,0,0,0,0,0,0,False,,,SNELL MOTORS INC,False,False,,0,0,0,0,0,0,0,0,0,,MANKATO,US,MN,1900 MADISON AVENUE,56001,17-JUL-07,0.0,,False,False,False,0,0,0,0,0,0,,MN,False,False,False,False,N,MANKATO,US,MN,1900 MADISON AVENUE,56001,0,0,False,,0,0,0,0,0,0,0,0,0,0,0,0,(507) 345-4626,,1,0,0,0,0,0,False,False,5526,,0,0,0,0,0,0,False,False,False,False,False,False,False
27,20-MAR-02,False,,C,False,False,False,,TED HALLMAN TRUCKING,1012939,False,1.0,,,False,,False,,,False,False,N,False,0,0,0,0,0,0,False,,,TED HALLMAN,False,False,True,0,0,0,0,0,0,0,0,0,,BAXLEY,US,GA,87 ANNA LEE RD,31513,,0.0,,False,False,False,0,0,0,0,0,0,1.0,GA,False,False,False,False,N,BAXLEY,US,GA,87 ANNA LEE RD,31513,0,0,False,,0,0,0,0,0,0,0,0,0,0,0,0,(912) 367-2975,,0,0,0,1,0,0,False,False,5527,,0,0,0,0,0,0,False,False,False,False,False,False,False
28,01-JUN-74,False,,C,False,False,False,,,101294,False,2.0,,,False,(610) 277-6106,False,,,False,False,N,False,0,0,0,0,0,0,False,,,AMATEX CORPORATION,False,False,,0,0,0,0,0,0,0,0,0,,NORRISTOWN,US,PA,P O BOX 228,19404-0228,25-FEB-15,9999.0,2002.0,False,False,False,0,0,0,0,0,0,1.0,PA,False,False,False,False,N,NORRISTOWN,US,PA,1032 STANBRIDGE ST,19401-3666,0,0,False,,0,0,0,0,0,0,0,0,0,1,0,0,(610) 277-6100,True,0,0,0,0,0,0,False,False,5528,,0,0,0,0,0,0,False,False,False,False,False,False,False
29,20-MAR-02,False,,B,False,False,False,,,1012945,False,210.0,,SZUTZ@CVCOOP.COM,False,(920) 524-2134,False,,,False,False,Y,False,68,0,0,20,0,0,False,,,COUNTRY VISIONS COOPERATIVE,True,False,,0,0,0,0,0,0,0,0,0,,BRILLION,US,WI,1010 W RYAN STREET,54110,20-MAY-22,2845854.0,2021.0,False,False,False,0,0,0,0,0,0,306.0,WI,False,False,False,False,N,BRILLION,US,WI,1010 W RYAN STREET,54110,2845854,2021,False,,0,0,0,0,0,0,0,0,0,220,0,0,(920) 754-4321,,101,0,0,66,0,0,False,False,5529,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
30,20-MAR-02,False,,C,False,False,False,,,1012947,False,14.0,,,False,,False,,,True,False,N,False,0,0,0,0,0,0,False,,,HABERSHAM GARDENS INC,False,False,,0,0,0,0,0,0,0,0,0,,ATLANTA,US,GA,1134 DALON RD NE,30306,,0.0,,False,False,False,0,0,0,0,0,0,10.0,GA,False,False,False,False,N,ATLANTA,US,GA,1134 DALON RD NE,30306,0,0,False,,0,0,0,0,0,0,0,0,0,10,0,0,(404) 873-4702,,0,0,0,0,0,0,False,False,5530,,0,0,0,0,0,0,False,False,False,False,False,False,False
31,20-MAR-02,False,,C,False,False,False,,,1012948,False,5.0,,CONNIE@WEBER-OIL.COM,False,(920) 894-7961,False,,,False,False,Y,False,2,0,0,4,0,0,False,,,WEBER OIL COMPANY INC,True,False,,0,0,0,0,0,0,0,0,0,,KIEL,US,WI,PO BOX 174,53042,03-OCT-22,136955.0,2022.0,False,False,False,0,0,0,0,0,0,12.0,WI,False,False,False,False,N,KIEL,US,WI,23110 MUELLER RD,53042,136955,2022,False,,0,0,0,0,0,0,0,0,0,6,0,0,(920) 894-3611,,2,0,0,2,0,0,False,False,5531,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
32,20-MAR-02,False,,C,False,False,False,True,H & T GRADING,1012949,False,4.0,,HNTGRADING@AOL.COM,False,,False,,,False,False,N,False,0,0,0,0,0,0,False,,,STEWART TANNER & ROBERT HOLCOMBE,False,False,,0,0,0,0,0,0,0,0,0,,LULA,US,GA,PO BOX 198,30554,,0.0,,False,False,False,0,0,0,0,0,0,1.0,GA,False,False,False,False,N,LULA,US,GA,674 BELLAMY RD,30554,0,0,False,,0,0,0,0,0,0,0,0,0,1,0,0,(706) 677-5080,,1,0,0,0,0,0,False,False,5532,,0,0,0,0,0,0,False,False,False,False,False,False,False
