,ADD_DATE,AGGREGATES,ASPHALT,BEVERAGES,BUILDING MATERIALS,CARRIER_OPERATION,CHEMICALS,"COAL, COKE",COMMODITIES DRY BULK,COMPANY PICKUP TRUCKS,CONCESSION FOOD,CONSTRUCTION,CONSTRUCTION MATERIALS,DBA_NAME,DIRT ,DOT_NUMBER,DRIVE AWAY/TOWAWAY,DRIVER_TOTAL,EMAIL_ADDRESS,FARM SUPPLIES,FAX,FLOWERS,FRESH PRODUCE,FUEL OIL,FURNITURE,"GARBAGE, REFUSE, TRASH",GENERAL FREIGHT,"GRAIN, FEED, HAY",HM_FLAG,HOUSEHOLD GOODS,Hazmat Cargo Tank Trailers*_OWNED,Hazmat Cargo Tank Trailers*_TERM_LEASED,Hazmat Cargo Tank Trailers*_TRIP_LEASED,Hazmat Cargo Tank Trucks_OWNED,Hazmat Cargo Tank Trucks_TERM_LEASED,Hazmat Cargo Tank Trucks_TRIP_LEASED,INTERMODAL CONTAINERS,LEGAL_NAME,LIQUIDS/GASES,LIVESTOCK,"LOGS, POLES, BEAMS, LUMBER",Limousine 1-8*_OWNED,Limousine 1-8*_TERM_LEASED,Limousine 1-8*_TRIP_LEASED,Limousine 16+_OWNED,Limousine 16+_TERM_LEASED,Limousine 16+_TRIP_LEASED,Limousine 9-15_OWNED,Limousine 9-15_TERM_LEASED,Limousine 9-15_TRIP_LEASED,"MACHINERY, LARGE OBJECTS",MAILING_CITY,MAILING_COUNTRY,MAILING_STATE,MAILING_STREET,MAILING_ZIP,MCS150_DATE,MCS150_MILEAGE,MCS150_MILEAGE_YEAR,MEAT,"METAL; SHEETS, COILS, ROLLS",MOBILE HOMES,MOTOR VEHICLES,Mini-Bus 16+_OWNED,Mini-Bus 16+_TERM_LEASED,Mini-Bus 16+_TRIP_LEASED,Motor Coach_OWNED,Motor Coach_TERM_LEASED,Motor Coach_TRIP_LEASED,NBR_POWER_UNIT,NUCLEAR MEDICINE,OIC_STATE,OIL FIELD EQUIPMENT,OTHER,PAPER PRODUCTS,PASSENGERS,PC_FLAG,PHY_CITY,PHY_COUNTRY,PHY_STATE,PHY_STREET,PHY_ZIP,RECENT_MILEAGE,RECENT_MILEAGE_YEAR,REFRIGERATED FOOD,ROCK,SAND PRODUCTS,SAND STONE DIRT,SERVICE TOOLS,School Bus 1-8*_OWNED,School Bus 1-8*_TERM_LEASED,School Bus 1-8*_TRIP_LEASED,School Bus 16+_OWNED,School Bus 16+_TERM_LEASED,School Bus 16+_TRIP_LEASED,School Bus 9-15_OWNED,School Bus 9-15_TERM_LEASED,School Bus 9-15_TRIP_LEASED,Straight Trucks_OWNED,Straight Trucks_TERM_LEASED,Straight Trucks_TRIP_LEASED,TELEPHONE,TIRES,TOOLS,Trailers*_OWNED,Trailers*_TERM_LEASED,Trailers*_TRIP_LEASED,Truck Tractors_OWNED,Truck Tractors_TERM_LEASED,Truck Tractors_TRIP_LEASED,U.S. MAIL,UTILITY,Unnamed: 0,VMT_SOURCE_ID,Van 1-8*_OWNED,Van 1-8*_TERM_LEASED,Van 1-8*_TRIP_LEASED,Van 9-15_OWNED,Van 9-15_TERM_LEASED,Van 9-15_TRIP_LEASED,WATER WELL,XBUILDING MATERIALS,XCONSTRUCTION,"XGARBAGE, REFUSE, TRASH","XLOGS, POLES, BEAMS, LUMBER","XMACHINERY, LARGE OBJECTS","XMETAL; SHEETS, COILS, ROLLS"
10,14-MAR-02,,,False,,C,False,False,False,,,,,LASKOWSKI FARMS,,1011608,False,1.0,,False,,,True,,,,False,False,N,False,0,0,0,0,0,0,False,JEFFREY G LASKOWSKI,False,False,,0,0,0,0,0,0,0,0,0,,PLOVER,US,WI,5924 HWY J,54467,08-NOV-01,0,,False,,False,False,0,0,0,0,0,0,1,,WI,False,False,False,False,N,PLOVER,US,WI,5924 HWY J,54467,0,0,False,,,,,0,0,0,0,0,0,0,0,0,1,0,0,(715) 344-8076,,,0,0,0,0,0,0,False,False,4910,,0,0,0,0,0,0,False,False,False,False,False,False,False
11,14-MAR-02,,,False,,C,False,False,False,,,,,,,1011610,False,6.0,HAMER2899@GMAIL.COM,False,(715) 344-5029,,True,,,,False,False,N,False,0,0,0,0,0,0,False,HAMERSKI FARMS INC,False,False,,0,0,0,0,0,0,0,0,0,,PLOVER,US,WI,805 FOREST DR,54467,02-MAR-22,20000,2021.0,False,,False,False,0,0,0,0,0,0,12,,WI,False,False,False,False,N,PLOVER,US,WI,805 FOREST DR,54467,20000,2021,False,,,,,0,0,0,0,0,0,0,0,0,12,0,0,(715) 572-1794,,,0,0,0,0,0,0,False,False,4911,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
12,14-MAR-02,,,False,,C,False,False,False,,,,,,,1011614,False,1.0,,False,,,False,,,,False,False,N,False,0,0,0,0,0,0,False,MICHAEL J GLODOWSKI,False,False,,0,0,0,0,0,0,0,0,0,True,ROSHOLT,US,WI,9622 E HAMILTON ROAD,54473,07-NOV-01,0,,False,,False,False,0,0,0,0,0,0,2,,WI,False,False,False,False,N,ROSHOLT,US,WI,9622 E HAMILTON ROAD,54473,0,0,False,,,,,0,0,0,0,0,0,0,0,0,1,0,0,(715) 677-3178,,,0,0,0,1,0,0,False,False,4912,,0,0,0,0,0,0,False,False,False,False,False,False,False
13,14-MAR-02,,,False,,C,False,False,False,,,,,,,1011616,False,1.0,,True,,,False,,,,False,False,N,False,0,0,0,0,0,0,False,ARTHUR L HELMINIAK,False,False,,0,0,0,0,0,0,0,0,0,,JUNCTION CITY,US,WI,4522 HWY 10,54443,27-NOV-01,1500,2001.0,False,,False,False,0,0,0,0,0,0,1,,WI,False,False,False,False,N,JUNCTION CITY,US,WI,4522 HWY 10,54443,0,0,False,,,,,0,0,0,0,0,0,0,0,0,1,0,0,(715) 457-2576,,,0,0,0,0,0,0,False,False,4913,,0,0,0,0,0,0,False,False,False,False,False,False,False
14,14-MAR-02,,,False,,C,False,False,False,,,,,,,1011617,False,2.0,,False,,,False,,,,False,True,N,False,0,0,0,0,0,0,False,WENDELL A KROGWOLD,False,False,,0,0,0,0,0,0,0,0,0,,AMHERST,US,WI,10985 SHADY LANE,54407,27-NOV-01,1000,2000.0,False,,False,False,0,0,0,0,0,0,2,,WI,False,False,False,False,N,AMHERST,US,WI,10985 SHADY LANE,54407,0,0,False,,,,,0,0,0,0,0,0,0,0,0,2,0,0,(715) 677-3802,,,0,0,0,0,0,0,False,False,4914,,0,0,0,0,0,0,False,False,False,False,False,False,False
15,01-JUN-74,,,False,,C,False,False,False,,,,,,,101162,False,1.0,,False,,,False,,,,False,False,N,False,0,0,0,0,0,0,False,PIONEER MILL & CONSTRUCTION INC,False,False,True,0,0,0,0,0,0,0,0,0,,RAWLINS,US,WY,1400 MOUNTAIN VIEW BLVD,82301,,0,,False,,False,False,0,0,0,0,0,0,1,,WY,False,False,False,False,N,RAWLINS,US,WY,1400 MOUNTAIN VIEW BLVD,82301,0,0,False,,,,,0,0,0,0,0,0,0,0,0,1,0,0,,,,0,0,0,0,0,0,False,False,4915,,0,0,0,0,0,0,False,False,False,False,False,False,False
16,14-MAR-02,,True,False,,A,False,False,False,,,,,,,1011625,False,4.0,R.RAMCO@HOTMAIL.COM,False,(832) 986-5440,,False,,,,False,False,N,False,7,0,0,0,0,0,False,RAMCO TRUCKING INC,False,False,,0,0,0,0,0,0,0,0,0,,HOUSTON,US,TX,5214 CORAL CREEK DR,77017,22-FEB-22,3680215,2021.0,False,,False,False,0,0,0,0,0,0,4,,TX,False,False,False,False,N,HOUSTON,US,TX,5214 CORAL CREEK DR,77017,3680215,2021,False,,,,,0,0,0,0,0,0,0,0,0,0,0,0,(713) 502-4610,,,4,0,0,4,0,0,False,False,4916,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
17,14-MAR-02,,,False,,C,False,False,False,,,,,,,1011626,False,1.0,,False,,,False,,,,False,True,N,False,0,0,0,0,0,0,False,DWAYNE W JOHNSON,False,False,,0,0,0,0,0,0,0,0,0,,RIVER FALLS,US,WI,N8599 1060TH STREET,54022,16-NOV-01,0,,False,,False,False,0,0,0,0,0,0,1,,WI,False,False,False,False,N,RIVER FALLS,US,WI,N8599 1060TH STREET,54022,0,0,False,,,,,0,0,0,0,0,0,0,0,0,1,0,0,,,,0,0,0,0,0,0,False,False,4917,,0,0,0,0,0,0,False,False,False,False,False,False,False
18,14-MAR-02,,,False,,C,False,False,False,,,,,,,1011629,False,3.0,ADVANCEDCUTTN@AOL.COM,False,(636) 394-8511,,False,,,True,False,False,N,False,0,0,0,0,0,0,False,ADVANCED ROLL OFF SERVICE CORP,False,False,,0,0,0,0,0,0,0,0,0,,GROVER,US,MO,P O BOX 552,63040,29-SEP-20,70000,2018.0,False,,False,False,0,0,0,0,0,0,3,,MO,False,False,False,False,N,BALLWIN,US,MO,1530 ST PAUL ROAD,63011,0,0,False,,,,,0,0,0,0,0,0,0,0,0,3,0,0,(636) 394-2828,,,0,0,0,0,0,0,False,False,4918,,0,0,0,0,0,0,False,False,False,False,False,False,False
19,14-MAR-02,,,False,,A,False,False,False,,,,,,,1011632,False,2.0,DSMITH@EDRICHPRODUCTS.COM,False,(586) 296-9530,,False,,,,True,False,N,False,0,0,0,0,0,0,False,EDRICH PRODUCTS INC,False,False,,0,0,0,0,0,0,0,0,0,,FRASER,US,MI,33672 DOREKA,48026,10-MAR-20,120000,2019.0,False,,False,False,0,0,0,0,0,0,2,,MI,False,False,False,False,N,FRASER,US,MI,33672 DOREKA,48026,120000,2019,False,,,,,0,0,0,0,0,0,0,0,0,2,0,0,(586) 296-3350,,,0,0,0,0,0,0,False,False,4919,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
20,14-MAR-02,,,False,,C,False,True,False,,,,,,,1011633,False,1.0,TROY@GAWCPA.COM,False,(606) 573-5377,,False,,,,False,False,N,False,0,0,0,0,0,0,False,JIM RODDY TRUCKING LLC,False,False,,0,0,0,0,0,0,0,0,0,,HARLAN,US,KY,PO BOX 310,40831,31-JAN-19,94359,2016.0,False,,False,False,0,0,0,0,0,0,1,,KY,False,False,False,False,N,CAWOOD,US,KY,2221 HIGHWAY 3001,40815,0,0,False,,,,,0,0,0,0,0,0,0,0,0,0,0,0,(606) 573-7058,,,1,0,0,1,0,0,False,False,4920,,0,0,0,0,0,0,False,False,False,False,False,False,False
21,14-MAR-02,,,False,,A,False,False,False,,,,,CONDOR TRUCKING,,1011637,False,1.0,CONDORTRK@GMAIL.COM,False,,,False,,,,True,False,N,False,0,0,0,0,0,0,False,JOSE LUIS JULIACHS,False,False,,0,0,0,0,0,0,0,0,0,,MCALLEN,US,TX,P O BOX 3343,78502,11-OCT-22,79205,2021.0,False,,False,False,0,0,0,0,0,0,1,,TX,False,False,False,False,N,FRISCO,US,TX,5409 BATON ROUGE BLVD,75035,79205,2021,False,,,,,0,0,0,0,0,0,0,0,0,0,0,0,(415) 760-0008,,,1,0,0,1,0,0,False,False,4921,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
22,14-MAR-02,,,False,,B,False,False,False,,,,,D A S H ENVIRONMENTAL INC,,1011638,False,1.0,,False,(707) 448-8671,,False,,,,False,False,N,False,0,0,0,0,0,0,False,DAVID B H FREMOUW,True,False,,0,0,0,0,0,0,0,0,0,,VACAVILLE,US,CA,760 WESLEY AVE,95688,02-FEB-02,0,,False,,False,False,0,0,0,0,0,0,1,,CA,False,False,False,False,N,VACAVILLE,US,CA,760 WESLEY AVE,95688,0,0,False,,,,,0,0,0,0,0,0,0,0,0,1,0,0,(800) 559-3274,,,0,0,0,0,0,0,False,False,4922,,0,0,0,0,0,0,False,False,False,False,False,False,False
23,14-MAR-02,,,False,,C,False,False,False,,,,,D J LAPOINTE,,1011639,False,2.0,DLAPOINTE@SNET.NET,False,(860) 379-9257,,False,,,,False,False,N,False,0,0,0,0,0,0,False,DONALD LAPOINTE,False,False,,0,0,0,0,0,0,0,0,0,True,WINSTED,US,CT,P O BOX 664,06098-0664,21-APR-06,10000,2005.0,False,,False,False,0,0,0,0,0,0,2,,CT,False,False,False,False,N,WINSTED,US,CT,210 ALPHA AVE,06098,0,0,False,,,,,0,0,0,0,0,0,0,0,0,2,0,0,(860) 485-5708,,,3,0,0,0,0,0,False,False,4923,,0,0,0,0,0,0,False,False,False,False,False,False,False
24,14-MAR-02,,,False,,A,False,False,False,,True,,,BAY CITY CONCESSIONS,,1011641,False,3.0,,False,(251) 639-1687,,False,,,,False,False,N,False,0,0,0,0,0,0,False,RHONDA FIKE,False,False,,0,0,0,0,0,0,0,0,0,,MOBILE,US,AL,981 ABILENE DR E,36695,10-MAY-22,10000,2019.0,False,,False,False,0,0,0,0,0,0,4,,AL,False,False,False,False,N,MOBILE,US,AL,981 ABILENE DR E,36695,10000,2019,False,,,,,0,0,0,0,0,0,0,0,0,3,0,0,(251) 490-8020,,,3,0,0,1,0,0,False,False,4924,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
25,14-MAR-02,,,False,,A,False,False,False,,,,,1955,,1011642,False,1.0,,False,(914) 948-0255,,False,,,,False,False,N,False,0,0,0,0,0,0,False,R ARGENTO & SONS INC,False,False,,0,0,0,0,0,0,0,0,0,True,WHITE PLAINS,US,NY,1 PROSPECT AVENUE,10607,13-APR-22,60000,2015.0,False,,False,False,0,0,0,0,0,0,4,,NY,False,False,False,False,N,WHITE PLAINS,US,NY,1 PROSPECT AVENUE,10607,60000,2015,False,,,,,0,0,0,0,0,0,0,0,0,4,0,0,(914) 949-1152,,,0,0,0,0,0,0,False,False,4925,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
26,14-MAR-02,,,False,,C,False,False,False,,,,,,,1011645,False,2.0,,False,(715) 447-5534,,False,,,,False,False,N,False,0,0,0,0,0,0,False,NICPON FARM,False,False,True,0,0,0,0,0,0,0,0,0,,LUBLIN,US,WI,W13669 DIAMOND DR,54447,04-MAY-22,10000,2021.0,False,,False,False,0,0,0,0,0,0,1,,WI,False,False,False,False,N,LUBLIN,US,WI,W13669 DIAMOND DR,54447,10000,2021,False,,,,,0,0,0,0,0,0,0,0,0,0,0,1,(715) 669-3597,,,0,0,0,0,0,0,False,False,4926,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
27,14-MAR-02,,,False,,C,False,False,False,,,,,,,1011647,False,1.0,,False,,,False,,True,,False,False,N,False,0,0,0,0,0,0,False,CARLS CORNER FURNITURE CO INC,False,False,,0,0,0,0,0,0,0,0,0,,NICHOLASVILLE,US,KY,315 NORTH MAIN ST,40356,,0,,False,,False,False,0,0,0,0,0,0,2,,KY,False,False,False,False,N,NICHOLASVILLE,US,KY,315 NORTH MAIN ST,40356,0,0,False,,,,,0,0,0,0,0,0,0,0,0,2,0,0,(859) 885-3335,,,0,0,0,0,0,0,False,False,4927,,0,0,0,0,0,0,False,False,False,False,False,False,False
28,14-MAR-02,,,False,,C,False,False,False,,,,,,,1011652,False,2.0,JEFFE726@GMAIL.COM,False,(866) 200-1031,,False,,,,True,False,N,False,0,0,0,0,0,0,False,JEFFREY'S TRUCKING INC,False,False,,0,0,0,0,0,0,0,0,0,,BROOKLYN,US,NY,384 EAST 48 ST,11203,14-APR-15,20000,2015.0,False,,False,False,0,0,0,0,0,0,1,,NY,False,False,False,False,N,BROOKLYN,US,NY,384 EAST 48 ST,11203,0,0,False,,,,,0,0,0,0,0,0,0,0,0,1,0,0,(866) 200-1031,,,0,0,0,0,0,0,False,False,4928,,0,0,0,0,0,0,False,False,False,False,False,False,False
29,14-MAR-02,,,False,,C,False,False,False,,,,,,,1011654,False,1.0,VLBCPA@AMERITECH.NET,False,(740) 333-3193,,False,,,,True,False,N,False,0,0,0,0,0,0,False,PRAIRIE TRANSPORT LLC,False,False,,0,0,0,0,0,0,0,0,0,,WASHINGTON COURT HOUSE,US,OH,3261 PRAIRIE ROAD NW,43160,30-APR-15,20000,2014.0,False,,False,False,0,0,0,0,0,0,1,,OH,False,False,False,False,N,WASHINGTON COURT HOUSE,US,OH,3261 PRAIRIE ROAD NW,43160,0,0,False,,,,,0,0,0,0,0,0,0,0,0,0,0,0,(740) 463-1483,,,1,0,0,1,0,0,False,False,4929,,0,0,0,0,0,0,False,False,False,False,False,False,False
30,14-MAR-02,,,False,,A,False,False,False,,,,,,,1011656,False,3.0,NEROTIRE@NEROTIRE.COM,False,(229) 241-0714,,False,,,,False,False,N,False,0,0,0,0,0,0,False,NEECE RETREAD INC,False,False,,0,0,0,0,0,0,0,0,0,,VALDOSTA,US,GA,2313 SOUTH PATTERSON STREET,31601,17-JUN-21,36057,2020.0,False,,False,False,0,0,0,0,0,0,2,,GA,False,False,False,False,N,VALDOSTA,US,GA,2313 SOUTH PATTERSON STREET,31601,36057,2020,False,,,,,0,0,0,0,0,0,0,0,0,0,0,0,(229) 244-8353,True,,6,0,0,2,0,0,False,False,4930,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
31,14-MAR-02,,,False,,C,False,False,False,,,,,,,1011658,False,1.0,,False,(973) 230-9524,,False,,,,False,False,N,False,0,0,0,0,0,0,False,PEDRO RODRIGUES,False,False,,0,0,0,0,0,0,0,0,0,,KENILWORTH,US,NJ,54 NORTH 9TH STREET,07033,20-OCT-15,34894,2014.0,False,,False,False,0,0,0,0,0,0,1,,NJ,False,False,False,False,N,KENILWORTH,US,NJ,54 NORTH 9TH STREET,07033,0,0,False,,,True,,0,0,0,0,0,0,0,0,0,0,0,0,(973) 332-3645,,,0,0,0,1,0,0,False,False,4931,,0,0,0,0,0,0,False,False,False,False,False,False,False
