,ADD_DATE,BEVERAGES,BOOM,BUILDING MATERIALS,CARRIER_OPERATION,CHEMICALS,"COAL, COKE",COMMODITIES DRY BULK,CONSTRUCTION,CUSTOM CABINETS,DBA_NAME,DOT_NUMBER,DRIVE AWAY/TOWAWAY,DRIVER_TOTAL,EMAIL_ADDRESS,EMPLOYEE DRIVES HIMSELF TO WORK,FARM SUPPLIES,FAX,FRESH PRODUCE,GENERAL FREIGHT,"GRAIN, FEED, HAY",GRAVEL/ROCK ASPHALT,HM_FLAG,HOUSEHOLD GOODS,Hazmat Cargo Tank Trailers*_OWNED,Hazmat Cargo Tank Trailers*_TERM_LEASED,Hazmat Cargo Tank Trailers*_TRIP_LEASED,Hazmat Cargo Tank Trucks_OWNED,Hazmat Cargo Tank Trucks_TERM_LEASED,Hazmat Cargo Tank Trucks_TRIP_LEASED,INTERMODAL CONTAINERS,LEGAL_NAME,LIQUIDS/GASES,LIVESTOCK,"LOGS, POLES, BEAMS, LUMBER",Limousine 1-8*_OWNED,Limousine 1-8*_TERM_LEASED,Limousine 1-8*_TRIP_LEASED,Limousine 16+_OWNED,Limousine 16+_TERM_LEASED,Limousine 16+_TRIP_LEASED,Limousine 9-15_OWNED,Limousine 9-15_TERM_LEASED,Limousine 9-15_TRIP_LEASED,"MACHINERY, LARGE OBJECTS",MAILING_CITY,MAILING_COUNTRY,MAILING_STATE,MAILING_STREET,MAILING_ZIP,MCS150_DATE,MCS150_MILEAGE,MCS150_MILEAGE_YEAR,MEAT,"METAL; SHEETS, COILS, ROLLS",MOBILE HOMES,MOTOR VEHICLES,Mini-Bus 16+_OWNED,Mini-Bus 16+_TERM_LEASED,Mini-Bus 16+_TRIP_LEASED,Motor Coach_OWNED,Motor Coach_TERM_LEASED,Motor Coach_TRIP_LEASED,NBR_POWER_UNIT,OIC_STATE,OIL FIELD EQUIPMENT,OTHER,OUR EQUIPMENT TO JOB ,PAPER PRODUCTS,PASSENGERS,PC_FLAG,"PERMEATE, MILK,CREAM,WHEY BY-PRODUCT",PHY_CITY,PHY_COUNTRY,PHY_STATE,PHY_STREET,PHY_ZIP,RECENT_MILEAGE,RECENT_MILEAGE_YEAR,REFRIGERATED FOOD,ROAD BLDG MATERIALS,ROCK / DIRT,ROCK DIRT SAND,"SAND, GRAVEL, AND AS",School Bus 1-8*_OWNED,School Bus 1-8*_TERM_LEASED,School Bus 1-8*_TRIP_LEASED,School Bus 16+_OWNED,School Bus 16+_TERM_LEASED,School Bus 16+_TRIP_LEASED,School Bus 9-15_OWNED,School Bus 9-15_TERM_LEASED,School Bus 9-15_TRIP_LEASED,Straight Trucks_OWNED,Straight Trucks_TERM_LEASED,Straight Trucks_TRIP_LEASED,TELEPHONE,Trailers*_OWNED,Trailers*_TERM_LEASED,Trailers*_TRIP_LEASED,Truck Tractors_OWNED,Truck Tractors_TERM_LEASED,Truck Tractors_TRIP_LEASED,U.S. MAIL,UTILITY,Unnamed: 0,VMT_SOURCE_ID,Van 1-8*_OWNED,Van 1-8*_TERM_LEASED,Van 1-8*_TRIP_LEASED,Van 9-15_OWNED,Van 9-15_TERM_LEASED,Van 9-15_TRIP_LEASED,WATER WELL,XBUILDING MATERIALS,XCONSTRUCTION,"XGARBAGE, REFUSE, TRASH","XLOGS, POLES, BEAMS, LUMBER","XMACHINERY, LARGE OBJECTS","XMETAL; SHEETS, COILS, ROLLS"
10,06-FEB-02,False,,True,C,False,False,False,,,THE REESMAN COMPANY,1003228,False,54.0,MICHELLE@REESMANS.COM,,False,,False,False,False,,N,False,0,0,0,0,0,0,False,REESMAN'S EXCAVATING & GRADING INC,False,False,,0,0,0,0,0,0,0,0,0,,BURLINGTON,US,WI,28815 BUSHNELL ROAD,53105,11-AUG-22,200000.0,2021.0,False,,False,False,0,0,0,0,0,0,27.0,WI,False,False,,False,False,N,,BURLINGTON,US,WI,28815 BUSHNELL ROAD,53105,200000,2021,False,,,,,0,0,0,0,0,0,0,0,0,20,0,0,(262) 539-2124,7,0,0,7,0,0,False,False,1410,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
11,06-FEB-02,False,,,A,False,False,False,,,DON'S PROFESSIONAL COLLISION REPAIR,1003231,False,3.0,MATT@DONSCOLLISIONPROS.COM,,False,(435) 753-1585,False,False,False,,N,False,0,0,0,0,0,0,False,DON'S AUTO BODY & GLASS INC,False,False,,0,0,0,0,0,0,0,0,0,,MILLVILLE,US,UT,PO BOX 98,84326,23-DEC-21,30000.0,2021.0,False,,False,True,0,0,0,0,0,0,2.0,UT,False,False,,False,False,N,,MILLVILLE,US,UT,340 N MAIN,84326,30000,2021,False,,,,,0,0,0,0,0,0,0,0,0,2,0,0,(435) 753-1565,0,0,0,0,0,0,False,False,1411,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
12,06-FEB-02,False,,,C,False,False,False,True,,,1003232,False,8.0,BOBFRALEY1@YAHOO.COM,,False,(317) 894-1561,False,False,False,,N,False,0,0,0,0,0,0,False,CONCRETE CONTRACTORS INC,False,False,,0,0,0,0,0,0,0,0,0,,INDIANAPOLIS,US,IN,P O BOX 29308,46229,02-FEB-21,1.0,2021.0,False,,False,False,0,0,0,0,0,0,8.0,IN,False,False,,False,False,N,,INDIANAPOLIS,US,IN,9310 BURK RD,46229,1,2021,False,,,,,0,0,0,0,0,0,0,0,0,7,0,0,(317) 443-7463,0,0,0,1,0,0,False,False,1412,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
13,06-FEB-02,False,,,C,False,False,False,,,,1003233,False,2.0,EXCAVATE1@GMAIL.COM,,False,(262) 835-4408,False,False,False,,N,False,0,0,0,0,0,0,False,SCHAEFER GRADING AND EXCAVATING LLC,False,False,,0,0,0,0,0,0,0,0,0,True,FRANKSVILLE,US,WI,6238 NICHOLSON RD,53126,22-FEB-22,4000.0,2021.0,False,,False,False,0,0,0,0,0,0,4.0,WI,False,False,,False,False,N,,FRANKSVILLE,US,WI,6238 NICHOLSON RD,53126,4000,2021,False,,,,,0,0,0,0,0,0,0,0,0,3,0,0,(262) 835-4408,2,0,0,1,0,0,False,False,1413,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
14,06-FEB-02,False,,True,C,False,False,False,,,,1003234,False,1.0,,,False,(435) 688-8247,False,False,False,,N,False,0,0,0,0,0,0,False,RIDDLE CONSTRUCTION INC,False,False,,0,0,0,0,0,0,0,0,0,,WASHINGTON,US,UT,446 E FOOTHILL DR,84780,06-FEB-02,0.0,,False,,False,False,0,0,0,0,0,0,1.0,UT,False,False,,False,False,N,,WASHINGTON,US,UT,446 E FOOTHILL DR,84780,0,0,False,,,,,0,0,0,0,0,0,0,0,0,1,0,0,(435) 628-5680,0,0,0,0,0,0,False,False,1414,,0,0,0,0,0,0,False,False,False,False,False,False,False
15,06-FEB-02,False,,,A,False,False,False,,,,1003236,False,1.0,ADAM-HOLLINGER@HOTMAIL.COM,,False,,False,False,False,,N,False,0,0,0,0,0,0,False,ADAM HOLLINGER TRUCKING INC,False,True,,0,0,0,0,0,0,0,0,0,,NEW MADISON,US,OH,2281 RICHMOND PALESTINE RD,45346-9605,14-JUL-21,93366.0,2020.0,False,,False,False,0,0,0,0,0,0,1.0,OH,False,False,,False,False,N,,NEW MADISON,US,OH,2281 RICHMOND PALESTINE RD,45346-9605,37896,2022,False,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,1,0,0,False,False,1415,3.0,0,0,0,0,0,0,False,False,False,False,False,False,False
16,06-FEB-02,False,,,C,False,False,False,True,,,1003237,False,1.0,ETGOLFPIN@YAHOO.COM,,False,,False,False,False,,N,False,0,0,0,0,0,0,False,ETC TRUCKING LLC,False,False,,0,0,0,0,0,0,0,0,0,,CLEVELAND,US,TX,624 COUNTY ROAD 2268,77327,11-MAR-22,28509.0,2020.0,False,,False,False,0,0,0,0,0,0,1.0,TX,False,False,,False,False,N,,CLEVELAND,US,TX,624 COUNTY ROAD 2268,77327,28509,2020,False,,,,,0,0,0,0,0,0,0,0,0,1,0,0,(503) 970-6633,0,0,0,0,0,0,False,False,1416,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
17,06-FEB-02,False,,True,C,False,False,False,,,,1003239,False,4.0,DSCECCHINI@UNITEDCONSTRUCTION.NET,,False,(262) 637-3422,False,False,False,,N,False,0,0,0,0,0,0,False,GENERAL UNITED CONSTRUCTION CORPORATION,False,False,,0,0,0,0,0,0,0,0,0,,RACINE,US,WI,2425 S MEMORIAL DRIVE,53403,16-FEB-07,10000.0,2005.0,False,,False,False,0,0,0,0,0,0,5.0,WI,False,False,,False,False,N,,RACINE,US,WI,2425 S MEMORIAL DRIVE,53403,0,0,False,,,,,0,0,0,0,0,0,0,0,0,5,0,0,(262) 637-5681,3,0,0,0,0,0,False,False,1417,,0,0,0,0,0,0,False,False,False,False,False,False,False
18,06-FEB-02,False,,,C,False,False,False,,,A C TOWING,1003240,False,5.0,JIM@AUTOCRAFTERS.NET,,False,(801) 593-0404,False,True,False,,N,False,0,0,0,0,0,0,False,N AND J INC,False,False,,0,0,0,0,0,0,0,0,0,,LAYTON,US,UT,955 N MARSHALL WAY,84041,31-MAR-21,10000.0,2016.0,False,,False,False,0,0,0,0,0,0,1.0,UT,False,False,,False,False,N,,LAYTON,US,UT,955 N MARSHALL WAY,84041,0,0,False,,,,,0,0,0,0,0,0,0,0,0,1,0,0,(801) 593-0099,0,0,0,0,0,0,False,False,1418,,0,0,0,0,0,0,False,False,False,False,False,False,False
19,06-FEB-02,False,,,C,False,False,False,,,MIKE LIECHTY,1003242,False,1.0,,,False,(435) 752-3612,False,False,False,,N,False,0,0,0,0,0,0,False,LIECHTY MICHAEL,False,False,,0,0,0,0,0,0,0,0,0,True,LOGAN,US,UT,1780 E 2500 N,84341,06-FEB-02,0.0,,False,,False,False,0,0,0,0,0,0,1.0,UT,False,False,,False,False,N,,LOGAN,US,UT,1780 E 2500 N,84341,0,0,False,,,,,0,0,0,0,0,0,0,0,0,1,0,0,(435) 755-9928,1,0,0,0,0,0,False,False,1419,,0,0,0,0,0,0,False,False,False,False,False,False,False
20,06-FEB-02,False,,,C,False,False,False,,,LODGEPOLE DEVELOPEMENT INC,1003245,False,4.0,,,False,(801) 943-7542,False,False,False,,N,False,0,0,0,0,0,0,False,LARSEN A RONALD,False,False,True,0,0,0,0,0,0,0,0,0,,SANDY,US,UT,2685 E GEORGIA WAY,84092,06-FEB-02,0.0,,False,,False,False,0,0,0,0,0,0,1.0,UT,False,False,,False,False,N,,SANDY,US,UT,2685 E GEORGIA WAY,84092,0,0,False,,,,,0,0,0,0,0,0,0,0,0,1,0,0,(801) 943-2197,1,0,0,0,0,0,False,False,1420,,0,0,0,0,0,0,False,False,False,False,False,False,False
21,06-FEB-02,False,,,B,False,False,False,,,ADKINS,1003246,False,1.0,,,False,,False,False,False,,N,False,0,0,0,0,0,0,False,HELEN ADKINS,False,False,,0,0,0,0,0,0,0,0,0,,SOMERSET,US,IN,PO BOX 86,46984,29-AUG-22,20000.0,2005.0,False,,True,False,0,0,0,0,0,0,1.0,IN,False,False,,False,False,N,,SOMERSET,US,IN,BOX151,46984,20000,2005,False,,,,,0,0,0,0,0,0,0,0,0,0,0,0,(260) 571-0214,3,0,0,1,0,0,False,False,1421,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
22,06-FEB-02,False,,,A,False,False,False,,,,1003251,False,2.0,MICHAEL.J.LEHANE@GAI-TRONICS.COM,,False,(610) 796-5790,False,True,False,,N,False,0,0,0,0,0,0,False,GAI-TRONICS CORP,False,False,,0,0,0,0,0,0,0,0,0,,READING,US,PA,3030 KUTZTOWN ROAD,19605,13-JAN-21,181550.0,2020.0,False,,False,False,0,0,0,0,0,0,1.0,PA,False,False,,False,False,N,,READING,US,PA,3030 KUTZTOWN ROAD,19605,181550,2020,False,,,,,0,0,0,0,0,0,0,0,0,1,0,0,(610) 796-5947,0,0,0,0,0,0,False,False,1422,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
23,06-FEB-02,False,,,A,False,False,False,,,THOMAS AND SONS TRUCKING,1003252,False,1.0,BTHOMAS88@LIVE.COM,,False,(662) 796-0616,False,False,False,,N,False,0,0,0,0,0,0,False,ALFOHNCO THOMAS,False,False,,0,0,0,0,0,0,0,0,0,,COLUMBUS,US,MS,592 CHAT & CHEW ROAD,39701,07-APR-21,480000.0,2020.0,False,,False,False,0,0,0,0,0,0,1.0,MS,False,False,,False,False,N,,COLUMBUS,US,MS,592 CHAT & CHEW ROAD,39701,480000,2020,False,,,,True,0,0,0,0,0,0,0,0,0,0,0,0,(662) 329-1693,1,0,0,1,0,0,False,False,1423,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
24,06-FEB-02,False,,,A,False,False,False,,,,1003254,False,4.0,E.MELLUSI@VERIZON.NET,,False,(973) 353-0996,False,False,False,,N,False,0,0,0,0,0,0,False,ANTONIO MOZZARELLA FACTORY,False,False,,0,0,0,0,0,0,0,0,0,,NEWARK,US,NJ,631 FRELINGHUYSEN AVE,07114,26-SEP-22,114102.0,2020.0,False,,False,False,0,0,0,0,0,0,4.0,NJ,False,False,,False,False,N,,NEWARK,US,NJ,631 FRELINGHUYSEN AVE,07114,114102,2020,True,,,,,0,0,0,0,0,0,0,0,0,4,0,0,(973) 353-9411,0,0,0,0,0,0,False,False,1424,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
25,06-FEB-02,False,,,A,False,False,False,,,RONALD JAMES WILSON,1003256,False,1.0,RONWILSON2735@GMAIL,,False,(503) 759-3757,False,True,False,,N,False,0,0,0,0,0,0,False,RONALD J WILSON,False,False,,0,0,0,0,0,0,0,0,0,,MULINO,US,OR,14951 S HOWARDS MILL RD,97042,09-APR-21,18667.0,2016.0,False,,False,False,0,0,0,0,0,0,1.0,OR,False,False,,False,False,N,,MULINO,US,OR,14951 S HOWARDS MILL RD,97042,18667,2016,False,,,,,0,0,0,0,0,0,0,0,0,0,0,0,(503) 891-2735,2,0,0,1,0,0,False,False,1425,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
26,06-FEB-02,False,,,C,False,False,False,,,,1003259,False,2.0,ACCOUNTPAYABLE@MEADOWVALEDAIRY.COM,,False,(712) 476-5067,False,True,False,,N,False,0,0,0,0,0,0,False,MEADOWVALE DAIRY LLC,False,False,,0,0,0,0,0,0,0,0,0,,ROCK VALLEY,US,IA,1760 300TH ST,51247,07-JUN-21,20000.0,2019.0,False,,False,False,0,0,0,0,0,0,6.0,IA,False,False,,False,False,N,,ROCK VALLEY,US,IA,1760 300TH ST,51247,0,0,False,,,,,0,0,0,0,0,0,0,0,0,0,0,0,(712) 476-2560,12,0,0,6,0,0,False,False,1426,,0,0,0,0,0,0,False,False,False,False,False,False,False
27,06-FEB-02,False,,,C,False,False,False,,,C&T EXCAVATION,1003260,False,3.0,MACKCHETWOOD@GMAIL.COM,,False,(541) 742-2115,False,False,True,,N,False,0,0,0,0,0,0,False,JAROLD MARK CHETWOOD & DAVID JAY THOMAS,False,False,,0,0,0,0,0,0,0,0,0,,HALFWAY,US,OR,38426 SAWMILL CUTOFF LANE,97834,15-SEP-22,1.0,2022.0,False,,False,False,0,0,0,0,0,0,5.0,OR,False,False,,False,False,N,,HALFWAY,US,OR,38426 SAWMILL CUTOFF LANE,97834,1,2022,False,,,,,0,0,0,0,0,0,0,0,0,3,0,0,(541) 742-4970,4,0,0,2,0,0,False,False,1427,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
28,06-FEB-02,False,,,B,False,False,False,,,,1003261,False,,,,False,(941) 426-3378,False,True,False,,N,False,0,0,0,0,0,0,False,G CODE TRANSPORT SERVICES,False,False,,0,0,0,0,0,0,0,0,0,,NORTH PORT,US,FL,4009 MARKLE AVE,34286,03-FEB-02,0.0,,False,,False,False,0,0,0,0,0,0,,FL,False,False,,False,False,N,,NORTH PORT,US,FL,4009 MARKLE AVE,34286,0,0,False,,,,,0,0,0,0,0,0,0,0,0,0,0,0,(941) 737-3038,0,0,0,0,0,0,False,False,1428,,0,0,0,0,0,0,False,False,False,False,False,False,False
29,06-FEB-02,False,,,A,False,False,False,,,,1003263,True,24.0,BNDTOW@AOL.COM,,False,(562) 693-5692,False,False,False,,N,False,0,0,0,0,0,0,False,BOB AND DAVE'S TOWING INC,False,False,,0,0,0,0,0,0,0,0,0,,WHITTIER,US,CA,12109 BAILEY ST,90601,20-APR-20,1.0,2020.0,False,,False,False,0,0,0,0,0,0,18.0,CA,False,False,,False,False,N,,WHITTIER,US,CA,12109 BAILEY ST,90601,0,0,False,,,,,0,0,0,0,0,0,0,0,0,18,0,0,(562) 693-9596,0,0,0,0,0,0,False,False,1429,,0,0,0,0,0,0,False,False,False,False,False,False,False
30,06-FEB-02,False,,,C,False,False,False,True,,,1003264,False,2.0,,,False,,False,False,False,,N,False,0,0,0,0,0,0,False,KERWIN MARTIN,False,False,,0,0,0,0,0,0,0,0,0,,FT LAUDERDALE,US,FL,5110 NE 17 TERRACE,33334,04-FEB-02,0.0,,False,,False,False,0,0,0,0,0,0,1.0,FL,False,False,,False,False,N,,FT LAUDERDALE,US,FL,5110 NE 17 TERRACE,33334,0,0,False,,,,,0,0,0,0,0,0,0,0,0,1,0,0,(954) 493-9624,0,0,0,0,0,0,False,False,1430,,0,0,0,0,0,0,False,False,False,False,False,False,False
31,06-FEB-02,False,,,C,False,False,False,,,,1003265,False,1.0,TOMMYBEGLEY1@GMAIL.COM,,False,,False,False,False,True,N,False,0,0,0,0,0,0,False,BEGLEY TRUCKING LLC,False,False,,0,0,0,0,0,0,0,0,0,,HYDEN,US,KY,PO BOX 258,41749,12-MAY-22,49000.0,2021.0,False,,False,False,0,0,0,0,0,0,1.0,KY,False,False,,False,False,N,,HYDEN,US,KY,24556 HWY 421,41749,49000,2021,False,,,,,0,0,0,0,0,0,0,0,0,1,0,0,(606) 672-5172,0,0,0,0,0,0,False,False,1431,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
