,ADD_DATE,BEVERAGES,BUILDING MATERIALS,CARRIER_OPERATION,CHEMICALS,"COAL, COKE",COMMODITIES DRY BULK,CONSTRUCTION,CRANE,DBA_NAME,DIRT & STONE,DIRT SAND GRAVEL,"DIRT,ASPHALT,SAND",DOT_NUMBER,DRIVE AWAY/TOWAWAY,DRIVER_TOTAL,EMAIL_ADDRESS,"EQUIP. OF BUSINESS, DRYING, DEHUMIDIFIERS, FANS",FARM SUPPLIES,FAX,FRESH PRODUCE,"GARBAGE, REFUSE, TRASH",GENERAL FREIGHT,"GRAIN, FEED, HAY",HM_FLAG,HOUSEHOLD GOODS,Hazmat Cargo Tank Trailers*_OWNED,Hazmat Cargo Tank Trailers*_TERM_LEASED,Hazmat Cargo Tank Trailers*_TRIP_LEASED,Hazmat Cargo Tank Trucks_OWNED,Hazmat Cargo Tank Trucks_TERM_LEASED,Hazmat Cargo Tank Trucks_TRIP_LEASED,INTERMODAL CONTAINERS,LAWN CARE/LDSC,LAWN EQUIPMENT,LEGAL_NAME,LIQUIDS/GASES,LIVESTOCK,"LOGS, POLES, BEAMS, LUMBER",Limousine 1-8*_OWNED,Limousine 1-8*_TERM_LEASED,Limousine 1-8*_TRIP_LEASED,Limousine 16+_OWNED,Limousine 16+_TERM_LEASED,Limousine 16+_TRIP_LEASED,Limousine 9-15_OWNED,Limousine 9-15_TERM_LEASED,Limousine 9-15_TRIP_LEASED,"MACHINERY, LARGE OBJECTS",MAILING_CITY,MAILING_COUNTRY,MAILING_STATE,MAILING_STREET,MAILING_ZIP,MCS150_DATE,MCS150_MILEAGE,MCS150_MILEAGE_YEAR,MEAT,"METAL; SHEETS, COILS, ROLLS",MOBILE HOMES,MOTOR VEHICLES,Mini-Bus 16+_OWNED,Mini-Bus 16+_TERM_LEASED,Mini-Bus 16+_TRIP_LEASED,Motor Coach_OWNED,Motor Coach_TERM_LEASED,Motor Coach_TRIP_LEASED,NBR_POWER_UNIT,OIC_STATE,OIL FIELD EQUIPMENT,OTHER,PAPER PRODUCTS,PASSENGERS,PC_FLAG,PHY_CITY,PHY_COUNTRY,PHY_STATE,PHY_STREET,PHY_ZIP,PLUMBING SUPPLIES,RECENT_MILEAGE,RECENT_MILEAGE_YEAR,REFRIGERATED FOOD,School Bus 1-8*_OWNED,School Bus 1-8*_TERM_LEASED,School Bus 1-8*_TRIP_LEASED,School Bus 16+_OWNED,School Bus 16+_TERM_LEASED,School Bus 16+_TRIP_LEASED,School Bus 9-15_OWNED,School Bus 9-15_TERM_LEASED,School Bus 9-15_TRIP_LEASED,Straight Trucks_OWNED,Straight Trucks_TERM_LEASED,Straight Trucks_TRIP_LEASED,TELEPHONE,TOOLS & EQUIPMENT,TOOLS BOLTS,TRADE SHOW,Trailers*_OWNED,Trailers*_TERM_LEASED,Trailers*_TRIP_LEASED,Truck Tractors_OWNED,Truck Tractors_TERM_LEASED,Truck Tractors_TRIP_LEASED,U.S. MAIL,UTILITY,Unnamed: 0,VEGETATIVE DEBRIS,VMT_SOURCE_ID,Van 1-8*_OWNED,Van 1-8*_TERM_LEASED,Van 1-8*_TRIP_LEASED,Van 9-15_OWNED,Van 9-15_TERM_LEASED,Van 9-15_TRIP_LEASED,WATER WELL,WATER WELL DRILLING EQUIPMENT ,XBUILDING MATERIALS,XCONSTRUCTION,"XGARBAGE, REFUSE, TRASH","XLOGS, POLES, BEAMS, LUMBER","XMACHINERY, LARGE OBJECTS","XMETAL; SHEETS, COILS, ROLLS"
17,01-MAY-02,False,,B,False,False,False,,,,,,,1024581,False,3,,,False,(402) 773-5551,False,,False,False,N,False,0,0,0,3,0,0,False,,,GEORGE BROTHERS PROPANE & FERTILIZER CORPORATION,True,False,,0,0,0,0,0,0,0,0,0,,SUTTON,US,NE,PO BOX 492,68979,14-JAN-22,5000.0,2021.0,False,,False,False,0,0,0,0,0,0,3,NE,False,False,False,False,N,SUTTON,US,NE,1001 SOUTH SAUNDERS,68979,,5000,2021,False,0,0,0,0,0,0,0,0,0,0,0,0,(402) 773-5562,,,,0,0,0,0,0,0,False,False,10017,,1.0,0,0,0,0,0,0,False,,False,False,False,False,False,False
18,01-MAY-02,False,,C,False,False,False,,,CORNHUSKER IRRIGATION INC,,,,1024584,False,4,,,False,,False,,True,False,N,False,0,0,0,0,0,0,False,,,CALVIN KROPATSCH,False,False,,0,0,0,0,0,0,0,0,0,,COLUMBUS,US,NE,663 SOUTH 33RD AVENUE,68601,,0.0,,False,,False,False,0,0,0,0,0,0,1,NE,False,False,False,False,N,COLUMBUS,US,NE,663 SOUTH 33RD AVENUE,68601,,0,0,False,0,0,0,0,0,0,0,0,0,1,0,0,(402) 563-2202,,,,0,0,0,0,0,0,False,False,10018,,,0,0,0,0,0,0,False,,False,False,False,False,False,False
19,01-MAY-02,False,True,C,False,False,False,,,BLUE VALLEY CONTRACTING,,,,1024585,False,4,,,False,,False,,False,False,N,False,0,0,0,0,0,0,False,,,DAVE WUNDEMAN,False,False,,0,0,0,0,0,0,0,0,0,,SEWARD,US,NE,1489 182ND STREET,68434,,0.0,,False,,False,False,0,0,0,0,0,0,4,NE,False,False,False,False,N,SEWARD,US,NE,1489 182ND STREET,68434,,0,0,False,0,0,0,0,0,0,0,0,0,4,0,0,(402) 643-3005,,,,0,0,0,0,0,0,False,False,10019,,,0,0,0,0,0,0,False,,False,False,False,False,False,False
20,01-MAY-02,False,,C,False,False,False,,,LUEDTKE CONTRACTING,,,,1024588,False,1,,,False,,False,,False,False,N,False,0,0,0,0,0,0,False,,,JACK LUEDTKE,False,False,,0,0,0,0,0,0,0,0,0,,CRESTON,US,NE,PO BOX 25,68631,,0.0,,False,,False,True,0,0,0,0,0,0,2,NE,False,False,False,False,N,CRESTON,US,NE,301 PLUM STREET,68631,,0,0,False,0,0,0,0,0,0,0,0,0,1,0,0,(402) 285-0474,,,,7,0,0,1,0,0,False,False,10020,,,0,0,0,0,0,0,False,,False,False,False,False,False,False
21,01-MAY-02,False,,C,False,False,False,,,,,,,1024590,False,7,,,False,(317) 398-2395,False,,True,False,N,False,0,0,0,0,0,0,False,,,BLUE RIVER STAMPING INC,False,False,,0,0,0,0,0,0,0,0,0,,SHELBYVILLE,US,IN,175 MC CALL DR,46176,10-FEB-05,0.0,,False,,False,False,0,0,0,0,0,0,1,IN,False,False,False,False,N,SHELBYVILLE,US,IN,175 MC CALL DR,46176,,0,0,False,0,0,0,0,0,0,0,0,0,1,0,0,(317) 395-5600,,,,0,0,0,0,0,0,False,False,10021,,,0,0,0,0,0,0,False,,False,False,False,False,False,False
22,01-MAY-02,False,,C,False,False,False,,,,,,,1024591,False,5,,,False,,False,,False,False,N,False,0,0,0,0,0,0,False,,,SEWARD LUMBER,False,False,True,0,0,0,0,0,0,0,0,0,,SEWARD,US,NE,142 SOUTH 7TH STREET,68434,,0.0,,False,,False,False,0,0,0,0,0,0,1,NE,False,False,False,False,N,SEWARD,US,NE,142 SOUTH 7TH STREET,68434,,0,0,False,0,0,0,0,0,0,0,0,0,1,0,0,(402) 643-4576,,,,0,0,0,0,0,0,False,False,10022,,,0,0,0,0,0,0,False,,False,False,False,False,False,False
23,01-MAY-02,False,,A,False,False,False,,,,,,,1024592,False,14,INFO@AWSWELL.COM,,False,,False,,False,False,N,False,0,0,0,0,0,0,False,,,AWS WELL CO INC,False,False,,0,0,0,0,0,0,0,0,0,,MEAD,US,NE,PO BOX 246,68041,12-JAN-22,60000.0,2021.0,False,,False,False,0,0,0,0,0,0,14,NE,False,False,False,False,N,MEAD,US,NE,1597 CO ROAD 10,68041,,60000,2021,False,0,0,0,0,0,0,0,0,0,14,0,0,(402) 624-3895,,,,10,0,0,0,0,0,False,False,10023,,1.0,0,0,0,0,0,0,False,True,False,False,False,False,False,False
24,01-MAY-02,False,,C,False,False,False,,,,,,,1024594,False,2,,,False,,False,,True,False,N,False,0,0,0,0,0,0,False,,,CLINCH ENTERPRISES,False,False,,0,0,0,0,0,0,0,0,0,,HOLDREGE,US,NE,417 BURLINGTON STREET,68949,,0.0,,False,,False,False,0,0,0,0,0,0,2,NE,False,False,False,False,N,HOLDREGE,US,NE,417 BURLINGTON STREET,68949,,0,0,False,0,0,0,0,0,0,0,0,0,2,0,0,(308) 995-4800,,,,0,0,0,0,0,0,False,False,10024,,,0,0,0,0,0,0,False,,False,False,False,False,False,False
25,01-MAY-02,False,,C,False,False,False,,,CENTRAL AG & SHOP SUPPLY INC,,,,1024596,False,1,,,False,,False,,False,False,N,False,0,0,0,0,0,0,False,,,JEFF POTTS,False,False,,0,0,0,0,0,0,0,0,0,,KEARNEY,US,NE,1408 EAST 31ST STREET,68847,,0.0,,False,,False,False,0,0,0,0,0,0,1,NE,False,False,False,False,N,KEARNEY,US,NE,1408 EAST 31ST STREET,68847,,0,0,False,0,0,0,0,0,0,0,0,0,1,0,0,(308) 236-9935,,True,,0,0,0,0,0,0,False,False,10025,,,0,0,0,0,0,0,False,,False,False,False,False,False,False
26,01-MAY-02,False,,C,False,False,False,,,,,,,1024597,False,2,,,False,,False,,True,False,N,False,0,0,0,0,0,0,False,,,PARKS THOMAS LANDSCAPES,False,False,,0,0,0,0,0,0,0,0,0,,KENNARD,US,NE,17134 COUNTY ROAD P38,68034,19-MAR-08,40000.0,2007.0,False,,False,False,0,0,0,0,0,0,2,NE,False,False,False,False,N,KENNARD,US,NE,17134 COUNTY ROAD P38,68034,,0,0,False,0,0,0,0,0,0,0,0,0,2,0,0,(402) 478-5744,,,,1,0,0,0,0,0,False,False,10026,,,0,0,0,0,0,0,False,,False,False,False,False,False,False
27,01-MAY-02,False,,C,False,False,False,,True,,,,,1024598,False,1,EASTY3D@GMAIL.COM,,False,(603) 752-7024,False,,False,False,N,False,0,0,0,0,0,0,False,,,3D LOGGING CO INC,False,False,,0,0,0,0,0,0,0,0,0,,BERLIN,US,NH,302 HOWARD STREET,03570,30-JAN-13,10000.0,2012.0,False,,False,False,0,0,0,0,0,0,1,NH,False,False,False,False,N,BERLIN,US,NH,302 HOWARD STREET,03570,,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,(603) 915-3020,,,,1,0,0,1,0,0,False,False,10027,,,0,0,0,0,0,0,False,,False,False,False,False,False,False
28,01-MAY-02,False,,C,False,False,False,True,,,,,,1024600,False,2,,,False,,False,,False,False,N,False,0,0,0,0,0,0,False,,,KEENAN CONSTRUCTION CORP,False,False,,0,0,0,0,0,0,0,0,0,,NEW ROCHELLE,US,NY,22 FRENCH RIDGE,10801,09-APR-02,10000.0,2001.0,False,,False,False,0,0,0,0,0,0,1,NY,False,False,False,False,N,NEW ROCHELLE,US,NY,22 FRENCH RIDGE,10801,,0,0,False,0,0,0,0,0,0,0,0,0,0,1,0,(914) 637-8931,,,,0,0,0,0,0,0,False,False,10028,,,0,0,0,0,0,0,False,,False,False,False,False,False,False
29,01-MAY-02,False,,A,False,False,False,,,,,,,1024601,False,2,PRELANDINC@COMCAST.NET,,False,(302) 369-5642,False,,False,False,N,False,0,0,0,0,0,0,False,True,,PRECISION LANDSCAPING INC,False,False,,0,0,0,0,0,0,0,0,0,,NEWARK,US,DE,8 MARYLAND AVENUE,19711-7264,20-JAN-22,10000.0,2022.0,False,,False,False,0,0,0,0,0,0,3,DE,False,False,False,False,N,NEWARK,US,DE,8 MARYLAND AVENUE,19711-7264,,10000,2022,False,0,0,0,0,0,0,0,0,0,3,0,0,(302) 369-6043,,,,2,0,0,0,0,0,False,False,10029,,1.0,0,0,0,0,0,0,False,,False,False,False,False,False,False
30,01-MAY-02,False,,A,False,False,False,,,,,,,1024605,False,2,AMERICANMOBILESTORAGE@YAHOO.COM,,False,(970) 385-5014,False,,False,False,N,False,0,0,0,0,0,0,False,,,AMERICAN MOBILE STORAGE,False,False,,0,0,0,0,0,0,0,0,0,,IGNACIO,US,CO,262 CR 515,81137,02-NOV-21,10000.0,2021.0,False,True,False,False,0,0,0,0,0,0,3,CO,False,False,False,False,N,IGNACIO,US,CO,262 CR 515,81137,,10000,2021,False,0,0,0,0,0,0,0,0,0,3,0,0,(970) 884-9839,,,,1,0,0,0,0,0,False,False,10030,,1.0,0,0,0,0,0,0,False,,False,False,False,False,False,False
31,01-MAY-02,False,,A,False,False,False,,,,,,,1024610,False,16,MSEXTON@PRECISIONBLASTINGINC.COM,,False,(606) 836-2698,False,,False,False,N,False,0,0,0,0,0,0,False,,,PRECISION BLASTING INC,False,False,,0,0,0,0,0,0,0,0,0,,FLATWOODS,US,KY,PO BOX 785,41139,04-OCT-21,740800.0,2020.0,False,,False,False,0,0,0,0,0,0,5,KY,False,False,False,True,N,FLATWOODS,US,KY,2415 CAROLINE ROAD,41139,,740800,2020,False,0,0,0,0,0,0,0,0,0,5,0,0,(606) 836-2600,,,,0,0,0,0,0,0,False,False,10031,,1.0,6,0,0,0,0,0,False,,False,False,False,False,False,False
