,ADD_DATE,ANTIFREEZE,ATHLETIC EQUIPMENT,BEVERAGES,BOULDERS ROCK,BUILDING MATERIALS,CARRIER_OPERATION,CHEMICALS,"COAL, COKE",COMMODITIES DRY BULK,CONSTRUCTION,DBA_NAME,DIRT GRAVEL,DOT_NUMBER,DRIVE AWAY/TOWAWAY,DRIVER_TOTAL,EMAIL_ADDRESS,FARM SUPPLIES,FAX,FRESH PRODUCE,GENERAL FREIGHT,"GRAIN, FEED, HAY",GRASS,HM_FLAG,HOUSEHOLD GOODS,Hazmat Cargo Tank Trailers*_OWNED,Hazmat Cargo Tank Trailers*_TERM_LEASED,Hazmat Cargo Tank Trailers*_TRIP_LEASED,Hazmat Cargo Tank Trucks_OWNED,Hazmat Cargo Tank Trucks_TERM_LEASED,Hazmat Cargo Tank Trucks_TRIP_LEASED,INTERMODAL CONTAINERS,LANDSCAPE MATERIALS (TREES AND PLANTS),LEGAL_NAME,LIQUIDS/GASES,LIVESTOCK,"LOGS, POLES, BEAMS, LUMBER",Limousine 1-8*_OWNED,Limousine 1-8*_TERM_LEASED,Limousine 1-8*_TRIP_LEASED,Limousine 16+_OWNED,Limousine 16+_TERM_LEASED,Limousine 16+_TRIP_LEASED,Limousine 9-15_OWNED,Limousine 9-15_TERM_LEASED,Limousine 9-15_TRIP_LEASED,"MACHINERY, LARGE OBJECTS",MAILING_CITY,MAILING_COUNTRY,MAILING_STATE,MAILING_STREET,MAILING_ZIP,MCS150_DATE,MCS150_MILEAGE,MCS150_MILEAGE_YEAR,MEAT,"METAL; SHEETS, COILS, ROLLS",MOBILE HOMES,MOTOR VEHICLES,Mini-Bus 16+_OWNED,Mini-Bus 16+_TERM_LEASED,Mini-Bus 16+_TRIP_LEASED,Motor Coach_OWNED,Motor Coach_TERM_LEASED,Motor Coach_TRIP_LEASED,NBR_POWER_UNIT,OIC_STATE,OIL FIELD EQUIPMENT,OTHER,PAPER PRODUCTS,PASSENGERS,PC_FLAG,PHY_CITY,PHY_COUNTRY,PHY_STATE,PHY_STREET,PHY_ZIP,PLANTS,POTTING SOIL,RECENT_MILEAGE,RECENT_MILEAGE_YEAR,REFRIGERATED FOOD,ROCK PRODUCTS,SLATE,"SOD, TREES",School Bus 1-8*_OWNED,School Bus 1-8*_TERM_LEASED,School Bus 1-8*_TRIP_LEASED,School Bus 16+_OWNED,School Bus 16+_TERM_LEASED,School Bus 16+_TRIP_LEASED,School Bus 9-15_OWNED,School Bus 9-15_TERM_LEASED,School Bus 9-15_TRIP_LEASED,Straight Trucks_OWNED,Straight Trucks_TERM_LEASED,Straight Trucks_TRIP_LEASED,TELEPHONE,TREE DEBRIS/CHIPS,Trailers*_OWNED,Trailers*_TERM_LEASED,Trailers*_TRIP_LEASED,Truck Tractors_OWNED,Truck Tractors_TERM_LEASED,Truck Tractors_TRIP_LEASED,U.S. MAIL,UTILITY,Unnamed: 0,VMT_SOURCE_ID,Van 1-8*_OWNED,Van 1-8*_TERM_LEASED,Van 1-8*_TRIP_LEASED,Van 9-15_OWNED,Van 9-15_TERM_LEASED,Van 9-15_TRIP_LEASED,WATER WELL,XBUILDING MATERIALS,XCONSTRUCTION,"XGARBAGE, REFUSE, TRASH","XLOGS, POLES, BEAMS, LUMBER","XMACHINERY, LARGE OBJECTS","XMETAL; SHEETS, COILS, ROLLS"
10,03-APR-02,,,False,,,A,False,False,False,,,,1016829,False,1.0,,False,(914) 948-1823,False,False,False,,N,False,0,0,0,0,0,0,False,,S & J SERVICE CENTER INC,False,False,,0,0,0,0,0,0,0,0,0,,HARTSDALE,US,NY,245 SOUTH CENTRAL AVE,10530,14-JUL-20,5000.0,2019.0,False,,False,True,0,0,0,0,0,0,1.0,NY,False,False,False,False,N,HARTSDALE,US,NY,245 SOUTH CENTRAL AVE,10530,,,5000,2019,False,,,,0,0,0,0,0,0,0,0,0,1,0,0,(914) 948-8002,,0,0,0,0,0,0,False,False,7210,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
11,03-APR-02,,,False,,,C,True,False,False,,KEHNE FERTILIZER CO,,1016831,False,3.0,,False,,False,False,False,,N,False,0,0,0,0,0,0,False,,HAROLD KEHNE,False,False,,0,0,0,0,0,0,0,0,0,,WINNETOON,US,NE,PO BOX 106,68789,,0.0,,False,,False,False,0,0,0,0,0,0,3.0,NE,False,False,False,False,N,WINNETOON,US,NE,PO BOX 106,68789,,,0,0,False,,,,0,0,0,0,0,0,0,0,0,3,0,0,(402) 847-3355,,0,0,0,0,0,0,False,False,7211,,0,0,0,0,0,0,False,False,False,False,False,False,False
12,03-APR-02,,,False,,,C,False,False,False,,INDUSTRIAL ELECTRICAL CONTRACTORS,,1016834,False,3.0,,False,,False,True,False,,N,False,0,0,0,0,0,0,False,,IEC INC,False,False,,0,0,0,0,0,0,0,0,0,,COLUMBUS,US,NE,3007 EAST 8TH STREET,68601,,0.0,,False,,False,False,0,0,0,0,0,0,,NE,False,False,False,False,N,COLUMBUS,US,NE,3007 EAST 8TH STREET,68601,,,0,0,False,,,,0,0,0,0,0,0,0,0,0,0,0,0,(402) 563-8334,,3,0,0,0,0,0,False,False,7212,,0,0,0,0,0,0,False,False,False,False,False,False,False
13,03-APR-02,,,False,True,,C,False,False,False,,BOUDLER WORKS,,1016835,False,1.0,,False,,False,False,False,,N,False,0,0,0,0,0,0,False,,MARK W FOWLER,False,False,,0,0,0,0,0,0,0,0,0,,MARTELL,US,NE,16235 SOUTHWEST 14TH STREET,68404,,0.0,,False,,False,False,0,0,0,0,0,0,1.0,NE,False,False,False,False,N,MARTELL,US,NE,16235 SOUTHWEST 14TH STREET,68404,,,0,0,False,,,,0,0,0,0,0,0,0,0,0,0,0,0,(402) 794-2112,,1,0,0,1,0,0,False,False,7213,,0,0,0,0,0,0,False,False,False,False,False,False,False
14,03-APR-02,,,False,,,A,False,False,False,,,,1016837,False,1.0,,False,,False,False,True,,N,False,0,0,0,0,0,0,False,,EVERITT TRUCKING LLC,False,False,,0,0,0,0,0,0,0,0,0,,CHAPPELL,US,NE,PO BOX 292,69129,15-JUL-21,116550.0,2020.0,False,,False,False,0,0,0,0,0,0,1.0,NE,False,False,False,False,N,CHAPPELL,US,NE,292 BABCOCK,69129,,,116550,2020,False,,,,0,0,0,0,0,0,0,0,0,0,0,0,(308) 874-2933,,1,0,0,1,0,0,False,False,7214,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
15,03-APR-02,,,False,,,C,False,False,False,,,,1016838,False,2.0,,False,,False,False,False,,N,False,0,0,0,0,0,0,False,,H L GRAHAM TIMBER CO INC,False,False,True,0,0,0,0,0,0,0,0,0,,HAZLEHURST,US,GA,1615 BELL TELEPHONE RD,31539-4649,,100000.0,2001.0,False,,False,False,0,0,0,0,0,0,2.0,GA,False,False,False,False,N,HAZLEHURST,US,GA,1615 BELL TELEPHONE RD,31539-4649,,,0,0,False,,,,0,0,0,0,0,0,0,0,0,0,0,0,(912) 375-4218,,2,0,0,2,0,0,False,False,7215,,0,0,0,0,0,0,False,False,False,False,False,False,False
16,03-APR-02,,,False,,True,C,False,False,False,,,,1016842,False,2.0,,False,,False,False,False,,N,False,0,0,0,0,0,0,False,,INTERIOR SYSTEMS DRYWALL INC,False,False,,0,0,0,0,0,0,0,0,0,,LINCOLN,US,NE,3121 SOUTH 6TH STREET STE A,68502,,0.0,,False,,False,False,0,0,0,0,0,0,,NE,False,False,False,False,N,LINCOLN,US,NE,3121 SOUTH 6TH STREET STE A,68502,,,0,0,False,,,,0,0,0,0,0,0,0,0,0,0,0,0,(402) 420-5585,,0,0,0,0,0,0,False,False,7216,,0,0,0,0,0,0,False,False,False,False,False,False,False
17,03-APR-02,,,False,,,C,False,False,False,True,,,1016843,False,4.0,ADAMSPAVING@ROADRUNNER.COM,False,(207) 286-3223,False,False,False,,N,False,0,0,0,0,0,0,False,,ADAMS & SONS PAVING INC,False,False,,0,0,0,0,0,0,0,0,0,,ARUNDEL,US,ME,25 BRIAR LANE,04046,09-MAR-21,20000.0,2020.0,False,,False,False,0,0,0,0,0,0,4.0,ME,False,False,False,False,N,ARUNDEL,US,ME,25 BRIAR LN,04046,,,20000,2020,False,,,,0,0,0,0,0,0,0,0,0,4,0,0,(207) 286-3223,,1,0,0,0,0,0,False,False,7217,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
18,03-APR-02,,,False,,,A,False,False,False,,,,1016845,False,7.0,LOVINCONTRACT@AOL.COM,False,(828) 479-6844,False,False,False,,N,False,0,0,0,0,0,0,False,,LOVIN CONTRACTING CO INC,False,False,,0,0,0,0,0,0,0,0,0,True,ROBBINSVILLE,US,NC,PO BOX 758,28771,13-JUN-22,252451.0,2020.0,False,,False,False,0,0,0,0,0,0,8.0,NC,False,False,False,False,N,ROBBINSVILLE,US,NC,937 TALLULAH RD,28771,,,252451,2020,False,,,,0,0,0,0,0,0,0,0,0,0,0,0,(828) 479-9462,,6,0,0,8,0,0,False,False,7218,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
19,03-APR-02,,,False,,,A,False,False,False,,PACIFIC PETROLEUM & SUPPLY,,1016846,False,3.0,SCOTT.NELSON@PACPETRO.ORG,False,(509) 467-3322,False,True,False,,N,False,0,0,0,0,0,0,False,,PACIFIC PETROLEUM AND SUPPLY INC,False,False,,0,0,0,0,0,0,0,0,0,,SPOKANE,US,WA,8321 N MARKET ST,99217-8112,25-MAY-22,62310.0,2017.0,False,,False,False,0,0,0,0,0,0,3.0,WA,False,False,False,False,N,SPOKANE,US,WA,8321 N MARKET ST,99217-8112,,,62310,2017,False,,,,0,0,0,0,0,0,0,0,0,1,2,0,(509) 467-3130,,0,0,0,0,0,0,False,False,7219,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
20,03-APR-02,,,False,,,C,False,False,False,,,,1016850,False,1.0,,False,,False,False,True,,N,False,0,0,0,0,0,0,False,,WILLIAM F ZAHN,False,False,,0,0,0,0,0,0,0,0,0,,JUNEAU,US,WI,N5638 HWY 26,53039,21-AUG-01,0.0,,False,,False,False,0,0,0,0,0,0,1.0,WI,False,False,False,False,N,JUNEAU,US,WI,N5638 HWY 26,53039,,,0,0,False,,,,0,0,0,0,0,0,0,0,0,1,0,0,,,0,0,0,0,0,0,False,False,7220,,0,0,0,0,0,0,False,False,False,False,False,False,False
21,03-APR-02,,,False,,,A,False,False,False,,,,1016852,False,3.0,JOANNE@GLOVERPERENNIALS.COM,False,(631) 765-3549,False,False,False,,N,False,0,0,0,0,0,0,False,,GLOVER PERENNIALS,False,False,,0,0,0,0,0,0,0,0,0,,CUTCHOGUE,US,NY,P O BOX 759,11935,02-FEB-22,40000.0,2020.0,False,,False,False,0,0,0,0,0,0,3.0,NY,False,False,False,False,N,CUTCHOGUE,US,NY,725 STERLING LANE,11935,True,,40000,2020,False,,,,0,0,0,0,0,0,0,0,0,3,0,0,(631) 765-3546,,0,0,0,0,0,0,False,False,7221,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
22,03-APR-02,,,False,,,A,False,False,False,,,,1016853,False,1.0,TAMMYNORMAN@FENIXPARTS.COM,False,,False,False,False,,N,False,0,0,0,0,0,0,False,,NORMAN'S AUTO SALES INC,False,False,,0,0,0,0,0,0,0,0,0,,FOREST CITY,US,NC,582 SHILOH ROAD,28043,20-MAR-21,26492.0,2020.0,False,,False,True,0,0,0,0,0,0,1.0,NC,False,False,False,False,N,FOREST CITY,US,NC,582 SHILOH ROAD,28043,,,26492,2020,False,,,,0,0,0,0,0,0,0,0,0,0,0,0,(828) 289-2074,,0,0,0,1,0,0,False,False,7222,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
23,03-APR-02,,,False,,,C,False,False,False,,,,1016859,False,1.0,FROGGERVICTORY@GMAIL.COM,False,,False,False,True,,N,False,0,0,0,0,0,0,False,,TIETZ FARMS,False,False,,0,0,0,0,0,0,0,0,0,,WATERTOWN,US,WI,W 4095 DEWEY LANE,53098,23-SEP-19,25.0,2018.0,False,,False,False,0,0,0,0,0,0,1.0,WI,False,False,False,False,N,WATERTOWN,US,WI,W 4095 DEWEY LANE,53098,,,0,0,False,,,,0,0,0,0,0,0,0,0,0,1,0,0,(920) 296-7321,,0,0,0,0,0,0,False,False,7223,,0,0,0,0,0,0,False,False,False,False,False,False,False
24,01-JUN-74,,,False,,,C,False,False,False,,,,101686,False,1.0,,False,(518) 642-1886,False,False,False,,N,False,0,0,0,0,0,0,False,,TATKO BROS SLATE COMPANY INC,False,False,,0,0,0,0,0,0,0,0,0,,MIDDLE GRANVILLE,US,NY,P O BOX 198,12849,04-JUN-08,7094.0,2004.0,False,,False,False,0,0,0,0,0,0,2.0,NY,False,False,False,False,N,MIDDLE GRANVILLE,US,NY,ROUTE 22,12849,,,0,0,False,,True,,0,0,0,0,0,0,0,0,0,1,0,0,(518) 642-1640,,2,0,0,1,0,0,False,False,7224,,0,0,0,0,0,0,False,False,False,False,False,False,False
25,03-APR-02,,,False,,,C,False,False,False,,,,1016862,False,1.0,LONAE0510@GMAIL.COM,False,,False,False,False,,N,False,0,0,0,0,0,0,False,,CHRISTOPHER MARTIN THELEN,False,True,,0,0,0,0,0,0,0,0,0,,BROWNSVILLE,US,WI,N11669 HWY 175,53006,13-OCT-20,10000.0,2019.0,False,,False,False,0,0,0,0,0,0,3.0,WI,False,False,False,False,N,BROWNSVILLE,US,WI,N11669 HWY 175,53006,,,0,0,False,,,,0,0,0,0,0,0,0,0,0,1,0,0,(920) 904-3313,,3,0,0,2,0,0,False,False,7225,,0,0,0,0,0,0,False,False,False,False,False,False,False
26,03-APR-02,,True,False,,,A,False,False,False,,,,1016867,False,3.0,CLIFFORD.NEWMAN@AIRFORCEATHLETICS.ORG,False,,False,False,False,,N,False,0,0,0,0,0,0,False,,AIR FORCE ACADEMY ATHLETIC CORP,False,False,,0,0,0,0,0,0,0,0,0,,USAFA,US,CO,2169 FIELDHOUSE DR,80840,16-MAY-22,11941.0,2021.0,False,,False,False,0,0,0,0,0,0,1.0,CO,False,False,False,False,N,USAFA,US,CO,2169 FIELDHOUSE DR,80840,,,11941,2021,False,,,,0,0,0,0,0,0,0,0,0,0,0,0,(719) 333-4586,,1,0,0,1,0,0,False,False,7226,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
27,03-APR-02,,,False,,,C,False,False,False,,,,1016870,False,1.0,,False,,False,False,True,,N,False,0,0,0,0,0,0,False,,DAVID D STEGER,False,False,,0,0,0,0,0,0,0,0,0,,THERESA,US,WI,N8516 LONE ROAD,53091,21-AUG-01,0.0,,False,,False,False,0,0,0,0,0,0,1.0,WI,False,False,False,False,N,THERESA,US,WI,N8516 LONE ROAD,53091,,,0,0,False,,,,0,0,0,0,0,0,0,0,0,1,0,0,,,0,0,0,0,0,0,False,False,7227,,0,0,0,0,0,0,False,False,False,False,False,False,False
28,03-APR-02,True,,False,,,B,False,False,False,,,,1016871,False,2.0,,False,(509) 968-9080,False,False,False,,N,False,0,0,0,0,0,0,False,,KITTITAS FLUID RECOVERY,False,False,,0,0,0,0,0,0,0,0,0,,ELLENSBURG,US,WA,571 MORRISON RD,98926,22-MAR-02,60000.0,2001.0,False,,False,False,0,0,0,0,0,0,2.0,WA,False,False,False,False,N,ELLENSBURG,US,WA,571 MORRISON RD,98926,,,60000,2001,False,,,,0,0,0,0,0,0,0,0,0,2,0,0,(509) 968-9080,,0,0,0,0,0,0,False,False,7228,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
29,03-APR-02,,,False,,True,C,False,False,False,,,,1016873,False,10.0,,False,(530) 889-5671,False,False,False,,N,False,0,0,0,0,0,0,False,,JD2 INC,False,False,,0,0,0,0,0,0,0,0,0,,AUBURN,US,CA,2370 WILBUR WAY,95602,12-DEC-12,30000.0,2012.0,False,,False,False,0,0,0,0,0,0,10.0,CA,False,False,False,False,N,AUBURN,US,CA,2370 WILBUR WAY,95602,,,0,0,False,,,,0,0,0,0,0,0,0,0,0,9,0,0,(530) 889-2979,,0,0,0,1,0,0,False,False,7229,,0,0,0,0,0,0,False,False,False,False,False,False,False
30,04-APR-02,,,False,,,A,False,False,False,,,,1016874,False,1.0,ROUSEDENISE@HOTMAIL.COM,False,(910) 628-9228,False,True,False,,N,False,0,0,0,0,0,0,False,,DAVID ROUSE FARMS LLC,False,False,,0,0,0,0,0,0,0,0,0,,ORRUM,US,NC,1649 BLOOMINGDALE CHURCH RD,28369,08-APR-21,27084.0,2018.0,False,,False,False,0,0,0,0,0,0,1.0,NC,False,False,False,False,N,ORRUM,US,NC,1649 BLOOMINGDALE CHURCH RD,28369,,,27084,2018,False,,,,0,0,0,0,0,0,0,0,0,0,0,0,(910) 628-9228,,0,0,0,0,1,0,False,False,7230,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
31,04-APR-02,,,False,,,A,False,False,False,,,,1016875,False,566.0,EMARTINEZ@ABCTREE.COM,False,(281) 280-3486,False,False,False,,N,False,0,0,0,0,0,0,False,,ABC PROFESSIONAL TREE SERVICES INC,False,False,,0,0,0,0,0,0,0,0,0,True,WEBSTER,US,TX,201 FLINT RIDGE RD STE 100,77598,15-DEC-21,3790000.0,2020.0,False,,False,False,0,0,0,0,0,0,820.0,TX,False,False,False,False,N,WEBSTER,US,TX,201 FLINT RIDGE RD STE 100,77598,,,3790000,2020,False,,,,0,0,0,0,0,0,0,0,0,820,0,0,(281) 280-1100,,265,0,0,0,0,0,False,False,7231,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
32,04-APR-02,,,False,,,A,False,False,False,,,,1016876,False,2.0,PETEP@DARIOSPALLETS.COM,False,(312) 421-3414,False,True,False,,N,False,0,0,0,0,0,0,False,,DARIO'S PALLETS,False,False,,0,0,0,0,0,0,0,0,0,,CHICAGO,US,IL,339 N CALIFORNIA,60612,17-JAN-22,10000.0,2021.0,False,,False,False,0,0,0,0,0,0,2.0,IL,False,False,False,False,N,CHICAGO,US,IL,339 N CALIFORNIA,60612,,,10000,2021,False,,,,0,0,0,0,0,0,0,0,0,2,0,0,(773) 457-2713,,0,0,0,0,0,0,False,False,7232,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
