,ADD_DATE,AGGREGATES,BEVERAGES,BUILDING MATERIALS,CARRIER_OPERATION,CHEMICALS,CHICKEN PARTS,"CHICKEN, CORN, ETC","COAL, COKE",COMMODITIES DRY BULK,CONSTRUCTION,CONSTRUCTION DEMOLITION DEBRIS,CRANE,DBA_NAME,DOT_NUMBER,DRIVE AWAY/TOWAWAY,DRIVER_TOTAL,EMAIL_ADDRESS,"EQUIPMENT, TOOLS",FARM SUPPLIES,FAX,FIBERGLASS UNITS,FRESH PRODUCE,"GARBAGE, REFUSE, TRASH",GENERAL FREIGHT,"GRAIN, FEED, HAY",HAND TOOLS,HM_FLAG,HOUSEHOLD GOODS,Hazmat Cargo Tank Trailers*_OWNED,Hazmat Cargo Tank Trailers*_TERM_LEASED,Hazmat Cargo Tank Trailers*_TRIP_LEASED,Hazmat Cargo Tank Trucks_OWNED,Hazmat Cargo Tank Trucks_TERM_LEASED,Hazmat Cargo Tank Trucks_TRIP_LEASED,INTERMODAL CONTAINERS,LEGAL_NAME,LIQUIDS/GASES,LIVESTOCK,"LOGS, POLES, BEAMS, LUMBER",Limousine 1-8*_OWNED,Limousine 1-8*_TERM_LEASED,Limousine 1-8*_TRIP_LEASED,Limousine 16+_OWNED,Limousine 16+_TERM_LEASED,Limousine 16+_TRIP_LEASED,Limousine 9-15_OWNED,Limousine 9-15_TERM_LEASED,Limousine 9-15_TRIP_LEASED,"MACHINERY, LARGE OBJECTS",MAILING_CITY,MAILING_COUNTRY,MAILING_STATE,MAILING_STREET,MAILING_ZIP,MCS150_DATE,MCS150_MILEAGE,MCS150_MILEAGE_YEAR,MEAT,"METAL; SHEETS, COILS, ROLLS",MOBILE HOMES,MOTOR VEHICLES,Mini-Bus 16+_OWNED,Mini-Bus 16+_TERM_LEASED,Mini-Bus 16+_TRIP_LEASED,Motor Coach_OWNED,Motor Coach_TERM_LEASED,Motor Coach_TRIP_LEASED,NBR_POWER_UNIT,OIC_STATE,OIL FIELD EQUIPMENT,OTHER,PAPER PRODUCTS,PASSENGERS,PC_FLAG,PHY_CITY,PHY_COUNTRY,PHY_STATE,PHY_STREET,PHY_ZIP,PLUMBING PIPE/FITTING,RECENT_MILEAGE,RECENT_MILEAGE_YEAR,REFRIGERATED FOOD,SIGNS,School Bus 1-8*_OWNED,School Bus 1-8*_TERM_LEASED,School Bus 1-8*_TRIP_LEASED,School Bus 16+_OWNED,School Bus 16+_TERM_LEASED,School Bus 16+_TRIP_LEASED,School Bus 9-15_OWNED,School Bus 9-15_TERM_LEASED,School Bus 9-15_TRIP_LEASED,Straight Trucks_OWNED,Straight Trucks_TERM_LEASED,Straight Trucks_TRIP_LEASED,TELEPHONE,TOOLS; GRINDERS,Trailers*_OWNED,Trailers*_TERM_LEASED,Trailers*_TRIP_LEASED,Truck Tractors_OWNED,Truck Tractors_TERM_LEASED,Truck Tractors_TRIP_LEASED,U.S. MAIL,UNSPECIFIED,UTILITY,Unnamed: 0,VMT_SOURCE_ID,Van 1-8*_OWNED,Van 1-8*_TERM_LEASED,Van 1-8*_TRIP_LEASED,Van 9-15_OWNED,Van 9-15_TERM_LEASED,Van 9-15_TRIP_LEASED,WATER WELL,XBUILDING MATERIALS,XCONSTRUCTION,"XGARBAGE, REFUSE, TRASH","XLOGS, POLES, BEAMS, LUMBER","XMACHINERY, LARGE OBJECTS","XMETAL; SHEETS, COILS, ROLLS"
10,05-MAR-02,,False,,C,False,,,False,False,,,,J RETHWILL CONSTRUCTION,1008784,False,2.0,,,False,(407) 323-1518,,False,,True,False,,N,False,0,0,0,0,0,0,False,JOHN T RETHWILL,False,False,,0,0,0,0,0,0,0,0,0,,SANFORD,US,FL,POST OFFICE BOX 638,32772,22-FEB-02,0.0,,False,,False,False,0,0,0,0,0,0,2.0,FL,False,False,False,False,N,DELTONA,US,FL,1930 LAKE MCDONALD LANE,32738,,0,0,False,,0,0,0,0,0,0,0,0,0,1,0,0,(407) 322-4129,,2,0,0,1,0,0,False,,False,3710,,0,0,0,0,0,0,False,False,False,False,False,False,False
11,05-MAR-02,,False,,C,False,,,False,False,,,,,1008789,False,2.0,,,False,,,False,,False,False,,N,False,0,0,0,0,0,0,False,ASHBECK CONSTRUCTION ENTERPRISES INC,False,False,,0,0,0,0,0,0,0,0,0,True,WOODSTOCK,US,GA,340 WESTOVER DRIVE,30188,,0.0,,False,,False,False,0,0,0,0,0,0,1.0,GA,False,False,False,False,N,WOODSTOCK,US,GA,340 WESTOVER DRIVE,30188,,0,0,False,,0,0,0,0,0,0,0,0,0,1,0,0,(770) 928-1963,,1,0,0,0,0,0,False,,False,3711,,0,0,0,0,0,0,False,False,False,False,False,False,False
12,05-MAR-02,,False,,C,False,,,False,False,,True,,,1008792,False,1.0,JCHABERMAN5@GMAIL.COM,,False,,,False,,False,False,,N,False,0,0,0,0,0,0,False,MC DISPOSAL,False,False,,0,0,0,0,0,0,0,0,0,,WINTER,US,WI,P O BOX 159,54896,18-JUL-22,3000.0,2021.0,False,,False,False,0,0,0,0,0,0,3.0,WI,False,False,False,False,N,WINTER,US,WI,W5403 SOUTH CLOVER ROAD,54896,,3000,2021,False,,0,0,0,0,0,0,0,0,0,2,1,0,(715) 266-2277,,0,0,0,0,0,0,False,,False,3712,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
13,05-MAR-02,,False,,C,False,,,False,False,,,,ALEX'S TREE SERVICE,1008793,False,2.0,ACSPEIR@LINKAMERICA.NET,,False,,,False,,False,False,,N,False,0,0,0,0,0,0,False,WILLIAM ALEXANDER SPEIR JR,False,False,True,0,0,0,0,0,0,0,0,0,,DAHLONEGA,US,GA,105 YONAH PLACE,30533-5671,,60000.0,2001.0,False,,False,False,0,0,0,0,0,0,2.0,GA,False,False,False,False,N,DAHLONEGA,US,GA,105 YONAH PLACE,30533-5671,,0,0,False,,0,0,0,0,0,0,0,0,0,2,0,0,(706) 864-9504,,0,0,0,0,0,0,False,,False,3713,,0,0,0,0,0,0,False,False,False,False,False,False,False
14,05-MAR-02,,False,,C,False,,,False,False,,,,BARRETT'S TOWING,1008794,False,1.0,,,False,,,False,,False,False,,N,False,0,0,0,0,0,0,False,STEVE BARRETT,False,False,,0,0,0,0,0,0,0,0,0,,BALDWIN,US,GA,259 OTTIS BROWN RD,30511,,0.0,,False,,False,True,0,0,0,0,0,0,1.0,GA,False,False,False,False,N,BALDWIN,US,GA,259 OTTIS BROWN RD,30511,,0,0,False,,0,0,0,0,0,0,0,0,0,1,0,0,(706) 776-1639,,0,0,0,0,0,0,False,,False,3714,,0,0,0,0,0,0,False,False,False,False,False,False,False
15,05-MAR-02,,False,,C,False,,,False,False,,,,,1008796,False,2.0,LONNIE@HICALIBER.BIZ,True,False,(435) 628-1228,,False,,False,False,,N,False,0,0,0,0,0,0,False,HICALIBER OF UTAH INCORPORATED,False,False,,0,0,0,0,0,0,0,0,0,,WASHINGTON,US,UT,1270 SOUTH 1900 EAST,84780,01-JUN-21,10000.0,2021.0,False,,False,False,0,0,0,0,0,0,2.0,UT,False,False,False,False,N,WASHINGTON,US,UT,1270 SOUTH 1900 EAST,84780,,10000,2021,False,,0,0,0,0,0,0,0,0,0,2,0,0,(435) 674-9338,,0,0,0,0,0,0,False,,False,3715,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
16,05-MAR-02,,False,,C,False,,,False,False,,,,CONYERS LAWN CARE,1008798,False,1.0,ALANPADEN@AOL.COM,,False,,,False,,True,False,,N,False,0,0,0,0,0,0,False,ALAN PADEN,False,False,,0,0,0,0,0,0,0,0,0,,CONYERS,US,GA,1452 BIG BEAR COVE,30012-4769,,10000.0,2001.0,False,,False,False,0,0,0,0,0,0,1.0,GA,False,False,False,False,N,CONYERS,US,GA,1452 BIG BEAR COVE,30012-4769,,0,0,False,,0,0,0,0,0,0,0,0,0,0,1,0,(770) 929-0730,,0,0,0,0,0,0,False,,False,3716,,0,0,0,0,0,0,False,False,False,False,False,False,False
17,05-MAR-02,,False,,A,False,,,False,False,,,,,1008799,False,2.0,MICHAELMARYGIESE@GMAIL.COM,,False,,,False,,False,False,,N,False,0,0,0,0,0,0,False,MICHAEL J GIESE,False,False,,0,0,0,0,0,0,0,0,0,True,ALMA CENTER,US,WI,W13310 STATE ROAD 121,54611,27-OCT-22,3000.0,2014.0,False,,False,False,0,0,0,0,0,0,3.0,WI,False,False,False,False,N,ALMA CENTER,US,WI,W13310 STATE ROAD 121,54611,,3000,2014,False,,0,0,0,0,0,0,0,0,0,2,0,0,(715) 964-1052,,0,0,0,1,0,0,False,,False,3717,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
18,01-JUN-74,,False,,C,False,,,False,False,,,,,100880,False,66.0,,,False,,,False,,False,False,,N,False,29,0,0,0,0,0,False,THOMPSON MCCULLY CO,False,False,,0,0,0,0,0,0,0,0,0,,BELLEVILLE,US,MI,5905 BELLEVILLE RD,48111-1119,,0.0,,False,,False,False,0,0,0,0,0,0,66.0,MI,False,False,False,False,N,BELLEVILLE,US,MI,5905 BELLEVILLE RD,48111-1119,,0,0,False,,0,0,0,0,0,0,0,0,0,46,0,0,(313) 397-2050,,224,0,0,20,0,0,False,True,False,3718,,0,0,0,0,0,0,False,False,False,False,False,False,False
19,05-MAR-02,,False,,C,False,,,False,False,True,,,,1008800,False,1.0,,,False,,,False,,False,False,,N,False,0,0,0,0,0,0,False,C DOSS EQUIPMENT INC,False,False,,0,0,0,0,0,0,0,0,0,,TIFTON,US,GA,1010 ZION HOPE ROAD,31794,,50000.0,2001.0,False,,False,False,0,0,0,0,0,0,1.0,GA,False,False,False,False,N,TIFTON,US,GA,1010 ZION HOPE ROAD,31794,,0,0,False,,0,0,0,0,0,0,0,0,0,1,0,0,(229) 382-1919,,0,0,0,0,0,0,False,,False,3719,,0,0,0,0,0,0,False,False,False,False,False,False,False
20,05-MAR-02,True,False,,C,False,,,False,False,,,,,1008801,False,1.0,,,False,,,False,,False,False,,N,False,0,0,0,0,0,0,False,MICHAEL H ROSS,False,False,,0,0,0,0,0,0,0,0,0,,MIAMI,US,FL,9471 CARIBBEAN BLVD,33189,01-MAR-02,10000.0,2001.0,False,,False,False,0,0,0,0,0,0,1.0,FL,False,False,False,False,N,MIAMI,US,FL,9471 CARIBBEAN BLVD,33189,,0,0,False,,0,0,0,0,0,0,0,0,0,1,0,0,(305) 892-8073,,0,0,0,0,0,0,False,,False,3720,,0,0,0,0,0,0,False,False,False,False,False,False,False
21,05-MAR-02,True,False,,C,False,,,False,False,,,,,1008803,False,1.0,,,False,,,False,,False,False,,N,False,0,0,0,0,0,0,False,SOREL RINVIL,False,False,,0,0,0,0,0,0,0,0,0,,BELLE GLADE,US,FL,POST OFFICE BOX 2676,33430,01-MAR-02,10000.0,2001.0,False,,False,False,0,0,0,0,0,0,1.0,FL,False,False,False,False,N,BELLE GLADE,US,FL,POST OFFICE BOX 2676,33430,,0,0,False,,0,0,0,0,0,0,0,0,0,1,0,0,(561) 449-7232,,0,0,0,0,0,0,False,,False,3721,,0,0,0,0,0,0,False,False,False,False,False,False,False
22,05-MAR-02,,False,True,C,False,,,False,False,,,,,1008805,False,2.0,,,False,(407) 880-5305,,False,,False,False,,N,False,0,0,0,0,0,0,False,AMERICAN SITE MIXED CONCRETE INC,False,False,,0,0,0,0,0,0,0,0,0,,APOPKA,US,FL,POST OFFICE BOX 926,32704,01-MAR-02,0.0,,False,,False,False,0,0,0,0,0,0,2.0,FL,False,False,False,False,N,APOPKA,US,FL,174 B SEMORAN COMMERCE PL #118,32704,,0,0,False,,0,0,0,0,0,0,0,0,0,2,0,0,(407) 880-5300,,0,0,0,0,0,0,False,,False,3722,,0,0,0,0,0,0,False,False,False,False,False,False,False
23,05-MAR-02,,False,,C,False,,,False,False,,,,,1008806,False,1.0,,,False,,,False,,True,False,,N,False,0,0,0,0,0,0,False,SATURNINO ROQUE,False,False,,0,0,0,0,0,0,0,0,0,,HIALEAH,US,FL,6746 NW 189 TERRACE,33015,28-FEB-02,0.0,,False,,False,False,0,0,0,0,0,0,1.0,FL,False,False,False,False,N,HIALEAH,US,FL,6746 NW 189 TERRACE,33015,,0,0,False,,0,0,0,0,0,0,0,0,0,1,0,0,(305) 628-2175,,0,0,0,0,0,0,False,,False,3723,,0,0,0,0,0,0,False,False,False,False,False,False,False
24,05-MAR-02,,False,,A,False,,,False,False,,,,KTI,1008808,False,2.0,KARCHNERTRUCKING@COMCAST.NET,,False,(717) 695-6925,,False,,True,False,,N,False,0,0,0,0,0,0,False,KARCHNER TRUCKING INC,False,False,,0,0,0,0,0,0,0,0,0,,HARRISBURG,US,PA,5009 CIRCLE DRIVE,17112-2108,10-OCT-22,260000.0,2021.0,False,,False,False,0,0,0,0,0,0,2.0,PA,False,False,False,False,N,HARRISBURG,US,PA,5009 CIRCLE DRIVE,17112-2108,,260000,2021,False,,0,0,0,0,0,0,0,0,0,0,0,0,(717) 439-1564,,0,2,0,0,2,0,False,,False,3724,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
25,05-MAR-02,,False,,C,False,,,False,False,True,,,HELMS CONSTRUCTION SERVICE,1008810,False,2.0,,,False,(850) 689-1854,,False,,False,False,,N,False,0,0,0,0,0,0,False,ROBERT A HELMS,False,False,,0,0,0,0,0,0,0,0,0,,CRESTVIEW,US,FL,6194 HIGHWAY 85 NORTH,32536,16-FEB-02,0.0,,False,,False,False,0,0,0,0,0,0,1.0,FL,False,False,False,False,N,LAUREL HILL,US,FL,6783 WILL OWENS ROAD,32567-8387,,0,0,False,,0,0,0,0,0,0,0,0,0,1,0,0,(850) 683-9441,,0,0,0,0,0,0,False,,False,3725,,0,0,0,0,0,0,False,False,False,False,False,False,False
26,05-MAR-02,,False,,C,False,,,False,False,,,,,1008813,False,1.0,,,False,,,False,,True,False,,N,False,0,0,0,0,0,0,False,ISIDORO HERANDEZ,False,False,,0,0,0,0,0,0,0,0,0,,MIAMI,US,FL,19413 SW 114 PLACE,33157,21-APR-08,0.0,,False,,False,False,0,0,0,0,0,0,1.0,FL,False,False,False,False,N,MIAMI,US,FL,19413 SW 114 PLACE,33157,,0,0,False,,0,0,0,0,0,0,0,0,0,1,0,0,(305) 251-4035,,0,0,0,0,0,0,False,,False,3726,,0,0,0,0,0,0,False,False,False,False,False,False,False
27,05-MAR-02,,False,,C,False,,,False,False,,,,PACIFIC WASTE SERVICES,1008817,False,1.0,,,False,(305) 824-9346,,False,True,False,False,,N,False,0,0,0,0,0,0,False,C & C RECYCLING INC,False,False,,0,0,0,0,0,0,0,0,0,,HIALEAH,US,FL,16920 NW 74 AVE,33015,17-JAN-03,15000.0,2002.0,False,,False,False,0,0,0,0,0,0,2.0,FL,False,False,False,False,N,HIALEAH,US,FL,16920 NW 74 AVE,33015,,0,0,False,,0,0,0,0,0,0,0,0,0,1,0,0,(786) 402-9826,,1,0,0,1,0,0,False,,False,3727,,0,0,0,0,0,0,False,False,False,False,False,False,False
28,05-MAR-02,,False,,C,False,,,False,False,,,,,1008818,False,1.0,,,False,,,False,,True,False,,N,False,0,0,0,0,0,0,False,JUAN A BASNUEVO,False,False,,0,0,0,0,0,0,0,0,0,,HIALEAH,US,FL,7811 W 36TH AVE #202,33018,14-JUL-21,,,False,,False,False,0,0,0,0,0,0,1.0,FL,False,False,False,False,N,HIALEAH,US,FL,7811 W 36TH AVE #202,33018,,0,0,False,,0,0,0,0,0,0,0,0,0,1,0,0,(305) 244-0528,,0,0,0,0,0,0,False,,False,3728,,0,0,0,0,0,0,False,False,False,False,False,False,False
29,05-MAR-02,,False,,A,False,,,False,False,,,,BRAND FX BODY COMPANY,1008822,False,2.0,JDEIM@BRANDFXBODY.COM,,False,(515) 272-4218,True,False,,False,False,,N,False,0,0,0,0,0,0,False,SNF INC,False,False,,0,0,0,0,0,0,0,0,0,,SWEA CITY,US,IA,PO BOX 569,50590,11-OCT-21,114666.0,2020.0,False,,False,False,0,0,0,0,0,0,2.0,IA,False,False,False,False,N,SWEA CITY,US,IA,404 4TH AVE W,50590,,114666,2020,False,,0,0,0,0,0,0,0,0,0,2,0,0,(515) 272-4372,,1,0,0,0,0,0,False,,False,3729,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
30,05-MAR-02,,False,,A,False,,,False,False,,,,,1008824,False,1.0,INFORMATION@NOSTALGIAMOTORS.COM,,False,(973) 299-0887,,False,,False,False,,N,False,0,0,0,0,0,0,False,NOSTALGIA MOTORS INC,False,False,,0,0,0,0,0,0,0,0,0,,BOONTON,US,NJ,213 WASHINGTON ST,07005-2170,09-JUN-22,5000.0,2022.0,False,,False,True,0,0,0,0,0,0,1.0,NJ,False,False,False,False,N,BOONTON,US,NJ,213 WASHINGTON ST,07005-2170,,5000,2022,False,,0,0,0,0,0,0,0,0,0,1,0,0,(973) 299-1959,,0,0,0,0,0,0,False,,False,3730,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
31,05-MAR-02,,False,,A,False,,,False,False,,,,,1008825,False,4.0,CHARLES@ELAUNDRY.COM,,False,,,False,,True,False,,N,False,0,0,0,0,0,0,False,ACE LINEN SERVICE INC,False,False,,0,0,0,0,0,0,0,0,0,,CHESTER,US,PA,3120 W 6TH ST,19013,11-OCT-22,400000.0,2016.0,False,,False,False,0,0,0,0,0,0,2.0,PA,False,False,False,False,N,CHESTER,US,PA,3120 W 6TH ST,19013,,400000,2016,False,,0,0,0,0,0,0,0,0,0,2,0,0,(610) 859-0405,,0,0,0,0,0,0,False,,False,3731,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
