,ADD_DATE,ASPHALT &  ROCK,BEVERAGES,BUILDING MATERIALS,CARNIVAL,CARRIER_OPERATION,CHEMICALS,"COAL, COKE",COMMODITIES DRY BULK,CONSTRUCTION,DBA_NAME,DOORS AND MOLDING,DOT_NUMBER,DRIVE AWAY/TOWAWAY,DRIVER_TOTAL,EMAIL_ADDRESS,FARM SUPPLIES,FAX,FLOWERS,"FOG SEALER, EQUIPMENT",FRESH PRODUCE,"GARBAGE, REFUSE, TRASH",GENERAL FREIGHT,"GRAIN, FEED, HAY",GRASS CLIPPINGS,"GRAVEL, DIRT",HEAVY EQUIPMENT,HM_FLAG,HOUSE MOVER,HOUSEHOLD GOODS,Hazmat Cargo Tank Trailers*_OWNED,Hazmat Cargo Tank Trailers*_TERM_LEASED,Hazmat Cargo Tank Trailers*_TRIP_LEASED,Hazmat Cargo Tank Trucks_OWNED,Hazmat Cargo Tank Trucks_TERM_LEASED,Hazmat Cargo Tank Trucks_TRIP_LEASED,INTERMODAL CONTAINERS,LEGAL_NAME,LIQUIDS/GASES,LIVESTOCK,"LOGS, POLES, BEAMS, LUMBER",Limousine 1-8*_OWNED,Limousine 1-8*_TERM_LEASED,Limousine 1-8*_TRIP_LEASED,Limousine 16+_OWNED,Limousine 16+_TERM_LEASED,Limousine 16+_TRIP_LEASED,Limousine 9-15_OWNED,Limousine 9-15_TERM_LEASED,Limousine 9-15_TRIP_LEASED,"MACHINERY, LARGE OBJECTS",MAILING_CITY,MAILING_COUNTRY,MAILING_STATE,MAILING_STREET,MAILING_ZIP,MCS150_DATE,MCS150_MILEAGE,MCS150_MILEAGE_YEAR,MEAT,MOBILE HOMES,MOTOR VEHICLES,MULCH,Mini-Bus 16+_OWNED,Mini-Bus 16+_TERM_LEASED,Mini-Bus 16+_TRIP_LEASED,Motor Coach_OWNED,Motor Coach_TERM_LEASED,Motor Coach_TRIP_LEASED,NBR_POWER_UNIT,OIC_STATE,OIL FIELD EQUIPMENT,OTHER,PALLETS,PAPER PRODUCTS,PASSENGERS,PC_FLAG,PHY_CITY,PHY_COUNTRY,PHY_STATE,PHY_STREET,PHY_ZIP,RECENT_MILEAGE,RECENT_MILEAGE_YEAR,REFRIGERATED FOOD,ROCK & DIRT,"ROCK,DIRT,GRAVEL,SAND",SAND AND GRAVEL,School Bus 1-8*_OWNED,School Bus 1-8*_TERM_LEASED,School Bus 1-8*_TRIP_LEASED,School Bus 16+_OWNED,School Bus 16+_TERM_LEASED,School Bus 16+_TRIP_LEASED,School Bus 9-15_OWNED,School Bus 9-15_TERM_LEASED,School Bus 9-15_TRIP_LEASED,Straight Trucks_OWNED,Straight Trucks_TERM_LEASED,Straight Trucks_TRIP_LEASED,TELEPHONE,TOOLS,TOOLS ,Trailers*_OWNED,Trailers*_TERM_LEASED,Trailers*_TRIP_LEASED,Truck Tractors_OWNED,Truck Tractors_TERM_LEASED,Truck Tractors_TRIP_LEASED,U.S. MAIL,UTILITY,Unnamed: 0,VMT_SOURCE_ID,Van 1-8*_OWNED,Van 1-8*_TERM_LEASED,Van 1-8*_TRIP_LEASED,Van 9-15_OWNED,Van 9-15_TERM_LEASED,Van 9-15_TRIP_LEASED,WATER WELL,XBUILDING MATERIALS,XCONSTRUCTION,"XGARBAGE, REFUSE, TRASH","XLOGS, POLES, BEAMS, LUMBER","XMACHINERY, LARGE OBJECTS","XMETAL; SHEETS, COILS, ROLLS"
10,29-JAN-02,,False,True,,C,False,False,False,,,,1001432,False,79,BENS@WESTERNPAVINGINC.COM,False,,,,False,,False,False,,,,N,,False,0,0,0,0,0,0,False,WESTERN PAVING INC,False,False,,0,0,0,0,0,0,0,0,0,,SPRINGVILLE,US,UT,P O BOX 490,84663,02-DEC-21,700000.0,2020.0,False,False,False,,0,0,0,0,0,0,49.0,UT,False,False,,False,False,N,MAPLETON,US,UT,629 WEST 550 SOUTH,84664,700000,2020,False,,,,0,0,0,0,0,0,0,0,0,44,0,0,(801) 836-9335,,,10,0,0,5,0,0,False,False,610,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
11,29-JAN-02,,False,,,C,False,False,False,True,,,1001434,False,4,JAMESBARRIER@APPLECONTRACTINGLLC.COM,False,(859) 233-9048,,,False,,False,False,,,,N,,False,0,0,0,0,0,0,False,APPLE CONTRACTING LLC,False,False,,0,0,0,0,0,0,0,0,0,,LEXINGTON,US,KY,1020 ENTERPRISE DR STE 4,40510-1017,22-APR-21,10000.0,2021.0,False,False,False,,0,0,0,0,0,0,5.0,KY,False,False,,False,False,N,LEXINGTON,US,KY,1020 ENTERPRISE DR STE 4,40510-1017,10000,2021,False,,,,0,0,0,0,0,0,0,0,0,5,0,0,(859) 233-9047,,,0,0,0,0,0,0,False,False,611,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
12,29-JAN-02,,False,,,C,False,False,False,,CHARLES A NELSON LOGGING & DOCK CONSTRUCTION,,1001436,False,1,,False,,,,False,,False,False,,,,N,,False,0,0,0,0,0,0,False,CHARLES A NELSON,False,False,True,0,0,0,0,0,0,0,0,0,,LA POINTE,US,WI,P O BOX 113,54850,29-DEC-00,2000.0,2000.0,False,False,False,,0,0,0,0,0,0,1.0,WI,False,False,,False,False,N,LA POINTE,US,WI,100 HAGEN ROAD,54850,0,0,False,,,,0,0,0,0,0,0,0,0,0,1,0,0,(715) 747-5922,,,0,0,0,0,0,0,False,False,612,,0,0,0,0,0,0,False,False,False,False,False,False,False
13,29-JAN-02,,False,,,C,False,False,False,,AIRTRAN AIRWAYS,,1001438,False,16,,False,,,,False,,False,False,,,,N,,False,0,0,0,0,0,0,False,AIRTRAN AIRWAYS INC,False,False,,0,0,0,0,0,0,0,0,0,,ATLANTA,US,GA,PO BOX 45320,30320,,0.0,,False,False,False,,0,0,0,0,0,0,,FL,False,False,,False,True,N,ORLANDO,US,FL,9955 AIRTRAN BLVD,32827,0,0,False,,,,0,0,0,0,0,0,0,0,0,0,0,0,(404) 530-8710,,,0,0,0,0,0,0,False,False,613,,0,0,0,0,0,0,False,False,False,False,False,False,False
14,29-JAN-02,,False,,,C,False,False,False,,,True,1001439,False,5,,False,(801) 474-0660,,,False,,False,False,,,,N,,False,0,0,0,0,0,0,False,QUALITY DOORS AND MOLDING,False,False,,0,0,0,0,0,0,0,0,0,,SALT LAKE CITY,US,UT,3283 S 400 E,84115,29-JAN-02,0.0,,False,False,False,,0,0,0,0,0,0,1.0,UT,False,False,,False,False,N,SALT LAKE CITY,US,UT,3283 S 400 E,84115,0,0,False,,,,0,0,0,0,0,0,0,0,0,1,0,0,(801) 582-3667,,,0,0,0,0,0,0,False,False,614,,0,0,0,0,0,0,False,False,False,False,False,False,False
15,29-JAN-02,,False,,,C,False,False,False,,RONS AUTO BODY TOWING LLC 239656,,1001441,False,2,RONSAUTOBODY@REPAIRMAN.COM,False,(270) 669-4316,,,False,,False,False,,,,N,,False,0,0,0,0,0,0,False,RON BOURLAND,False,False,,0,0,0,0,0,0,0,0,0,,ST CHARLES,US,KY,8000 NORTONVILLE RD,42453,31-JAN-22,5000.0,2020.0,False,False,True,,0,0,0,0,0,0,1.0,KY,False,False,,False,False,N,ST CHARLES,US,KY,8000 NORTONVILLE RD,42453,5000,2020,False,,,,0,0,0,0,0,0,0,0,0,1,0,0,(270) 669-4316,,,0,0,0,0,0,0,False,False,615,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
16,29-JAN-02,,False,,,C,False,False,False,,ART OTTO CONTRACTING,,1001442,False,2,,False,(715) 745-2706,,,False,,False,False,,,,N,,False,0,0,0,0,0,0,False,ARTHUR E OTTO,False,False,,0,0,0,0,0,0,0,0,0,True,OCONTO FALLS,US,WI,W398 CTH E,54154,28-MAY-04,15000.0,2000.0,False,False,False,,0,0,0,0,0,0,2.0,WI,False,False,,False,False,N,OCONTO FALLS,US,WI,W398 CTH E,54154,0,0,False,,,,0,0,0,0,0,0,0,0,0,1,0,0,(715) 745-2706,,,1,0,0,1,0,0,False,False,616,,0,0,0,0,0,0,False,False,False,False,False,False,False
17,29-JAN-02,,False,,,C,False,False,False,,,,1001444,False,2,ANDYBUNN@BELLSOUTH.NET,False,(770) 504-0844,,,False,,False,False,,,True,N,,False,0,0,0,0,0,0,False,BUNN GRADING COMPANY INC,False,False,,0,0,0,0,0,0,0,0,0,,LOCUST GROVE,US,GA,6999 HIGHWAY 42 SOUTH,30248,06-OCT-05,60000.0,2001.0,False,False,False,,0,0,0,0,0,0,2.0,GA,False,False,,False,False,N,LOCUST GROVE,US,GA,6999 HIGHWAY 42 SOUTH,30248,0,0,False,,,,0,0,0,0,0,0,0,0,0,0,0,0,(770) 957-5132,,,2,0,0,2,0,0,False,False,617,,0,0,0,0,0,0,False,False,False,False,False,False,False
18,29-JAN-02,,False,,,C,False,False,False,,,,1001445,False,1,,False,,,,False,,False,False,,,,N,True,False,0,0,0,0,0,0,False,PAUL BUCHANAN HOUSE MOVING L L C,False,False,,0,0,0,0,0,0,0,0,0,,SPRINGFIELD,US,MO,2132 SOUTH HILTON,65807,,0.0,,False,False,False,,0,0,0,0,0,0,1.0,MO,False,False,,False,False,N,SPRINGFIELD,US,MO,2132 SOUTH HILTON,65807,0,0,False,,,,0,0,0,0,0,0,0,0,0,0,0,0,(417) 882-4523,,,0,0,0,1,0,0,False,False,618,,0,0,0,0,0,0,False,False,False,False,False,False,False
19,29-JAN-02,,False,,,C,False,False,False,True,BLEVINS SCRAP OUT INC,,1001447,False,1,,False,,,,False,,False,False,,,,N,,False,0,0,0,0,0,0,False,BRUCE BLEVINS,False,False,,0,0,0,0,0,0,0,0,0,,MONROE,US,GA,668 HICKORY GROVE CHURCH RD,30656,,6000.0,2001.0,False,False,False,,0,0,0,0,0,0,1.0,GA,False,False,,False,False,N,LOGANVILLE,US,GA,446 ATHENS HWY SE,30052,0,0,False,,,,0,0,0,0,0,0,0,0,0,1,0,0,(770) 554-1888,,,0,0,0,0,0,0,False,False,619,,0,0,0,0,0,0,False,False,False,False,False,False,False
20,29-JAN-02,,False,,,C,False,False,False,True,,,1001448,False,8,BARTEX@MAIL.MANTI.COM,False,(435) 283-5860,,,False,,False,False,,,,N,,False,0,0,0,0,0,0,False,BARTON EXCAVATING INC,False,False,,0,0,0,0,0,0,0,0,0,,EPHRAIM,US,UT,160 N MAIN,84627,07-SEP-22,20000.0,2021.0,False,False,False,,0,0,0,0,0,0,5.0,UT,False,False,,False,False,N,EPHRAIM,US,UT,250 W CENTER,84627,20000,2021,False,,,,0,0,0,0,0,0,0,0,0,2,0,0,(435) 283-4762,,,5,0,0,3,0,0,False,False,620,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
21,29-JAN-02,,False,,,C,False,False,False,True,B & B SERVICES,,1001450,False,2,,False,,,,False,,False,False,,,,N,,False,0,0,0,0,0,0,False,BRIAN BURNETT,False,False,,0,0,0,0,0,0,0,0,0,,GAINESVILLE,US,GA,4012-B HIDDEN HOLLOW TERRACE,30506,,0.0,,False,False,False,,0,0,0,0,0,0,1.0,GA,False,False,,False,False,N,GAINESVILLE,US,GA,4012-B HIDDEN HOLLOW TERRACE,30506,0,0,False,,,,0,0,0,0,0,0,0,0,0,1,0,0,(678) 300-9000,,,0,0,0,0,0,0,False,False,621,,0,0,0,0,0,0,False,False,False,False,False,False,False
22,29-JAN-02,,False,,,C,False,False,False,,,,1001451,False,1,SINDY@COLESWILDBIRD.COM,False,(770) 426-8998,,,False,,True,False,,,,N,,False,0,0,0,0,0,0,False,COLES WILD BIRD PRODUCTS CO INC,False,False,,0,0,0,0,0,0,0,0,0,,KENNESAW,US,GA,1325-F COBB INTL DR,30152,08-MAR-22,28821.0,2022.0,False,False,False,,0,0,0,0,0,0,1.0,GA,False,False,,False,False,N,KENNESAW,US,GA,1325-F COBB INTL DR,30152,28821,2022,False,,,,0,0,0,0,0,0,0,0,0,1,0,0,(770) 426-8882,,,0,0,0,0,0,0,False,False,622,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
23,29-JAN-02,,False,,,B,False,False,False,,,,1001454,False,1,DYNAMIC1717@AOL.COM,False,(941) 242-7263,,,False,,False,False,,,,N,,False,0,0,0,0,0,0,False,DYNAMIC PEST CONTROL INC,True,False,,0,0,0,0,0,0,0,0,0,,CAPE CORAL,US,FL,501 SE 27TH ST,33904,21-NOV-01,40000.0,2000.0,False,False,False,,0,0,0,0,0,0,2.0,FL,False,False,,False,False,N,CAPE CORAL,US,FL,501 SE 27TH ST,33904,40000,2000,False,,,,0,0,0,0,0,0,0,0,0,1,1,0,(941) 242-7262,,,0,0,0,0,0,0,False,False,623,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
24,29-JAN-02,,False,,,C,False,False,False,,COMBS PALLET RECYCLING,,1001455,False,1,,False,,,,False,,False,False,,,,N,,False,0,0,0,0,0,0,False,JEFF COMBS,False,False,,0,0,0,0,0,0,0,0,0,,MARBLE HILL,US,GA,PO BOX 29,30148,,0.0,,False,False,False,,0,0,0,0,0,0,1.0,GA,False,False,True,False,False,N,MARBLE HILL,US,GA,PO BOX 29,30148,0,0,False,,,,0,0,0,0,0,0,0,0,0,1,0,0,(770) 893-4675,,,0,0,0,0,0,0,False,False,624,,0,0,0,0,0,0,False,False,False,False,False,False,False
25,29-JAN-02,,False,,,C,False,False,False,,,,1001457,False,3,,False,,,,False,,False,False,,,,N,,True,0,0,0,0,0,0,False,CASTLEBERRY'S TREASURES INC,False,False,,0,0,0,0,0,0,0,0,0,,CHAMBLEE,US,GA,3614 CHAMBLEE DUNWOODY RD,30341,,140000.0,2001.0,False,False,False,,0,0,0,0,0,0,3.0,GA,False,False,,False,False,N,CHAMBLEE,US,GA,3614 CHAMBLEE DUNWOODY RD,30341,0,0,False,,,,0,0,0,0,0,0,0,0,0,3,0,0,(770) 457-0216,,,0,0,0,0,0,0,False,False,625,,0,0,0,0,0,0,False,False,False,False,False,False,False
26,29-JAN-02,,False,,,C,False,False,False,,,,1001460,False,2,,False,(801) 785-5847,,,False,,True,False,,,,N,,False,0,0,0,0,0,0,False,WEST CONSTRUCTION,False,False,,0,0,0,0,0,0,0,0,0,,LINDON,US,UT,781 W 520 N,84042,29-JAN-02,0.0,,False,False,False,,0,0,0,0,0,0,1.0,UT,False,False,,False,False,N,LINDON,US,UT,781 W 520 N,84042,0,0,False,,,,0,0,0,0,0,0,0,0,0,1,0,0,(801) 368-9969,,,1,0,0,0,0,0,False,False,626,,0,0,0,0,0,0,False,False,False,False,False,False,False
27,29-JAN-02,,False,,,A,False,False,False,,,,1001463,False,12,NICKIEKENDRICK@NWKCONSTRUCTION.COM,False,,,,False,,False,False,,,,N,,False,0,0,0,0,0,0,False,NWK CONSTRUCTION INC,False,False,,0,0,0,0,0,0,0,0,0,True,HARRODSBURG,US,KY,PO BOX 486,40330,25-APR-22,163000.0,2019.0,False,False,False,,0,0,0,0,0,0,18.0,KY,False,False,,False,False,N,HARRODSBURG,US,KY,302 NORTH COLLEGE STREET,40330,163000,2019,False,,,,0,0,0,0,0,0,0,0,0,12,0,0,(859) 733-0763,,,11,0,0,6,0,0,False,False,627,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
28,29-JAN-02,,False,,,C,False,False,False,,DYLCO PAVING,,1001465,False,2,ROCDSCOTT@ALLTEL.NET,False,(706) 886-6185,,,False,,True,False,,,,N,,False,0,0,0,0,0,0,False,ROCK DUST TRUCKING INC,False,False,,0,0,0,0,0,0,0,0,0,,TOCCOA,US,GA,227 WILLOW CREEK TRAIL,30577,13-FEB-15,20000.0,2014.0,False,False,False,,0,0,0,0,0,0,2.0,GA,False,False,,False,False,N,TOCCOA,US,GA,227 WILLOW CREEK TRAIL,30577,0,0,False,,,,0,0,0,0,0,0,0,0,0,1,0,0,(706) 886-6185,,,0,0,0,1,0,0,False,False,628,,0,0,0,0,0,0,False,False,False,False,False,False,False
29,29-JAN-02,,False,,,C,False,False,False,,DELTA WRECKER SERVICE,,1001466,False,1,EJJ0000@AOL.COM,False,,,,False,,False,False,,,,N,,False,0,0,0,0,0,0,False,JEAN ELALAM,False,False,,0,0,0,0,0,0,0,0,0,,MARIETTA,US,GA,628 CASTLEWOOD DR,30067,,0.0,,False,False,True,,0,0,0,0,0,0,1.0,GA,False,False,,False,False,N,MARIETTA,US,GA,1850-B AIRPORT IND BLVD,30067,0,0,False,,,,0,0,0,0,0,0,0,0,0,1,0,0,(404) 797-0219,,,0,0,0,0,0,0,False,False,629,,0,0,0,0,0,0,False,False,False,False,False,False,False
30,29-JAN-02,,False,,,A,False,False,False,,ZIMMERMANS FARMS,,1001468,False,1,ZIMMERMANDAIRY@EMYPEOPLE.NET ,False,(715) 229-2257,,,False,,True,False,,,,N,,False,0,0,0,0,0,0,False,GENE BAUMAN ZIMMERMAN,False,False,,0,0,0,0,0,0,0,0,0,,OWEN,US,WI,W3219 CENTER RD,54460,06-JUL-22,50000.0,2022.0,False,False,False,,0,0,0,0,0,0,3.0,WI,False,False,,False,False,N,OWEN,US,WI,W3219 CENTER RD,54460,50000,2022,False,,,,0,0,0,0,0,0,0,0,0,1,0,0,(715) 229-4663,,,4,0,0,2,0,0,False,False,630,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
