,ADD_DATE,AUTO PARTS,BEVERAGES,BOAT,BUILDING MATERIALS,CARRIER_OPERATION,CHEMICALS,"COAL, COKE","COMMERCIAL KITCHEN APPLIANCES, TOOLS, PARTS",COMMODITIES DRY BULK,CONSTRUCTION,DBA_NAME,DOT_NUMBER,DRIVE AWAY/TOWAWAY,DRIVER_TOTAL,EMAIL_ADDRESS,FARM SUPPLIES,FAX,FRESH PRODUCE,GENERAL FREIGHT,"GRAIN, FEED, HAY",HM_FLAG,HOUSEHOLD GOODS,Hazmat Cargo Tank Trailers*_OWNED,Hazmat Cargo Tank Trailers*_TERM_LEASED,Hazmat Cargo Tank Trailers*_TRIP_LEASED,Hazmat Cargo Tank Trucks_OWNED,Hazmat Cargo Tank Trucks_TERM_LEASED,Hazmat Cargo Tank Trucks_TRIP_LEASED,INTERMODAL CONTAINERS,LEGAL_NAME,LIQUIDS/GASES,LIVESTOCK,"LOGS, POLES, BEAMS, LUMBER",Limousine 1-8*_OWNED,Limousine 1-8*_TERM_LEASED,Limousine 1-8*_TRIP_LEASED,Limousine 16+_OWNED,Limousine 16+_TERM_LEASED,Limousine 16+_TRIP_LEASED,Limousine 9-15_OWNED,Limousine 9-15_TERM_LEASED,Limousine 9-15_TRIP_LEASED,"MACHINERY, LARGE OBJECTS",MAILING_CITY,MAILING_COUNTRY,MAILING_STATE,MAILING_STREET,MAILING_ZIP,MCS150_DATE,MCS150_MILEAGE,MCS150_MILEAGE_YEAR,MEAT,"METAL; SHEETS, COILS, ROLLS",MOBILE HOMES,MOTOR VEHICLES,Mini-Bus 16+_OWNED,Mini-Bus 16+_TERM_LEASED,Mini-Bus 16+_TRIP_LEASED,Motor Coach_OWNED,Motor Coach_TERM_LEASED,Motor Coach_TRIP_LEASED,NBR_POWER_UNIT,OIC_STATE,OIL FIELD EQUIPMENT,OTHER,PALLETS,PAPER PRODUCTS,PASSENGERS,PC_FLAG,PHY_CITY,PHY_COUNTRY,PHY_STATE,PHY_STREET,PHY_ZIP,READY MIXED CONCRETE,RECENT_MILEAGE,RECENT_MILEAGE_YEAR,REFRIGERATED FOOD,School Bus 1-8*_OWNED,School Bus 1-8*_TERM_LEASED,School Bus 1-8*_TRIP_LEASED,School Bus 16+_OWNED,School Bus 16+_TERM_LEASED,School Bus 16+_TRIP_LEASED,School Bus 9-15_OWNED,School Bus 9-15_TERM_LEASED,School Bus 9-15_TRIP_LEASED,Straight Trucks_OWNED,Straight Trucks_TERM_LEASED,Straight Trucks_TRIP_LEASED,TELEPHONE,Trailers*_OWNED,Trailers*_TERM_LEASED,Trailers*_TRIP_LEASED,Truck Tractors_OWNED,Truck Tractors_TERM_LEASED,Truck Tractors_TRIP_LEASED,U.S. MAIL,UTILITY,Unnamed: 0,VMT_SOURCE_ID,Van 1-8*_OWNED,Van 1-8*_TERM_LEASED,Van 1-8*_TRIP_LEASED,Van 9-15_OWNED,Van 9-15_TERM_LEASED,Van 9-15_TRIP_LEASED,WATER WELL,XBUILDING MATERIALS,XCONSTRUCTION,"XGARBAGE, REFUSE, TRASH","XLOGS, POLES, BEAMS, LUMBER","XMACHINERY, LARGE OBJECTS","XMETAL; SHEETS, COILS, ROLLS"
10,28-MAR-02,,False,,,C,False,False,True,False,,HI TECH COMM SERVICE,1014930,False,2,CLAUDIA@HITECHNV.COM,False,(702) 649-4607,False,False,False,N,False,0,0,0,0,0,0,False,INTIAM INC,False,False,,0,0,0,0,0,0,0,0,0,,LAS VEGAS,US,NV,1840 STELLA LAKE STREET,89106,02-MAY-22,15000,2021.0,False,,False,False,0,0,0,0,0,0,3,NV,False,False,,False,False,N,LAS VEGAS,US,NV,1840 STELLA LAKE STREET,89106,,15000,2021,False,0,0,0,0,0,0,0,0,0,3,0,0,(702) 649-4616,0,0,0,0,0,0,False,False,6410,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
11,28-MAR-02,,False,,,A,False,False,,False,True,,1014935,False,3,LHEXCAVATING@MCHSI.COM,False,(302) 732-3093,False,False,False,N,False,0,0,0,0,0,0,False,L H EXCAVATING INC,False,False,,0,0,0,0,0,0,0,0,0,,FRANKFORD,US,DE,32216 OMAR RD,19945,19-JUL-21,1,2020.0,False,,False,False,0,0,0,0,0,0,1,DE,False,False,,False,False,N,FRANKFORD,US,DE,32216 OMAR RD,19945,,1,2020,False,0,0,0,0,0,0,0,0,0,1,0,0,(302) 732-3072,0,0,0,0,0,0,False,False,6411,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
12,28-MAR-02,,False,,,A,False,False,,False,,,1014937,False,1,BAMABEBOP@HOTMAIL.COM ,False,,False,False,False,N,False,0,0,0,0,0,0,False,N&B TRUCKING LLC,False,False,True,0,0,0,0,0,0,0,0,0,,THOMASTON,US,AL,P O BOX 182,36783,13-JUL-21,90000,2020.0,False,,False,False,0,0,0,0,0,0,1,AL,False,False,,False,False,N,THOMASTON,US,AL,5980 2ND AVENUE,36783,,90000,2020,False,0,0,0,0,0,0,0,0,0,0,0,0,(334) 341-2470,1,0,0,1,0,0,False,False,6412,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
13,28-MAR-02,,False,,,C,False,False,,False,,,1014940,False,2,,False,,False,False,False,N,False,0,0,0,0,0,0,False,K & G ENTERPRISES,False,False,,0,0,0,0,0,0,0,0,0,,PINEDALE,US,WY,PO BOX 1781,82941,17-AUG-17,5000,2016.0,False,,True,False,0,0,0,0,0,0,2,WY,False,False,,False,False,N,BOULDER,US,WY,12 SUNRISE LN,82923,,0,0,False,0,0,0,0,0,0,0,0,0,1,0,0,(307) 537-5233,6,0,0,1,0,0,False,False,6413,,0,0,0,0,0,0,False,False,False,False,False,False,False
14,28-MAR-02,,False,,,C,False,False,,False,,,1014946,False,24,,False,(856) 573-9618,False,True,False,N,False,0,0,0,0,0,0,False,GO TRUCKING INC,False,False,,0,0,0,0,0,0,0,0,0,,HADDON HEIGHTS,US,NJ,400 WHITE HORSE PIKE,08035,07-AUG-08,0,,False,,False,False,0,0,0,0,0,0,20,NJ,False,False,,False,False,N,HADDON HEIGHTS,US,NJ,400 WHITE HORSE PIKE,08035,,0,0,False,0,0,0,0,0,0,0,0,0,0,20,0,(856) 573-9600,0,0,0,0,0,0,False,False,6414,,0,0,0,0,0,0,False,False,False,False,False,False,False
15,28-MAR-02,,False,,,C,False,False,,False,,KIMBALL TREE SERVICE,1014947,False,2,KTS@TICON.NET,False,(608) 756-8550,False,False,False,N,False,0,0,0,0,0,0,False,RON L KIMBALL,False,False,True,0,0,0,0,0,0,0,0,0,,JANESVILLE,US,WI,4927 N RIVER RD,53545,17-OCT-06,0,,False,,False,False,0,0,0,0,0,0,5,WI,False,False,,False,False,N,JANESVILLE,US,WI,4927 N RIVER RD,53545,,0,0,False,0,0,0,0,0,0,0,0,0,5,0,0,(608) 756-4351,0,0,0,0,0,0,False,False,6415,,0,0,0,0,0,0,False,False,False,False,False,False,False
16,28-MAR-02,,False,,,A,False,False,,False,,TTI,1014949,False,2,KLANKFORDV78@GMAIL.COM,False,,False,True,False,N,False,0,0,0,0,0,0,False,TINGA TRUCKING INC,False,False,,0,0,0,0,0,0,0,0,0,,SIOUX FALLS,US,SD,8309 W 41ST ST,57106,12-SEP-22,87250,2021.0,False,,False,False,0,0,0,0,0,0,2,SD,False,False,,False,False,N,SIOUX FALLS,US,SD,8309 W 41ST ST,57106,,87250,2021,False,0,0,0,0,0,0,0,0,0,0,0,0,(218) 686-6989,0,0,2,2,0,0,False,False,6416,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
17,28-MAR-02,True,False,,,A,False,False,,False,,,1014952,False,1,,False,,False,False,False,N,False,0,0,0,0,0,0,False,THOMPSON CORE SUPPLY,False,False,,0,0,0,0,0,0,0,0,0,,ANDOVER,US,MN,3422 134TH AVENUE NW,55304,04-OCT-22,9015,2021.0,False,,False,False,0,0,0,0,0,0,1,MN,False,False,,False,False,N,ANDOVER,US,MN,3422 134TH AVENUE NW,55304,,9015,2021,False,0,0,0,0,0,0,0,0,0,1,0,0,(612) 325-3648,0,0,0,0,0,0,False,False,6417,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
18,28-MAR-02,,False,,True,C,False,False,,False,,,1014954,False,8,,False,,False,False,False,N,False,0,0,0,0,0,0,False,PEREZ & SON TRANSPORT INC,False,False,,0,0,0,0,0,0,0,0,0,,TAMPA,US,FL,3308 ORIENT RD,33619,06-MAY-07,0,,False,,False,False,0,0,0,0,0,0,7,FL,False,False,,False,False,N,TAMPA,US,FL,3308 ORIENT RD,33619,,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,(813) 622-8114,12,0,0,7,0,0,False,False,6418,,0,0,0,0,0,0,False,False,False,False,False,False,False
19,28-MAR-02,,False,,,A,False,False,,False,,,1014961,False,5,EMCENANEY@RAINBOWMOVERS.COM,False,,False,True,False,N,False,0,0,0,0,0,0,False,RAINBOW MOVERS INC,False,False,,0,0,0,0,0,0,0,0,0,,FRANKLIN,US,MA,19 NATIONAL DR,02038,12-JAN-22,200000,2021.0,False,,False,False,0,0,0,0,0,0,7,MA,False,False,,False,False,N,FRANKLIN,US,MA,19 NATIONAL DR,02038,,200000,2021,False,0,0,0,0,0,0,0,0,0,1,5,0,(508) 528-4111,1,0,0,1,0,0,False,False,6419,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
20,28-MAR-02,,False,,True,C,False,False,,False,,TANNER TRUCKING,1014963,False,1,,False,,False,False,False,N,False,0,0,0,0,0,0,False,CHRISTOPHER TANNER,False,False,,0,0,0,0,0,0,0,0,0,,WARREN,US,CT,30 WOODVILLE RD,06777,01-JAN-22,10100,2021.0,False,,False,False,0,0,0,0,0,0,1,CT,False,False,,False,False,N,WARREN,US,CT,30 WOODVILLE RD,06777,,10100,2021,False,0,0,0,0,0,0,0,0,0,1,0,0,(860) 868-2307,0,0,0,0,0,0,False,False,6420,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
21,28-MAR-02,,False,,,A,False,False,,False,,,1014964,False,2,APRIL@ALLSTATESTRUCK.COM,False,(806) 426-3540,False,False,False,N,False,0,0,0,0,0,0,False,WILDORADO TRUCKING INC,False,True,,0,0,0,0,0,0,0,0,0,,WILDORADO,US,TX,PO BOX 37,79098-0037,01-MAR-22,90896,2021.0,False,,False,False,0,0,0,0,0,0,2,TX,False,False,,False,False,N,WILDORADO,US,TX,4922 CO RD 26,79098-0037,,90896,2021,False,0,0,0,0,0,0,0,0,0,0,0,0,(806) 426-3411,2,0,0,2,0,0,False,False,6421,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
22,28-MAR-02,,False,,,A,False,False,,False,,STAHLS SAWMILL & LOGGING SUPPLY LLC,1014965,False,2,ACCOUNTING@STAHLSSUPPLIES.COM,False,(570) 539-2013,False,False,False,N,False,0,0,0,0,0,0,False,KENNETH E KRATZER,False,False,,0,0,0,0,0,0,0,0,0,,MOUNT PLEASANT MILLS,US,PA,226 DOGWOOD LANE,17853,09-MAR-22,45000,2021.0,False,True,False,False,0,0,0,0,0,0,1,PA,False,False,,False,False,N,MOUNT PLEASANT MILLS,US,PA,226 DOGWOOD LANE,17853,,45000,2021,False,0,0,0,0,0,0,0,0,0,1,0,0,(570) 539-2144,0,0,0,0,0,0,False,False,6422,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
23,28-MAR-02,,False,,,C,False,False,,True,,C & S TRUCKING & TRANSPORT,1014968,False,1,CSHEPHARD726@YAHOO.COM,False,,False,False,False,N,False,0,0,0,0,0,0,False,CHARLES M SHEPHARD III,False,False,,0,0,0,0,0,0,0,0,0,,OAKLAND,US,CA,2824 ATWELL AVE,94601,04-MAY-21,10000,2020.0,False,,False,False,0,0,0,0,0,0,1,CA,False,False,,False,False,N,OAKLAND,US,CA,2824 ATWELL AVE,94601,,10000,2020,False,0,0,0,0,0,0,0,0,0,0,0,0,(510) 206-0408,2,0,0,1,0,0,False,False,6423,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
24,01-JUN-74,,False,,,B,False,False,,False,,,101497,False,44,BCALLOWAY306@COMCAST.NET,False,,False,False,False,N,False,0,0,0,0,0,0,False,R E CALLOWAY TRANSPORTATION INC,False,False,,0,0,0,0,0,0,0,0,0,,HOUSTON,US,DE,897 E SCHOOL ST,19954-9612,14-MAY-21,1920000,2018.0,False,,False,False,0,0,0,0,0,0,28,DE,False,False,,False,False,N,HOUSTON,US,DE,897 SCHOOL ST,19954-9612,,1920000,2018,False,0,0,0,0,0,0,0,0,0,26,0,0,(302) 422-2471,2,0,0,2,0,0,True,False,6424,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
25,28-MAR-02,,False,,,A,False,False,,False,,,1014971,False,1,RIDETEK@YAHOO.COM,False,(706) 861-5866,False,False,False,N,False,0,0,0,0,0,0,False,RIDETEK INC,False,False,,0,0,0,0,0,0,0,0,0,True,ROSSVILLE,US,GA,65 OLD LAKEVIEW DR,30741,10-MAR-21,50000,2008.0,False,,False,False,0,0,0,0,0,0,2,GA,False,False,,False,False,N,ROSSVILLE,US,GA,65 OLD LAKEVIEW DR,30741,,50000,2008,False,0,0,0,0,0,0,0,0,0,1,0,0,(706) 861-5360,5,0,0,1,0,0,False,False,6425,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
26,28-MAR-02,,False,,,A,False,False,,False,,S&K REPAIR SERVICE,1014972,False,1,PENNYM57@YAHOO.COM,False,,False,False,False,N,False,0,0,0,0,0,0,False,ROGER P STUNKEL,False,False,,0,0,0,0,0,0,0,0,0,,EDWARDSVILLE,US,IL,4444 EDWARDSVILLE RD,62025-7254,27-FEB-21,10000,2020.0,False,,False,True,0,0,0,0,0,0,2,IL,False,False,,False,False,N,EDWARDSVILLE,US,IL,4444 EDWARDSVILLE RD,62025-7254,,10000,2020,False,0,0,0,0,0,0,0,0,0,2,0,0,(618) 656-4220,0,0,0,0,0,0,False,False,6426,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
27,28-MAR-02,,False,,,A,False,False,,False,,,1014973,False,3,GBLEDSOE@ONEMAIN.COM,False,(573) 392-3314,False,True,False,N,False,0,0,0,0,0,0,False,CHRISTOPHER BLEDSOE FARMS LLC,False,False,,0,0,0,0,0,0,0,0,0,,ELDON,US,MO,219 OLEAN ROAD,65026,09-JUL-22,100000,2016.0,False,,False,False,0,0,0,0,0,0,2,MO,False,False,,False,False,N,ELDON,US,MO,219 OLEAN ROAD,65026,,100000,2016,False,0,0,0,0,0,0,0,0,0,0,0,0,(573) 392-5757,2,0,0,2,0,0,False,False,6427,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
28,28-MAR-02,,False,,,A,False,False,,False,,,1014978,True,2,,False,(307) 358-1787,False,False,False,N,False,0,0,0,0,0,0,False,COLE CONCRETE CUTTING INC,False,False,,0,0,0,0,0,0,0,0,0,,DOUGLAS,US,WY,PO BOX 89,82633,02-AUG-21,5000,2020.0,False,,False,False,0,0,0,0,0,0,2,WY,False,False,,False,False,N,DOUGLAS,US,WY,1235 W RICHARDS ST,82633,,5000,2020,False,0,0,0,0,0,0,0,0,0,0,0,0,(307) 358-0878,4,0,0,2,0,0,False,False,6428,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
29,28-MAR-02,,False,,,A,False,False,,False,,SHANE HARDING TRUCKING,1014981,False,1,ROBNTHECRADLE@AOL.COM,False,,False,False,False,N,False,0,0,0,0,0,0,False,JOHNNY HARDING,False,False,True,0,0,0,0,0,0,0,0,0,,BLOOMBURG,US,TX,2632 COUNTY ROAD 4794,75556,01-FEB-22,1,2021.0,False,,False,False,0,0,0,0,0,0,1,TX,False,False,,False,False,N,BLOOMBURG,US,TX,2632 COUNTY ROAD 4794,75556,,1,2021,False,0,0,0,0,0,0,0,0,0,0,0,0,(318) 464-9100,1,0,0,1,0,0,False,False,6429,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
30,28-MAR-02,,False,,,A,False,False,,False,,IHS ENTERPRISES,1014985,False,2,,False,,False,True,False,N,False,0,0,0,0,0,0,False,THOMAS L EDWARDS JR,False,False,,0,0,0,0,0,0,0,0,0,,THE WOODLANDS,US,TX,P O BOX 130311,77393-0311,18-MAR-22,70000,2019.0,False,,False,False,0,0,0,0,0,0,2,TX,False,False,,False,False,N,THE WOODLANDS,US,TX,3 N AUTUMNWOOD WAY,77380,,70000,2019,False,0,0,0,0,0,0,0,0,0,2,0,0,(281) 705-7828,2,0,0,0,0,0,False,False,6430,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
31,28-MAR-02,,False,,,A,False,False,,False,,,1014986,False,1,LSIMMONS@HUGHES.NET,False,(843) 875-3438,False,False,False,N,False,0,0,0,0,0,0,False,L SIMMONS TRUCKING LLC,False,False,,0,0,0,0,0,0,0,0,0,,SUMMERVILLE,US,SC,1009 WILDGAME RD,29486,18-JUL-22,47260,2021.0,False,True,False,False,0,0,0,0,0,0,2,SC,False,False,,False,False,N,SUMMERVILLE,US,SC,1009 WILDGAME RD,29486,,47260,2021,False,0,0,0,0,0,0,0,0,0,0,0,0,(843) 693-8551,3,0,0,2,0,0,False,False,6431,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
32,28-MAR-02,,False,,,A,False,False,,False,,A HERRERA TRANSPORT,1014988,False,1,HERRERABETO67@GMAIL.COM,False,(619) 661-7259,False,True,False,N,False,0,0,0,0,0,0,False,ALBERTO HERRERA,False,False,,0,0,0,0,0,0,0,0,0,,TECATE,US,CA,PO BOX 369 PMB #562,91980,18-OCT-21,79360,2021.0,False,,False,False,0,0,0,0,0,0,1,CA,False,False,,False,False,N,TECATE,US,CA,446 INDUSTRIAL ST,91980,,79360,2021,False,0,0,0,0,0,0,0,0,0,0,0,0,(619) 930-0276,0,0,0,1,0,0,False,False,6432,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
