,ADD_DATE,"AGGREGATES, SAND",BEVERAGES,BUILDING MATERIALS,CARRIER_OPERATION,CHEMICALS,CLAY TARGETS EQUIPMENT,"COAL, COKE",COMMODITIES DRY BULK,CONSTRUCTION,DBA_NAME,"DIRT,SAND,GRAVEL,ASP",DOT_NUMBER,DRIVE AWAY/TOWAWAY,DRIVER_TOTAL,EMAIL_ADDRESS,EQUIPMENT,EXERCISE EQUIP,FARM SUPPLIES,FAX,FRESH PRODUCE,"GARBAGE, REFUSE, TRASH",GENERAL FREIGHT,GOLF CARTS BROCHURES GIFTS,"GRAIN, FEED, HAY",HM_FLAG,HOUSEHOLD GOODS,Hazmat Cargo Tank Trailers*_OWNED,Hazmat Cargo Tank Trailers*_TERM_LEASED,Hazmat Cargo Tank Trailers*_TRIP_LEASED,Hazmat Cargo Tank Trucks_OWNED,Hazmat Cargo Tank Trucks_TERM_LEASED,Hazmat Cargo Tank Trucks_TRIP_LEASED,INDUSTRIAL BATTERY AND CHARGERS,INT TRADE EQUIP,INTERMODAL CONTAINERS,LANDSCAPE,LEGAL_NAME,LIQUIDS/GASES,LIVESTOCK,"LOGS, POLES, BEAMS, LUMBER",Limousine 1-8*_OWNED,Limousine 1-8*_TERM_LEASED,Limousine 1-8*_TRIP_LEASED,Limousine 16+_OWNED,Limousine 16+_TERM_LEASED,Limousine 16+_TRIP_LEASED,Limousine 9-15_OWNED,Limousine 9-15_TERM_LEASED,Limousine 9-15_TRIP_LEASED,"MACHINERY, LARGE OBJECTS",MAILING_CITY,MAILING_COUNTRY,MAILING_STATE,MAILING_STREET,MAILING_ZIP,MCS150_DATE,MCS150_MILEAGE,MCS150_MILEAGE_YEAR,MEAT,"METAL; SHEETS, COILS, ROLLS",MILK,MOBILE HOMES,MOTOR VEHICLES,Mini-Bus 16+_OWNED,Mini-Bus 16+_TERM_LEASED,Mini-Bus 16+_TRIP_LEASED,Motor Coach_OWNED,Motor Coach_TERM_LEASED,Motor Coach_TRIP_LEASED,NBR_POWER_UNIT,OIC_STATE,OIL FIELD EQUIPMENT,OTHER,PAPER PRODUCTS,PASSENGERS,PC_FLAG,PHY_CITY,PHY_COUNTRY,PHY_STATE,PHY_STREET,PHY_ZIP,PRESSURE WASHER,RECENT_MILEAGE,RECENT_MILEAGE_YEAR,REFRIGERATED FOOD,SOUND EQUIPMENT,School Bus 1-8*_OWNED,School Bus 1-8*_TERM_LEASED,School Bus 1-8*_TRIP_LEASED,School Bus 16+_OWNED,School Bus 16+_TERM_LEASED,School Bus 16+_TRIP_LEASED,School Bus 9-15_OWNED,School Bus 9-15_TERM_LEASED,School Bus 9-15_TRIP_LEASED,Straight Trucks_OWNED,Straight Trucks_TERM_LEASED,Straight Trucks_TRIP_LEASED,TELEPHONE,TOOLS,TOOLS PARTS,Trailers*_OWNED,Trailers*_TERM_LEASED,Trailers*_TRIP_LEASED,Truck Tractors_OWNED,Truck Tractors_TERM_LEASED,Truck Tractors_TRIP_LEASED,U.S. MAIL,UTILITY,Unnamed: 0,VMT_SOURCE_ID,Van 1-8*_OWNED,Van 1-8*_TERM_LEASED,Van 1-8*_TRIP_LEASED,Van 9-15_OWNED,Van 9-15_TERM_LEASED,Van 9-15_TRIP_LEASED,WASTE WATER,WATER WELL,XBUILDING MATERIALS,XCONSTRUCTION,"XGARBAGE, REFUSE, TRASH","XLOGS, POLES, BEAMS, LUMBER","XMACHINERY, LARGE OBJECTS","XMETAL; SHEETS, COILS, ROLLS"
10,13-FEB-02,,False,,C,False,,False,False,,,,1004561,False,3,,,,False,,False,,True,,False,N,False,0,0,0,0,0,0,,,False,,VINCE STOCKHAUSEN INC,False,False,,0,0,0,0,0,0,0,0,0,,WEST BEND,US,WI,6706 WESTWOOD TRAIL,53090,26-JAN-02,0.0,,False,,,False,False,0,0,0,0,0,0,1.0,WI,False,False,False,False,N,WEST BEND,US,WI,6706 WESTWOOD TRAIL,53090,,0,0,False,,0,0,0,0,0,0,0,0,0,1,0,0,(262) 334-4777,,,1,0,0,0,0,0,False,False,2010,,0,0,0,0,0,0,,False,False,False,False,False,False,False
11,13-FEB-02,True,False,,C,False,,False,False,,,,1004563,False,7,MIKESSERVICE414@YAHOO.COM,,,False,(262) 628-9223,False,,False,,False,N,False,0,0,0,0,0,0,,,False,,JACKIES TRUCKING INC,False,False,,0,0,0,0,0,0,0,0,0,,SLINGER,US,WI,3629 BIRNAMWOOD DRIVE,53086,25-JAN-02,0.0,,False,,,False,False,0,0,0,0,0,0,7.0,WI,False,False,False,False,N,HUBERTUS,US,WI,1181 HWY 175,53033,,0,0,False,,0,0,0,0,0,0,0,0,0,5,1,0,(262) 628-2884,,,1,0,0,1,0,0,False,False,2011,,0,0,0,0,0,0,,False,False,False,False,False,False,False
12,13-FEB-02,,False,,C,False,,False,False,,,,1004565,False,1,,,,False,,False,,True,,False,N,False,0,0,0,0,0,0,,,False,,VICTORY LOGISTICS LLC,False,False,,0,0,0,0,0,0,0,0,0,,OKLAHOMA CITY,US,OK,2410 W MEMORIAL RD STE C533,73134,24-MAY-12,,,False,,,False,False,0,0,0,0,0,0,1.0,MI,False,False,False,False,N,DETROIT,US,MI,13800 TYLER,48227,,0,0,False,,0,0,0,0,0,0,0,0,0,0,0,0,(405) 283-0698,,,0,0,0,1,0,0,False,False,2012,,0,0,0,0,0,0,,False,False,False,False,False,False,False
13,13-FEB-02,,False,,C,False,,False,False,,BARTH MUDJACKING COMPANY,,1004566,False,1,,True,,False,(262) 677-2833,False,,False,,False,N,False,0,0,0,0,0,0,,,False,,NORMAN K GOODMAN,False,False,,0,0,0,0,0,0,0,0,0,,JACKSON,US,WI,2315 SHERMAN ROAD,53037,24-JAN-02,0.0,,False,,,False,False,0,0,0,0,0,0,1.0,WI,False,False,False,False,N,JACKSON,US,WI,2315 SHERMAN ROAD,53037,,0,0,False,,0,0,0,0,0,0,0,0,0,1,0,0,(262) 677-2612,,,0,0,0,0,0,0,False,False,2013,,0,0,0,0,0,0,,False,False,False,False,False,False,False
14,13-FEB-02,,False,,B,False,,False,False,,,,1004568,False,4,CHUCKSMW@GMAIL.COM,,,False,,False,,False,,False,N,False,0,0,0,0,0,0,,,False,,CHUCK'S EXCAVATING AND RESTORATION LLC,False,False,,0,0,0,0,0,0,0,0,0,,MANITOWISH WATERS,US,WI,5696 U S HWY 51,54545,20-MAY-19,1.0,2018.0,False,,,False,True,0,0,0,0,0,0,5.0,WI,False,False,False,False,N,MANITOWISH WATERS,US,WI,5696 U S HWY 51,54545,,1,2018,False,,0,0,0,0,0,0,0,0,0,5,0,0,(715) 543-2707,,,4,0,0,0,0,0,False,False,2014,1.0,0,0,0,0,0,0,,False,False,False,False,False,False,False
15,13-FEB-02,,False,,A,False,,False,False,,,,1004569,False,4,,,,False,,False,,True,,False,N,False,0,0,0,0,0,0,,,False,,HELLAND TRUCKING LLC,False,False,,0,0,0,0,0,0,0,0,0,,HUXLEY,US,IA,1924 NE 158TH AVE,50124,15-SEP-22,204352.0,2021.0,False,,,False,False,0,0,0,0,0,0,4.0,IA,False,False,False,False,N,HUXLEY,US,IA,1924 NE 158TH AVE,50124,,204352,2021,False,,0,0,0,0,0,0,0,0,0,0,0,0,(515) 202-5942,,,4,0,0,4,0,0,False,False,2015,1.0,0,0,0,0,0,0,,False,False,False,False,False,False,False
16,13-FEB-02,,False,,C,False,,False,False,,,,1004570,False,41,CHADM@RJJUROWSKICONSTRUCTION.COM,,,False,(715) 538-2171,False,,True,,False,N,False,0,0,0,0,0,0,,,False,,RJ JUROWSKI CONSTRUCTION INC,False,False,,0,0,0,0,0,0,0,0,0,,WHITEHALL,US,WI,PO BOX 335,54773,29-OCT-21,80000.0,2020.0,False,,,False,False,0,0,0,0,0,0,11.0,WI,False,False,False,False,N,WHITEHALL,US,WI,36385 JUROWSKI DR,54773,,80000,2020,False,,0,0,0,0,0,0,0,0,0,11,0,0,(715) 538-4661,,,3,0,0,0,0,0,False,False,2016,1.0,0,0,0,0,0,0,,False,False,False,False,False,False,False
17,13-FEB-02,,False,True,C,False,,False,False,,K L TRUCKING,,1004571,False,1,,,,False,,False,,False,,False,N,False,0,0,0,0,0,0,,,False,,KENNETH W JURGENS,False,False,,0,0,0,0,0,0,0,0,0,,HAMMOND,US,IN,1570 177TH ST,46324,13-FEB-02,0.0,,False,,,False,False,0,0,0,0,0,0,2.0,IN,False,False,False,False,N,HAMMOND,US,IN,3411 SHEFFIELD AVENUE,46327,,0,0,False,,0,0,0,0,0,0,0,0,0,1,1,0,(219) 931-7462,,,0,0,0,0,0,0,False,False,2017,,0,0,0,0,0,0,,False,False,False,False,False,False,False
18,13-FEB-02,,False,,C,False,,False,False,True,,,1004572,False,4,,,,False,(715) 823-1362,False,,False,,False,N,False,0,0,0,0,0,0,,,False,,GORDON R ZACHOW PLUMBING INC,False,False,,0,0,0,0,0,0,0,0,0,,CLINTONVILLE,US,WI,N2885 PIONEER ROAD,54929,11-DEC-01,25000.0,2000.0,False,,,False,False,0,0,0,0,0,0,6.0,WI,False,False,False,False,N,CLINTONVILLE,US,WI,N2885 PIONEER ROAD,54929,,0,0,False,,0,0,0,0,0,0,0,0,0,6,0,0,(715) 823-6393,,,1,0,0,0,0,0,False,False,2018,,0,0,0,0,0,0,,False,False,False,False,False,False,False
19,13-FEB-02,,False,,C,False,,False,False,,,,1004573,False,1,JTFORESTPRODUCTS@GMAIL.COM,,,False,,False,,True,,False,N,False,0,0,0,0,0,0,,,False,,JT FOREST PRODUCTS LLC,False,False,,0,0,0,0,0,0,0,0,0,,TOMAHAWK,US,WI,10601 SWAMP LAKE ROAD,54487,10-MAR-21,15000.0,2020.0,False,,,False,False,0,0,0,0,0,0,2.0,WI,False,False,False,False,N,TOMAHAWK,US,WI,10601 SWAMP LAKE ROAD,54487,,15000,2020,False,,0,0,0,0,0,0,0,0,0,2,0,0,(262) 441-0058,,,2,0,0,0,0,0,False,False,2019,1.0,0,0,0,0,0,0,,False,False,False,False,False,False,False
20,13-FEB-02,True,False,,C,False,,False,False,,,,1004574,False,2,,,,False,,False,,False,,False,N,False,0,0,0,0,0,0,,,False,,HENNINGS & SON INC,False,False,,0,0,0,0,0,0,0,0,0,,THIENSVILLE,US,WI,140 W FREISTADT ROAD,53092,10-MAR-06,80000.0,2005.0,False,,,False,False,0,0,0,0,0,0,3.0,WI,False,False,False,False,N,THIENSVILLE,US,WI,140 W FREISTADT ROAD,53092,,0,0,False,,0,0,0,0,0,0,0,0,0,3,0,0,(262) 242-1460,,,0,0,0,0,0,0,False,False,2020,,0,0,0,0,0,0,,False,False,False,False,False,False,False
21,13-FEB-02,,False,,C,False,,False,False,,,,1004576,False,1,EXTUNLIM@EXECPC.COM,,,False,(262) 242-9914,False,,False,,False,N,False,0,0,0,0,0,0,,,False,,EXTERIORS UNLIMITED LANDSCAPE CONTRACTORS INC,False,False,,0,0,0,0,0,0,0,0,0,True,MEQUON,US,WI,6929 W DONGES BAY ROAD,53092,18-JAN-02,0.0,,False,,,False,False,0,0,0,0,0,0,1.0,WI,False,False,False,False,N,MEQUON,US,WI,6929 W DONGES BAY ROAD,53092,,0,0,False,,0,0,0,0,0,0,0,0,0,1,0,0,(262) 242-4884,,,0,0,0,0,0,0,False,False,2021,,0,0,0,0,0,0,,False,False,False,False,False,False,False
22,13-FEB-02,,False,,C,False,,False,False,True,,,1004577,False,8,,,,False,(262) 377-5753,False,,False,,False,N,False,0,0,0,0,0,0,,,False,,DAN'S GRADING & TRENCHING INC,False,False,,0,0,0,0,0,0,0,0,0,,GRAFTON,US,WI,1965 TAMARACK TRAIL,53024,12-DEC-01,150000.0,2000.0,False,,,False,False,0,0,0,0,0,0,9.0,WI,False,False,False,False,N,GRAFTON,US,WI,1965 TAMARACK TRAIL,53024,,0,0,False,,0,0,0,0,0,0,0,0,0,7,0,0,(262) 377-1304,,,2,0,0,2,0,0,False,False,2022,,0,0,0,0,0,0,,False,False,False,False,False,False,False
23,13-FEB-02,,False,True,B,False,,False,False,,,,1004578,False,14, KAUTZAJ@YAHOO.COM ,,,False,,False,,False,,False,N,False,0,0,0,0,0,0,,,False,,KAUTZA EXCAVATING LLC,False,False,,0,0,0,0,0,0,0,0,0,,BIRNAMWOOD,US,WI,181530 SPORTSMAN DRIVE,54414,08-APR-21,390000.0,2021.0,False,,,False,False,0,0,0,0,0,0,12.0,WI,False,False,False,False,N,BIRNAMWOOD,US,WI,181530 SPORTSMAN DRIVE,54414,,390000,2021,False,,0,0,0,0,0,0,0,0,0,9,0,0,(715) 449-2635,,,6,0,0,3,0,0,False,False,2023,1.0,0,0,0,0,0,0,,False,False,False,False,False,False,False
24,13-FEB-02,,False,,C,False,,False,False,,DAN KOEHLER EXCAVATING,,1004579,False,2,,,,False,,False,,False,,False,N,False,0,0,0,0,0,0,,,False,,DANIEL ARDEN KOEHLER,False,False,,0,0,0,0,0,0,0,0,0,True,TWO RIVERS,US,WI,16026 HWY 42,54241,27-APR-21,31000.0,2020.0,False,,,False,False,0,0,0,0,0,0,3.0,WI,False,False,False,False,N,TWO RIVERS,US,WI,16026 HWY 42,54241,,31000,2020,False,,0,0,0,0,0,0,0,0,0,2,0,0,(920) 755-4476,,,2,0,0,1,0,0,False,False,2024,1.0,0,0,0,0,0,0,,False,False,False,False,False,False,False
25,13-FEB-02,,False,,A,False,,False,False,,,,1004580,False,3,QNE1963@IOWATELECOM.NET,,,False,(563) 659-2677,False,,True,,False,N,False,0,0,0,0,0,0,,,False,,NEILSON TRUCKING LLC,False,False,,0,0,0,0,0,0,0,0,0,,DELMAR,US,IA,1580 OLD HWY 61,52037,28-SEP-22,115000.0,2021.0,False,,,False,False,0,0,0,0,0,0,4.0,IA,False,False,False,False,N,DELMAR,US,IA,1580 OLD HWY 61,52037,,115000,2021,False,,0,0,0,0,0,0,0,0,0,4,0,0,(563) 659-1484,,,0,0,0,0,0,0,False,False,2025,1.0,0,0,0,0,0,0,,False,False,False,False,False,False,False
26,13-FEB-02,,False,,C,False,,False,False,,,,1004581,False,1,MSMITH@MITCHELLMETALS.COM,,,False,(715) 536-1163,False,,True,,False,N,False,0,0,0,0,0,0,,,False,,MMP OF MERRILL INC,False,False,,0,0,0,0,0,0,0,0,0,,MERRILL,US,WI,P O BOX 207,54452,30-JAN-20,10000.0,2019.0,False,,,False,False,0,0,0,0,0,0,1.0,WI,False,False,False,False,N,MERRILL,US,WI,905 S STATE STREET,54452,,0,0,False,,0,0,0,0,0,0,0,0,0,1,0,0,(715) 536-7176,,,0,0,0,0,0,0,False,False,2026,,0,0,0,0,0,0,,False,False,False,False,False,False,False
27,13-FEB-02,,False,True,C,False,,False,False,,HUNTERDON CONCRETE,,1004582,False,16,,,,False,(908) 782-2378,False,,False,,False,N,False,0,0,0,0,0,0,,,False,,OMEGA TRUCKING CO INC,False,False,,0,0,0,0,0,0,0,0,0,,FLEMINGTON,US,NJ,PO BOX 2050,08822,22-JAN-04,176000.0,2003.0,False,,,False,False,0,0,0,0,0,0,17.0,NJ,False,False,False,False,N,FLEMINGTON,US,NJ,EVERITTS RD,08822,,0,0,False,,0,0,0,0,0,0,0,0,0,17,0,0,(908) 782-3619,,,0,0,0,0,0,0,False,False,2027,,0,0,0,0,0,0,,False,False,False,False,False,False,False
28,13-FEB-02,,False,,C,False,,False,False,,,,1004583,False,6,,,,False,,False,,False,,False,N,False,0,0,0,0,0,0,,,False,,R & A SALES & SERVICE CORP,False,False,,0,0,0,0,0,0,0,0,0,,TERRE HAUTE,US,IN,1244 LAFAYETTE AVE,47804,13-FEB-02,0.0,,False,,,False,False,0,0,0,0,0,0,3.0,IN,False,False,False,False,N,TERRE HAUTE,US,IN,1244 LAFAYETTE AVE,47804,,0,0,False,,0,0,0,0,0,0,0,0,0,3,0,0,(812) 238-1757,,True,0,0,0,0,0,0,False,False,2028,,0,0,0,0,0,0,,False,False,False,False,False,False,False
29,13-FEB-02,,False,,C,False,,False,False,,,,1004589,False,13,STRATTONANDSONS@GMAIL.COM,,,False,(706) 245-7666,False,,True,,False,N,False,0,0,0,0,0,0,,,False,,STRATTON & SONS CONSTRUCTION INC,False,False,,0,0,0,0,0,0,0,0,0,,CANON,US,GA,829 CASEY RD,30520,19-SEP-22,489531.0,2021.0,False,,,False,False,0,0,0,0,0,0,20.0,GA,False,False,False,False,N,CANON,US,GA,829 CASEY RD,30520,,489531,2021,False,,0,0,0,0,0,0,0,0,0,17,0,0,(706) 246-8950,,,3,0,0,3,0,0,False,False,2029,1.0,0,0,0,0,0,0,,False,False,False,False,False,False,False
30,13-FEB-02,,False,,C,False,,False,False,,,,1004592,False,1,KENN817@BELLSOUTH.NET,,,False,(770) 979-7525,False,,False,,False,N,False,0,0,0,0,0,0,,,False,,KENNEDY'S GRADING INC,False,False,,0,0,0,0,0,0,0,0,0,True,MONCKS CORNER,US,SC,605 WEST MAIN STREET,29461,30-NOV-15,1000.0,2015.0,False,,,False,False,0,0,0,0,0,0,9.0,SC,False,False,False,False,N,MONCKS CORNER,US,SC,605 WEST MAIN STREET,29461,,0,0,False,,0,0,0,0,0,0,0,0,0,9,0,0,(770) 231-7287,,,0,0,0,0,0,0,False,False,2030,,0,0,0,0,0,0,,False,False,False,False,False,False,False
