,ADD_DATE,BEVERAGES,BUILDING MATERIALS,CARRIER_OPERATION,CHEMICALS,"COAL, COKE",COMMODITIES DRY BULK,CONCRETE PRODUCTS,CONSTRUCTION,DBA_NAME,DONATED FOOD,DOT_NUMBER,DRIVE AWAY/TOWAWAY,DRIVER_TOTAL,EMAIL_ADDRESS,EXPLOSIVES,FARM SUPPLIES,FAX,FRESH PRODUCE,FURNITURE,"GARBAGE, REFUSE, TRASH",GENERAL FREIGHT,"GRAIN, FEED, HAY",HM_FLAG,HOUSEHOLD GOODS,Hazmat Cargo Tank Trailers*_OWNED,Hazmat Cargo Tank Trailers*_TERM_LEASED,Hazmat Cargo Tank Trailers*_TRIP_LEASED,Hazmat Cargo Tank Trucks_OWNED,Hazmat Cargo Tank Trucks_TERM_LEASED,Hazmat Cargo Tank Trucks_TRIP_LEASED,INTERMODAL CONTAINERS,LAWNMOWERS,LEGAL_NAME,LIQUIDS/GASES,LIVESTOCK,"LOGS, POLES, BEAMS, LUMBER",Limousine 1-8*_OWNED,Limousine 1-8*_TERM_LEASED,Limousine 1-8*_TRIP_LEASED,Limousine 16+_OWNED,Limousine 16+_TERM_LEASED,Limousine 16+_TRIP_LEASED,Limousine 9-15_OWNED,Limousine 9-15_TERM_LEASED,Limousine 9-15_TRIP_LEASED,"MACHINERY, LARGE OBJECTS",MAILING_CITY,MAILING_COUNTRY,MAILING_STATE,MAILING_STREET,MAILING_ZIP,MCS150_DATE,MCS150_MILEAGE,MCS150_MILEAGE_YEAR,MEAT,"METAL; SHEETS, COILS, ROLLS",MOBILE HOMES,MOTOR VEHICLES,Mini-Bus 16+_OWNED,Mini-Bus 16+_TERM_LEASED,Mini-Bus 16+_TRIP_LEASED,Motor Coach_OWNED,Motor Coach_TERM_LEASED,Motor Coach_TRIP_LEASED,NBR_POWER_UNIT,"NEW CARGO TRAILERS WITH A GVW OF 10,000LBS",NEW TIRES,OIC_STATE,OIL FIELD EQUIPMENT,OTHER,PAPER PRODUCTS,PASSENGERS,PC_FLAG,PHY_CITY,PHY_COUNTRY,PHY_STATE,PHY_STREET,PHY_ZIP,RECENT_MILEAGE,RECENT_MILEAGE_YEAR,REFRIGERATED FOOD,SAND,SCRAP PLASTIC,SEPTIC WASTE,School Bus 1-8*_OWNED,School Bus 1-8*_TERM_LEASED,School Bus 1-8*_TRIP_LEASED,School Bus 16+_OWNED,School Bus 16+_TERM_LEASED,School Bus 16+_TRIP_LEASED,School Bus 9-15_OWNED,School Bus 9-15_TERM_LEASED,School Bus 9-15_TRIP_LEASED,Straight Trucks_OWNED,Straight Trucks_TERM_LEASED,Straight Trucks_TRIP_LEASED,TELEPHONE,TREES AND SHRUBS,TRUCK PARTS,Trailers*_OWNED,Trailers*_TERM_LEASED,Trailers*_TRIP_LEASED,Truck Tractors_OWNED,Truck Tractors_TERM_LEASED,Truck Tractors_TRIP_LEASED,U.S. MAIL,UTILITY,Unnamed: 0,VMT_SOURCE_ID,Van 1-8*_OWNED,Van 1-8*_TERM_LEASED,Van 1-8*_TRIP_LEASED,Van 9-15_OWNED,Van 9-15_TERM_LEASED,Van 9-15_TRIP_LEASED,WATER WELL,XBUILDING MATERIALS,XCONSTRUCTION,"XGARBAGE, REFUSE, TRASH","XLOGS, POLES, BEAMS, LUMBER","XMACHINERY, LARGE OBJECTS","XMETAL; SHEETS, COILS, ROLLS"
10,18-MAR-02,False,,A,False,False,False,,,,,1012426,False,1,FLORESTRUCKLINES2002@GMAIL.COM,,False,(623) 521-3375,False,,,True,False,N,False,0,0,0,0,0,0,False,,FLORES TRUCK LINES LLC,False,False,,0,0,0,0,0,0,0,0,0,,PHOENIX,US,AZ,5712 W INDIAN SCHOOL RD,85031,28-JUL-22,67670.0,2021.0,False,,False,False,0,0,0,0,0,0,1.0,,,AZ,False,False,False,False,N,PHOENIX,US,AZ,5712 W INDIANSCHOOL RD,85031,67670,2021,False,,,,0,0,0,0,0,0,0,0,0,0,0,0,(623) 521-3300,,,2,0,0,1,0,0,False,False,5310,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
11,18-MAR-02,False,True,C,False,False,False,,,W A CLARK TRUCKING,,1012427,False,1,,,False,,False,,,False,False,N,False,0,0,0,0,0,0,False,,WOODY A CLARK,False,False,,0,0,0,0,0,0,0,0,0,,MOREHEAD,US,KY,1275 BURTON BRANCH RD,40351,,0.0,,False,,False,False,0,0,0,0,0,0,1.0,,,KY,False,False,False,False,N,MOREHEAD,US,KY,1275 BURTON BRANCH RD,40351,0,0,False,,,,0,0,0,0,0,0,0,0,0,1,0,0,(606) 780-0370,,,0,0,0,0,0,0,False,False,5311,,0,0,0,0,0,0,False,False,False,False,False,False,False
12,18-MAR-02,False,,A,False,False,False,,,,,1012429,False,2,,,False,(608) 568-7639,False,,,False,False,N,False,0,0,0,0,0,0,False,,DIETZEL RIDGE ACRES INC,False,False,,0,0,0,0,0,0,0,0,0,True,CUBA CITY,US,WI,2888 COUNTY HWY HH,53807,22-OCT-20,35000.0,2019.0,False,,False,False,0,0,0,0,0,0,1.0,,,WI,False,False,False,False,N,CUBA CITY,US,WI,2888 COUNTY HWY HH,53807,35000,2019,False,,,,0,0,0,0,0,0,0,0,0,1,0,0,(608) 568-7639,,,2,0,0,0,0,0,False,False,5312,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
13,18-MAR-02,False,,C,False,False,False,,,,,1012431,False,3,,,False,,False,,,False,True,N,False,0,0,0,0,0,0,False,,JOSEPH E WELLNITZ,False,False,,0,0,0,0,0,0,0,0,0,,JANESVILLE,US,WI,7324 E CTH MM,53545,18-NOV-99,10000.0,1998.0,False,,False,False,0,0,0,0,0,0,1.0,,,WI,False,False,False,False,N,JANESVILLE,US,WI,7324 E CTH MM,53545,0,0,False,,,,0,0,0,0,0,0,0,0,0,1,0,0,(608) 752-2208,,,0,0,0,0,0,0,False,False,5313,,0,0,0,0,0,0,False,False,False,False,False,False,False
14,18-MAR-02,False,True,C,False,False,False,,,,,1012433,False,1,,,False,,False,,,False,False,N,False,0,0,0,0,0,0,False,,WAYNE L SCOTT,False,False,,0,0,0,0,0,0,0,0,0,,LEWISBURG,US,KY,2370 DUNMOR DEERLICK RD,42256,,0.0,,False,,False,False,0,0,0,0,0,0,1.0,,,KY,False,False,False,False,N,LEWISBURG,US,KY,2370 DUNMOR DEERLICK RD,42256,0,0,False,,,,0,0,0,0,0,0,0,0,0,1,0,0,(270) 657-2747,,,0,0,0,0,0,0,False,False,5314,,0,0,0,0,0,0,False,False,False,False,False,False,False
15,18-MAR-02,False,,C,False,False,False,,,,,1012435,False,1,GRAYLAURIE@OUTLOOK.COM,,False,(419) 797-4375,False,,,False,False,N,False,0,0,0,0,0,0,False,,M A R TECHNOLOGIES INC,False,False,,0,0,0,0,0,0,0,0,0,,PORT CLINTON,US,OH,1127 N W CATAWBA ROAD,43452,31-MAY-21,100000.0,2012.0,False,,False,False,0,0,0,0,0,0,2.0,True,,OH,False,False,False,False,N,PORT CLINTON,US,OH,1127 N W CATAWBA ROAD,43452,0,0,False,,,,0,0,0,0,0,0,0,0,0,2,0,0,(419) 797-4375,,,0,0,0,0,0,0,False,False,5315,,0,0,0,0,0,0,False,False,False,False,False,False,False
16,18-MAR-02,False,,A,False,False,False,,,GE TRUCKING,,1012440,False,12,GARY_ELLIS78@YAHOO.CA,,False,,False,,,True,False,N,False,0,0,0,0,0,0,False,,1503844 ONTARIO LTD,False,False,,0,0,0,0,0,0,0,0,0,,BROCKVILLE,CA,ON,PO BOX 50066,K6V 7M7,21-OCT-22,317000.0,2021.0,False,,False,False,0,0,0,0,0,0,8.0,,,MI,False,False,False,False,N,CHATHAM,CA,ON,124 MANNING DRIVE,N7M 0A6,317000,2021,False,,,,0,0,0,0,0,0,0,0,0,0,0,0,(519) 354-2953,,,15,0,0,8,0,0,False,False,5316,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
17,18-MAR-02,False,True,C,False,False,False,,,,,1012442,False,12,,,False,,False,,,False,False,N,False,0,0,0,0,0,0,False,,HOME PRIDE COMPANIES INC,False,False,,0,0,0,0,0,0,0,0,0,,OMAHA,US,NE,5202 Q STREET,68117,,0.0,,False,,False,False,0,0,0,0,0,0,7.0,,,NE,False,False,False,False,N,OMAHA,US,NE,5202 Q STREET,68117,0,0,False,,,,0,0,0,0,0,0,0,0,0,4,3,0,(402) 592-5577,,,0,0,0,0,0,0,False,False,5317,,0,0,0,0,0,0,False,False,False,False,False,False,False
18,18-MAR-02,False,,A,False,False,False,,,MIDWEST MARINE,,1012444,False,9,JMCWETHY@VILLAGEMARINA.COM,,False,(573) 365-1695,False,,,False,False,N,False,0,0,0,0,0,0,False,,VILLAGE MARINA,False,False,,0,0,0,0,0,0,0,0,0,,ELDON,US,MO,1 GULL ROAD,65026,29-AUG-22,34000.0,2021.0,False,,False,True,0,0,0,0,0,0,7.0,,,MO,False,False,False,False,N,ELDON,US,MO,1 GULL ROAD,65026,34000,2021,False,,,,0,0,0,0,0,0,0,0,0,7,0,0,(573) 365-1800,,,0,0,0,0,0,0,False,False,5318,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
19,18-MAR-02,False,,C,False,False,False,,,SASHAY ACRES,,1012449,False,1,SASHAYSEED@GMAIL.COM,,False,,False,,,False,False,N,False,0,0,0,0,0,0,False,,DAVID A SCHNEBBE,False,False,True,0,0,0,0,0,0,0,0,0,,EVANSVILLE,US,WI,8701 HWY 14 W,53536,27-JUN-22,7000.0,2021.0,False,,False,False,0,0,0,0,0,0,1.0,,,WI,False,False,False,False,N,EVANSVILLE,US,WI,8701 HWY 14 W,53536,7000,2021,False,,,,0,0,0,0,0,0,0,0,0,1,0,0,(608) 843-2598,,,1,0,0,0,0,0,False,False,5319,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
20,18-MAR-02,False,,C,False,False,False,,,,,1012450,False,1,,,False,(608) 868-2368,False,,,False,True,N,False,0,0,0,0,0,0,False,,MCNALLY FARMS INC,False,False,,0,0,0,0,0,0,0,0,0,,MILTON,US,WI,5928 E BINGHAM ROAD,53563-9752,21-FEB-06,1000.0,2005.0,False,,False,False,0,0,0,0,0,0,1.0,,,WI,False,False,False,False,N,MILTON,US,WI,5928 E BINGHAM ROAD,53563-9752,0,0,False,,,,0,0,0,0,0,0,0,0,0,1,0,0,(608) 868-2368,,,0,0,0,0,0,0,False,False,5320,,0,0,0,0,0,0,False,False,False,False,False,False,False
21,18-MAR-02,False,,C,False,False,False,,,GRENVIEW FARMS,,1012451,False,1,,,False,,False,,,False,False,N,False,0,0,0,0,0,0,False,,DALLAS AND ROBERT T GRENAWALT,False,True,,0,0,0,0,0,0,0,0,0,,BELOIT,US,WI,9833 W STATE HWY 213,53511,01-JUN-05,20000.0,2004.0,False,,False,False,0,0,0,0,0,0,2.0,,,WI,False,False,False,False,N,BELOIT,US,WI,10119 WEST STATE ROAD 213,53511,0,0,False,,,,0,0,0,0,0,0,0,0,0,2,0,0,(608) 879-2302,,,0,0,0,0,0,0,False,False,5321,,0,0,0,0,0,0,False,False,False,False,False,False,False
22,18-MAR-02,False,,C,False,False,False,,,,,1012454,False,1,,,False,,False,,,False,True,N,False,0,0,0,0,0,0,False,,EMERALD HEIGHTS INC,False,False,,0,0,0,0,0,0,0,0,0,,JANESVILLE,US,WI,1636 S STATE ROAD 140,53546-9799,17-NOV-99,0.0,,False,,False,False,0,0,0,0,0,0,1.0,,,WI,False,False,False,False,N,JANESVILLE,US,WI,1636 S STATE ROAD 140,53546-9799,0,0,False,,,,0,0,0,0,0,0,0,0,0,1,0,0,(608) 752-8647,,,0,0,0,0,0,0,False,False,5322,,0,0,0,0,0,0,False,False,False,False,False,False,False
23,18-MAR-02,False,,C,False,False,False,,,,,1012455,False,3,CULLENFARMINC@GMAIL.COM,,False,,False,,,False,True,N,False,0,0,0,0,0,0,False,,DEAN CULLEN FARMS INC,False,False,,0,0,0,0,0,0,0,0,0,,JANESVILLE,US,WI,2833 N HENKE ROAD,53546,28-FEB-19,1500.0,2018.0,False,,False,False,0,0,0,0,0,0,3.0,,,WI,False,False,False,False,N,JANESVILLE,US,WI,2833 N HENKE ROAD,53546,0,0,False,,,,0,0,0,0,0,0,0,0,0,1,0,0,(608) 868-7150,,,2,0,0,2,0,0,False,False,5323,,0,0,0,0,0,0,False,False,False,False,False,False,False
24,18-MAR-02,False,,C,False,False,False,,,,,1012458,False,1,,,False,,False,,,False,True,N,False,0,0,0,0,0,0,False,,HARRY W WERHANE,False,False,,0,0,0,0,0,0,0,0,0,,CLINTON,US,WI,13218 E CTH J,53525-8512,16-NOV-99,0.0,,False,,False,False,0,0,0,0,0,0,1.0,,,WI,False,False,False,False,N,CLINTON,US,WI,13218 E CTH J,53525-8512,0,0,False,,,,0,0,0,0,0,0,0,0,0,1,0,0,,,,0,0,0,0,0,0,False,False,5324,,0,0,0,0,0,0,False,False,False,False,False,False,False
25,01-JUN-74,False,,A,False,False,False,,,,,101246,False,1,TONYSVT@GMAIL.COM,,False,(215) 639-7303,False,,,False,False,N,False,0,0,0,0,0,0,False,,ACE AUTO & TRUCK PARTS INC,False,False,,0,0,0,0,0,0,0,0,0,,BENSALEM,US,PA,533 STREET ROAD,19020,04-MAY-22,16086.0,2021.0,False,,False,False,0,0,0,0,0,0,3.0,,,PA,False,False,False,False,N,BENSALEM,US,PA,533 STREET ROAD,19020,16086,2021,False,,,,0,0,0,0,0,0,0,0,0,2,0,0,(215) 639-0550,,True,3,0,0,1,0,0,False,False,5325,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
26,18-MAR-02,False,,C,False,False,False,,,,,1012462,False,1,SILVERSTONEFARMS@GMAIL.COM,,False,,False,,,False,True,N,False,0,0,0,0,0,0,False,,JEFFREY D WALLER,False,False,,0,0,0,0,0,0,0,0,0,,JANESVILLE,US,WI,3136 S MILTON SHOPIERE RD,53546,22-FEB-22,10000.0,2021.0,False,,False,False,0,0,0,0,0,0,1.0,,,WI,False,False,False,False,N,JANESVILLE,US,WI,3136 S MILTON SHOPIERE RD,53546,10000,2021,False,,,,0,0,0,0,0,0,0,0,0,0,0,0,(608) 755-1644,,,1,0,0,1,0,0,False,False,5326,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
27,18-MAR-02,False,,C,False,False,False,,,,,1012465,False,1,,,False,,False,,,False,True,N,False,0,0,0,0,0,0,False,,STUART L SHADEL JR INC,False,False,,0,0,0,0,0,0,0,0,0,,JANESVILLE,US,WI,10008 E CTH A,53546,12-NOV-99,0.0,,False,,False,False,0,0,0,0,0,0,1.0,,,WI,False,False,False,False,N,JANESVILLE,US,WI,10008 E CTH A,53546,0,0,False,,,,0,0,0,0,0,0,0,0,0,1,0,0,,,,0,0,0,0,0,0,False,False,5327,,0,0,0,0,0,0,False,False,False,False,False,False,False
28,18-MAR-02,False,,C,False,False,False,,,,,1012466,False,1,,,False,,False,,,False,True,N,False,0,0,0,0,0,0,False,,CLAUDE A RADERMACHER,False,False,,0,0,0,0,0,0,0,0,0,,EDGERTON,US,WI,161 CRAIG ROAD,53534,12-NOV-99,0.0,,False,,False,False,0,0,0,0,0,0,1.0,,,WI,False,False,False,False,N,EDGERTON,US,WI,161 CRAIG ROAD,53534,0,0,False,,,,0,0,0,0,0,0,0,0,0,1,0,0,(608) 884-4170,,,0,0,0,0,0,0,False,False,5328,,0,0,0,0,0,0,False,False,False,False,False,False,False
29,18-MAR-02,False,,C,False,False,False,,,,,1012467,False,1,,,False,,False,,,False,True,N,False,0,0,0,0,0,0,False,,LAWRENCE E PHALIN,False,False,,0,0,0,0,0,0,0,0,0,,EVANSVILLE,US,WI,7026 W FENRICK ROAD,53536,12-NOV-99,0.0,,False,,False,False,0,0,0,0,0,0,1.0,,,WI,False,False,False,False,N,EVANSVILLE,US,WI,7026 W FENRICK ROAD,53536,0,0,False,,,,0,0,0,0,0,0,0,0,0,1,0,0,(608) 876-6271,,,0,0,0,0,0,0,False,False,5329,,0,0,0,0,0,0,False,False,False,False,False,False,False
30,18-MAR-02,False,,C,False,False,False,,,,,1012470,False,1,,,False,,False,,,True,False,N,False,0,0,0,0,0,0,False,,DELBERT GAMBREL JR,False,False,,0,0,0,0,0,0,0,0,0,,WALKER,US,KY,HC 88 BOX 336,40997-0336,,0.0,,False,,False,False,0,0,0,0,0,0,1.0,,,KY,False,False,False,False,N,WALKER,US,KY,HC 88 BOX 336,40997,0,0,False,,,,0,0,0,0,0,0,0,0,0,1,0,0,(606) 542-4470,,,0,0,0,0,0,0,False,False,5330,,0,0,0,0,0,0,False,False,False,False,False,False,False
31,18-MAR-02,False,,A,False,False,False,,,ENVISION SOLUTIONS GROUP,,1012473,False,1,AGAULIN@ENVISIONSOLUTIONSGROUP.COM,,False,(401) 726-8470,False,,,True,False,N,False,0,0,0,0,0,0,False,,PLASTICS PLUS INC,False,False,,0,0,0,0,0,0,0,0,0,,CUMBERLAND,US,RI,51 ABBOTT STREET,02864,15-FEB-21,67853.0,2021.0,False,,False,False,0,0,0,0,0,0,2.0,,,RI,False,False,False,False,N,CUMBERLAND,US,RI,51 ABBOTT STREET,02864,67853,2021,False,,,,0,0,0,0,0,0,0,0,0,2,0,0,(401) 727-1447,,,0,0,0,0,0,0,False,False,5331,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
32,18-MAR-02,False,,C,False,False,False,,,,,1012474,False,1,,,False,,False,,,False,True,N,False,0,0,0,0,0,0,False,,ULRICH H NAGEL,False,False,,0,0,0,0,0,0,0,0,0,,EDGERTON,US,WI,7002 W CTH M,53534-8830,15-NOV-99,0.0,,False,,False,False,0,0,0,0,0,0,1.0,,,WI,False,False,False,False,N,EDGERTON,US,WI,7002 W CTH M,53534-8830,0,0,False,,,,0,0,0,0,0,0,0,0,0,1,0,0,(608) 884-6665,,,0,0,0,0,0,0,False,False,5332,,0,0,0,0,0,0,False,False,False,False,False,False,False
