,ADD_DATE,BAKED FOODS,BEVERAGES,BUILDING MATERIALS,CARRIER_OPERATION,CHEMICALS,"COAL, COKE",COMMODITIES DRY BULK,CONSTRUCTION,DBA_NAME,DOT_NUMBER,DRIVE AWAY/TOWAWAY,DRIVER_TOTAL,EMAIL_ADDRESS,FARM SUPPLIES,FAX,FRESH PRODUCE,"GARBAGE, REFUSE, TRASH",GENERAL FREIGHT,"GRAIN, FEED, HAY",HM_FLAG,HOUSEHOLD GOODS,Hazmat Cargo Tank Trailers*_OWNED,Hazmat Cargo Tank Trailers*_TERM_LEASED,Hazmat Cargo Tank Trailers*_TRIP_LEASED,Hazmat Cargo Tank Trucks_OWNED,Hazmat Cargo Tank Trucks_TERM_LEASED,Hazmat Cargo Tank Trucks_TRIP_LEASED,INTERMODAL CONTAINERS,LANDSCAPE MAT.,LAWN CARE,LEGAL_NAME,LIQUIDS/GASES,LIVESTOCK,"LOGS, POLES, BEAMS, LUMBER",Limousine 1-8*_OWNED,Limousine 1-8*_TERM_LEASED,Limousine 1-8*_TRIP_LEASED,Limousine 16+_OWNED,Limousine 16+_TERM_LEASED,Limousine 16+_TRIP_LEASED,Limousine 9-15_OWNED,Limousine 9-15_TERM_LEASED,Limousine 9-15_TRIP_LEASED,"MACHINERY, LARGE OBJECTS",MAILING_CITY,MAILING_COUNTRY,MAILING_STATE,MAILING_STREET,MAILING_ZIP,MCS150_DATE,MCS150_MILEAGE,MCS150_MILEAGE_YEAR,MEAT,"METAL; SHEETS, COILS, ROLLS",MINTROOTS,MOBILE HOMES,MOTOR VEHICLES,Mini-Bus 16+_OWNED,Mini-Bus 16+_TERM_LEASED,Mini-Bus 16+_TRIP_LEASED,Motor Coach_OWNED,Motor Coach_TERM_LEASED,Motor Coach_TRIP_LEASED,NBR_POWER_UNIT,OIC_STATE,OIL FIELD EQUIPMENT,OTHER,PAPER PRODUCTS,PASSENGERS,PC_FLAG,PHY_CITY,PHY_COUNTRY,PHY_STATE,PHY_STREET,PHY_ZIP,RECENT_MILEAGE,RECENT_MILEAGE_YEAR,REFRIGERATED FOOD,SAND,SAND & GRAVEL,SEPTIC,SEPTIC REFUGE WASTE,School Bus 1-8*_OWNED,School Bus 1-8*_TERM_LEASED,School Bus 1-8*_TRIP_LEASED,School Bus 16+_OWNED,School Bus 16+_TERM_LEASED,School Bus 16+_TRIP_LEASED,School Bus 9-15_OWNED,School Bus 9-15_TERM_LEASED,School Bus 9-15_TRIP_LEASED,Straight Trucks_OWNED,Straight Trucks_TERM_LEASED,Straight Trucks_TRIP_LEASED,TELEPHONE,TIRES,Trailers*_OWNED,Trailers*_TERM_LEASED,Trailers*_TRIP_LEASED,Truck Tractors_OWNED,Truck Tractors_TERM_LEASED,Truck Tractors_TRIP_LEASED,U.S. MAIL,UTILITY,Unnamed: 0,VMT_SOURCE_ID,Van 1-8*_OWNED,Van 1-8*_TERM_LEASED,Van 1-8*_TRIP_LEASED,Van 9-15_OWNED,Van 9-15_TERM_LEASED,Van 9-15_TRIP_LEASED,WATER WELL,XBUILDING MATERIALS,XCONSTRUCTION,"XGARBAGE, REFUSE, TRASH","XLOGS, POLES, BEAMS, LUMBER","XMACHINERY, LARGE OBJECTS","XMETAL; SHEETS, COILS, ROLLS"
10,12-MAR-02,,False,True,A,False,False,False,,,1010891,False,1.0,DHOLTZER@GMAIL.COM,False,,False,,False,False,N,False,0,0,0,0,0,0,False,,,MOUNTAIN VALLEY RESOURCES LLC,False,False,,0,0,0,0,0,0,0,0,0,,MORGANTOWN,US,WV,1725 4-H CAMP ROAD,26508,03-DEC-21,10000.0,2020.0,False,,,False,False,0,0,0,0,0,0,5,WV,False,False,False,False,N,MORGANTOWN,US,WV,1725 4-H CAMP ROAD,26508,10000,2020,False,,,,,0,0,0,0,0,0,0,0,0,4,0,0,(304) 291-2111,,3,0,0,1,0,0,False,False,4610,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
11,12-MAR-02,,False,,C,False,False,False,,MAMA FISH HATCHERY,1010896,False,1.0,,False,,False,,False,True,N,False,0,0,0,0,0,0,False,,,DAVID J DENZINE,False,False,,0,0,0,0,0,0,0,0,0,,PHILLIPS,US,WI,W7703 SHORTCUT ROAD,54555,21-AUG-01,0.0,,False,,,False,False,0,0,0,0,0,0,1,WI,False,False,False,False,N,PHILLIPS,US,WI,W7703 SHORTCUT ROAD,54555,0,0,False,,,,,0,0,0,0,0,0,0,0,0,1,0,0,(715) 339-2665,,0,0,0,0,0,0,False,False,4611,,0,0,0,0,0,0,False,False,False,False,False,False,False
12,12-MAR-02,,False,,C,False,False,False,,,1010900,False,2.0,,False,,False,,False,True,N,False,0,0,0,0,0,0,False,,,MELODY PINES FARM INC,False,False,,0,0,0,0,0,0,0,0,0,,ELK MOUND,US,WI,E9436 490TH AVENUE,54739-9345,06-AUG-01,10000.0,2000.0,False,,,False,False,0,0,0,0,0,0,2,WI,False,False,False,False,N,ELK MOUND,US,WI,E9436 490TH AVENUE,54739-9345,0,0,False,,,,,0,0,0,0,0,0,0,0,0,2,0,0,,,0,0,0,0,0,0,False,False,4612,,0,0,0,0,0,0,False,False,False,False,False,False,False
13,12-MAR-02,,False,,C,False,False,False,,SOLBERG FARMS,1010903,False,1.0,,False,,False,,False,True,N,False,0,0,0,0,0,0,False,,,LARRY SOLBERG,False,False,,0,0,0,0,0,0,0,0,0,,ELK MOUND,US,WI,5231 CTH MS,54739,04-AUG-01,10000.0,2000.0,False,,,False,False,0,0,0,0,0,0,1,WI,False,False,False,False,N,ELK MOUND,US,WI,5231 CTH MS,54739,0,0,False,,,,,0,0,0,0,0,0,0,0,0,1,0,0,,,0,0,0,0,0,0,False,False,4613,,0,0,0,0,0,0,False,False,False,False,False,False,False
14,12-MAR-02,,False,,C,False,False,False,,,1010906,False,1.0,,False,,False,,False,True,N,False,0,0,0,0,0,0,False,,,VELKOMMEN ACRES INC,False,False,,0,0,0,0,0,0,0,0,0,,ELK MOUND,US,WI,E9482 290TH AVENUE,54739,02-AUG-01,0.0,,False,,,False,False,0,0,0,0,0,0,1,WI,False,False,False,False,N,ELK MOUND,US,WI,E9482 290TH AVENUE,54739,0,0,False,,,,,0,0,0,0,0,0,0,0,0,1,0,0,,,0,0,0,0,0,0,False,False,4614,,0,0,0,0,0,0,False,False,False,False,False,False,False
15,12-MAR-02,,False,,C,False,False,False,True,,1010908,False,2.0,,False,,False,,False,False,N,False,0,0,0,0,0,0,False,,,ALFORD HAULING INC,False,False,,0,0,0,0,0,0,0,0,0,,BRUCE,US,FL,10672 COUNTY HIGHWAY 3280,32455,07-AUG-22,10000.0,2021.0,False,,,False,False,0,0,0,0,0,0,2,FL,False,False,False,False,N,BRUCE,US,FL,10672 COUNTY HIGHWAY 3280,32455,10000,2021,False,,,,,0,0,0,0,0,0,0,0,0,2,0,0,(850) 259-2904,,2,0,0,0,0,0,False,False,4615,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
16,12-MAR-02,,False,,C,False,False,False,,,1010909,False,1.0,,False,,False,,False,True,N,False,0,0,0,0,0,0,False,,,HARRISON FARMS INC,False,False,,0,0,0,0,0,0,0,0,0,,ELK MOUND,US,WI,1695 20TH AVENUE,54739,08-AUG-01,0.0,,False,,,False,False,0,0,0,0,0,0,1,WI,False,False,False,False,N,ELK MOUND,US,WI,1695 20TH AVENUE,54739,0,0,False,,,,,0,0,0,0,0,0,0,0,0,1,0,0,,,0,0,0,0,0,0,False,False,4616,,0,0,0,0,0,0,False,False,False,False,False,False,False
17,12-MAR-02,,False,,C,False,False,False,,,1010911,False,1.0,,False,,False,,False,True,N,False,0,0,0,0,0,0,False,,,LUTHER I GROHN,False,False,,0,0,0,0,0,0,0,0,0,,ELK MOUND,US,WI,N3189 CTH H,54739,09-AUG-01,0.0,,False,,,False,False,0,0,0,0,0,0,5,WI,False,False,False,False,N,ELK MOUND,US,WI,N3189 CTH H,54739,0,0,False,,,,,0,0,0,0,0,0,0,0,0,5,0,0,(715) 874-6558,,0,0,0,0,0,0,False,False,4617,,0,0,0,0,0,0,False,False,False,False,False,False,False
18,12-MAR-02,,False,,C,False,False,False,,,1010912,False,1.0,,False,(715) 879-4464,False,,False,True,N,False,0,0,0,0,0,0,False,,,GILBERTSON FARMS INC,False,False,,0,0,0,0,0,0,0,0,0,,ELK MOUND,US,WI,1176 20TH AVENUE,54739,06-AUG-01,0.0,,False,,,False,False,0,0,0,0,0,0,1,WI,False,False,False,False,N,ELK MOUND,US,WI,1176 20TH AVENUE,54739,0,0,False,,,,,0,0,0,0,0,0,0,0,0,1,0,0,(715) 879-5251,,0,0,0,0,0,0,False,False,4618,,0,0,0,0,0,0,False,False,False,False,False,False,False
19,12-MAR-02,,False,,C,False,False,False,,RODNEY WARD HAULING,1010917,False,1.0,,False,(704) 462-2109,False,,True,False,N,False,0,0,0,0,0,0,False,,,RODNEY BRENT WARD,False,False,,0,0,0,0,0,0,0,0,0,,VALE,US,NC,P O BOX 74,28168,01-FEB-22,82850.0,2020.0,False,,,False,False,0,0,0,0,0,0,1,NC,False,False,False,False,N,VALE,US,NC,9251 HWY 10 WEST,28168,82850,2020,False,,,,,0,0,0,0,0,0,0,0,0,0,0,0,(704) 462-2108,,0,0,0,1,0,0,False,False,4619,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
20,12-MAR-02,,False,,A,False,False,False,,,1010920,False,7.0,TIM@KRESSXPRESS.COM,False,,False,,True,False,N,False,0,0,0,0,0,0,False,,,KRESS XPRESS TRANSPORTATION INC,False,False,,0,0,0,0,0,0,0,0,0,,CHINO HILLS,US,CA,PO BOX 1090,91709,10-OCT-22,425000.0,2020.0,False,,,False,False,0,0,0,0,0,0,11,CA,False,False,False,False,N,POMONA,US,CA,2300 S RESERVOIR ST  SUITE 301,91766,425000,2020,False,,,,,0,0,0,0,0,0,0,0,0,3,0,0,(909) 590-7507,,11,0,0,8,0,0,False,False,4620,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
21,12-MAR-02,,False,,C,False,False,False,,,1010921,False,1.0,,False,,False,,False,True,N,False,0,0,0,0,0,0,False,,,STEVEN FALKNER,False,False,,0,0,0,0,0,0,0,0,0,,ELK MOUND,US,WI,E9035 CTH E,54739,09-AUG-01,1000.0,2000.0,False,,,False,False,0,0,0,0,0,0,1,WI,False,False,False,False,N,ELK MOUND,US,WI,E9035 CTH E,54739,0,0,False,,,,,0,0,0,0,0,0,0,0,0,1,0,0,(715) 874-6696,,0,0,0,0,0,0,False,False,4621,,0,0,0,0,0,0,False,False,False,False,False,False,False
22,12-MAR-02,,False,,A,False,False,False,,COLE ELECTRIC COMPANY,1010924,False,3.0,JOHNB@COLEELECTRICMS.COM,False,(404) 472-1205,False,,True,False,N,False,0,0,0,0,0,0,False,,,COLE TECHNOLOGY INC,False,False,,0,0,0,0,0,0,0,0,0,,ATLANTA,US,GA,3980 MARTIN LUTHER KING JR DR,30336,08-JUN-22,10000.0,2021.0,False,,,False,False,0,0,0,0,0,0,4,GA,False,False,False,False,N,ATLANTA,US,GA,3980 MARTIN LUTHER KING JR DR,30336,10000,2021,False,,,,,0,0,0,0,0,0,0,0,0,4,0,0,(404) 691-9119,,0,0,0,0,0,0,False,False,4622,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
23,12-MAR-02,,False,,A,False,False,False,,COASTAL CARRIER MOVING & STORAGE COMPANY,1010926,False,19.0,JAMES@COASTALCARRIER.COM,False,(910) 254-4546,False,,False,False,N,True,0,0,0,0,0,0,False,,,COASTAL CARRIERS INC,False,False,,0,0,0,0,0,0,0,0,0,,WILMINGTON,US,NC,312 RALEIGH ST SUITE 8,28412,03-MAY-22,644000.0,2019.0,False,,,False,False,0,0,0,0,0,0,20,NC,False,False,False,False,N,WILMINGTON,US,NC,312 RALEIGH ST SUITE 8,28412,644000,2019,False,,,,,0,0,0,0,0,0,0,0,0,16,0,0,(910) 392-4916,,5,0,0,4,0,0,False,False,4623,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
24,12-MAR-02,,False,,C,False,False,False,,MATTHEWS EXCAVATING,1010927,False,1.0,,False,,False,,True,False,N,False,0,0,0,0,0,0,False,,,MARION D MATTHEWS,False,False,,0,0,0,0,0,0,0,0,0,,INKOM,US,ID,PO BOX 535,83245,,0.0,,False,,,False,False,0,0,0,0,0,0,1,ID,False,False,False,False,N,INKOM,US,ID,1040 N RAPID CREEK,83245,0,0,False,,,,,0,0,0,0,0,0,0,0,0,1,0,0,(208) 725-3608,,1,0,0,0,0,0,False,False,4624,,0,0,0,0,0,0,False,False,False,False,False,False,False
25,12-MAR-02,,False,,A,False,False,False,,,1010932,False,1.0,DISPATCH@CONTINENTALEXPRESSOFWASHINGTONLLC.COM,False,,False,,True,False,N,False,0,0,0,0,0,0,False,,,CONTINENTAL EXPRESS OF WASHINGTON LLC,False,False,,0,0,0,0,0,0,0,0,0,,BATTLE GROUND,US,WA,609 S 6TH CT,98604,22-MAR-21,1.0,2021.0,False,,,False,False,0,0,0,0,0,0,2,WA,False,False,False,False,N,BATTLE GROUND,US,WA,609 S 6TH CT,98604,1,2021,False,,,,,0,0,0,0,0,0,0,0,0,2,0,0,(360) 450-1700,,0,0,0,0,0,0,False,False,4625,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
26,12-MAR-02,,False,,C,False,False,False,,,1010937,False,5.0,GCHAMBERLAIN@NICEVILLECCLUMBER.COM,False,(850) 678-3269,False,,True,False,N,False,0,0,0,0,0,0,False,,,NICEVILLE CASH & CARRY INC,False,False,,0,0,0,0,0,0,0,0,0,,NICEVILLE,US,FL,POST OFFICE BOX 368,32588,20-OCT-22,1.0,2021.0,False,,,False,False,0,0,0,0,0,0,12,FL,False,False,False,False,N,NICEVILLE,US,FL,500 NICEVILLE AVE,32578,1,2021,False,,,,,0,0,0,0,0,0,0,0,0,12,0,0,(850) 678-5186,,0,0,0,0,0,0,False,False,4626,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
27,12-MAR-02,,False,,C,False,False,False,,,1010939,False,2.0,,False,(310) 538-5092,False,,True,False,N,False,0,0,0,0,0,0,False,,,CHARLES A GRIEGER INC,False,False,,0,0,0,0,0,0,0,0,0,,REDONDO BEACH,US,CA,P O BOX 1688,90278,12-FEB-08,0.0,,False,,,False,False,0,0,0,0,0,0,3,CA,False,False,False,False,N,REDONDO BEACH,US,CA,2110 GATES AVENUE,90278,0,0,False,,,,,0,0,0,0,0,0,0,0,0,2,0,0,(310) 538-4705,,1,0,0,1,0,0,False,False,4627,,0,0,0,0,0,0,False,False,False,False,False,False,False
28,12-MAR-02,,False,,C,False,False,False,,,1010942,False,1.0,,False,,False,,False,False,N,False,0,0,0,0,0,0,False,,,FRANK DUMMER SR,False,True,,0,0,0,0,0,0,0,0,0,,ELK MOUND,US,WI,RR 3 BOX 3008,54739,16-AUG-01,0.0,,False,,,False,False,0,0,0,0,0,0,1,WI,False,False,False,False,N,ELK MOUND,US,WI,RR 3 BOX 3008,54739,0,0,False,,,,,0,0,0,0,0,0,0,0,0,1,0,0,(715) 879-5401,,0,0,0,0,0,0,False,False,4628,,0,0,0,0,0,0,False,False,False,False,False,False,False
29,12-MAR-02,,False,,C,False,False,False,,JON HANCOCK FARMS,1010944,False,4.0,JOHNHANCOCK1@HOTMAIL.COM,False,,False,,False,True,N,False,0,0,0,0,0,0,False,,,JON HANCOCK,False,False,,0,0,0,0,0,0,0,0,0,,LAFAYETTE,US,KY,640 OLD CLARKSVILLE PIKE,42254,03-APR-22,125000.0,2021.0,False,,,False,False,0,0,0,0,0,0,11,KY,False,False,False,False,N,LAFAYETTE,US,KY,640 OLD CLARKSVILLE PIKE,42254,125000,2021,False,,,,,0,0,0,0,0,0,0,0,0,0,0,0,(270) 839-3438,,11,0,0,11,0,0,False,False,4629,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
30,12-MAR-02,,False,,C,False,False,False,True,ACTION CONCRETE PUMPING CO,1010945,False,6.0,,False,(918) 684-6032,False,,False,False,N,False,0,0,0,0,0,0,False,,,PT LEASING,False,False,,0,0,0,0,0,0,0,0,0,,MUSKOGEE,US,OK,PO BOX 3154,74402-3154,13-MAY-02,0.0,,False,,,False,False,0,0,0,0,0,0,5,OK,False,False,False,False,N,MUSKOGEE,US,OK,1918 N 11TH STREET,74401,0,0,False,,,,,0,0,0,0,0,0,0,0,0,5,0,0,(918) 682-9033,,1,0,0,0,0,0,False,False,4630,,0,0,0,0,0,0,False,False,False,False,False,False,False
31,12-MAR-02,,False,,C,False,False,False,,,1010946,False,1.0,,False,,False,,True,False,N,False,0,0,0,0,0,0,False,,,SERVIO TULIO GAVILAN,False,False,,0,0,0,0,0,0,0,0,0,,HIALEAH,US,FL,6700 NW 186ST APT 309,33015,26-FEB-02,47000.0,2001.0,False,,,False,False,0,0,0,0,0,0,1,FL,False,False,False,False,N,HIALEAH,US,FL,6700 NW 186ST APT 309,33015,0,0,False,,,,,0,0,0,0,0,0,0,0,0,1,0,0,(305) 825-9560,,0,0,0,0,0,0,False,False,4631,,0,0,0,0,0,0,False,False,False,False,False,False,False
32,12-MAR-02,,False,,A,False,False,False,,LIMOUSINE BY A TOUCH OF CLASS,1010947,False,2.0,,False,,False,,False,False,N,False,0,0,0,0,0,0,False,,,PPDD LLC,False,False,,1,0,0,0,0,0,2,0,0,,CLARKSBURG,US,WV,214 MEIGS AVE,26301-2108,23-JUN-22,50.0,2021.0,False,,,False,False,0,0,0,0,0,0,2,WV,False,False,False,True,Y,CLARKSBURG,US,WV,214 MEIGS AVE,26301-2108,50,2021,False,,,,,0,0,0,0,0,0,0,0,0,0,0,0,(304) 624-3101,,0,0,0,0,0,0,False,False,4632,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
