,ADD_DATE,AUTO TOOLS,AUTO TOOLS EQUIP,BAKED FOODS,BAKED GOODS,BEVERAGES,BUILDING MATERIALS,CARRIER_OPERATION,CHEMICALS,"COAL, COKE",COMMODITIES DRY BULK,CONSTRUCTION,DBA_NAME,DOT_NUMBER,DRIVE AWAY/TOWAWAY,DRIVER_TOTAL,EMAIL_ADDRESS,FARM SUPPLIES,FAX,FRESH PRODUCE,"GARBAGE, REFUSE, TRASH",GENERAL FREIGHT,"GRAIN, FEED, HAY",HM_FLAG,HOUSEHOLD GOODS,Hazmat Cargo Tank Trailers*_OWNED,Hazmat Cargo Tank Trailers*_TERM_LEASED,Hazmat Cargo Tank Trailers*_TRIP_LEASED,Hazmat Cargo Tank Trucks_OWNED,Hazmat Cargo Tank Trucks_TERM_LEASED,Hazmat Cargo Tank Trucks_TRIP_LEASED,INTERMODAL CONTAINERS,LANDSCAPE,LAWN CARE,LAWN CARE EQUIPMENT,LEGAL_NAME,LIQUIDS/GASES,LIVESTOCK,"LOGS, POLES, BEAMS, LUMBER",Limousine 1-8*_OWNED,Limousine 1-8*_TERM_LEASED,Limousine 1-8*_TRIP_LEASED,Limousine 16+_OWNED,Limousine 16+_TERM_LEASED,Limousine 16+_TRIP_LEASED,Limousine 9-15_OWNED,Limousine 9-15_TERM_LEASED,Limousine 9-15_TRIP_LEASED,"MACHINERY, LARGE OBJECTS",MAILING_CITY,MAILING_COUNTRY,MAILING_STATE,MAILING_STREET,MAILING_ZIP,MCS150_DATE,MCS150_MILEAGE,MCS150_MILEAGE_YEAR,MEAT,"METAL; SHEETS, COILS, ROLLS",MOBILE HOMES,MOTOR VEHICLES,Mini-Bus 16+_OWNED,Mini-Bus 16+_TERM_LEASED,Mini-Bus 16+_TRIP_LEASED,Motor Coach_OWNED,Motor Coach_TERM_LEASED,Motor Coach_TRIP_LEASED,NBR_POWER_UNIT,OIC_STATE,OIL FIELD EQUIPMENT,OTHER,PAPER PRODUCTS,PASSENGERS,PC_FLAG,PHY_CITY,PHY_COUNTRY,PHY_STATE,PHY_STREET,PHY_ZIP,PORTABLE RESTROOMS,RECENT_MILEAGE,RECENT_MILEAGE_YEAR,REFRIGERATED FOOD,ROAD BLDG MATERIALS,SEPTIC TANK WASTE,SEPTIC WASTE,School Bus 1-8*_OWNED,School Bus 1-8*_TERM_LEASED,School Bus 1-8*_TRIP_LEASED,School Bus 16+_OWNED,School Bus 16+_TERM_LEASED,School Bus 16+_TRIP_LEASED,School Bus 9-15_OWNED,School Bus 9-15_TERM_LEASED,School Bus 9-15_TRIP_LEASED,Straight Trucks_OWNED,Straight Trucks_TERM_LEASED,Straight Trucks_TRIP_LEASED,TELEPHONE,TRACTORS/MOWERS,TRASH,Trailers*_OWNED,Trailers*_TERM_LEASED,Trailers*_TRIP_LEASED,Truck Tractors_OWNED,Truck Tractors_TERM_LEASED,Truck Tractors_TRIP_LEASED,U.S. MAIL,UTILITY,Unnamed: 0,VMT_SOURCE_ID,Van 1-8*_OWNED,Van 1-8*_TERM_LEASED,Van 1-8*_TRIP_LEASED,Van 9-15_OWNED,Van 9-15_TERM_LEASED,Van 9-15_TRIP_LEASED,WATER WELL,XBUILDING MATERIALS,XCONSTRUCTION,"XGARBAGE, REFUSE, TRASH","XLOGS, POLES, BEAMS, LUMBER","XMACHINERY, LARGE OBJECTS","XMETAL; SHEETS, COILS, ROLLS"
10,09-MAY-02,,,,,False,,C,False,False,False,,,1027314,False,3,,False,(714) 664-0210,False,,False,False,N,False,0,0,0,0,0,0,False,,,,GREEN STAR VENTURES LTD,False,False,,0,0,0,0,0,0,0,0,0,,BUENA PARK,US,CA,P O BOX 5667,90622-5667,24-APR-02,0,,False,,False,False,0,0,0,0,0,0,3.0,CA,False,False,False,False,N,SANTA ANA,US,CA,1601 W CIVIC CENTER,92703,,0,0,False,,,,0,0,0,0,0,0,0,0,0,0,0,0,(714) 664-0210,,,0,0,0,3,0,0,True,False,10910,,0,0,0,0,0,0,False,False,False,False,False,False,False
11,09-MAY-02,,,,,False,,C,False,False,False,,,1027319,False,1,,False,,False,True,False,False,N,False,0,0,0,0,0,0,False,,,,E & C TRUCKING,False,False,,0,0,0,0,0,0,0,0,0,,KISSIMMEE,US,FL,1970 E OSCEOLA PARKWAY # 239,34743,30-APR-02,0,,False,,False,False,0,0,0,0,0,0,1.0,FL,False,False,False,False,N,KISSIMMEE,US,FL,1970 E OSCEOLA PARKWAY # 239,34743,,0,0,False,,,,0,0,0,0,0,0,0,0,0,0,0,0,(407) 935-1486,,,1,0,0,1,0,0,False,False,10911,,0,0,0,0,0,0,False,False,False,False,False,False,False
12,09-MAY-02,,,,,False,,A,False,False,False,,B & G MOVERS,1027327,False,2,BGMOVERS@TAMPABAY.RR.COM,False,(813) 782-3400,False,,True,False,N,False,0,0,0,0,0,0,False,,,,B & G ENTERPRISES OF PASCO INC,False,False,,0,0,0,0,0,0,0,0,0,,ZEPHYRHILLS,US,FL,34234 STATE ROAD 54 WEST,33543,23-APR-20,40000,2015.0,False,,False,False,0,0,0,0,0,0,2.0,FL,False,False,False,False,N,ZEPHYRHILLS,US,FL,34234 STATE ROAD 54 WEST,33543,,0,0,False,,,,0,0,0,0,0,0,0,0,0,2,0,0,(813) 782-0014,,,0,0,0,0,0,0,False,False,10912,,0,0,0,0,0,0,False,False,False,False,False,False,False
13,09-MAY-02,,,,,False,,A,False,False,False,,BRAYERS AUTO SERVICE,1027328,False,3,,False,(570) 347-8888,False,,False,False,N,False,0,0,0,0,0,0,False,,,,RICHARD J BRAYER JR,False,False,,0,0,0,0,0,0,0,0,0,,SCRATON,US,PA,1013 FERDINAND STREET,18508,01-SEP-22,30000,2015.0,False,,False,True,0,0,0,0,0,0,5.0,PA,False,False,False,False,N,SCRATON,US,PA,1013 FERDINAND STREET,18508,,30000,2015,False,,,,0,0,0,0,0,0,0,0,0,4,0,0,(570) 963-8888,,,1,0,0,1,0,0,False,False,10913,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
14,09-MAY-02,,,,,False,,C,False,False,False,,,1027335,False,1,WELLDONETRUCKING@GMAIL.COM,False,,False,,True,False,N,False,0,0,0,0,0,0,False,,,,WELL DONE TRUCKING INC,False,False,,0,0,0,0,0,0,0,0,0,,JERSEY CITY,US,NJ,102 WEBSTER AVENUE 2ND FLOOR,07307,02-AUG-16,5226,2015.0,False,,False,False,0,0,0,0,0,0,1.0,NJ,False,False,False,False,N,JERSEY CITY,US,NJ,102 WEBSTER AVENUE 2ND FLOOR,07307,,0,0,False,,,,0,0,0,0,0,0,0,0,0,1,0,0,(917) 709-2394,,,0,0,0,0,0,0,False,False,10914,,0,0,0,0,0,0,False,False,False,False,False,False,False
15,09-MAY-02,,,,,False,,C,False,False,False,,,1027341,False,7,,False,(865) 947-7391,False,,True,False,N,False,0,0,0,0,0,0,False,,,,JLG EXPRESS LLC,False,False,,0,0,0,0,0,0,0,0,0,,KNOXVILLE,US,TN,6908 GREENBROOK DR,37931,23-DEC-05,128054,2002.0,False,,False,False,0,0,0,0,0,0,7.0,TN,False,False,False,False,N,KNOXVILLE,US,TN,6908 GREENBROOK DR,37931,,0,0,False,,,,0,0,0,0,0,0,0,0,0,0,0,0,(865) 388-9791,,,5,5,0,2,5,0,False,False,10915,,0,0,0,0,0,0,False,False,False,False,False,False,False
16,09-MAY-02,,,,,False,,A,False,False,False,,REYES TOTAL VEHICLE EXPRESS,1027345,False,1,,False,(866) 260-3371,False,,True,False,N,False,0,0,0,0,0,0,False,,,,ENRIQUE REYES,False,False,,0,0,0,0,0,0,0,0,0,,PENDLETON,US,OR,218 SW 7TH ST,97801,24-MAY-22,108100,2021.0,False,,False,False,0,0,0,0,0,0,1.0,OR,False,False,False,False,N,PENDLETON,US,OR,218 SW 7TH ST,97801,,108100,2021,False,,,,0,0,0,0,0,0,0,0,0,0,0,0,(541) 278-1181,,,1,0,0,1,0,0,False,False,10916,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
17,09-MAY-02,,,,,False,,C,False,False,False,,,1027352,False,1,,False,(662) 676-9896,False,,False,False,N,False,0,0,0,0,0,0,False,,,,BAY LAND & TIMBER INC,False,False,True,0,0,0,0,0,0,0,0,0,,RED BAY,US,AL,PO BOX 733,35582,28-FEB-03,0,,False,,False,False,0,0,0,0,0,0,1.0,MS,False,False,False,False,N,GOLDEN,US,MS,24791 HWY 23 NORTH,38847,,0,0,False,,,,0,0,0,0,0,0,0,0,0,0,0,0,(662) 676-9896,,,0,0,0,1,0,0,False,False,10917,,0,0,0,0,0,0,False,False,False,False,False,False,False
18,09-MAY-02,,,,,False,,C,False,False,False,,,1027354,False,1,TPIII@AOL.COM,False,,True,,False,False,N,False,0,0,0,0,0,0,False,,,,TP III INC,False,False,,0,0,0,0,0,0,0,0,0,,MILLERSVILLE,US,MD,P O BOX 1715,21108,13-APR-05,19500,2004.0,False,,False,False,0,0,0,0,0,0,1.0,MD,False,False,False,False,N,LANDOVER,US,MD,3329 75TH AVENUE,20785,,0,0,False,,,,0,0,0,0,0,0,0,0,0,1,0,0,(301) 341-3401,,,0,0,0,0,0,0,False,False,10918,,0,0,0,0,0,0,False,False,False,False,False,False,False
19,09-MAY-02,,,,,False,,C,False,False,False,,ROEBER CONSTRUCTION,1027367,False,1,,False,,False,,True,False,N,False,0,0,0,0,0,0,False,,,,GENE ROEBER,False,False,,0,0,0,0,0,0,0,0,0,,BEATRICE,US,NE,PO BOX 554,68310,,0,,False,,False,False,0,0,0,0,0,0,1.0,NE,False,False,False,False,N,BEATRICE,US,NE,10387 W SARGENT ROAD,68310,,0,0,False,,,,0,0,0,0,0,0,0,0,0,1,0,0,(402) 223-2434,,,0,0,0,0,0,0,False,False,10919,,0,0,0,0,0,0,False,False,False,False,False,False,False
20,09-MAY-02,,,,,False,,C,False,False,False,,,1027370,False,3,,False,,False,,False,False,N,False,0,0,0,0,0,0,False,,,,CASH & CARRY LBR CO INC,False,False,,0,0,0,0,0,0,0,0,0,,BROKEN BOW,US,NE,RR 2 BOX 17,68822,,0,,False,True,False,False,0,0,0,0,0,0,2.0,NE,False,False,False,False,N,BROKEN BOW,US,NE,437 SOUTH EAST STREET,68822,,0,0,False,,,,0,0,0,0,0,0,0,0,0,2,0,0,(308) 872-2951,,,0,0,0,0,0,0,False,False,10920,,0,0,0,0,0,0,False,False,False,False,False,False,False
21,09-MAY-02,,,,,False,,C,False,False,False,,,1027372,False,1,,False,,False,,False,False,N,False,0,0,0,0,0,0,False,,,,AG DIRTWORK INC,False,False,,0,0,0,0,0,0,0,0,0,True,CEDAR RAPIDS,US,NE,RR 2 BOX 93,68627,,0,,False,,False,False,0,0,0,0,0,0,1.0,NE,False,False,False,False,N,CEDAR RAPIDS,US,NE,RR 2 BOX 93,68627,,0,0,False,,,,0,0,0,0,0,0,0,0,0,0,0,0,(308) 358-0186,,,1,0,0,1,0,0,False,False,10921,,0,0,0,0,0,0,False,False,False,False,False,False,False
22,09-MAY-02,,,,,False,,A,False,False,False,,SERVAIS TRUCKING,1027374,False,2,ORGANICFEEDTIM@YAHOO.COM,False,,False,,True,False,N,False,0,0,0,0,0,0,False,,,,TIMOTHY MARK SERVAIS,False,False,,0,0,0,0,0,0,0,0,0,,CASHTON,US,WI,E9003 PAULSON LANE,54619,08-OCT-21,32000,2021.0,False,,False,False,0,0,0,0,0,0,2.0,WI,False,False,False,False,N,CASHTON,US,WI,E9003 PAULSON LANE,54619,,32000,2021,False,,,,0,0,0,0,0,0,0,0,0,1,0,0,(608) 654-5788,,,1,0,0,1,0,0,False,False,10922,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
23,09-MAY-02,,True,,,False,,C,False,False,False,,,1027375,False,1,,False,,False,,False,False,N,False,0,0,0,0,0,0,False,,,,JERRY'S TOOL SALES & SERVICE INC,False,False,,0,0,0,0,0,0,0,0,0,,NORFOLK,US,NE,301 JO DEB DRIVE,68701,10-AUG-04,30000,2003.0,False,,False,False,0,0,0,0,0,0,,NE,False,False,False,False,N,NORFOLK,US,NE,301 JO DEB DRIVE,68701,,0,0,False,,,,0,0,0,0,0,0,0,0,0,0,0,0,(402) 371-4870,,,1,0,0,0,0,0,False,False,10923,,0,0,0,0,0,0,False,False,False,False,False,False,False
24,09-MAY-02,,,,,False,True,A,False,False,False,,,1027376,False,1,CTORCZON1@MSN.COM,False,(402) 916-9673,False,,False,False,N,False,0,0,0,0,0,0,False,,,,SPECIAL T LANDSCAPING,False,False,,0,0,0,0,0,0,0,0,0,,GRETNA,US,NE,19807 BUFFALO RD,68028,30-AUG-21,1000,2014.0,False,,False,False,0,0,0,0,0,0,1.0,NE,False,False,False,False,N,GRETNA,US,NE,19807 BUFFALO RD,68028,,1000,2014,False,,,,0,0,0,0,0,0,0,0,0,1,0,0,(402) 312-0307,,,1,0,0,0,0,0,False,False,10924,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
25,09-MAY-02,,,,,False,True,C,False,False,False,,,1027380,False,2,,False,,False,,False,False,N,False,0,0,0,0,0,0,False,,,,ULMER ROOFING & REMODELING,False,False,,0,0,0,0,0,0,0,0,0,,MCCOOK,US,NE,102 EAST 4TH STREET,69001,,0,,False,,False,False,0,0,0,0,0,0,1.0,NE,False,False,False,False,N,MCCOOK,US,NE,102 EAST 4TH STREET,69001,,0,0,False,,,,0,0,0,0,0,0,0,0,0,0,0,0,(308) 345-6278,,,0,0,0,1,0,0,False,False,10925,,0,0,0,0,0,0,False,False,False,False,False,False,False
26,09-MAY-02,,,,,False,,A,False,False,False,,PHASE 4 MACHINERY MOVERS,1027381,False,1,PHASE4MACHINERY@MSN.COM,False,(636) 467-5275,False,,False,False,N,False,0,0,0,0,0,0,False,,,,PHASE 4 MACHINERY INC,False,False,,0,0,0,0,0,0,0,0,0,True,ST LOUIS,US,MO,P O BOX 510108,63151,12-JAN-22,17423,2021.0,False,,False,False,0,0,0,0,0,0,1.0,MO,False,False,False,False,N,HIGH RIDGE,US,MO,2227 GRAVOIS RD,63049,,17423,2021,False,,,,0,0,0,0,0,0,0,0,0,0,0,0,(636) 461-0212,,,1,0,0,1,0,0,False,False,10926,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
27,09-MAY-02,,,,,False,,C,False,False,False,,MENA TRUCKING,1027384,False,1,,False,,False,,True,False,N,False,0,0,0,0,0,0,False,,,,ALFREDO MENA,False,False,,0,0,0,0,0,0,0,0,0,,FRESNO,US,CA,5592 N 9TH ST,93710,12-MAR-21,112000,2020.0,False,,False,False,0,0,0,0,0,0,1.0,CA,False,False,False,False,N,FRESNO,US,CA,5592 N 9TH ST,93710,,112000,2020,False,,,,0,0,0,0,0,0,0,0,0,0,0,0,(559) 217-7221,,,1,0,0,1,0,0,False,False,10927,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
28,09-MAY-02,,,,,False,,C,False,False,False,,,1027388,False,1,,False,,False,,False,False,N,False,0,0,0,0,0,0,False,,,,CHARLES SELLERS,False,False,,0,0,0,0,0,0,0,0,0,,NORFOLK,US,NE,706 SOUTH 7TH STREET,68701,,0,,False,,False,False,0,0,0,0,0,0,2.0,NE,False,False,False,False,N,NORFOLK,US,NE,706 SOUTH 7TH STREET,68701,,0,0,False,,,,0,0,0,0,0,0,0,0,0,2,0,0,(402) 371-7076,,,0,0,0,0,0,0,True,False,10928,,0,0,0,0,0,0,False,False,False,False,False,False,False
29,09-MAY-02,,,,,False,,C,False,False,False,,,1027391,False,5,BREEDENEXPRESS@AOL.COM,False,(727) 540-0037,False,,True,False,N,False,0,0,0,0,0,0,False,,,,BREEDEN EXPRESS INC,False,False,,0,0,0,0,0,0,0,0,0,,PINELLAS PARK,US,FL,PO BOX 2263,33781,31-JAN-06,500000,2005.0,False,,False,False,0,0,0,0,0,0,5.0,FL,False,False,False,False,N,CLEARWATER,US,FL,4460 107TH CIRCLE N,33762,,0,0,False,,,,0,0,0,0,0,0,0,0,0,0,0,0,(727) 540-0033,,,5,0,0,5,0,0,False,False,10929,,0,0,0,0,0,0,False,False,False,False,False,False,False
30,09-MAY-02,,,,,False,True,C,False,False,False,,,1027392,False,3,PAM.GOETTNER@COMCAST.NET,False,(410) 592-5968,False,,False,False,N,False,0,0,0,0,0,0,False,,,,FRANK J GOETTNER CONST CO INC,False,False,,0,0,0,0,0,0,0,0,0,,KINGSVILLE,US,MD,7410 GOETTNER ROAD,21087-1695,05-JUL-22,700,2021.0,False,,False,False,0,0,0,0,0,0,2.0,MD,False,False,False,False,N,KINGSVILLE,US,MD,7410 GOETTNER ROAD,21087-1695,,700,2021,False,,,,0,0,0,0,0,0,0,0,0,2,0,0,(410) 592-7700,,,2,0,0,0,0,0,False,False,10930,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
31,09-MAY-02,,,,,False,,A,False,False,False,,,1027395,False,1,CONCRETESPECS@FRONTIER.COM,False,,False,,False,False,N,False,0,0,0,0,0,0,False,,,,CONCRETE SPECIALISTS AND SONS INC,False,False,,0,0,0,0,0,0,0,0,0,True,EAGLE RIVER,US,WI,P O BOX 1766,54521,17-JUN-21,7822,2020.0,False,,False,False,0,0,0,0,0,0,2.0,WI,False,False,False,False,N,EAGLE RIVER,US,WI,1890 US HWY 45,54521,,7822,2020,False,,,,0,0,0,0,0,0,0,0,0,2,0,0,(715) 479-2816,,,0,0,0,0,0,0,False,False,10931,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
