,ADD_DATE,BEVERAGES,BOTTLED WATER,BUILDING MATERIALS,CARRIER_OPERATION,CHEMICALS,"COAL, COKE",COMMODITIES DRY BULK,CONSTRUCTION,DBA_NAME,DOT_NUMBER,DRIVE AWAY/TOWAWAY,DRIVER_TOTAL,EMAIL_ADDRESS,EMPTY TRAILERS,FARM SUPPLIES,FAX,FRESH PRODUCE,GENERAL FREIGHT,"GRAIN, FEED, HAY",GRANITE PRODUCTS,HARDWOOD FLOORS,HM_FLAG,HOUSEHOLD GOODS,HUMAN WASTE,Hazmat Cargo Tank Trailers*_OWNED,Hazmat Cargo Tank Trailers*_TERM_LEASED,Hazmat Cargo Tank Trailers*_TRIP_LEASED,Hazmat Cargo Tank Trucks_OWNED,Hazmat Cargo Tank Trucks_TERM_LEASED,Hazmat Cargo Tank Trucks_TRIP_LEASED,INTERMODAL CONTAINERS,LEGAL_NAME,LIQUIDS/GASES,LIVESTOCK,"LOGS, POLES, BEAMS, LUMBER",Limousine 1-8*_OWNED,Limousine 1-8*_TERM_LEASED,Limousine 1-8*_TRIP_LEASED,Limousine 16+_OWNED,Limousine 16+_TERM_LEASED,Limousine 16+_TRIP_LEASED,Limousine 9-15_OWNED,Limousine 9-15_TERM_LEASED,Limousine 9-15_TRIP_LEASED,"MACHINERY, LARGE OBJECTS",MAILING_CITY,MAILING_COUNTRY,MAILING_STATE,MAILING_STREET,MAILING_ZIP,MCS150_DATE,MCS150_MILEAGE,MCS150_MILEAGE_YEAR,MEAT,"METAL; SHEETS, COILS, ROLLS",MOBILE HOMES,MOTOR VEHICLES,Mini-Bus 16+_OWNED,Mini-Bus 16+_TERM_LEASED,Mini-Bus 16+_TRIP_LEASED,Motor Coach_OWNED,Motor Coach_TERM_LEASED,Motor Coach_TRIP_LEASED,NBR_POWER_UNIT,OFFICE FURNITURE,OIC_STATE,OIL FIELD EQUIPMENT,OTHER,PAPER PRODUCTS,PASSENGERS,PC_FLAG,PHY_CITY,PHY_COUNTRY,PHY_STATE,PHY_STREET,PHY_ZIP,RECENT_MILEAGE,RECENT_MILEAGE_YEAR,REFRIGERATED FOOD,SCAFFOLDING,SEPTIC TANKS,SMALL MACHINERY,School Bus 1-8*_OWNED,School Bus 1-8*_TERM_LEASED,School Bus 1-8*_TRIP_LEASED,School Bus 16+_OWNED,School Bus 16+_TERM_LEASED,School Bus 16+_TRIP_LEASED,School Bus 9-15_OWNED,School Bus 9-15_TERM_LEASED,School Bus 9-15_TRIP_LEASED,Straight Trucks_OWNED,Straight Trucks_TERM_LEASED,Straight Trucks_TRIP_LEASED,TELEPHONE,TRAFFIC CONTROL,Trailers*_OWNED,Trailers*_TERM_LEASED,Trailers*_TRIP_LEASED,Truck Tractors_OWNED,Truck Tractors_TERM_LEASED,Truck Tractors_TRIP_LEASED,U.S. MAIL,UTILITY,UTILITY TRAILERS,Unnamed: 0,VMT_SOURCE_ID,Van 1-8*_OWNED,Van 1-8*_TERM_LEASED,Van 1-8*_TRIP_LEASED,Van 9-15_OWNED,Van 9-15_TERM_LEASED,Van 9-15_TRIP_LEASED,WATER WELL,WOOD CHIPS,XBUILDING MATERIALS,XCONSTRUCTION,"XGARBAGE, REFUSE, TRASH","XLOGS, POLES, BEAMS, LUMBER","XMACHINERY, LARGE OBJECTS","XMETAL; SHEETS, COILS, ROLLS"
10,20-FEB-02,False,,,A,False,False,False,,LEON TRUCKING,1005769,False,1,ARRIAZA1969@MSN.COM,,False,,False,True,False,,,N,False,,0,0,0,0,0,0,False,RICARDO ARREAZA LEON,False,False,,0,0,0,0,0,0,0,0,0,,PHOENIX,US,AZ,13824 N 34TH AVE,85053,23-APR-21,343001.0,2021.0,False,,False,False,0,0,0,0,0,0,1.0,,AZ,False,False,False,False,N,PHOENIX,US,AZ,13824 N 34TH AVE,85053,343001,2021,False,,,,0,0,0,0,0,0,0,0,0,0,0,0,(602) 501-7151,,1,0,0,1,0,0,False,False,,2510,1.0,0,0,0,0,0,0,False,,False,False,False,False,False,False
11,20-FEB-02,False,,,C,False,False,False,,LAND & TIMBER IMPROVEMENTS,1005773,False,1,,,False,,False,False,False,,,N,False,,0,0,0,0,0,0,False,LEROY LOWE,False,False,True,0,0,0,0,0,0,0,0,0,,BUTLER,US,GA,RT 2 BOX 43-A,31006-9602,,0.0,,False,,False,False,0,0,0,0,0,0,1.0,,GA,False,False,False,False,N,BUTLER,US,GA,RT 2 BOX 43-A,31006-9602,0,0,False,,,,0,0,0,0,0,0,0,0,0,0,0,0,(478) 862-2238,,1,0,0,1,0,0,False,False,,2511,,0,0,0,0,0,0,False,,False,False,False,False,False,False
12,20-FEB-02,False,,,A,False,False,False,,LEWIS HAULING,1005776,False,1,MJBMLEWIS@YAHOO.COM,,False,,False,False,False,,,N,False,,0,0,0,0,0,0,False,MITCHELL T LEWIS,False,False,,0,0,0,0,0,0,0,0,0,,CANON,US,GA,54 ACE CASEY RD,30520,02-JUN-21,120000.0,2020.0,False,,False,True,0,0,0,0,0,0,1.0,,GA,False,False,False,False,N,CANON,US,GA,54 ACE CASEY RD,30520,120000,2020,False,,,,0,0,0,0,0,0,0,0,0,0,0,0,(706) 202-7341,,1,0,0,1,0,0,False,False,,2512,1.0,0,0,0,0,0,0,False,,False,False,False,False,False,False
13,20-FEB-02,False,,,C,False,False,False,,,1005777,False,3,AIREX@AIREXNEPA.COM,,False,(570) 779-9515,False,False,False,,,N,True,,0,0,0,0,0,0,False,AIR EXCELLENCE INC,False,False,,0,0,0,0,0,0,0,0,0,,PLYMOUTH,US,PA,913 WEST MAIN ST,18651-0074,12-JUL-21,10000.0,2019.0,False,,False,False,0,0,0,0,0,0,4.0,,PA,False,False,False,False,N,PLYMOUTH,US,PA,913 WEST MAIN ST,18651-0074,0,0,False,,,,0,0,0,0,0,0,0,0,0,4,0,0,(570) 779-7777,,1,0,0,0,0,0,False,False,,2513,,0,0,0,0,0,0,False,,False,False,False,False,False,False
14,20-FEB-02,False,,,C,False,False,False,,LIVINGSTON TRUCKING,1005780,False,1,,,False,,False,False,False,,,N,False,,0,0,0,0,0,0,False,BEN LIVINGSTON,False,False,True,0,0,0,0,0,0,0,0,0,,MILAN,US,GA,1787 TEMPRANCE RD,31060,,,,False,,False,False,0,0,0,0,0,0,1.0,,GA,False,False,False,False,N,MILAN,US,GA,1787 TEMPRANCE RD,31060,0,0,False,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,1,0,0,1,0,0,False,False,,2514,,0,0,0,0,0,0,False,,False,False,False,False,False,False
15,20-FEB-02,False,,True,C,False,False,False,,,1005782,False,2,,,False,,False,False,False,,,N,False,,0,0,0,0,0,0,False,M & G CONCRETE PRODUCTS INC,False,False,,0,0,0,0,0,0,0,0,0,,CUMMING,US,GA,PO BOX 285,30028,,0.0,,False,,False,False,0,0,0,0,0,0,2.0,,GA,False,False,False,False,N,CUMMING,US,GA,5490 SETTINGDOWN RD,30041,0,0,False,,,,0,0,0,0,0,0,0,0,0,1,1,0,(770) 888-0625,,0,0,0,0,0,0,False,False,,2515,,0,0,0,0,0,0,False,,False,False,False,False,False,False
16,20-FEB-02,False,,,C,False,False,False,,MARTIN MARIN PRODUCE,1005783,False,1,,,False,,True,False,False,,,N,False,,0,0,0,0,0,0,False,MARTIN MARIN-ROMERO,False,False,,0,0,0,0,0,0,0,0,0,,LAWRENCEVILLE,US,GA,2990 PACES WOODS DR,30044,,0.0,,False,,False,False,0,0,0,0,0,0,1.0,,GA,False,False,False,False,N,LAWRENCEVILLE,US,GA,2990 PACES WOODS DR,30044,0,0,False,,,,0,0,0,0,0,0,0,0,0,1,0,0,(678) 380-1809,,0,0,0,0,0,0,False,False,,2516,,0,0,0,0,0,0,False,,False,False,False,False,False,False
17,20-FEB-02,False,,,C,False,False,False,,HOBACK TRUCKING,1005786,False,2,,,False,,False,True,False,,,N,False,,0,0,0,0,0,0,False,JON HOBACK,False,False,,0,0,0,0,0,0,0,0,0,,COLUMBUS JUNCTION,US,IA,23764 HIGHWAY 92,52738,18-FEB-02,0.0,,False,,False,False,0,0,0,0,0,0,2.0,,IA,False,False,False,False,N,COLUMBUS JUNCTION,US,IA,23764 HIGHWAY 92,52738,0,0,False,,,,0,0,0,0,0,0,0,0,0,2,0,0,(319) 728-3398,,2,0,0,0,0,0,False,False,,2517,,0,0,0,0,0,0,False,,False,False,False,False,False,False
18,20-FEB-02,False,,,C,False,False,False,,,1005787,False,1,TESSONTIME@YAHOO.COM,,False,,False,False,False,,,N,True,,0,0,0,0,0,0,False,ON TIME DELIVERY & MOVING SERVICES LLC,False,False,,0,0,0,0,0,0,0,0,0,,STONE MTN,US,GA,4618 THOMAS JEFFERSON CT,30083,22-JUN-22,,,False,,False,False,0,0,0,0,0,0,1.0,,GA,False,False,False,False,N,STONE MTN,US,GA,4618 THOMAS JEFFERSON CT,30083,0,0,False,,,,0,0,0,0,0,0,0,0,0,1,0,0,(404) 314-0310,,0,0,0,0,0,0,False,False,,2518,,0,0,0,0,0,0,False,,False,False,False,False,False,False
19,20-FEB-02,False,,,A,False,False,False,,,1005788,False,1,DAG1649@AOL.COM,,False,,False,True,False,,,N,False,,0,0,0,0,0,0,False,DAG TRANSPORTATION LLC,False,False,,0,0,0,0,0,0,0,0,0,,MUNCIE,US,IN,2450 W CR 600 S,47302,09-APR-22,150000.0,2022.0,False,,False,False,0,0,0,0,0,0,1.0,,IN,False,False,False,False,N,MUNCIE,US,IN,2450 W CR 600 S,47302,150000,2022,False,,,,0,0,0,0,0,0,0,0,0,0,0,0,(260) 740-1100,,1,0,0,1,0,0,False,False,,2519,1.0,0,0,0,0,0,0,False,,False,False,False,False,False,False
20,20-FEB-02,False,,,A,False,False,False,,,1005789,False,6,DISPATCH@TRIPLETRANS3.COM,,False,(414) 282-2370,False,True,False,,,N,False,,0,0,0,0,0,0,False,TRIPLE TRANSPORT INC,False,False,,0,0,0,0,0,0,0,0,0,,MILWAUKEE,US,WI,5938 SOUTH 13TH STREET,53221,20-JUL-22,1500000.0,2021.0,False,,False,False,0,0,0,0,0,0,6.0,,WI,False,False,False,False,N,MILWAUKEE,US,WI,5938 SOUTH 13TH STREET,53221,1500000,2021,False,,,,0,0,0,0,0,0,0,0,0,0,0,0,(414) 282-2363,,0,0,0,0,6,0,False,False,,2520,1.0,0,0,0,0,0,0,False,,False,False,False,False,False,False
21,20-FEB-02,False,,,C,False,False,False,,,1005790,False,2,CGRAHAM@CATT.COM,,False,,False,False,False,,,N,True,,0,0,0,0,0,0,False,R T CARPET & RUGS INC,False,False,,0,0,0,0,0,0,0,0,0,,DALTON,US,GA,PO 2377,30722,,25000.0,2001.0,False,,False,False,0,0,0,0,0,0,1.0,,GA,False,False,False,False,N,DALTON,US,GA,930 S HAMILTON ST,30720,0,0,False,,,,0,0,0,0,0,0,0,0,0,1,0,0,(706) 278-1220,,0,0,0,0,0,0,False,False,,2521,,0,0,0,0,0,0,False,,False,False,False,False,False,False
22,20-FEB-02,False,,,C,False,False,False,,,1005791,False,3,,,False,,False,False,False,,True,N,False,,0,0,0,0,0,0,False,RELIABLE HARDWOOD FLOORS INC,False,False,,0,0,0,0,0,0,0,0,0,,MARIETTA,US,GA,516 BANKS ST,30064,,20000.0,2001.0,False,,False,False,0,0,0,0,0,0,2.0,,GA,False,False,False,False,N,MARIETTA,US,GA,516 BANKS ST,30064,0,0,False,,,,0,0,0,0,0,0,0,0,0,2,0,0,(770) 422-5471,,0,0,0,0,0,0,False,False,,2522,,0,0,0,0,0,0,False,,False,False,False,False,False,False
23,20-FEB-02,False,,,C,False,False,False,,,1005792,False,1,,,False,,False,False,False,,,N,False,,0,0,0,0,0,0,False,ELWOOD RUSSELL BRUSSE,False,False,,0,0,0,0,0,0,0,0,0,,CRESCO,US,IA,22155 W MAIN STREET,52136,19-FEB-02,0.0,,False,,False,True,0,0,0,0,0,0,1.0,,IA,False,False,False,False,N,CRESCO,US,IA,22155 W MAIN STREET,52136,0,0,False,,,,0,0,0,0,0,0,0,0,0,1,0,0,(563) 547-1177,,1,0,0,0,0,0,False,False,,2523,,0,0,0,0,0,0,False,,False,False,False,False,False,False
24,20-FEB-02,False,,,C,False,False,False,,,1005793,False,2,,,False,,False,False,False,,,N,False,,0,0,0,0,0,0,False,ROEBUCK USED OIL SER INC,True,False,,0,0,0,0,0,0,0,0,0,,MARIETTA,US,GA,219 HILL ST,30008,18-JAN-13,21020.0,2012.0,False,,False,False,0,0,0,0,0,0,2.0,,GA,False,False,False,False,N,MARIETTA,US,GA,219 HILL ST,30008,0,0,False,,,,0,0,0,0,0,0,0,0,0,2,0,0,(770) 435-5239,,0,0,0,0,0,0,False,False,,2524,,0,0,0,0,0,0,False,,False,False,False,False,False,False
25,20-FEB-02,False,,,A,False,False,False,,BONSALL TV & APPLIANCE,1005794,False,6,,,False,(712) 643-2186,False,True,False,,,N,False,,0,0,0,0,0,0,False,BONSALL TV INC,False,False,,0,0,0,0,0,0,0,0,0,,DUNLAP,US,IA,618 IOWA AVE,51529,12-FEB-21,20000.0,2020.0,False,,False,False,0,0,0,0,0,0,1.0,,IA,False,False,False,False,N,DUNLAP,US,IA,618 IOWA AVE,51529,20000,2020,False,,,,0,0,0,0,0,0,0,0,0,1,0,0,(712) 643-5922,,0,0,0,0,0,0,False,False,,2525,1.0,0,0,0,0,0,0,False,,False,False,False,False,False,False
26,20-FEB-02,False,,,C,False,False,False,,,1005796,False,2,LAWMAN@SURFSOUTH.COM,,False,,False,False,False,,,N,False,,0,0,0,0,0,0,False,JAMES SCHIFFNER,False,False,,0,0,0,0,0,0,0,0,0,True,BAINBRIDGE,US,GA,1013 AVE A,31717,,0.0,,False,,False,False,0,0,0,0,0,0,2.0,,GA,False,False,False,False,N,BAINBRIDGE,US,GA,1013 AVE A,31717,0,0,False,,,,0,0,0,0,0,0,0,0,0,1,0,0,(229) 243-0608,,1,0,0,1,0,0,False,False,,2526,,0,0,0,0,0,0,False,,False,False,False,False,False,False
27,20-FEB-02,False,,,C,False,False,False,,,1005797,False,2,,,False,,False,False,False,,,N,False,,0,0,0,0,0,0,False,SCOTT CONCRETE PRODUCTS INC,False,False,,0,0,0,0,0,0,0,0,0,,AUBURN,US,GA,PO BOX 1001,30011,,20000.0,2001.0,False,,False,False,0,0,0,0,0,0,3.0,,GA,False,False,False,False,N,AUBURN,US,GA,1376 3RD AVE,30011,0,0,False,,True,,0,0,0,0,0,0,0,0,0,3,0,0,(770) 513-9700,,0,0,0,0,0,0,False,False,,2527,,0,0,0,0,0,0,False,,False,False,False,False,False,False
28,20-FEB-02,False,,,A,False,False,False,,,1005798,False,4,REALMLLC@YAHOO.COM,,False,,False,True,False,,,N,False,,0,0,0,0,0,0,False,REALM TRUCKING LLC,False,False,,0,0,0,0,0,0,0,0,0,,SLINGER,US,WI,1157 ELLYS WAY,53086,11-NOV-21,122935.0,2021.0,False,,False,False,0,0,0,0,0,0,4.0,,WI,False,False,False,False,N,SLINGER,US,WI,1157 ELLYS WAY,53086,122935,2021,False,,,,0,0,0,0,0,0,0,0,0,0,0,0,(414) 659-6260,,12,0,0,4,0,0,False,False,,2528,1.0,0,0,0,0,0,0,False,,False,False,False,False,False,False
29,20-FEB-02,False,,,A,False,False,False,,,1005799,False,10,PAUL.CARLING@STEELMARTATLANTA.COM,,False,(770) 416-9041,False,False,False,,,N,False,,0,0,0,0,0,0,False,STEELMART INC,False,False,,0,0,0,0,0,0,0,0,0,,TUCKER,US,GA,PO BOX 2520,30085,13-SEP-21,555352.0,2020.0,False,True,False,False,0,0,0,0,0,0,18.0,,GA,False,False,False,False,N,TUCKER,US,GA,3476 LAWRENCEVILLE HWY,30084,555352,2020,False,,,,0,0,0,0,0,0,0,0,0,7,0,0,(770) 416-6999,,2,13,0,5,6,0,False,False,,2529,1.0,0,0,0,0,0,0,False,,False,False,False,False,False,False
30,20-FEB-02,False,,,C,False,False,False,,,1005800,False,1,FARMLIFE0913@GMAIL.COM,,False,,False,False,True,,,N,False,,0,0,0,0,0,0,False,HARDEN FARMS,False,False,,0,0,0,0,0,0,0,0,0,,DAWSON,US,GA,290 MCGILL POND ROAD,39842,08-MAR-21,250.0,2020.0,False,,False,False,0,0,0,0,0,0,1.0,,GA,False,False,False,False,N,DAWSON,US,GA,290 MCGILL POND ROAD,39842,250,2020,False,,,,0,0,0,0,0,0,0,0,0,1,0,0,(229) 317-5325,,0,0,0,0,0,0,False,False,,2530,1.0,0,0,0,0,0,0,False,,False,False,False,False,False,False
31,20-FEB-02,False,,,C,False,False,False,,,1005801,False,1,,,False,,False,False,False,,,N,False,,0,0,0,0,0,0,False,ERNEST TINSLEY,False,False,True,0,0,0,0,0,0,0,0,0,,ACWORTH,US,GA,5226 HAMBY RD,30102,,10000.0,2001.0,False,,False,False,0,0,0,0,0,0,1.0,,GA,False,False,False,False,N,ACWORTH,US,GA,5226 HAMBY RD,30102,0,0,False,,,,0,0,0,0,0,0,0,0,0,1,0,0,(770) 926-9144,,0,0,0,0,0,0,False,False,,2531,,0,0,0,0,0,0,False,,False,False,False,False,False,False
32,20-FEB-02,False,,,C,False,False,False,True,,1005802,False,3,,,False,,False,False,False,,,N,False,,0,0,0,0,0,0,False,C & L CONSTRUCTION INC,False,False,,0,0,0,0,0,0,0,0,0,,WINTERSET,US,IA,1962 HIGHWAY 92,50273,19-FEB-02,0.0,,False,,False,False,0,0,0,0,0,0,1.0,,IA,False,False,False,False,N,WINTERSET,US,IA,1962 HIGHWAY 92,50273,0,0,False,,,,0,0,0,0,0,0,0,0,0,1,0,0,(515) 462-4782,,0,0,0,0,0,0,False,False,,2532,,0,0,0,0,0,0,False,,False,False,False,False,False,False
