, LIVE FISH,ADD_DATE,BEVERAGES,BUILDING MATERIALS,CARRIER_OPERATION,CHEMICALS,"COAL, COKE",COMMODITIES DRY BULK,CONSTRUCTION,DBA_NAME,DOT_NUMBER,DRIVE AWAY/TOWAWAY,DRIVER_TOTAL,EMAIL_ADDRESS,FARM SUPPLIES,FAX,FIREWORKS,FRESH PRODUCE,FROZEN FOODS,GENERAL FREIGHT,"GRAIN, FEED, HAY",GRAVEL & DIRT,HM_FLAG,HOUSEHOLD GOODS,Hazmat Cargo Tank Trailers*_OWNED,Hazmat Cargo Tank Trailers*_TERM_LEASED,Hazmat Cargo Tank Trailers*_TRIP_LEASED,Hazmat Cargo Tank Trucks_OWNED,Hazmat Cargo Tank Trucks_TERM_LEASED,Hazmat Cargo Tank Trucks_TRIP_LEASED,INTERMODAL CONTAINERS,LANDSCAPE MATERIALS,LANDSCAPING,LANDSCAPING AND MOWING TOOLS ,LEGAL_NAME,LIQUIDS/GASES,LIVESTOCK,"LOGS, POLES, BEAMS, LUMBER",Limousine 1-8*_OWNED,Limousine 1-8*_TERM_LEASED,Limousine 1-8*_TRIP_LEASED,Limousine 16+_OWNED,Limousine 16+_TERM_LEASED,Limousine 16+_TRIP_LEASED,Limousine 9-15_OWNED,Limousine 9-15_TERM_LEASED,Limousine 9-15_TRIP_LEASED,"MACHINERY, LARGE OBJECTS",MAILING_CITY,MAILING_COUNTRY,MAILING_STATE,MAILING_STREET,MAILING_ZIP,MCS150_DATE,MCS150_MILEAGE,MCS150_MILEAGE_YEAR,MEAT,MEDICAL EQUIPMENT ,"METAL; SHEETS, COILS, ROLLS",MOBILE HOMES,MOTOR VEHICLES,Mini-Bus 16+_OWNED,Mini-Bus 16+_TERM_LEASED,Mini-Bus 16+_TRIP_LEASED,Motor Coach_OWNED,Motor Coach_TERM_LEASED,Motor Coach_TRIP_LEASED,NBR_POWER_UNIT,OIC_STATE,OIL FIELD EQUIPMENT,OTHER,PAPER PRODUCTS,PASSENGERS,PC_FLAG,PERNL TLS & PRTS REP,PHY_CITY,PHY_COUNTRY,PHY_STATE,PHY_STREET,PHY_ZIP,RECENT_MILEAGE,RECENT_MILEAGE_YEAR,REFRIGERATED FOOD,ROAD SWEEPING,ROCK & SAND,SOD,School Bus 1-8*_OWNED,School Bus 1-8*_TERM_LEASED,School Bus 1-8*_TRIP_LEASED,School Bus 16+_OWNED,School Bus 16+_TERM_LEASED,School Bus 16+_TRIP_LEASED,School Bus 9-15_OWNED,School Bus 9-15_TERM_LEASED,School Bus 9-15_TRIP_LEASED,Straight Trucks_OWNED,Straight Trucks_TERM_LEASED,Straight Trucks_TRIP_LEASED,TELEPHONE,TOOLS AND EQUIPMENT,TOOLS AND PARTS,Trailers*_OWNED,Trailers*_TERM_LEASED,Trailers*_TRIP_LEASED,Truck Tractors_OWNED,Truck Tractors_TERM_LEASED,Truck Tractors_TRIP_LEASED,U.S. MAIL,UTILITY,Unnamed: 0,VMT_SOURCE_ID,Van 1-8*_OWNED,Van 1-8*_TERM_LEASED,Van 1-8*_TRIP_LEASED,Van 9-15_OWNED,Van 9-15_TERM_LEASED,Van 9-15_TRIP_LEASED,WATER WELL,XBUILDING MATERIALS,XCONSTRUCTION,"XGARBAGE, REFUSE, TRASH","XLOGS, POLES, BEAMS, LUMBER","XMACHINERY, LARGE OBJECTS","XMETAL; SHEETS, COILS, ROLLS"
10,,12-APR-02,False,,C,False,False,False,True,,1019217,False,2.0,,False,,,False,,False,False,,N,False,0,0,0,0,0,0,False,,,,M J REIL INC,False,False,,0,0,0,0,0,0,0,0,0,,TAMPA,US,FL,4915 TOWN N COUNTRY BLVD,33615,08-APR-02,0,,False,,,False,False,0,0,0,0,0,0,2.0,FL,False,False,False,False,N,,TAMPA,US,FL,4915 TOWN N COUNTRY BLVD,33615,0,0,False,,,,0,0,0,0,0,0,0,0,0,0,0,0,(813) 249-5050,,,2,0,0,2,0,0,False,False,8210,,0,0,0,0,0,0,False,False,False,False,False,False,False
11,,12-APR-02,False,,C,False,False,False,,,1019221,False,6.0,,False,,,False,,False,False,,N,False,0,0,0,0,0,0,False,,,,SPELTS LUMBER CO OF BURWELL,False,False,,0,0,0,0,0,0,0,0,0,,BURWELL,US,NE,PO BOX 69,68823,,0,,False,,True,False,False,0,0,0,0,0,0,1.0,NE,False,False,False,False,N,,BURWELL,US,NE,PO BOX 69,68823,0,0,False,,,,0,0,0,0,0,0,0,0,0,1,0,0,(308) 346-4270,,,0,0,0,0,0,0,False,False,8211,,0,0,0,0,0,0,False,False,False,False,False,False,False
12,,12-APR-02,False,,C,False,False,False,,,1019222,False,3.0,,False,,,False,,False,False,,N,False,0,0,0,0,0,0,False,,,,NORFOLK SERVICE CENTER,False,False,,0,0,0,0,0,0,0,0,0,,NORFOLK,US,NE,1212 PINE STREET,68701,,0,,False,,,False,False,0,0,0,0,0,0,1.0,NE,False,False,False,False,N,True,NORFOLK,US,NE,1212 PINE STREET,68701,0,0,False,,,,0,0,0,0,0,0,0,0,0,1,0,0,(402) 371-2209,,,0,0,0,0,0,0,False,False,8212,,0,0,0,0,0,0,False,False,False,False,False,False,False
13,,12-APR-02,False,,C,False,False,False,True,,1019223,False,1.0,,False,(203) 929-0542,,False,,False,False,,N,False,0,0,0,0,0,0,False,,,,CHARLES OVESNY CONSTRUCTION CO INC,False,False,,0,0,0,0,0,0,0,0,0,,SHELTON,US,CT,43 DIMON ROAD,06484,20-MAR-20,200000,2019.0,False,,,False,False,0,0,0,0,0,0,1.0,CT,False,False,False,False,N,,SHELTON,US,CT,43 DIMON ROAD,06484,0,0,False,,,,0,0,0,0,0,0,0,0,0,1,0,0,(203) 929-0542,,,1,0,0,0,0,0,False,False,8213,,0,0,0,0,0,0,False,False,False,False,False,False,False
14,,12-APR-02,False,,B,True,False,False,,CARLS STANDARD SERVICE,1019225,False,2.0,,False,,,False,,False,False,,N,False,0,0,0,0,0,0,False,,,,CARL SCHAUER,False,False,,0,0,0,0,0,0,0,0,0,,ORD,US,NE,148 SOUTH 15TH STREET,68862,,0,,False,,,False,False,0,0,0,0,0,0,1.0,NE,False,False,False,False,N,,ORD,US,NE,148 SOUTH 15TH STREET,68862,0,0,False,,,,0,0,0,0,0,0,0,0,0,1,0,0,(308) 728-5531,,,0,0,0,0,0,0,False,False,8214,,0,0,0,0,0,0,False,False,False,False,False,False,False
15,,12-APR-02,False,,C,False,False,False,,,1019226,False,2.0,STERLINGAUTOTRANSPORT@YAHOO.COM,False,(480) 892-2586,,False,,True,False,,N,False,0,0,0,0,0,0,False,,,,STERLING AUTO TRANSPORT,False,False,,0,0,0,0,0,0,0,0,0,,GILBERT,US,AZ,2110 S BOULDER CT,85295,19-SEP-18,90000,2017.0,False,,,False,False,0,0,0,0,0,0,1.0,AZ,False,False,False,False,N,,GILBERT,US,AZ,2110 S BOULDER CT,85295,0,0,False,,,,0,0,0,0,0,0,0,0,0,0,0,0,(480) 710-0890,,,1,0,0,1,0,0,False,False,8215,,0,0,0,0,0,0,False,False,False,False,False,False,False
16,,12-APR-02,False,,A,False,False,False,,,1019227,False,62.0,BRIAN.BATTREALL@WEITZ.COM,False,(402) 592-0015,,False,,True,False,,N,False,0,0,0,0,0,0,False,,,,THE WEITZ COMPANY,False,False,,0,0,0,0,0,0,0,0,0,,LA VISTA,US,NE,8715 SOUTH 121ST STREET,68128,13-JUL-22,460000,2022.0,False,,,False,False,0,0,0,0,0,0,64.0,NE,False,False,False,False,N,,LA VISTA,US,NE,8715 SOUTH 121ST STREET,68128,460000,2022,False,,,,0,0,0,0,0,0,0,0,0,0,62,0,(402) 592-7000,,,0,0,0,0,2,0,False,False,8216,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
17,,12-APR-02,False,,C,False,False,False,,,1019229,False,1.0,,False,,,False,,False,False,,N,False,0,0,0,0,0,0,False,,,,STEVES FLATWORK INC,False,False,,0,0,0,0,0,0,0,0,0,True,BENNET,US,NE,7909 SOUTH 162ND STREET,68317,,0,,False,,,False,False,0,0,0,0,0,0,1.0,NE,False,False,False,False,N,,BENNET,US,NE,7909 SOUTH 162ND STREET,68317,0,0,False,,,,0,0,0,0,0,0,0,0,0,1,0,0,(402) 782-8014,,,1,0,0,0,0,0,False,False,8217,,0,0,0,0,0,0,False,False,False,False,False,False,False
18,,12-APR-02,False,,C,False,False,False,,EASY RENTAL,1019233,False,15.0,,False,,,False,,False,False,,N,True,0,0,0,0,0,0,False,,,,KLOPP ENTERPRISES INC,False,False,,0,0,0,0,0,0,0,0,0,,MARIETTA,US,GA,1640 POWERS FERRY RD B/6 S/200,30067,,0,,False,,,False,False,0,0,0,0,0,0,14.0,GA,False,False,False,False,N,,MARIETTA,US,GA,1640 POWERS FERRY RD B/6 S/200,30067,0,0,False,,,,0,0,0,0,0,0,0,0,0,12,2,0,(770) 956-0121,,,0,0,0,0,0,0,False,False,8218,,0,0,0,0,0,0,False,False,False,False,False,False,False
19,,12-APR-02,False,,A,False,False,False,,,1019234,False,9.0,JACKIEBRISON@VERIZON.NET,True,(610) 444-0549,,False,,False,False,,N,False,0,0,0,0,0,0,False,,,,S & P CONVEYORS INC,False,False,,0,0,0,0,0,0,0,0,0,,NOTTINGHAM,US,PA,P O BOX 368,19362-0368,14-FEB-21,324,2020.0,False,,,False,False,0,0,0,0,0,0,16.0,PA,False,False,False,False,N,,TOUGHKENAMON,US,PA,115 REESE STREET,19374,324,2020,False,,,,0,0,0,0,0,0,0,0,0,16,0,0,(610) 268-3449,,,0,0,0,0,0,0,False,False,8219,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
20,,12-APR-02,False,True,C,False,False,False,,,1019235,False,2.0,,False,(402) 421-6555,,False,,False,False,,N,False,0,0,0,0,0,0,False,,,,KRULL CONSTRUCTION INC,False,False,,0,0,0,0,0,0,0,0,0,,LINCOLN,US,NE,6140 SOUTH 28TH STREET,68516,15-MAY-07,0,,False,,,False,False,0,0,0,0,0,0,2.0,NE,False,False,False,False,N,,LINCOLN,US,NE,6140 SOUTH 28TH STREET,68516,0,0,False,,,,0,0,0,0,0,0,0,0,0,2,0,0,(402) 432-5509,,,0,0,0,0,0,0,False,False,8220,,0,0,0,0,0,0,False,False,False,False,False,False,False
21,,12-APR-02,False,True,C,False,False,False,,,1019237,False,1.0,,False,,,False,,False,False,,N,False,0,0,0,0,0,0,False,,,,D C CONCRETE CONSTRUCTION INC,False,False,,0,0,0,0,0,0,0,0,0,,LINCOLN,US,NE,4740 LUCILE DRIVE,68516,19-SEP-17,30000,2017.0,False,,,False,False,0,0,0,0,0,0,3.0,NE,False,False,False,False,N,,LINCOLN,US,NE,4740 LUCILE DRIVE,68516,0,0,False,,,,0,0,0,0,0,0,0,0,0,3,0,0,(402) 486-9594,,,6,0,0,0,0,0,False,False,8221,,0,0,0,0,0,0,False,False,False,False,False,False,False
22,,12-APR-02,False,,C,False,False,False,True,BRYANT AIR CONDITIONING AND HEATING,1019239,False,40.0,,False,,,False,,False,False,,N,False,0,0,0,0,0,0,False,,,,BRYANT AIR CONDITIONING AND HEATING OF LINCOLN NEBRASKA,False,False,,0,0,0,0,0,0,0,0,0,,LINCOLN,US,NE,5401 CORNHUSKER AVENUE,68504,,0,,False,,,False,False,0,0,0,0,0,0,3.0,NE,False,False,False,False,N,,LINCOLN,US,NE,5401 CORNHUSKER AVENUE,68504,0,0,False,,,,0,0,0,0,0,0,0,0,0,3,0,0,(402) 467-1111,,,0,0,0,0,0,0,False,False,8222,,0,0,0,0,0,0,False,False,False,False,False,False,False
23,,01-JUN-74,False,,A,False,False,False,,,101924,False,9.0,KPERKINS@GARVEYTRANSPORT.COM,False,(781) 767-1504,,False,,True,False,,N,False,0,0,0,0,0,0,False,,,,GARVEY TRANSPORT INC,False,False,,0,0,0,0,0,0,0,0,0,,HOLBROOK,US,MA,2 WATER STREET,02343,13-APR-22,390451,2021.0,False,,,False,False,0,0,0,0,0,0,10.0,MA,False,False,False,False,N,,HOLBROOK,US,MA,2 WATER STREET,02343,390451,2021,False,,,,0,0,0,0,0,0,0,0,0,0,0,0,(781) 767-1500,,,0,25,0,0,10,0,False,False,8223,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
24,,12-APR-02,False,,C,False,False,False,,,1019240,False,1.0,,False,(270) 769-0400,,False,,False,False,,N,False,0,0,0,0,0,0,False,,,,CHARLES L DEVER,False,False,,0,0,0,0,0,0,0,0,0,True,ELIZABETHTOWN,US,KY,913 HAWKINS DR,42701,,0,,False,,,False,False,0,0,0,0,0,0,1.0,KY,False,False,False,False,N,,ELIZABETHTOWN,US,KY,913 HAWKINS DR,42701,0,0,False,,,,0,0,0,0,0,0,0,0,0,1,0,0,(270) 737-8594,,,1,0,0,0,0,0,False,False,8224,,0,0,0,0,0,0,False,False,False,False,False,False,False
25,,12-APR-02,False,,C,False,False,False,,M-C EXCAVATION,1019241,False,1.0,,False,,,False,,False,False,,N,False,0,0,0,0,0,0,False,,,,MENTER CORPORATION,False,False,,0,0,0,0,0,0,0,0,0,True,DOUGLAS,US,WY,PO BOX 1051,82633,10-APR-02,0,,False,,,False,False,0,0,0,0,0,0,5.0,WY,False,False,False,False,N,,DOUGLAS,US,WY,1509 BROWNFIELD RD,82633,0,0,False,,,,0,0,0,0,0,0,0,0,0,3,0,0,(307) 358-3384,,,0,0,0,2,0,0,False,False,8225,,0,0,0,0,0,0,False,False,False,False,False,False,False
26,,12-APR-02,False,,C,False,False,False,,,1019245,False,1.0,GREG.KLINK@NEOSHOTROMPLER.COM,False,(262) 367-7940,,False,,True,False,,N,False,0,0,0,0,0,0,False,,,,NEOSHO TROMPLER INCORPORATED,False,False,,0,0,0,0,0,0,0,0,0,,HARTLAND,US,WI,580 S INDUSTRIAL DR,53029,18-MAY-22,123000,2021.0,False,,,False,False,0,0,0,0,0,0,1.0,WI,False,False,False,False,N,,HARTLAND,US,WI,580 S INDUSTRIAL DR,53029,123000,2021,False,,,,0,0,0,0,0,0,0,0,0,1,0,0,(262) 367-5600,,,0,0,0,0,0,0,False,False,8226,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
27,,12-APR-02,False,,A,False,False,False,,,1019247,False,19.0,DIANE@PETEALEWINEPOOLS.COM,False,(706) 863-1414,,False,,False,False,,N,False,0,0,0,0,0,0,False,,,,PETE ALEWINE POOL CO INC,False,False,,0,0,0,0,0,0,0,0,0,True,EVANS,US,GA,4470 WASHINGTON ROAD,30809,13-JUL-22,280000,2021.0,False,,,False,False,0,0,0,0,0,0,19.0,GA,False,False,False,False,N,,EVANS,US,GA,4470 WASHINGTON ROAD,30809,280000,2021,False,,,,0,0,0,0,0,0,0,0,0,19,0,0,(706) 863-1207,,,11,0,0,0,0,0,False,False,8227,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
28,,12-APR-02,False,,A,False,False,False,True,,1019248,False,5.0,CHERI_BISON@USAMONTANA.COM,False,(406) 755-4593,,False,,False,False,,N,False,0,0,0,0,0,0,False,,,,BISON BUILDING SYSTEMS INC,False,False,,0,0,0,0,0,0,0,0,0,,KALISPELL,US,MT,PO BOX 222,59903,19-SEP-22,1,2021.0,False,,,False,False,0,0,0,0,0,0,5.0,MT,False,False,False,False,N,,KALISPELL,US,MT,3220 HIGHWAY 93 SOUTH - SUITE 6,59901,1,2021,False,,,,0,0,0,0,0,0,0,0,0,5,0,0,(406) 755-4583,,,0,0,0,0,0,0,False,False,8228,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
29,,12-APR-02,False,,C,False,False,False,,,1019249,False,3.0,,False,(253) 333-6814,,False,,False,False,,N,False,0,0,0,0,0,0,False,,,,FLETCHER'S FINE FOODS,False,False,,0,0,0,0,0,0,0,0,0,,ALGONA,US,WA,502 BOUNDARY BLVD,98001,15-SEP-04,50000,2003.0,True,,,False,False,0,0,0,0,0,0,3.0,WA,False,False,False,False,N,,ALGONA,US,WA,502 BOUNDARY BLVD,98001,0,0,False,,,,0,0,0,0,0,0,0,0,0,0,1,0,(253) 735-0800,,,0,2,0,0,2,0,False,False,8229,,0,0,0,0,0,0,False,False,False,False,False,False,False
30,,12-APR-02,False,,C,False,False,False,,EAGLES EXPRESS,1019250,False,3.0,EAGLEEXPRESS@AOL.COM,False,,,False,,True,False,,N,False,0,0,0,0,0,0,False,,,,MICHAEL W PILKINGTON,False,False,,0,0,0,0,0,0,0,0,0,,DES MOINES,US,IA,7400  SOUTHVIEW DRIVE,50315,22-OCT-02,90000,2002.0,False,,,False,False,0,0,0,0,0,0,3.0,IA,False,False,False,False,N,,DES MOINES,US,IA,7400  SOUTHVIEW DRIVE,50315,0,0,False,,,,0,0,0,0,0,0,0,0,0,3,0,0,(515) 256-9269,,,0,0,0,0,0,0,False,False,8230,,0,0,0,0,0,0,False,False,False,False,False,False,False
31,,12-APR-02,False,,C,False,False,False,,GOURMET FOODS,1019252,False,3.0,,False,(718) 217-1107,,False,True,False,False,,N,False,0,0,0,0,0,0,False,,,,HORIZON FOODS,False,False,,0,0,0,0,0,0,0,0,0,,DEER PARK,US,NY,450 COMMACK RD STE E,11729-4517,04-FEB-09,20000,2001.0,False,,,False,False,0,0,0,0,0,0,1.0,NY,False,False,False,False,N,,DEER PARK,US,NY,450 COMMACK RD STE E,11729-4517,0,0,False,,,,0,0,0,0,0,0,0,0,0,0,1,0,(718) 217-9593,,,0,0,0,0,0,0,False,False,8231,,0,0,0,0,0,0,False,False,False,False,False,False,False
32,,12-APR-02,False,,C,False,False,False,,,1019254,False,1.0,JEFFGBOCK@GMAIL.COM,False,,,False,,False,False,,N,False,0,0,0,0,0,0,False,,True,,3 RIVERS LANDSCAPE INC,False,False,,0,0,0,0,0,0,0,0,0,,RIVER FALLS,US,WI,368 PAGE LANE,54022,16-SEP-19,6000,2018.0,False,,,False,False,0,0,0,0,0,0,1.0,WI,False,False,False,False,N,,RIVER FALLS,US,WI,368 PAGE LANE,54022,0,0,False,,,,0,0,0,0,0,0,0,0,0,1,0,0,(715) 425-0237,,,2,0,0,0,0,0,False,False,8232,,0,0,0,0,0,0,False,False,False,False,False,False,False
