,ADD_DATE,BAKED FOODS,BAKED GOODS,BEVERAGES,BOATS,BUILDING MATERIALS,CARRIER_OPERATION,CELLULOSE INSULATION,CEMENT,CHEMICALS,"COAL, COKE",COMMODITIES DRY BULK,CONSTRUCTION,DBA_NAME,DOT_NUMBER,DRIVE AWAY/TOWAWAY,DRIVER_TOTAL,EMAIL_ADDRESS,FARM SUPPLIES,FAX,FRESH PRODUCE,"GARBAGE, REFUSE, TRASH",GENERAL FREIGHT,"GRAIN, FEED, HAY",HM_FLAG,HOUSEHOLD GOODS,Hazmat Cargo Tank Trailers*_OWNED,Hazmat Cargo Tank Trailers*_TERM_LEASED,Hazmat Cargo Tank Trailers*_TRIP_LEASED,Hazmat Cargo Tank Trucks_OWNED,Hazmat Cargo Tank Trucks_TERM_LEASED,Hazmat Cargo Tank Trucks_TRIP_LEASED,INTERMODAL CONTAINERS,LANDSCAPE MATERIALS,LEGAL_NAME,LIQUIDS/GASES,LIVESTOCK,"LOGS, POLES, BEAMS, LUMBER",Limousine 1-8*_OWNED,Limousine 1-8*_TERM_LEASED,Limousine 1-8*_TRIP_LEASED,Limousine 16+_OWNED,Limousine 16+_TERM_LEASED,Limousine 16+_TRIP_LEASED,Limousine 9-15_OWNED,Limousine 9-15_TERM_LEASED,Limousine 9-15_TRIP_LEASED,"MACHINERY, LARGE OBJECTS",MAILING_CITY,MAILING_COUNTRY,MAILING_STATE,MAILING_STREET,MAILING_ZIP,MCS150_DATE,MCS150_MILEAGE,MCS150_MILEAGE_YEAR,MEAT,MINK,MOBILE HOMES,MOTOR VEHICLES,Mini-Bus 16+_OWNED,Mini-Bus 16+_TERM_LEASED,Mini-Bus 16+_TRIP_LEASED,Motor Coach_OWNED,Motor Coach_TERM_LEASED,Motor Coach_TRIP_LEASED,NBR_POWER_UNIT,OIC_STATE,OIL FIELD EQUIPMENT,OTHER,PAPER PRODUCTS,PASSENGERS,PC_FLAG,PHY_CITY,PHY_COUNTRY,PHY_STATE,PHY_STREET,PHY_ZIP,RECENT_MILEAGE,RECENT_MILEAGE_YEAR,REFRIGERATED FOOD,RENTAL AND LEASING,ROAD BLDG MATERIALS,SOD & TREES,School Bus 1-8*_OWNED,School Bus 1-8*_TERM_LEASED,School Bus 1-8*_TRIP_LEASED,School Bus 16+_OWNED,School Bus 16+_TERM_LEASED,School Bus 16+_TRIP_LEASED,School Bus 9-15_OWNED,School Bus 9-15_TERM_LEASED,School Bus 9-15_TRIP_LEASED,Straight Trucks_OWNED,Straight Trucks_TERM_LEASED,Straight Trucks_TRIP_LEASED,TELEPHONE,TOOLS,Trailers*_OWNED,Trailers*_TERM_LEASED,Trailers*_TRIP_LEASED,Truck Tractors_OWNED,Truck Tractors_TERM_LEASED,Truck Tractors_TRIP_LEASED,U.S. MAIL,UTILITY,Unnamed: 0,VMT_SOURCE_ID,Van 1-8*_OWNED,Van 1-8*_TERM_LEASED,Van 1-8*_TRIP_LEASED,Van 9-15_OWNED,Van 9-15_TERM_LEASED,Van 9-15_TRIP_LEASED,WATER WELL,XBUILDING MATERIALS,XCONSTRUCTION,"XGARBAGE, REFUSE, TRASH","XLOGS, POLES, BEAMS, LUMBER","XMACHINERY, LARGE OBJECTS","XMETAL; SHEETS, COILS, ROLLS"
10,10-APR-02,,,False,,,C,,,False,False,False,,H & H FINISHERS INC,1018286,False,2,,False,(727) 547-1171,False,,True,False,N,False,0,0,0,0,0,0,False,,WILLIAM L HOWARD,False,False,,0,0,0,0,0,0,0,0,0,,ST PETERSBURG,US,FL,6964 BUHRLEY TERRANCE N,33709,02-APR-02,0.0,,False,,False,False,0,0,0,0,0,0,4.0,FL,False,False,False,False,N,ST PETERSBURG,US,FL,6964 BUHRLEY TERRANCE N,33709,0,0,False,,,,0,0,0,0,0,0,0,0,0,4,0,0,(727) 547-1161,,0,0,0,0,0,0,False,False,7810,,0,0,0,0,0,0,False,False,False,False,False,False,False
11,10-APR-02,,,False,,,A,,,False,False,False,,,1018288,False,9,PAYABLES@OPTIMAFOODS.COM ,False,(631) 243-4681,False,,False,False,N,False,0,0,0,0,0,0,False,,OPTIMA FOODS INC,False,False,,0,0,0,0,0,0,0,0,0,,DEER PARK,US,NY,15 W JEFRYN BLVD,11729-5715,11-AUG-22,85000.0,2011.0,False,,False,False,0,0,0,0,0,0,9.0,NY,False,False,False,False,N,DEER PARK,US,NY,15 W JEFRYN BLVD,11729-5715,722277,2021,True,,,,0,0,0,0,0,0,0,0,0,0,9,0,(631) 243-4670,,0,0,0,0,0,0,False,False,7811,2.0,0,0,0,0,0,0,False,False,False,False,False,False,False
12,10-APR-02,,,False,,,C,,,False,False,False,,,1018290,False,1,,False,(715) 357-3301,False,,False,True,N,False,0,0,0,0,0,0,False,,JEROME D KOEHN,False,False,,0,0,0,0,0,0,0,0,0,,COMSTOCK,US,WI,1770 6 1/2 STREET,54826,01-AUG-01,500.0,2000.0,False,,False,False,0,0,0,0,0,0,1.0,WI,False,False,False,False,N,COMSTOCK,US,WI,1770 6 1/2 STREET,54826,0,0,False,,,,0,0,0,0,0,0,0,0,0,1,0,0,(715) 357-3306,,0,0,0,0,0,0,False,False,7812,,0,0,0,0,0,0,False,False,False,False,False,False,False
13,10-APR-02,,,False,,True,C,,,False,False,False,,,1018291,False,1,,False,(410) 252-8718,False,,False,False,N,False,0,0,0,0,0,0,False,,BLAIR & SONS INC,False,False,,0,0,0,0,0,0,0,0,0,,TIMONIUM,US,MD,P O BOX 249,21093,10-APR-02,0.0,,False,,False,False,0,0,0,0,0,0,1.0,MD,False,False,False,False,N,TIMONIUM,US,MD,2223 YORK ROAD,21093,0,0,False,,,,0,0,0,0,0,0,0,0,0,1,0,0,(410) 252-4300,,0,0,0,0,0,0,False,False,7813,,0,0,0,0,0,0,False,False,False,False,False,False,False
14,10-APR-02,,,False,,,C,,,False,False,False,,,1018293,False,1,,False,,False,,False,False,N,False,0,0,0,0,0,0,False,,KEVIN R KUFAHL,False,False,True,0,0,0,0,0,0,0,0,0,,WAUSAU,US,WI,T14876 SHADY LANE ROAD,54403-9417,13-JUL-00,0.0,,False,,False,False,0,0,0,0,0,0,1.0,WI,False,False,False,False,N,WAUSAU,US,WI,T14876 SHADY LANE ROAD,54403-9417,0,0,False,,,,0,0,0,0,0,0,0,0,0,1,0,0,,,0,0,0,0,0,0,False,False,7814,,0,0,0,0,0,0,False,False,False,False,False,False,False
15,10-APR-02,,,False,,True,C,,,False,False,False,,,1018298,False,2,DISCOUNTSEPTICLLC@GMAIL.COM,False,,False,,False,False,N,False,0,0,0,0,0,0,False,,DISCOUNT SEPTIC LLC,False,False,,0,0,0,0,0,0,0,0,0,,SEMMES,US,AL,4551 SCHILLINGER ROAD N,36575,27-OCT-21,9500.0,2021.0,False,,False,False,0,0,0,0,0,0,3.0,AL,False,False,False,False,N,SEMMES,US,AL,4551 SCHILLINGER ROAD N,36575,9500,2021,False,,,,0,0,0,0,0,0,0,0,0,3,0,0,(251) 649-6888,,2,0,0,0,0,0,False,False,7815,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
16,10-APR-02,,,False,,True,C,,,False,False,False,,,1018299,False,3,HBC@FRONTIERNET.NET,False,(217) 997-2373,False,,False,False,N,False,0,0,0,0,0,0,False,,HAGEMAN BASEMENT CONTRACTORS,False,False,,0,0,0,0,0,0,0,0,0,,ARENZVILLE,US,IL,PO BOX 15,62611,28-SEP-06,0.0,,False,,False,False,0,0,0,0,0,0,3.0,IL,False,False,False,False,N,ARENZVILLE,US,IL,313 W FREDERICK ST,62611,0,0,False,,,,0,0,0,0,0,0,0,0,0,1,0,0,(217) 997-2273,,2,0,0,2,0,0,False,False,7816,,0,0,0,0,0,0,False,False,False,False,False,False,False
17,01-JUN-74,,,False,,,A,,,False,False,False,,,101830,False,13,LOGISTICS@CKBLAIR.CA,False,(450) 827-2954,False,,True,False,N,False,0,0,0,0,0,0,False,,C K BLAIR INC,False,False,,0,0,0,0,0,0,0,0,0,,FRANKLIN CENTER,CA,QC,1500 RT 202,J0S 1E0,12-OCT-22,858387.0,2020.0,False,,False,False,0,0,0,0,0,0,13.0,VT,False,False,False,False,N,FRANKLIN CENTER,CA,QC,1500 RT 202,J0S 1E0,858387,2020,False,,,,0,0,0,0,0,0,0,0,0,0,0,0,(450) 827-2512,,30,0,0,13,0,0,False,False,7817,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
18,10-APR-02,,,False,,True,A,,,False,False,False,,,1018300,False,5,DSTEWART@KANDKINDUSTRIES.COM,False,(906) 293-5958,False,,False,False,N,False,0,0,0,0,0,0,False,,K&K INDUSTRIES INC,False,False,,0,0,0,0,0,0,0,0,0,,NEWBERRY,US,MI,4996 M-117,49868,17-AUG-22,20000.0,2022.0,False,,False,False,0,0,0,0,0,0,8.0,MI,False,False,False,False,N,NEWBERRY,US,MI,4996 M-117,49868,20000,2022,False,,,,0,0,0,0,0,0,0,0,0,6,0,0,(906) 293-5242,,3,0,0,2,0,0,False,False,7818,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
19,10-APR-02,,,False,,True,C,,,False,False,False,,,1018301,False,1,,False,,False,,False,False,N,False,0,0,0,0,0,0,False,,ARNOLD READY MIX,False,False,,0,0,0,0,0,0,0,0,0,,PENSACOLA,US,FL,6218 MOCKINGBIRD,32503,20-JUN-03,0.0,,False,,False,False,0,0,0,0,0,0,3.0,FL,False,False,False,False,N,PENSACOLA,US,FL,6218 MOCKINGBIRD,32503,0,0,False,,,,0,0,0,0,0,0,0,0,0,3,0,0,(850) 477-8442,,0,0,0,0,0,0,False,False,7819,,0,0,0,0,0,0,False,False,False,False,False,False,False
20,10-APR-02,,,False,,,C,,,False,False,False,,,1018303,False,1,,False,,False,,False,True,N,False,0,0,0,0,0,0,False,,M G C CORP,False,False,,0,0,0,0,0,0,0,0,0,,MAZOMANIE,US,WI,6466 MINT ROAD,53560,30-MAY-00,0.0,,False,,False,False,0,0,0,0,0,0,2.0,WI,False,False,False,False,N,MAZOMANIE,US,WI,6466 MINT ROAD,53560,0,0,False,,,,0,0,0,0,0,0,0,0,0,2,0,0,(608) 795-2227,,0,0,0,0,0,0,False,False,7820,,0,0,0,0,0,0,False,False,False,False,False,False,False
21,10-APR-02,,,False,,,C,,,False,False,False,,PADS BACKHOE SERVICE,1018304,False,1,PADSBACKHOE@GMAIL.COM,False,,False,,False,False,N,False,0,0,0,0,0,0,False,,DONALD FAIRCLOTH ETAL,False,False,True,0,0,0,0,0,0,0,0,0,,LONGS,US,SC,9424 HWY 90,29568,09-FEB-22,100000.0,2021.0,False,,False,False,0,0,0,0,0,0,3.0,SC,False,False,False,False,N,LONGS,US,SC,9424 HWY 90,29568,100000,2021,False,,,,0,0,0,0,0,0,0,0,0,3,0,0,(843) 399-3676,,3,0,0,0,0,0,False,False,7821,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
22,10-APR-02,,,False,,,C,,,False,False,False,,,1018305,False,1,,False,,True,,False,False,N,False,0,0,0,0,0,0,False,,JAY CREEK CRANBERRY'S INC,False,False,,0,0,0,0,0,0,0,0,0,,WARRRENS,US,WI,2762 ATWATER ROAD,54666,01-MAR-00,0.0,,False,,False,False,0,0,0,0,0,0,1.0,WI,False,False,False,False,N,WARRRENS,US,WI,2762 ATWATER ROAD,54666,0,0,False,,,,0,0,0,0,0,0,0,0,0,1,0,0,(608) 378-4611,,0,0,0,0,0,0,False,False,7822,,0,0,0,0,0,0,False,False,False,False,False,False,False
23,10-APR-02,,,False,,True,C,,,False,False,False,,R L TRUCKING INC,1018309,False,1,,False,,False,,False,False,N,False,0,0,0,0,0,0,False,,RICHARD LAWRENCE,False,False,,0,0,0,0,0,0,0,0,0,,WHITE HALL,US,MD,2226 WHITE HALL ROAD,21161,10-APR-02,0.0,,False,,False,False,0,0,0,0,0,0,1.0,MD,False,False,False,False,N,WHITE HALL,US,MD,2226 WHITE HALL ROAD,21161,0,0,False,,,,0,0,0,0,0,0,0,0,0,1,0,0,(410) 343-0083,,0,0,0,0,0,0,False,False,7823,,0,0,0,0,0,0,False,False,False,False,False,False,False
24,10-APR-02,,,False,,True,C,,,False,False,False,,CLASSIC MARBLE,1018310,False,2,,False,,False,,False,False,N,False,0,0,0,0,0,0,False,,DAVID ANDREWS,False,False,,0,0,0,0,0,0,0,0,0,,WINDER,US,GA,140 ROCKWELL CHURCH RD NW,30680,,10000.0,2001.0,False,,False,False,0,0,0,0,0,0,1.0,GA,False,False,False,False,N,WINDER,US,GA,140 ROCKWELL CHURCH RD NW,30680,0,0,False,,,,0,0,0,0,0,0,0,0,0,1,0,0,(770) 867-8891,,0,0,0,0,0,0,False,False,7824,,0,0,0,0,0,0,False,False,False,False,False,False,False
25,10-APR-02,,,False,,,A,,,False,False,False,,,1018311,False,5,BBOYD@CLASSICCATERINGEVENTS.COM,False,,False,,False,False,N,False,0,0,0,0,0,0,False,,CLASSIC CATERING & EVENTS,False,False,,0,0,0,0,0,0,0,0,0,,BRIDGMAN,US,MI,11137 RED ARROW HWY,49106,09-MAR-21,10000.0,2010.0,False,,False,False,0,0,0,0,0,0,1.0,MI,False,False,False,True,N,BRIDGMAN,US,MI,11137 RED ARROW HWY,49106,10000,2010,False,,,,0,0,0,0,0,0,0,0,0,1,0,0,(269) 465-4420,,1,0,0,0,0,0,False,False,7825,1.0,2,0,0,0,0,0,False,False,False,False,False,False,False
26,10-APR-02,,,False,,,C,,,False,False,False,,,1018314,False,1,,False,,False,,True,False,N,False,0,0,0,0,0,0,False,,GUSSY TRUCKING INC,False,False,,0,0,0,0,0,0,0,0,0,,LOXAHATCHEE,US,FL,14982 22ND ROAD NORTH,33470,08-JUN-04,0.0,,False,,False,False,0,0,0,0,0,0,1.0,FL,False,False,False,False,N,LOXAHATCHEE,US,FL,14982 22ND ROAD NORTH,33470,0,0,False,,,,0,0,0,0,0,0,0,0,0,0,0,0,(561) 792-2900,,1,0,0,1,0,0,False,False,7826,,0,0,0,0,0,0,False,False,False,False,False,False,False
27,10-APR-02,,,False,,,A,,,False,False,False,,,1018315,False,1,,False,(661) 837-2453,False,,True,False,N,False,0,0,0,0,0,0,False,,SANCHEZ TRANSPORT INC,False,False,,0,0,0,0,0,0,0,0,0,,BAKERSFIELD,US,CA,18211 S UNION AV,93307,01-JUN-22,55746.0,2021.0,False,,False,False,0,0,0,0,0,0,1.0,CA,False,False,False,False,N,BAKERSFIELD,US,CA,18211 S UNION AV,93307,55746,2021,False,,,,0,0,0,0,0,0,0,0,0,0,0,0,(661) 330-5513,,1,0,0,1,0,0,False,False,7827,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
28,10-APR-02,,,False,,,C,,,False,False,False,,,1018321,False,2,KJHELLENBRAND@GMAIL.COM,False,,False,,False,True,N,False,0,0,0,0,0,0,False,,HELLENBRAND FARMS LLC,False,False,,0,0,0,0,0,0,0,0,0,,MIDDLETON,US,WI,5240 CHURCH RD,53562,01-JAN-22,10000.0,2021.0,False,,False,False,0,0,0,0,0,0,2.0,WI,False,False,False,False,N,MIDDLETON,US,WI,5240 CHURCH RD,53562,10000,2021,False,,,,0,0,0,0,0,0,0,0,0,0,0,0,(608) 831-5623,,2,0,0,2,0,0,False,False,7828,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
29,10-APR-02,,,False,,,B,,,False,False,False,,,1018322,False,85,BCARRIER@RELIABLECONTRACTING.COM,False,(410) 987-8982,False,,False,False,N,False,1,0,0,5,0,0,False,,RELIABLE CONTRACTING CO INC,False,False,,0,0,0,0,0,0,0,0,0,True,GAMBRILLS,US,MD,2410 EVERGREEN ROAD STE 200,21054,13-JAN-22,2910000.0,2021.0,False,,False,False,0,0,0,0,0,0,151.0,MD,False,False,False,False,N,GAMBRILLS,US,MD,2410 EVERGREEN ROAD STE 200,21054,2910000,2021,False,,,,0,0,0,0,0,0,0,0,0,138,0,0,(410) 987-0313,,9,0,0,8,0,0,False,False,7829,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
30,10-APR-02,,,False,,,A,,,False,False,False,,,1018323,False,6,GRANT@COUNTRYTRUCKSALES.COM,False,(419) 394-3661,False,,False,False,N,False,0,0,0,0,0,0,False,,COUNTRY TRUCK SALES INC,False,False,,0,0,0,0,0,0,0,0,0,,ST MARYS,US,OH,14377 ST RT 116,45885,07-JAN-22,10000.0,2022.0,False,,False,True,0,0,0,0,0,0,19.0,OH,False,False,False,False,N,ST MARYS,US,OH,14377 ST RT 116,45885,10000,2022,False,,,,0,0,0,0,0,0,0,0,0,16,0,0,(419) 394-7178,,0,0,0,3,0,0,False,False,7830,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
31,10-APR-02,,,False,,,C,,,False,False,False,,,1018324,False,1,,False,(541) 276-0776,False,,False,True,N,False,0,0,0,0,0,0,False,,LARIAT SEED CO LLC,False,False,,0,0,0,0,0,0,0,0,0,,PENDLETON,US,OR,PO BOX 1407,97801,19-MAR-02,0.0,,False,,False,False,0,0,0,0,0,0,1.0,OR,False,False,False,False,N,PENDLETON,US,OR,3 SE KIRK,97801,0,0,False,,,,0,0,0,0,0,0,0,0,0,0,0,0,(541) 966-9977,,1,0,0,1,0,0,False,False,7831,,0,0,0,0,0,0,False,False,False,False,False,False,False
32,10-APR-02,,,False,,,C,,,False,False,False,,BILLY W STURGILL,1018329,False,1,,False,,False,,False,False,N,False,0,0,0,0,0,0,False,,BILLY WAYNE STURGILL,False,False,True,0,0,0,0,0,0,0,0,0,,MYRTLE POINT,US,OR,1316 MAPLE ST,97458,27-MAR-02,0.0,,False,,False,False,0,0,0,0,0,0,2.0,OR,False,False,False,False,N,MYRTLE POINT,US,OR,1316 MAPLE ST,97458,0,0,False,,,,0,0,0,0,0,0,0,0,0,1,0,0,(541) 572-2018,,1,0,0,1,0,0,False,False,7832,,0,0,0,0,0,0,False,False,False,False,False,False,False
