,ADD_DATE,BEVERAGES,BUILDING MATERIALS,CARRIER_OPERATION,CHEMICALS,"CLOTHING, FOOD, FURNITURE, METAL, ETC","COAL, COKE",COMMODITIES DRY BULK,CONSTRUCTION,DBA_NAME,DOT_NUMBER,DRIVE AWAY/TOWAWAY,DRIVER_TOTAL,EMAIL_ADDRESS,FARM SUPPLIES,FAX,FRESH PRODUCE,"GARBAGE, REFUSE, TRASH",GENERAL FREIGHT,"GRAIN, FEED, HAY",HM_FLAG,HOUSEHOLD GOODS,Hazmat Cargo Tank Trailers*_OWNED,Hazmat Cargo Tank Trailers*_TERM_LEASED,Hazmat Cargo Tank Trailers*_TRIP_LEASED,Hazmat Cargo Tank Trucks_OWNED,Hazmat Cargo Tank Trucks_TERM_LEASED,Hazmat Cargo Tank Trucks_TRIP_LEASED,INTERMODAL CONTAINERS,LANDSCAPING,LEGAL_NAME,LIQUIDS/GASES,LIVESTOCK,"LOGS, POLES, BEAMS, LUMBER",Limousine 1-8*_OWNED,Limousine 1-8*_TERM_LEASED,Limousine 1-8*_TRIP_LEASED,Limousine 16+_OWNED,Limousine 16+_TERM_LEASED,Limousine 16+_TRIP_LEASED,Limousine 9-15_OWNED,Limousine 9-15_TERM_LEASED,Limousine 9-15_TRIP_LEASED,"MACHINERY, LARGE OBJECTS",MAILING_CITY,MAILING_COUNTRY,MAILING_STATE,MAILING_STREET,MAILING_ZIP,MCS150_DATE,MCS150_MILEAGE,MCS150_MILEAGE_YEAR,MEAT,"METAL; SHEETS, COILS, ROLLS",MOBILE HOMES,MOTOR VEHICLES,Mini-Bus 16+_OWNED,Mini-Bus 16+_TERM_LEASED,Mini-Bus 16+_TRIP_LEASED,Motor Coach_OWNED,Motor Coach_TERM_LEASED,Motor Coach_TRIP_LEASED,NBR_POWER_UNIT,NEWSPAPERS,OIC_STATE,OIL FIELD EQUIPMENT,OTHER,PAPER PRODUCTS,PASSENGERS,PC_FLAG,PHY_CITY,PHY_COUNTRY,PHY_STATE,PHY_STREET,PHY_ZIP,RECENT_MILEAGE,RECENT_MILEAGE_YEAR,REFRIGERATED FOOD,ROCKS GRAVEL SAND,"SAND, DIRT AND ROCK",SOD,School Bus 1-8*_OWNED,School Bus 1-8*_TERM_LEASED,School Bus 1-8*_TRIP_LEASED,School Bus 16+_OWNED,School Bus 16+_TERM_LEASED,School Bus 16+_TRIP_LEASED,School Bus 9-15_OWNED,School Bus 9-15_TERM_LEASED,School Bus 9-15_TRIP_LEASED,Straight Trucks_OWNED,Straight Trucks_TERM_LEASED,Straight Trucks_TRIP_LEASED,TELEPHONE,Trailers*_OWNED,Trailers*_TERM_LEASED,Trailers*_TRIP_LEASED,Truck Tractors_OWNED,Truck Tractors_TERM_LEASED,Truck Tractors_TRIP_LEASED,U.S. MAIL,UTILITY,Unnamed: 0,VMT_SOURCE_ID,Van 1-8*_OWNED,Van 1-8*_TERM_LEASED,Van 1-8*_TRIP_LEASED,Van 9-15_OWNED,Van 9-15_TERM_LEASED,Van 9-15_TRIP_LEASED,WATER WELL,"WOOD SHIPS , DIRT ",XBUILDING MATERIALS,XCONSTRUCTION,"XGARBAGE, REFUSE, TRASH","XLOGS, POLES, BEAMS, LUMBER","XMACHINERY, LARGE OBJECTS","XMETAL; SHEETS, COILS, ROLLS"
16,15-APR-02,False,,C,False,,False,False,,,1019479,False,1.0,,False,,False,,False,False,N,False,0,0,0,0,0,0,False,,TERRY MCGLONE,False,False,,0,0,0,0,0,0,0,0,0,,ACWORTH,US,GA,4618 PAM CIRCLE,30102,,0,,False,,True,False,0,0,0,0,0,0,1.0,,GA,False,False,False,False,N,ACWORTH,US,GA,4618 PAM CIRCLE,30102,0,0,False,,,,0,0,0,0,0,0,0,0,0,0,0,0,(770) 529-0141,0,0,0,1,0,0,False,False,8316,,0,0,0,0,0,0,False,,False,False,False,False,False,False
17,15-APR-02,False,,C,False,,False,False,,,1019480,False,1.0,,False,(270) 575-3894,False,,False,False,N,False,0,0,0,0,0,0,False,,C & L TRUCK,False,False,,0,0,0,0,0,0,0,0,0,,PADUCAH,US,KY,PO BOX 7113,42002,,0,,False,,False,False,0,0,0,0,0,0,1.0,,KY,False,False,False,False,N,PADUCAH,US,KY,1903 MADISON ST,42002,0,0,False,True,,,0,0,0,0,0,0,0,0,0,1,0,0,(270) 575-3894,0,0,0,0,0,0,False,False,8317,,0,0,0,0,0,0,False,,False,False,False,False,False,False
18,15-APR-02,False,,C,False,,False,False,,,1019483,False,2.0,AUTOBUSES.ZAVALA.INC@GMAIL.COM,False,,False,,False,False,N,False,0,0,0,0,0,0,False,,AUTOBUSES ZAVALA INC,False,False,,0,0,0,0,0,0,0,0,0,,ELGIN,US,TX,16228 VOELKER LN,78621,09-MAY-20,7412,2019.0,False,,False,False,0,0,0,1,0,0,1.0,,TX,False,False,False,True,Y,ELGIN,US,TX,16228 VOELKER LN,78621,0,0,False,,,,0,0,0,0,0,0,0,0,0,0,0,0,(512) 963-4175,0,0,0,0,0,0,False,False,8318,,0,0,0,0,0,0,False,,False,False,False,False,False,False
19,15-APR-02,False,,C,False,,False,False,,,1019486,False,2.0,,False,,False,True,False,False,N,False,0,0,0,0,0,0,False,,TRASHCAN INC,False,False,,0,0,0,0,0,0,0,0,0,,EAST POINT,US,GA,1565 DAVIS AVE,30344,,20500,2001.0,False,,False,False,0,0,0,0,0,0,2.0,,GA,False,False,False,False,N,EAST POINT,US,GA,1565 DAVIS AVE,30344,0,0,False,,,,0,0,0,0,0,0,0,0,0,2,0,0,(404) 763-8487,0,0,0,0,0,0,False,False,8319,,0,0,0,0,0,0,False,,False,False,False,False,False,False
20,15-APR-02,False,,A,False,,False,False,,BROWN'S ORCHARDS & FARM MARKET,1019487,False,3.0,ADRIENNE@BROWNSORCHARDS.COM,False,(717) 428-0320,True,,False,False,N,False,0,0,0,0,0,0,False,,BROWNS ORCHARDS AND FARM INC,False,False,,0,0,0,0,0,0,0,0,0,,LOGANVILLE,US,PA,P O BOX 154,17342-0154,01-JUL-22,34892,2021.0,False,,False,False,0,0,0,0,0,0,7.0,,PA,False,False,False,False,N,LOGANVILLE,US,PA,8892 SUSQUEHANNA TRAIL SOUTH,17342-0154,34892,2021,False,,,,0,0,0,0,0,0,0,0,0,0,7,0,(717) 428-2036,0,0,0,0,0,0,False,False,8320,1.0,0,0,0,0,0,0,False,,False,False,False,False,False,False
21,15-APR-02,False,,C,False,,False,False,,,1019488,False,1.0,PTHOMPSON37@MSN.COM,False,(623) 393-0760,False,,True,False,N,False,0,0,0,0,0,0,False,,G & P THOMPSON ENT INC,False,False,,0,0,0,0,0,0,0,0,0,,TONOPAH,US,AZ,3614 N 371ST AVE,85354,26-AUG-20,45000,2018.0,False,,False,False,0,0,0,0,0,0,2.0,,AZ,False,False,False,False,N,TONOPAH,US,AZ,3614 N 371ST AVE,85354,0,0,False,,,,0,0,0,0,0,0,0,0,0,1,0,0,(602) 647-1690,1,0,0,1,0,0,False,False,8321,,0,0,0,0,0,0,False,,False,False,False,False,False,False
22,01-JUN-74,False,,A,False,,False,False,,,101949,False,20.0,MATT@DISILVATRANS.COM,False,(617) 410-4104,False,,True,False,N,False,0,0,0,0,0,0,False,,DISILVA TRANSPORTATION INC,False,False,,0,0,0,0,0,0,0,0,0,,BURLINGTON,US,MA,20 A STREET PO BOX 388,01803,24-MAY-22,1247542,2021.0,False,,False,False,0,0,0,0,0,0,21.0,,MA,False,False,False,False,N,BURLINGTON,US,MA,20 A STREET,01803,1247542,2021,False,,,,0,0,0,0,0,0,0,0,0,0,0,0,(617) 776-2244,14,0,0,0,21,0,False,False,8322,1.0,0,0,0,0,0,0,False,,False,False,False,False,False,False
23,15-APR-02,False,,C,False,,False,False,,TIMPSON CREEK TREE REMOVAL,1019490,False,1.0,,False,,False,,True,False,N,False,0,0,0,0,0,0,False,,ALAN ENGLISH,False,False,,0,0,0,0,0,0,0,0,0,,CLAYTON,US,GA,6533 HWY 76 WEST,30525,,0,,False,,False,False,0,0,0,0,0,0,1.0,,GA,False,False,False,False,N,CLAYTON,US,GA,6533 HWY 76 WEST,30525,0,0,False,,,,0,0,0,0,0,0,0,0,0,1,0,0,,0,0,0,0,0,0,False,False,8323,,0,0,0,0,0,0,False,,False,False,False,False,False,False
24,15-APR-02,False,True,C,False,,False,False,,GLB RENTAL INC,1019492,False,1.0,,False,(410) 526-6707,False,,False,False,N,False,0,0,0,0,0,0,False,,GLB CONCRETE CONSTRUCTION,False,False,,0,0,0,0,0,0,0,0,0,,REISTERSTOWN,US,MD,1002 GREEN HILL FARM ROAD,21136,15-APR-02,20000,2001.0,False,,False,False,0,0,0,0,0,0,1.0,,MD,False,False,False,False,N,REISTERSTOWN,US,MD,1002 GREEN HILL FARM ROAD,21136,0,0,False,,,,0,0,0,0,0,0,0,0,0,1,0,0,(410) 526-6707,0,0,0,0,0,0,False,False,8324,,0,0,0,0,0,0,False,,False,False,False,False,False,False
25,15-APR-02,False,,C,False,,False,False,,MARCON TRUCKING INC,1019493,False,2.0,CLARKM@ARKWEST.COM,False,(479) 476-2702,False,,False,False,N,False,0,0,0,0,0,0,False,,MARK CLARK,False,False,True,0,0,0,0,0,0,0,0,0,,HAVANNA,US,AR,20317 WEST STATE HWY 10,72842,01-DEC-08,1000,2008.0,False,,False,False,0,0,0,0,0,0,2.0,,AR,False,False,False,False,N,HAVANNA,US,AR,20317 WEST STATE HWY 10,72842,0,0,False,,,,0,0,0,0,0,0,0,0,0,0,0,0,(479) 476-2772,2,0,0,2,0,0,False,False,8325,,0,0,0,0,0,0,False,,False,False,False,False,False,False
26,15-APR-02,False,True,C,False,,False,False,,,1019499,False,5.0,JULIE@USWHIRLPOOL.NET,False,,False,,False,False,N,False,0,0,0,0,0,0,False,,AMERICAN WHIRLPOOL SYSTEMS INC OF GA,False,False,,0,0,0,0,0,0,0,0,0,,HOLLY SPRINGS,US,GA,PO BOX 279,30142,23-OCT-19,5000,2018.0,False,,False,False,0,0,0,0,0,0,1.0,,GA,False,False,False,False,N,HOLLY SPRINGS,US,GA,123 P RICKMAN IND DR,30115,0,0,False,,,,0,0,0,0,0,0,0,0,0,1,0,0,(770) 704-5081,0,0,0,0,0,0,False,False,8326,,0,0,0,0,0,0,False,,False,False,False,False,False,False
27,15-APR-02,False,,C,False,,False,False,,,1019500,False,2.0,,False,(410) 721-0307,False,,False,False,N,False,0,0,0,0,0,0,False,,CLIFTON M HEDLEY,False,False,,0,0,0,0,0,0,0,0,0,,CROFTON,US,MD,1702 GOLDER COURT,211142409,15-APR-02,50000,2001.0,False,,False,False,0,0,0,0,0,0,2.0,True,MD,False,False,False,False,N,CROFTON,US,MD,1702 GOLDER COURT,211142409,0,0,False,,,,0,0,0,0,0,0,0,0,0,2,0,0,(301) 858-1987,0,0,0,0,0,0,False,False,8327,,0,0,0,0,0,0,False,,False,False,False,False,False,False
28,15-APR-02,False,,C,False,,False,False,,,1019501,False,3.0,THEKWESTS@YAHOO.COM,False,,False,,False,False,N,False,0,0,0,0,0,0,False,,KW INC,False,False,,0,0,0,0,0,0,0,0,0,,BYRONVILLE,US,GA,PO BOX 162,31007,10-JUN-04,0,,False,,False,False,0,0,0,0,0,0,3.0,,GA,False,False,False,False,N,VIENNA,US,GA,7697 PINEHURST BYRONVILLE RD,31092,0,0,False,,,True,0,0,0,0,0,0,0,0,0,0,0,0,(478) 433-6110,3,0,0,3,0,0,False,False,8328,,0,0,0,0,0,0,False,,False,False,False,False,False,False
29,15-APR-02,False,True,C,False,,False,False,,C A WALKER HAULING,1019505,False,2.0,,False,,False,,False,False,N,False,0,0,0,0,0,0,False,,CHARLES A WALKER,False,False,,0,0,0,0,0,0,0,0,0,,ATLANTA,US,GA,2725 TUPELO ST SE,30317,,0,,False,,False,False,0,0,0,0,0,0,2.0,,GA,False,False,False,False,N,LITHONIA,US,GA,4018 CROSSFIELD RD,30038,0,0,False,,,,0,0,0,0,0,0,0,0,0,2,0,0,(404) 373-5928,0,0,0,0,0,0,False,False,8329,,0,0,0,0,0,0,False,,False,False,False,False,False,False
30,15-APR-02,False,,A,False,,False,False,,,1019506,False,1.0,QUIMBYTRUCKING@PLDI.NET,False,,False,,False,False,N,False,0,0,0,0,0,0,False,,QUIMBY TRUCKING LLC,False,False,,0,0,0,0,0,0,0,0,0,True,HENNESSEY,US,OK,4171 E 610 RD,73742,23-MAY-22,100000,2021.0,False,,False,False,0,0,0,0,0,0,2.0,,OK,False,False,False,False,N,HENNESSEY,US,OK,4171 E 610 RD,73742,100000,2021,False,,,,0,0,0,0,0,0,0,0,0,0,0,0,(405) 853-4637,2,0,0,2,0,0,False,False,8330,1.0,0,0,0,0,0,0,False,,False,False,False,False,False,False
31,15-APR-02,False,,C,False,,False,False,True,,1019511,False,2.0,,False,,False,,False,False,N,False,0,0,0,0,0,0,False,,FULCO TRUCKING INC,False,False,,0,0,0,0,0,0,0,0,0,,STONE MOUNTAIN,US,GA,2318 STRATMER DR,30087,12-FEB-09,20000,2001.0,False,,False,False,0,0,0,0,0,0,2.0,,GA,False,False,False,False,N,STONE MOUNTAIN,US,GA,2318 STRATMORE DR,30087-1156,0,0,False,,,,0,0,0,0,0,0,0,0,0,2,0,0,(678) 725-7772,0,0,0,0,0,0,False,False,8331,,0,0,0,0,0,0,False,,False,False,False,False,False,False
32,15-APR-02,False,,A,False,,False,False,,W C S TRUCKING,1019513,False,1.0,,False,,False,,False,False,N,False,0,0,0,0,0,0,False,,WILLIE C SEWELL JR,False,False,True,0,0,0,0,0,0,0,0,0,,LAURINGBURG,US,NC,11280 FAIRWAY DRIVE,28352,05-MAY-20,105685,2016.0,False,,False,False,0,0,0,0,0,0,1.0,,NC,False,False,False,False,N,LAURINBURG,US,NC,11280 FAIRWAY DRIVE,28352,105685,2016,False,,,,0,0,0,0,0,0,0,0,0,0,0,0,(910) 506-4669,1,0,0,1,0,0,False,False,8332,1.0,0,0,0,0,0,0,False,,False,False,False,False,False,False
