,ADD_DATE,BEVERAGES,BUCKET TRUCK,BUILDING MATERIALS,CARNIVAL EQUIPMENT,CARRIER_OPERATION,CHEMICALS,"COAL, COKE",COMMODITIES DRY BULK,CONSTRUCTION,DBA_NAME,DIRT,DOT_NUMBER,DRINKING WATER,DRIVE AWAY/TOWAWAY,DRIVER_TOTAL,EMAIL_ADDRESS,EQUIPMENT,FARM SUPPLIES,FAX,FRESH PRODUCE,"GARBAGE, REFUSE, TRASH",GENERAL FREIGHT,"GRAIN, FEED, HAY",GRAND FATHER CLOCKS,HM_FLAG,HOUSEHOLD GOODS,Hazmat Cargo Tank Trailers*_OWNED,Hazmat Cargo Tank Trailers*_TERM_LEASED,Hazmat Cargo Tank Trailers*_TRIP_LEASED,Hazmat Cargo Tank Trucks_OWNED,Hazmat Cargo Tank Trucks_TERM_LEASED,Hazmat Cargo Tank Trucks_TRIP_LEASED,INTERMODAL CONTAINERS,LEGAL_NAME,LIQUIDS/GASES,LIVESTOCK,"LOGS, POLES, BEAMS, LUMBER",Limousine 1-8*_OWNED,Limousine 1-8*_TERM_LEASED,Limousine 1-8*_TRIP_LEASED,Limousine 16+_OWNED,Limousine 16+_TERM_LEASED,Limousine 16+_TRIP_LEASED,Limousine 9-15_OWNED,Limousine 9-15_TERM_LEASED,Limousine 9-15_TRIP_LEASED,"MACHINERY, LARGE OBJECTS",MAILING_CITY,MAILING_COUNTRY,MAILING_STATE,MAILING_STREET,MAILING_ZIP,MCS150_DATE,MCS150_MILEAGE,MCS150_MILEAGE_YEAR,MEAT,"METAL; SHEETS, COILS, ROLLS",MOBILE HOMES,MOTOR VEHICLES,Mini-Bus 16+_OWNED,Mini-Bus 16+_TERM_LEASED,Mini-Bus 16+_TRIP_LEASED,Motor Coach_OWNED,Motor Coach_TERM_LEASED,Motor Coach_TRIP_LEASED,NBR_POWER_UNIT,OIC_STATE,OIL FIELD EQUIPMENT,OTHER,PAPER PRODUCTS,PASSENGERS,PC_FLAG,PHY_CITY,PHY_COUNTRY,PHY_STATE,PHY_STREET,PHY_ZIP,PLANTS/TREES/HORTICULTURE,"PUMPS, WATER TANKS",RECENT_MILEAGE,RECENT_MILEAGE_YEAR,REFRIGERATED FOOD,ROAD MATERIALS,SAND,SEPTIC WASTE,SHOES,SLUDGE LAND APPLICATION,STORAGE CONTAINERS,School Bus 1-8*_OWNED,School Bus 1-8*_TERM_LEASED,School Bus 1-8*_TRIP_LEASED,School Bus 16+_OWNED,School Bus 16+_TERM_LEASED,School Bus 16+_TRIP_LEASED,School Bus 9-15_OWNED,School Bus 9-15_TERM_LEASED,School Bus 9-15_TRIP_LEASED,Straight Trucks_OWNED,Straight Trucks_TERM_LEASED,Straight Trucks_TRIP_LEASED,TELEPHONE,TOOLS,TREE SPADE,Trailers*_OWNED,Trailers*_TERM_LEASED,Trailers*_TRIP_LEASED,Truck Tractors_OWNED,Truck Tractors_TERM_LEASED,Truck Tractors_TRIP_LEASED,U.S. MAIL,UNSPECIFIED,UTILITY,Unnamed: 0,VMT_SOURCE_ID,Van 1-8*_OWNED,Van 1-8*_TERM_LEASED,Van 1-8*_TRIP_LEASED,Van 9-15_OWNED,Van 9-15_TERM_LEASED,Van 9-15_TRIP_LEASED,WATER WELL,XBUILDING MATERIALS,XCONSTRUCTION,"XGARBAGE, REFUSE, TRASH","XLOGS, POLES, BEAMS, LUMBER","XMACHINERY, LARGE OBJECTS","XMETAL; SHEETS, COILS, ROLLS"
10,25-MAR-02,False,,,,A,False,False,False,,,,1013964,,False,1,WILDROOT51@AOL.COM,,False,(732) 431-4882,False,,False,False,,N,False,0,0,0,0,0,0,False,POWERLEASE TRUCKING LLC,False,False,,0,0,0,0,0,0,0,0,0,,GASTONIA,US,NC,1541 RICE HOPE CT,28056,23-JAN-22,34224.0,2021.0,False,,False,False,0,0,0,0,0,0,1.0,NC,False,False,False,False,N,GASTONIA,US,NC,1541RICE HOPE CT,28056,,,34224,2021,False,,,,,True,,0,0,0,0,0,0,0,0,0,0,0,0,(732) 904-6028,,,0,0,0,1,0,0,False,,False,6010,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
11,25-MAR-02,False,,,,C,False,False,False,,,,1013966,,False,1,PLANTUMP@GMAIL.COM,,False,(863) 494-0533,False,,False,False,,N,False,0,0,0,0,0,0,False,TREE TRANSPORT LLC,False,False,,0,0,0,0,0,0,0,0,0,,ARCADIA,US,FL,3251 SE HASTY DR,34266,19-MAY-20,10000.0,2013.0,False,,False,False,0,0,0,0,0,0,1.0,FL,False,False,False,False,N,ARCADIA,US,FL,3251 SE HASTY DR,34266,True,,0,0,False,,,,,,,0,0,0,0,0,0,0,0,0,1,0,0,(863) 990-0051,,,1,0,0,0,0,0,False,,False,6011,,0,0,0,0,0,0,False,False,False,False,False,False,False
12,25-MAR-02,False,,,,C,False,False,False,,,True,1013970,,False,1,,,False,,False,,False,False,,N,False,0,0,0,0,0,0,False,GENNADY PONOMARENKO,False,False,,0,0,0,0,0,0,0,0,0,,VENICE,US,FL,361 PORPOISE ROAD,34293,18-MAR-02,0.0,,False,,False,False,0,0,0,0,0,0,,FL,False,False,False,False,N,VENICE,US,FL,361 PORPOISE ROAD,34293,,,0,0,False,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,False,,False,6012,,0,0,0,0,0,0,False,False,False,False,False,False,False
13,25-MAR-02,False,,,,A,False,False,False,,,,1013976,,False,11,,,False,(508) 248-4654,False,,False,False,,N,False,0,0,0,0,0,0,False,JEFF D HELGERSON EXCAVATING INC,False,False,,0,0,0,0,0,0,0,0,0,,CHARLTON,US,MA,79 BAY PATH ROAD,01507-1628,07-DEC-21,84460.0,2020.0,False,,False,False,0,0,0,0,0,0,15.0,MA,False,False,False,False,N,CHARLTON,US,MA,79 BAY PATH ROAD,01507-1628,,,84460,2020,False,,,,,,,0,0,0,0,0,0,0,0,0,12,0,0,(508) 248-7242,,,6,0,0,3,0,0,False,True,False,6013,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
14,25-MAR-02,False,,,,C,False,False,False,,,,1013982,,False,1,,,False,(606) 862-9363,False,,True,False,,N,False,0,0,0,0,0,0,False,DOLLAR MART,False,False,,0,0,0,0,0,0,0,0,0,,LONDON,US,KY,270 DOGPATCH CIR,40741,26-FEB-04,20000.0,2003.0,False,,False,False,0,0,0,0,0,0,1.0,KY,False,False,False,False,N,LONDON,US,KY,270 DOGPATCH CIR,40741,,,0,0,False,,,,,,,0,0,0,0,0,0,0,0,0,1,0,0,(606) 862-9363,,,0,0,0,0,0,0,False,,False,6014,,0,0,0,0,0,0,False,False,False,False,False,False,False
15,25-MAR-02,False,,,,C,False,False,False,,,,1013985,,False,3,,,False,,False,,False,False,,N,True,0,0,0,0,0,0,False,APPLICANCE PICKUP SERVICE,False,False,,0,0,0,0,0,0,0,0,0,,LOUISVILLE,US,KY,1934 W MARKET ST,40212,,0.0,,False,,False,False,0,0,0,0,0,0,3.0,KY,False,False,False,False,N,LOUISVILLE,US,KY,1934 W MARKET ST,40212,,,0,0,False,,,,,,,0,0,0,0,0,0,0,0,0,3,0,0,,,,0,0,0,0,0,0,False,,False,6015,,0,0,0,0,0,0,False,False,False,False,False,False,False
16,25-MAR-02,False,,,,C,False,False,False,,,,1013986,,False,4,CHARLAKWALL@GMAILCOM,,False,(254) 471-3658,False,,False,False,,N,False,0,0,0,0,0,0,False,WALL CATTLE CO,False,True,,0,0,0,0,0,0,0,0,0,,EVANT,US,TX,PO BOX 132,76525,13-MAY-22,275000.0,2021.0,False,,False,False,0,0,0,0,0,0,4.0,TX,False,False,False,False,N,EVANT,US,TX,524 INDIAN CREEK RD,76525,,,275000,2021,False,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,(254) 366-4662,,,3,0,0,4,0,0,False,,False,6016,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
17,25-MAR-02,False,,,,C,False,False,False,,,,1013988,,False,2,JPARLEDGE@WINDSTREAM.NET,,False,,False,,False,False,,N,False,0,0,0,0,0,0,False,ARLEDGE INC,False,False,True,0,0,0,0,0,0,0,0,0,,MILL SPRING,US,NC,PO BOX 248,28756,12-AUG-22,3800.0,2021.0,False,,False,False,0,0,0,0,0,0,4.0,NC,False,False,False,False,N,MILL SPRING,US,NC,294 LONE PINE DRIVE,28756,,,3800,2021,False,,,,,,,0,0,0,0,0,0,0,0,0,2,0,0,(828) 894-8139,,,1,0,0,2,0,0,False,,False,6017,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
18,25-MAR-02,False,,,,A,False,False,False,True,,,1013989,,False,3,TINA@FOXTAPPING.COM,,False,(717) 252-2982,False,,False,False,,N,False,0,0,0,0,0,0,False,FOX TAPPING INC,False,False,,0,0,0,0,0,0,0,0,0,,WRIGHTSVILLE,US,PA,1112 NURSERY ROAD,17368,21-JUL-22,40000.0,2022.0,False,,False,False,0,0,0,0,0,0,4.0,PA,False,False,False,False,N,WRIGHTSVILLE,US,PA,1112 NURSERY ROAD,17368,,,40000,2022,False,,,,,,,0,0,0,0,0,0,0,0,0,4,0,0,(717) 252-3908,,,0,0,0,0,0,0,False,,False,6018,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
19,25-MAR-02,False,,,,A,False,False,False,,,,1013991,,False,1,TIM.THEROID@GMAIL.COM,,False,(719) 233-0816,False,,True,False,,N,False,0,0,0,0,0,0,False,KANGAS TRUCKING INC,False,False,,0,0,0,0,0,0,0,0,0,,COLORADO SPRINGS,US,CO,4995 COUNTRY BROOK COURT,80917,03-FEB-21,100000.0,2021.0,False,,False,False,0,0,0,0,0,0,1.0,CO,False,False,False,False,N,COLORADO SPRINGS,US,CO,4995 COUNTRY BROOK COURT,80917,,,100000,2021,False,,,,,,,0,0,0,0,0,0,0,0,0,1,0,0,(719) 382-9353,,,1,0,0,0,0,0,False,,False,6019,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
20,25-MAR-02,False,,,,A,False,False,False,,,,1013994,,True,17,JHALLAM@VACTOR.COM,,False,(815) 672-1116,False,,False,False,,N,False,0,0,0,0,0,0,False,VACTOR MANUFACTURING,False,False,,0,0,0,0,0,0,0,0,0,,STREATOR,US,IL,1621 S ILLINOIS,61364,01-APR-21,100000.0,2020.0,False,,False,False,0,0,0,0,0,0,25.0,IL,False,False,False,False,N,STREATOR,US,IL,1621 S ILLINOIS,61364,,,100000,2020,False,,,,,,,0,0,0,0,0,0,0,0,0,25,0,0,(815) 672-3171,,,0,0,0,0,0,0,False,,False,6020,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
21,25-MAR-02,False,,,,C,False,False,False,True,,,1013995,,False,6,JOHNDEERELETTER@AOL.COM,,False,(303) 755-6069,False,,False,False,,N,False,0,0,0,0,0,0,False,DIBO EXCAVATING,False,False,,0,0,0,0,0,0,0,0,0,,AURORA,US,CO,14955 E MEXICO DR,80012,25-MAR-02,20000.0,2001.0,False,,False,False,0,0,0,0,0,0,4.0,CO,False,False,False,False,N,AURORA,US,CO,14955 E MEXICO DR,80012,,,0,0,False,,,,,,,0,0,0,0,0,0,0,0,0,4,0,0,(303) 755-3999,,,0,0,0,0,0,0,False,,False,6021,,0,0,0,0,0,0,False,False,False,False,False,False,False
22,25-MAR-02,False,,,,A,False,False,False,,CIRCLE T TRAILERS,,1013996,,False,3,JIMANDNANCY1@ATT.NET,,False,(318) 371-6789,False,,False,False,,N,False,0,0,0,0,0,0,False,J & N LEASING LLC,False,False,,0,0,0,0,0,0,0,0,0,,DUBBERLY,US,LA,208 MIDDLE RD,71024,29-SEP-22,60000.0,2020.0,False,True,False,False,0,0,0,0,0,0,5.0,LA,False,False,False,False,N,DUBBERLY,US,LA,208 MIDDLE RD,71024,,,60000,2020,False,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,(318) 371-6889,,,6,0,0,5,0,0,False,,False,6022,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
23,25-MAR-02,False,,,,C,False,False,False,,,,1013997,,False,7,,,False,(719) 591-7446,False,,False,False,,N,False,0,0,0,0,0,0,False,HYDRO TURF INC,False,False,,0,0,0,0,0,0,0,0,0,True,COLORADO SPRINGS,US,CO,7980 INDUSTRY RD,80915,25-MAR-02,100000.0,2001.0,False,,False,False,0,0,0,0,0,0,9.0,CO,False,False,False,False,N,COLORADO SPRINGS,US,CO,7980 INDUSTRY RD,80915,,,0,0,False,,,,,,,0,0,0,0,0,0,0,0,0,9,0,0,(719) 591-8151,,,10,0,0,0,0,0,False,,False,6023,,0,0,0,0,0,0,False,False,False,False,False,False,False
24,25-MAR-02,False,,,,A,False,False,False,,,,1013998,,False,7,SAFETY@CORODENBAUGH.COM,,False,(402) 466-5042,False,,True,False,,N,False,0,0,0,0,0,0,False,CO RODENBAUGH TRANSFER INC,False,False,,0,0,0,0,0,0,0,0,0,,LINCOLN,US,NE,251 CAPITAL BEACH BLVD SUITE 12,68528,06-AUG-21,536186.0,2020.0,False,,False,False,0,0,0,0,0,0,7.0,NE,False,False,False,False,N,LINCOLN,US,NE,251 CAPITAL BEACH BLVD SUITE 12,68528,,,536186,2020,False,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,(402) 466-5500,,,5,0,0,2,5,0,False,,False,6024,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
25,25-MAR-02,False,,,,A,False,False,False,,,,1014002,,False,10,DOUG_STANG@YAHOO.COM,,False,(419) 668-1104,False,,False,False,,N,False,0,0,0,0,0,0,False,PALAZZO BROTHERS ELECTRIC INC,False,False,,0,0,0,0,0,0,0,0,0,,NORWALK,US,OH,2811 STATE ROUTE 18,44857,03-JAN-22,50000.0,2015.0,False,,False,False,0,0,0,0,0,0,2.0,OH,False,False,False,False,N,NORWALK,US,OH,2811 STATE ROUTE 18,44857,,,50000,2015,False,,,,,,,0,0,0,0,0,0,0,0,0,2,0,0,(419) 668-1100,True,,0,0,0,0,0,0,False,,False,6025,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
26,25-MAR-02,False,,True,,C,False,False,False,,L & L CONSTRUCTION,,1014004,,False,1,,,False,,False,,False,False,,N,False,0,0,0,0,0,0,False,LARRY MILLER,False,False,,0,0,0,0,0,0,0,0,0,,BEREA,US,KY,448 MASON LAKE RD,40403,,0.0,,False,,False,False,0,0,0,0,0,0,,KY,False,False,False,False,N,BEREA,US,KY,448 MASON LAKE RD,40403,,,0,0,False,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,(859) 986-3558,,,1,0,0,0,0,0,False,,False,6026,,0,0,0,0,0,0,False,False,False,False,False,False,False
27,25-MAR-02,False,,,,A,False,False,False,True,HORNE ENTERPRISES,,1014008,,False,2,ELWINHORNE912@GMAIL.COM,,False,(912) 729-8872,False,,False,False,,N,False,0,0,0,0,0,0,False,ELWIN G HORNE,False,False,,0,0,0,0,0,0,0,0,0,,KINGSLAND,US,GA,174 GREENVILLE RD,31548,14-JAN-22,5000.0,2021.0,False,,False,False,0,0,0,0,0,0,2.0,GA,False,False,False,False,N,KINGSLAND,US,GA,174 GREENVILLE RD,31548,,,5000,2021,False,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,(912) 409-2561,,,0,0,0,2,0,0,False,,False,6027,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
28,25-MAR-02,False,,,,C,False,False,False,,,,1014011,,False,1,,,False,,False,,True,False,,N,False,0,0,0,0,0,0,False,LONNIES TREE SERVICE,False,False,,0,0,0,0,0,0,0,0,0,,ROCKFIELD,US,KY,350 BROWNING RD,42274,,0.0,,False,,False,False,0,0,0,0,0,0,1.0,KY,False,False,False,False,N,ROCKFIELD,US,KY,350 BROWNING RD,42274,,,0,0,False,,,,,,,0,0,0,0,0,0,0,0,0,1,0,0,(270) 783-0780,,,0,0,0,0,0,0,False,,False,6028,,0,0,0,0,0,0,False,False,False,False,False,False,False
29,25-MAR-02,False,,,,C,False,False,False,,HARTLEY TRUCKING,,1014021,,False,1,MATT.HARTLEY@SBCGLOBAL.NET,,False,,False,,True,False,,N,False,0,0,0,0,0,0,False,GERALD MATTHEW HARTLEY,False,False,,0,0,0,0,0,0,0,0,0,,ELSBERRY,US,MO,70 HARTLEY LANE,63343,08-JAN-08,0.0,,False,,False,False,0,0,0,0,0,0,1.0,MO,False,False,False,False,N,ELSBERRY,US,MO,976 BROWNSMILL RD,63343,,,0,0,False,,,,,,,0,0,0,0,0,0,0,0,0,1,0,0,(573) 898-5963,,,1,0,0,0,0,0,False,,False,6029,,0,0,0,0,0,0,False,False,False,False,False,False,False
30,25-MAR-02,False,True,,,C,False,False,False,,,,1014024,,False,2,,,False,(203) 865-5194,False,,False,False,,N,False,0,0,0,0,0,0,False,R S PETRILLO CO INC,False,False,,0,0,0,0,0,0,0,0,0,,NEW HAVEN,US,CT,120 SARGENT DRIVE,06511,,0.0,,False,,False,False,0,0,0,0,0,0,1.0,CT,False,False,False,False,N,NEW HAVEN,US,CT,120 SARGENT DRIVE,06511,,,0,0,False,,,,,,,0,0,0,0,0,0,0,0,0,1,0,0,(203) 865-5195,,,0,0,0,0,0,0,False,,False,6030,,0,0,0,0,0,0,False,False,False,False,False,False,False
