,ADD_DATE,AGGREGATES,BAKERY PRODUCTS,BEVERAGES,BUILDING MATERIALS,CARRIER_OPERATION,CHEMICALS,"COAL, COKE",COMMODITIES DRY BULK,CONSTRUCTION,DBA_NAME,DOT_NUMBER,DRIVE AWAY/TOWAWAY,DRIVER_TOTAL,EMAIL_ADDRESS,FARM SUPPLIES,FAX,FRESH PRODUCE,"GARBAGE, REFUSE, TRASH",GENERAL FREIGHT,"GRAIN, FEED, HAY",HAND TOOLS,HM_FLAG,HOUSEHOLD GOODS,Hazmat Cargo Tank Trailers*_OWNED,Hazmat Cargo Tank Trailers*_TERM_LEASED,Hazmat Cargo Tank Trailers*_TRIP_LEASED,Hazmat Cargo Tank Trucks_OWNED,Hazmat Cargo Tank Trucks_TERM_LEASED,Hazmat Cargo Tank Trucks_TRIP_LEASED,INTERMODAL CONTAINERS,LEGAL_NAME,LIQUIDS/GASES,LIVE PLANTS,LIVESTOCK,"LOGS, POLES, BEAMS, LUMBER",Limousine 1-8*_OWNED,Limousine 1-8*_TERM_LEASED,Limousine 1-8*_TRIP_LEASED,Limousine 16+_OWNED,Limousine 16+_TERM_LEASED,Limousine 16+_TRIP_LEASED,Limousine 9-15_OWNED,Limousine 9-15_TERM_LEASED,Limousine 9-15_TRIP_LEASED,"MACHINERY, LARGE OBJECTS",MAILING_CITY,MAILING_COUNTRY,MAILING_STATE,MAILING_STREET,MAILING_ZIP,MCS150_DATE,MCS150_MILEAGE,MCS150_MILEAGE_YEAR,MEAT,"METAL; SHEETS, COILS, ROLLS",MOBILE HOMES,MOTOR VEHICLES,Mini-Bus 16+_OWNED,Mini-Bus 16+_TERM_LEASED,Mini-Bus 16+_TRIP_LEASED,Motor Coach_OWNED,Motor Coach_TERM_LEASED,Motor Coach_TRIP_LEASED,NBR_POWER_UNIT,OIC_STATE,OIL FIELD EQUIPMENT,OTHER,OWN EQUIPEMENT ,PALLETS,PAPER PRODUCTS,PASSENGERS,PC_FLAG,PHY_CITY,PHY_COUNTRY,PHY_STATE,PHY_STREET,PHY_ZIP,PLANTS,RECENT_MILEAGE,RECENT_MILEAGE_YEAR,RECYLE PAPER PLASTIC,REFRIGERATED FOOD,School Bus 1-8*_OWNED,School Bus 1-8*_TERM_LEASED,School Bus 1-8*_TRIP_LEASED,School Bus 16+_OWNED,School Bus 16+_TERM_LEASED,School Bus 16+_TRIP_LEASED,School Bus 9-15_OWNED,School Bus 9-15_TERM_LEASED,School Bus 9-15_TRIP_LEASED,Straight Trucks_OWNED,Straight Trucks_TERM_LEASED,Straight Trucks_TRIP_LEASED,TELEPHONE,TEXTILES,TOOLS,TOPSOIL,Trailers*_OWNED,Trailers*_TERM_LEASED,Trailers*_TRIP_LEASED,Truck Tractors_OWNED,Truck Tractors_TERM_LEASED,Truck Tractors_TRIP_LEASED,U.S. MAIL,UNSPECIFIED,UTILITY,Unnamed: 0,VMT_SOURCE_ID,Van 1-8*_OWNED,Van 1-8*_TERM_LEASED,Van 1-8*_TRIP_LEASED,Van 9-15_OWNED,Van 9-15_TERM_LEASED,Van 9-15_TRIP_LEASED,WATER,WATER WELL,WOOD CHIPS,XBUILDING MATERIALS,XCONSTRUCTION,"XGARBAGE, REFUSE, TRASH","XLOGS, POLES, BEAMS, LUMBER","XMACHINERY, LARGE OBJECTS","XMETAL; SHEETS, COILS, ROLLS"
10,13-MAY-02,,,False,,A,False,False,False,,,1027823,False,1,CARTERBLACKTOP@AOL.COM,False,,False,,False,False,,N,False,0,0,0,0,0,0,False,CARTER'S TRUCKING & BLACKTOPPING INC,False,,False,,0,0,0,0,0,0,0,0,0,True,MORRISONVILLE,US,NY,PO BOX 69,12962,14-MAR-22,1500,2019.0,False,,False,False,0,0,0,0,0,0,1,NY,False,False,,,False,False,N,PLATTSBURG,US,NY,249 SALMON RIVER ROAD,12901,,1500,2019,,False,0,0,0,0,0,0,0,0,0,0,0,0,(518) 563-0303,,,,1,0,0,1,0,0,False,,False,11110,1.0,0,0,0,0,0,0,,False,,False,False,False,False,False,False
11,13-MAY-02,,,False,,C,False,False,False,,GORDY'S,1027828,False,3,,False,,False,,False,False,,N,False,0,0,0,0,0,0,False,GERALD GORDY,False,,False,,0,0,0,0,0,0,0,0,0,,WOODBURY,US,GA,PO BOX 309,30293,,20000,2001.0,False,,False,True,0,0,0,0,0,0,6,GA,False,False,,,False,False,N,WOODBURY,US,GA,306 FOLK AVE,30293,,0,0,,False,0,0,0,0,0,0,0,0,0,5,0,0,(706) 553-5888,,,,1,0,0,1,0,0,False,,False,11111,,0,0,0,0,0,0,,False,,False,False,False,False,False,False
12,13-MAY-02,,,False,,C,False,False,False,,ARMENDARIZ PRODUCTION SERVICE,1027829,False,5,,False,,False,,False,False,,N,False,0,0,0,0,0,0,False,HUMBERTO ARMENDARIZ,False,,False,,0,0,0,0,0,0,0,0,0,,HOBBS,US,NM,P O  BOX 213,88241,29-DEC-21,2021,1.0,False,,False,False,0,0,0,0,0,0,5,NM,True,False,,,False,False,N,HOBBS,US,NM,701 N BURK,88240,,0,0,,False,0,0,0,0,0,0,0,0,0,5,0,0,(575) 391-3876,,,,0,0,0,0,0,0,False,,False,11112,,0,0,0,0,0,0,,False,,False,False,False,False,False,False
13,13-MAY-02,,,False,,A,False,False,False,,,1027834,False,4,PARCE711@GMAIL.COM,False,(909) 986-7636,False,,True,False,,N,False,0,0,0,0,0,0,False,WHITE STAR TRANSPORTATION INC,False,,False,,0,0,0,0,0,0,0,0,0,,FONTANA,US,CA,8360 PAMPAS LANE,92335,19-JAN-22,80000,2021.0,False,,False,False,0,0,0,0,0,0,3,CA,False,False,,,False,False,N,FONTANA,US,CA,8360 PAMPAS LANE,92335,,80000,2021,,False,0,0,0,0,0,0,0,0,0,0,0,0,(909) 986-7636,,,,4,0,0,3,0,0,False,,False,11113,1.0,0,0,0,0,0,0,,False,,False,False,False,False,False,False
14,13-MAY-02,,,False,,C,False,False,False,,ALPINE CONCRETE COMPANY,1027835,False,2,,False,,False,,False,False,,N,True,0,0,0,0,0,0,False,JOHN W OLSEN,False,,False,,0,0,0,0,0,0,0,0,0,,SANDY,US,UT,1611 HIDDEN VALLEY RD,84091,13-MAY-02,0,,False,,False,False,0,0,0,0,0,0,1,UT,False,False,,,False,False,N,SANDY,US,UT,1611 HIDDEN VALLEY RD,84091,,0,0,,False,0,0,0,0,0,0,0,0,0,1,0,0,(801) 523-6305,,,,0,0,0,0,0,0,False,,False,11114,,0,0,0,0,0,0,,False,,False,False,False,False,False,False
15,13-MAY-02,,,False,,A,False,False,False,,,1027836,False,1,PABLOOCHOA1212@YAHOO.COM,False,,False,,True,False,,N,False,0,0,0,0,0,0,False,PABLO OCHOA MARTINEZ,False,,False,,0,0,0,0,0,0,0,0,0,,POMONA,US,CA,1854 WATERS AVE,91766,22-APR-22,135450,2021.0,False,,False,False,0,0,0,0,0,0,1,CA,False,False,,,False,False,N,POMONA,US,CA,1854 WATERS AVE,91766,,135450,2021,,False,0,0,0,0,0,0,0,0,0,0,0,0,(909) 634-0073,,,,0,1,0,1,0,0,False,,False,11115,1.0,0,0,0,0,0,0,,False,,False,False,False,False,False,False
16,13-MAY-02,,,False,,A,False,False,False,,,1027837,False,1,KELLYPKGBOB@COMCAST.NET,False,(215) 641-2847,False,,True,False,,N,False,0,0,0,0,0,0,False,KELLY PACKAGING LP,False,,False,,0,0,0,0,0,0,0,0,0,,MAPLE GLEN,US,PA,P O BOX 3295,19002,01-NOV-20,60000,2019.0,False,,False,False,0,0,0,0,0,0,1,PA,False,False,,,False,False,N,LOWER GWYNEDD,US,PA,1200 TENBY CT,19002,,60000,2019,,False,0,0,0,0,0,0,0,0,0,0,1,0,(215) 771-7424,,,,0,0,0,0,0,0,False,,False,11116,1.0,0,0,0,0,0,0,,False,,False,False,False,False,False,False
17,13-MAY-02,,,False,,C,False,False,False,,BRIAN SUMMERS,1027839,False,1,,False,,False,,True,False,,N,False,0,0,0,0,0,0,False,SUMMERS EXCAVATING INC,False,,False,,0,0,0,0,0,0,0,0,0,,HARRISVILLE,US,UT,1192 N 125 E,84404,11-MAY-02,0,,False,,False,False,0,0,0,0,0,0,1,UT,False,False,,,False,False,N,HARRISVILLE,US,UT,1192 N 125 E,84404,,0,0,,False,0,0,0,0,0,0,0,0,0,1,0,0,(801) 737-3011,,,,0,0,0,0,0,0,False,,False,11117,,0,0,0,0,0,0,,False,,False,False,False,False,False,False
18,13-MAY-02,,,False,,A,False,False,False,,,1027844,False,4,RKOLSONS@RRV.NET,False,,False,,False,True,,N,False,0,0,0,0,0,0,False,RODNEY K OLSON,False,,False,,0,0,0,0,0,0,0,0,0,,HALSTAD,US,MN,1592 255 AVE,56548,28-MAR-22,2500,2021.0,False,,False,False,0,0,0,0,0,0,17,MN,False,False,,,False,False,N,HALSTAD,US,MN,1592 255 AVE,56548,,2500,2021,,False,0,0,0,0,0,0,0,0,0,2,0,0,(218) 456-2298,,,,12,0,0,15,0,0,False,,False,11118,1.0,0,0,0,0,0,0,,False,,False,False,False,False,False,False
19,13-MAY-02,,,False,,A,False,False,False,,SWINNEY TRUCKING,1027845,False,1,SDH1986@YAHOO.COM,False,(662) 862-7182,False,,False,False,,N,False,0,0,0,0,0,0,False,FREDDIE SWINNEY,False,,False,True,0,0,0,0,0,0,0,0,0,,PHIL CAMPBELL,US,AL,1875 NIX RD,35581,10-MAY-22,150000,2004.0,False,,False,False,0,0,0,0,0,0,1,AL,False,False,,,False,False,N,PHIL CAMPBELL,US,AL,1875 NIX RD,35581,,150000,2004,,False,0,0,0,0,0,0,0,0,0,0,0,0,(256) 412-8046,,,,1,0,0,1,0,0,False,,False,11119,1.0,0,0,0,0,0,0,,False,,False,False,False,False,False,False
20,13-MAY-02,,,False,,A,False,False,False,,,1027850,False,1,LINDSEYH@GLOSTONE.COM,False,,False,,True,False,,N,False,0,0,0,0,0,0,False,EBA TRANSPORT INC,False,,False,,0,0,0,0,0,0,0,0,0,,LIVINGSTON,US,CA,2193 KISHI DRIVE,95334,12-OCT-22,1,2021.0,False,,False,False,0,0,0,0,0,0,1,CA,False,False,,,False,False,N,LIVINGSTON,US,CA,2193 KISHI DRIVE,95334,,1,2021,,False,0,0,0,0,0,0,0,0,0,0,0,0,(818) 720-8150,,,,1,0,0,1,0,0,False,,False,11120,1.0,0,0,0,0,0,0,,False,,False,False,False,False,False,False
21,13-MAY-02,,,False,,C,False,False,False,,A ALLIANCE MOVING & STORAGE,1027854,False,7,C.KORENIC@ATT.NET,False,(303) 320-8679,False,,True,False,,N,False,0,0,0,0,0,0,False,KORENIC ENTERPRISES INC,False,,False,,0,0,0,0,0,0,0,0,0,,DENVER,US,CO,6191 E 38TH AVE,80207,04-SEP-13,265000,2012.0,False,,False,False,0,0,0,0,0,0,8,CO,False,False,,,False,False,N,DENVER,US,CO,6191 E 38TH AVE,80207,,0,0,,False,0,0,0,0,0,0,0,0,0,7,0,0,(303) 320-9092,,,,4,0,0,1,0,0,False,,False,11121,,0,0,0,0,0,0,,False,,False,False,False,False,False,False
22,13-MAY-02,,,False,,A,False,False,False,,,1027856,False,1,,False,(715) 453-3325,False,,True,False,,N,False,0,0,0,0,0,0,False,WICKMAN TRUCKING LLC,False,,False,,0,0,0,0,0,0,0,0,0,,TOMAHAWK,US,WI,N10442 ECHO VALLEY ROAD,54487,15-MAY-21,122500,2020.0,False,,False,False,0,0,0,0,0,0,1,WI,False,False,,,False,False,N,TOMAHAWK,US,WI,N10442 ECHO VALLEY ROAD,54487,,122500,2020,,False,0,0,0,0,0,0,0,0,0,0,0,0,(715) 453-3325,,,,1,0,0,1,0,0,False,,False,11122,1.0,0,0,0,0,0,0,,False,,False,False,False,False,False,False
23,13-MAY-02,,,False,,A,False,False,False,,FLORES TRUCKING,1027857,False,1,,False,,False,,True,False,,N,False,0,0,0,0,0,0,False,JOSE S FLORES BENAVIDEZ,False,,False,,0,0,0,0,0,0,0,0,0,,PHOENIX,US,AZ,1613 N 62ND,85035,29-JUN-21,58314,2020.0,False,,False,False,0,0,0,0,0,0,1,AZ,False,False,,,False,False,N,PHOENIX,US,AZ,1613 N 62ND,85035,,58314,2020,,False,0,0,0,0,0,0,0,0,0,0,0,0,(951) 692-6468,,,,1,0,0,1,0,0,False,,False,11123,1.0,0,0,0,0,0,0,,False,,False,False,False,False,False,False
24,13-MAY-02,,,False,,C,False,False,False,,,1027867,False,3,,False,(307) 685-0398,False,,False,False,,N,False,0,0,0,0,0,0,False,TLC OIL TOOLS INC,False,,False,,0,0,0,0,0,0,0,0,0,,GILLETTE,US,WY,PO BOX 155,82717,11-MAY-02,0,,False,,False,False,0,0,0,0,0,0,2,WY,True,False,,,False,False,N,GILLETTE,US,WY,305 COMMERCE,82718,,0,0,,False,0,0,0,0,0,0,0,0,0,2,0,0,(307) 686-6367,,,,0,0,0,0,0,0,False,,False,11124,,0,0,0,0,0,0,,False,,False,False,False,False,False,False
25,13-MAY-02,,,False,,B,False,False,False,,CARTERS COACH WORKS,1027872,False,1,DANCARTER@MSN.COM,False,(801) 465-0804,False,,False,False,,N,False,0,0,0,0,0,0,False,DANIEL E CARTER,False,,False,,0,0,0,0,0,0,0,0,0,,PAYSON,US,UT,787 E 100 N,84651,14-APR-21,10000,2020.0,False,,False,True,0,0,0,0,0,0,1,UT,False,False,,,False,False,N,PAYSON,US,UT,787 E 100 N,84651,,10000,2020,,False,0,0,0,0,0,0,0,0,0,1,0,0,(801) 465-4844,,,,0,0,0,0,0,0,False,,False,11125,1.0,0,0,0,0,0,0,,False,,False,False,False,False,False,False
26,13-MAY-02,,,False,,C,False,False,False,,BEST TOWING,1027876,False,1,,False,,False,,False,False,,N,False,0,0,0,0,0,0,False,JACK L NELSON,False,,False,,0,0,0,0,0,0,0,0,0,,SALT LAKE CITY,US,UT,2458 S 500 E,84106,13-MAY-02,0,,False,,False,True,0,0,0,0,0,0,1,UT,False,False,,,False,False,N,SALT LAKE CITY,US,UT,2458 S 500 E,84106,,0,0,,False,0,0,0,0,0,0,0,0,0,1,0,0,(801) 573-5677,,,,0,0,0,0,0,0,False,,False,11126,,0,0,0,0,0,0,,False,,False,False,False,False,False,False
27,01-JUN-74,,,False,,A,False,False,False,,EXPANSE ELECTRICAL CO,102788,False,115,ADAM.BELL@EXPANSEELECTRICAL.COM,False,,False,,False,False,,N,False,0,0,0,0,0,0,False,EXPANSE ELECTRICAL COMPANY LLC,False,,False,True,0,0,0,0,0,0,0,0,0,,HOUSTON,US,TX,1155 DAIRY ASHFORD STE 620,77079,29-AUG-22,1546866,2021.0,False,,False,False,0,0,0,0,0,0,187,TX,False,False,,,False,False,N,HOUSTON,US,TX,1155 DAIRY ASHFORD STE 620,77079,,1546866,2021,,False,0,0,0,0,0,0,0,0,0,158,29,0,(832) 399-0054,,,,126,14,0,0,0,0,False,,False,11127,1.0,0,0,0,0,0,0,,False,,False,False,False,False,False,False
28,13-MAY-02,,,False,,C,False,False,False,True,ARTHUR MAUNEY TRUCKING,1027880,False,1,LANELLE90@BELLSOUTH.NET,False,(901) 794-1478,False,,False,False,,N,False,0,0,0,0,0,0,False,ARTHUR MAUNEY,False,,False,,0,0,0,0,0,0,0,0,0,,MEMPHIS,US,TN,3163 HOGAN DRIVE,38118,25-SEP-20,48650,2020.0,False,,False,False,0,0,0,0,0,0,1,TN,False,False,,,False,False,N,MEMPHIS,US,TN,3163 HOGAN DRIVE,38118,,48650,2020,,False,0,0,0,0,0,0,0,0,0,1,0,0,(901) 485-5892,,,,0,0,0,0,0,0,False,,False,11128,1.0,0,0,0,0,0,0,,False,,False,False,False,False,False,False
29,13-MAY-02,,,False,,C,False,False,False,,JOHNS TOWING,1027882,True,2,,False,,False,,False,False,,N,False,0,0,0,0,0,0,False,JOHN HANSEN,False,,False,,0,0,0,0,0,0,0,0,0,,OGDEN,US,UT,1023 OAK ST,84401,13-MAY-02,0,,False,,False,False,0,0,0,0,0,0,2,UT,False,False,,,False,False,N,OGDEN,US,UT,1023 OAK ST,84401,,0,0,,False,0,0,0,0,0,0,0,0,0,2,0,0,(801) 301-4422,,,,0,0,0,0,0,0,False,,False,11129,,0,0,0,0,0,0,,False,,False,False,False,False,False,False
30,13-MAY-02,,,False,,C,False,False,False,,ARC LANDSCAPE,1027888,False,2,,False,,False,,False,False,,N,False,0,0,0,0,0,0,False,ARC LANDSCAPE CONT LLC,False,,False,,0,0,0,0,0,0,0,0,0,,MURRAY,US,UT,5518 WALDEN MEADOWS PLACE,84123,13-MAY-02,0,,False,,False,False,0,0,0,0,0,0,1,UT,False,False,,,False,False,N,MURRAY,US,UT,5518 WALDEN MEADOWS PLACE,84123,,0,0,,False,0,0,0,0,0,0,0,0,0,1,0,0,(801) 281-4362,,,True,0,0,0,0,0,0,False,,False,11130,,0,0,0,0,0,0,,False,,False,False,False,False,False,False
31,01-JUN-74,,,False,,A,False,False,False,,,102789,False,7,CBOOTH@DODSONLUMBER.COM,False,(575) 624-1138,False,,False,False,,N,False,0,0,0,0,0,0,False,DODSON WHOLESALE LUMBER CO INC,False,,False,True,0,0,0,0,0,0,0,0,0,,ROSWELL,US,NM,P O BOX 1851,88202-1851,11-OCT-22,640732,2021.0,False,,False,False,0,0,0,0,0,0,8,NM,False,False,,,False,False,N,ROSWELL,US,NM,1701 N GARDEN AVE,88201-7536,,640732,2021,,False,0,0,0,0,0,0,0,0,0,0,0,0,(800) 545-7850,,,,13,0,0,8,0,0,False,,False,11131,1.0,0,0,0,0,0,0,,False,,False,False,False,False,False,False
