,ADD_DATE,AGGREGATES,BEVERAGES,BUILDING MATERIALS,CARRIER_OPERATION,CHEMICALS,"COAL, COKE",COMMODITIES DRY BULK,CONSTRUCTION,DBA_NAME,DOT_NUMBER,DRIVE AWAY/TOWAWAY,DRIVER_TOTAL,EMAIL_ADDRESS,FARM SUPPLIES,FAX,FRESH PRODUCE,GENERAL FREIGHT,"GRAIN, FEED, HAY",HM_FLAG,HOUSEHOLD GOODS,Hazmat Cargo Tank Trailers*_OWNED,Hazmat Cargo Tank Trailers*_TERM_LEASED,Hazmat Cargo Tank Trailers*_TRIP_LEASED,Hazmat Cargo Tank Trucks_OWNED,Hazmat Cargo Tank Trucks_TERM_LEASED,Hazmat Cargo Tank Trucks_TRIP_LEASED,INTERMODAL CONTAINERS,LEGAL_NAME,LIQUIDS/GASES,LIVESTOCK,"LOGS, POLES, BEAMS, LUMBER",Limousine 1-8*_OWNED,Limousine 1-8*_TERM_LEASED,Limousine 1-8*_TRIP_LEASED,Limousine 16+_OWNED,Limousine 16+_TERM_LEASED,Limousine 16+_TRIP_LEASED,Limousine 9-15_OWNED,Limousine 9-15_TERM_LEASED,Limousine 9-15_TRIP_LEASED,"MACHINERY, LARGE OBJECTS",MAILING_CITY,MAILING_COUNTRY,MAILING_STATE,MAILING_STREET,MAILING_ZIP,MCS150_DATE,MCS150_MILEAGE,MCS150_MILEAGE_YEAR,MEAT,"METAL; SHEETS, COILS, ROLLS",MOBILE HOMES,MOTOR VEHICLES,Mini-Bus 16+_OWNED,Mini-Bus 16+_TERM_LEASED,Mini-Bus 16+_TRIP_LEASED,Motor Coach_OWNED,Motor Coach_TERM_LEASED,Motor Coach_TRIP_LEASED,NBR_POWER_UNIT,OIC_STATE,OIL FIELD EQUIPMENT,OTHER,PAPER PRODUCTS,PASSENGERS,PC_FLAG,PHY_CITY,PHY_COUNTRY,PHY_STATE,PHY_STREET,PHY_ZIP,PRECAST CONCRETE,RECENT_MILEAGE,RECENT_MILEAGE_YEAR,REFRIGERATED FOOD,"SAND, MULCH",SOD,School Bus 1-8*_OWNED,School Bus 1-8*_TERM_LEASED,School Bus 1-8*_TRIP_LEASED,School Bus 16+_OWNED,School Bus 16+_TERM_LEASED,School Bus 16+_TRIP_LEASED,School Bus 9-15_OWNED,School Bus 9-15_TERM_LEASED,School Bus 9-15_TRIP_LEASED,Straight Trucks_OWNED,Straight Trucks_TERM_LEASED,Straight Trucks_TRIP_LEASED,TELEPHONE,Trailers*_OWNED,Trailers*_TERM_LEASED,Trailers*_TRIP_LEASED,Truck Tractors_OWNED,Truck Tractors_TERM_LEASED,Truck Tractors_TRIP_LEASED,U.S. MAIL,UTILITY,Unnamed: 0,VMT_SOURCE_ID,Van 1-8*_OWNED,Van 1-8*_TERM_LEASED,Van 1-8*_TRIP_LEASED,Van 9-15_OWNED,Van 9-15_TERM_LEASED,Van 9-15_TRIP_LEASED,WATER TANK REPAIR ,WATER WELL,XBUILDING MATERIALS,XCONSTRUCTION,"XGARBAGE, REFUSE, TRASH","XLOGS, POLES, BEAMS, LUMBER","XMACHINERY, LARGE OBJECTS","XMETAL; SHEETS, COILS, ROLLS"
10,21-FEB-02,,False,,A,False,False,False,,,1006039,False,4,OFFICE@CENTRALTANKCOATINGS.COM,False,(563) 426-5641,False,False,False,N,False,0,0,0,0,0,0,False,CENTRAL TANK COATINGS INC,False,False,,0,0,0,0,0,0,0,0,0,,ELGIN,US,IA,22528 CANOE RD,52141-9633,24-AUG-22,27705.0,2021.0,False,,False,False,0,0,0,0,0,0,2,IA,False,False,False,False,N,ELGIN,US,IA,22528 CANOE ROAD,52141-8134,,27705,2021,False,,,0,0,0,0,0,0,0,0,0,0,0,0,(563) 426-5967,8,0,0,2,0,0,False,False,2610,1.0,0,0,0,0,0,0,True,False,False,False,False,False,False,False
11,21-FEB-02,,False,,C,False,False,False,,,1006042,False,1,,False,(615) 449-0554,False,False,False,N,False,0,0,0,0,0,0,False,BLUELINE EXCAVATING COMPANY,False,False,True,0,0,0,0,0,0,0,0,0,,LEBANON,US,TN,6900 CARTHAGE HIGHWAY,37087-9575,29-JAN-10,10000.0,2009.0,False,,False,False,0,0,0,0,0,0,1,TN,False,False,False,False,N,LEBANON,US,TN,6900 CARTHAGE HIGHWAY,37087-9575,,0,0,False,,,0,0,0,0,0,0,0,0,0,1,0,0,(615) 453-1122,0,0,0,0,0,0,False,False,2611,,0,0,0,0,0,0,,False,False,False,False,False,False,False
12,21-FEB-02,,False,,A,False,False,False,,FAMILY MOVERS,1006044,False,15,INFO@THEFAMILYMOVERS.COM,False,(253) 537-8481,False,True,False,N,False,0,0,0,0,0,0,False,METROPOLITAN MOVERS INC,False,False,,0,0,0,0,0,0,0,0,0,,TACOMA,US,WA,10303  PORTLAND AVENUE EAST,98445,10-AUG-22,100000.0,2022.0,False,,False,False,0,0,0,0,0,0,12,WA,False,False,False,False,N,TACOMA,US,WA,10303  PORTLAND AVENUE EAST,98445,,100000,2022,False,,,0,0,0,0,0,0,0,0,0,10,0,0,(877) 492-6551,12,0,0,2,0,0,False,False,2612,1.0,0,0,0,0,0,0,,False,False,False,False,False,False,False
13,21-FEB-02,,False,,C,False,False,False,,STRIPE FARMS,1006045,False,3,,False,,False,False,True,N,False,0,0,0,0,0,0,False,CHAD STRIPE,False,False,,0,0,0,0,0,0,0,0,0,,GARDEN GROVE,US,IA,13324 320TH AVE,50103,18-MAY-22,15000.0,2021.0,False,,False,False,0,0,0,0,0,0,3,IA,False,False,False,False,N,GARDEN GROVE,US,IA,13324 320TH AVE,50103,,15000,2021,False,,,0,0,0,0,0,0,0,0,0,0,0,0,(641) 443-2385,3,0,0,3,0,0,False,False,2613,1.0,0,0,0,0,0,0,,False,False,False,False,False,False,False
14,21-FEB-02,,False,,C,False,False,False,,J M XPRESS TRUCKING,1006052,False,1,CASEPEDDLER@AOL.COM,False,,False,False,False,N,False,0,0,0,0,0,0,False,CONSTRUCTION AGRICULTURAL SUPPLY CO,False,False,,0,0,0,0,0,0,0,0,0,True,SIGNAL HILL,US,CA,2525 CHERRY AVE NO. 365,90755,09-MAR-07,40000.0,2006.0,False,,False,False,0,0,0,0,0,0,1,CA,False,False,False,False,N,VAN NUYS,US,CA,6840 WHITMAN AVE,91406,,0,0,False,,,0,0,0,0,0,0,0,0,0,0,0,0,(818) 994-4893,1,0,0,1,0,0,False,False,2614,,0,0,0,0,0,0,,False,False,False,False,False,False,False
15,21-FEB-02,,False,True,A,False,False,False,,,1006056,False,1,DAYBREAKCABINETS@YAHOO.COM,False,(360) 693-3150,False,False,False,N,False,0,0,0,0,0,0,False,DAYBREAK CABINETS INC,False,False,,0,0,0,0,0,0,0,0,0,,BATTLE GROUND,US,WA,25204 NE 77 AVE,98604-9551,02-APR-21,900.0,2020.0,False,,False,False,0,0,0,0,0,0,1,WA,False,False,False,False,N,BATTLE GROUND,US,WA,25204 NE 77 AVE,98604-9551,,900,2020,False,,,0,0,0,0,0,0,0,0,0,1,0,0,(360) 693-3150,0,0,0,0,0,0,False,False,2615,1.0,0,0,0,0,0,0,,False,False,False,False,False,False,False
16,21-FEB-02,,False,,C,False,False,False,,PETERSON BROTHERS,1006058,False,1,,False,,False,False,True,N,False,0,0,0,0,0,0,False,BRENT L PETERSON,False,False,,0,0,0,0,0,0,0,0,0,,LEBANON,US,KS,6031 VRD,66952,20-AUG-07,0.0,,False,,False,False,0,0,0,0,0,0,2,KS,False,False,False,False,N,LEBANON,US,KS,6031 VRD,66952,,0,0,False,,,0,0,0,0,0,0,0,0,0,0,0,0,(785) 745-2623,0,2,0,2,0,0,False,False,2616,,0,0,0,0,0,0,,False,False,False,False,False,False,False
17,21-FEB-02,,False,,C,False,False,False,True,J KALINOWSKI LANDSCAPING,1006067,False,1,JKALINOWSKI7801@CHARTER.NET,False,(860) 429-6812,False,False,False,N,False,0,0,0,0,0,0,False,JOSEPH KALINOWSKI,False,False,,0,0,0,0,0,0,0,0,0,,ASHFORD,US,CT,265 CHATEY ROAD,06278,22-SEP-09,10000.0,2008.0,False,,False,False,0,0,0,0,0,0,1,CT,False,False,False,False,N,ASHFORD,US,CT,265 CHATEY ROAD,06278,,0,0,False,,,0,0,0,0,0,0,0,0,0,1,0,0,(860) 428-6089,0,0,0,0,0,0,False,False,2617,,0,0,0,0,0,0,,False,False,False,False,False,False,False
18,21-FEB-02,,False,,A,False,False,False,,,1006073,False,1,BRENWAYINC@YAHOO.COM,False,(704) 447-5114,False,True,False,N,False,0,0,0,0,0,0,False,BRENWAY INC,False,False,,0,0,0,0,0,0,0,0,0,,BESSEMER CITY,US,NC,6909 DALLAS CHERRYVILLE HWY,28016,31-MAY-22,67600.0,2021.0,False,,False,False,0,0,0,0,0,0,1,NC,False,False,False,False,N,BESSEMER CITY,US,NC,6909 DALLAS CHERRYVILLE HWY,28016,,67600,2021,False,,,0,0,0,0,0,0,0,0,0,0,0,0,(704) 650-2449,0,0,0,1,0,0,False,False,2618,1.0,0,0,0,0,0,0,,False,False,False,False,False,False,False
19,21-FEB-02,,False,,A,False,False,False,,,1006074,False,24,RHONDA@RAFFERTYFINEGRADING.COM,False,,False,False,False,N,False,0,0,0,0,0,0,False,RAFFERTY FINE GRADING INC,False,False,,0,0,0,0,0,0,0,0,0,True,ENFIELD,US,CT,57 SOUTH RD,06082,28-FEB-22,78300.0,2021.0,False,,False,False,0,0,0,0,0,0,14,CT,False,False,False,False,N,ENFIELD,US,CT,57 SOUTH RD,06082,,78300,2021,False,,,0,0,0,0,0,0,0,0,0,9,0,0,(860) 763-0100,10,0,0,5,0,0,False,False,2619,1.0,0,0,0,0,0,0,,False,False,False,False,False,False,False
20,21-FEB-02,,False,True,C,False,False,False,,,1006077,False,2,ACCOUNTING@ATEZINC.COM,False,(541) 995-1015,False,False,False,N,False,0,0,0,0,0,0,False,ATEZ INC,False,False,,0,0,0,0,0,0,0,0,0,,HARRISBURG,US,OR,PO BOX 126,97446,07-JUL-21,627921.0,2021.0,False,,False,False,0,0,0,0,0,0,1,OR,False,False,False,False,N,HARRISBURG,US,OR,23622 HWY 99 EAST,97446,,627921,2021,False,,,0,0,0,0,0,0,0,0,0,0,0,0,(541) 995-6008,0,0,0,1,0,0,False,False,2620,1.0,0,0,0,0,0,0,,False,False,False,False,False,False,False
21,21-FEB-02,,False,,C,False,False,False,,HUNTERS REPAIR & SHORTYS FARM,1006078,False,1,,False,,False,False,False,N,False,0,0,0,0,0,0,False,IRENE S PEASLEE,False,False,True,0,0,0,0,0,0,0,0,0,,JEFFERSON,US,ME,PO BOX 911,04348,,0.0,,False,,False,False,0,0,0,0,0,0,1,ME,False,False,False,False,N,SOMERVILLE,US,ME,556 VALLEY RD,04348,,0,0,False,,,0,0,0,0,0,0,0,0,0,0,0,0,(207) 549-3272,1,0,0,1,0,0,False,False,2621,,0,0,0,0,0,0,,False,False,False,False,False,False,False
22,01-JUN-74,,False,,A,False,False,False,,MILANO METALS & RECYCLING,100608,False,1,MIA@MILANOMETALS.COM,False,(618) 242-0949,False,False,False,N,False,0,0,0,0,0,0,False,SHAPIRO BROTHERS OF ILLINOIS INC,False,False,,0,0,0,0,0,0,0,0,0,,MT VERNON,US,IL,510 SOUTH SIXTH STREET,62864,02-AUG-22,51237.0,2021.0,False,True,False,False,0,0,0,0,0,0,3,IL,False,False,False,False,N,MT VERNON,US,IL,510 SOUTH SIXTH STREET,62864,,51237,2021,False,,,0,0,0,0,0,0,0,0,0,1,0,0,(618) 244-3168,15,0,0,2,0,0,False,False,2622,1.0,0,0,0,0,0,0,,False,False,False,False,False,False,False
23,21-FEB-02,,False,True,C,False,False,False,,,1006080,False,2,SMITHCONST@CENTURYTEL.NET,False,(205) 338-7200,False,False,False,N,False,0,0,0,0,0,0,False,JOHNNY J SMITH & SON CONSTRUCTION CO INC,False,False,,0,0,0,0,0,0,0,0,0,,PELL CITY,US,AL,PO BOX 730,35125,18-NOV-20,20000.0,2020.0,False,,False,False,0,0,0,0,0,0,3,AL,False,False,False,False,N,PELL CITY,US,AL,2623 MARTIN STREET SOUTH,35128,,20000,2020,False,,,0,0,0,0,0,0,0,0,0,3,0,0,(205) 338-2050,0,0,0,0,0,0,False,False,2623,1.0,0,0,0,0,0,0,,False,False,False,False,False,False,False
24,21-FEB-02,,False,,A,False,False,False,,,1006083,False,3,BADILLOSTRANSPORT@GMAIL.COM,False,,False,True,False,N,False,0,0,0,0,0,0,False,BADILLOS TRANSPORT LLC,False,False,,0,0,0,0,0,0,0,0,0,,YAKIMA,US,WA,512 N 6TH ST,98901,28-SEP-22,210000.0,2021.0,False,,False,False,0,0,0,0,0,0,3,WA,False,False,False,False,N,YAKIMA,US,WA,512 N 6TH ST,98901,,210000,2021,False,,,0,0,0,0,0,0,0,0,0,0,0,0,(509) 571-5778,3,0,0,3,0,0,False,False,2624,1.0,0,0,0,0,0,0,,False,False,False,False,False,False,False
25,21-FEB-02,,False,,A,False,False,False,,,1006084,False,2,CFMBOYLES@AOL.COM,False,(704) 735-3189,False,False,False,N,True,0,0,0,0,0,0,False,CAROLINA FURN MART INC,False,False,,0,0,0,0,0,0,0,0,0,,LINCOLNTON,US,NC,644 N ASPEN ST,28092,21-FEB-22,29500.0,2021.0,False,,False,False,0,0,0,0,0,0,2,NC,False,False,False,False,N,LINCOLNTON,US,NC,644 N ASPEN ST,28092,,29500,2021,False,,,0,0,0,0,0,0,0,0,0,2,0,0,(704) 735-1422,0,0,0,0,0,0,False,False,2625,1.0,0,0,0,0,0,0,,False,False,False,False,False,False,False
26,21-FEB-02,,False,,C,False,False,False,,,1006086,False,8,WBV@WILSONVAULT.NET,False,(260) 356-5677,False,False,False,N,False,0,0,0,0,0,0,False,WILSON BURIAL VAULT INC,False,False,,0,0,0,0,0,0,0,0,0,,HUNTINGTON,US,IN,PO BOX 429,46750,01-JUN-22,20000.0,2021.0,False,,False,False,0,0,0,0,0,0,10,IN,False,False,False,False,N,HUNTINGTON,US,IN,446 WEST MARKLE RD,46750,True,20000,2021,False,,,0,0,0,0,0,0,0,0,0,10,0,0,(260) 356-5722,8,0,0,0,0,0,False,False,2626,1.0,0,0,0,0,0,0,,False,False,False,False,False,False,False
27,21-FEB-02,,False,,A,False,False,False,,TORRES TRUCKING,1006090,False,1,HECTOR.TORRES0407@GMAIL.COM,False,,False,True,False,N,False,0,0,0,0,0,0,False,HECTOR MANUEL TORRES,False,False,,0,0,0,0,0,0,0,0,0,,EL MONTE,US,CA,4151 N PECK RD,91732,26-AUG-22,59445.0,2021.0,False,,False,False,0,0,0,0,0,0,1,CA,False,False,False,False,N,EL MONTE,US,CA,4151 N PECK RD,91732,,59445,2021,False,,,0,0,0,0,0,0,0,0,0,0,0,0,(623) 764-9489,1,0,0,1,0,0,False,False,2627,1.0,0,0,0,0,0,0,,False,False,False,False,False,False,False
28,21-FEB-02,,False,,C,False,False,False,,,1006097,False,2,BRIANNA_SCHIAVO210@YAHOO.COM,False,,False,True,False,N,False,0,0,0,0,0,0,False,PAUL J MEAL TRUCKING,False,False,,0,0,0,0,0,0,0,0,0,,WALDRON,US,IN,6626 E STATE RD 244,46182,09-NOV-21,120000.0,2020.0,False,,False,False,0,0,0,0,0,0,2,IN,False,False,False,False,N,WALDRON,US,IN,6626 E STATE RD 244,46182,,120000,2020,False,,,0,0,0,0,0,0,0,0,0,2,0,0,(317) 402-0684,0,0,0,0,0,0,False,False,2628,1.0,0,0,0,0,0,0,,False,False,False,False,False,False,False
29,21-FEB-02,,False,,A,False,False,False,,MYERS EXCAVATING AND CONSTRUCTION,1006098,False,1,MYERSEXCAVATING@GMAIL.COM,False,(574) 968-1105,False,False,False,N,False,0,0,0,0,0,0,False,SCOTT PHILIP MYERS,False,False,,0,0,0,0,0,0,0,0,0,,SOUTH BEND,US,IN,52840 N FRANCIS ST,46637,24-AUG-21,1564.0,2020.0,False,True,False,False,0,0,0,0,0,0,1,IN,False,False,False,False,N,SOUTH BEND,US,IN,52840 N FRANCIS ST,46637,,1564,2020,False,,,0,0,0,0,0,0,0,0,0,1,0,0,(574) 272-5079,0,0,0,0,0,0,False,False,2629,1.0,0,0,0,0,0,0,,False,False,False,False,False,False,False
30,21-FEB-02,,False,,A,False,False,False,,,1006103,False,4,KKMAETAK@GMAIL.COM,False,(506) 466-0919,False,True,False,N,False,0,0,0,0,0,0,False,KEVIN W CORMIER LTD,False,False,,0,0,0,0,0,0,0,0,0,,ST STEPHEN,CA,NB,10 WATSON STREET,E3L 1Y5,28-JAN-22,110000.0,2015.0,False,,False,False,0,0,0,0,0,0,3,ME,False,False,False,False,N,ST STEPHENS,CA,NB,7492 ROUTE 3 BALLIE,E5A 1H2,,379000,2018,False,,,0,0,0,0,0,0,0,0,0,0,0,0,(506) 466-3470,3,0,0,3,0,0,False,False,2630,3.0,0,0,0,0,0,0,,False,False,False,False,False,False,False
31,21-FEB-02,,False,,A,False,False,False,,ATLANTA TENT RENTAL,1006108,False,4,BRIAN@ATLANTATENTRENTAL.COM,False,(770) 772-7008,False,True,False,N,False,0,0,0,0,0,0,False,D & B RENTALS INC,False,False,,0,0,0,0,0,0,0,0,0,,ALPHARETTA,US,GA,3575 B TROTTERS DR,30004,30-JAN-20,25000.0,2019.0,False,,False,False,0,0,0,0,0,0,5,GA,False,False,False,False,N,ALPHARETTA,US,GA,3575 B TROTTERS DR,30004,,0,0,False,,,0,0,0,0,0,0,0,0,0,1,0,4,(770) 667-2555,2,0,0,0,0,0,False,False,2631,,0,0,0,0,0,0,,False,False,False,False,False,False,False
32,21-FEB-02,,False,,B,False,False,False,,,1006109,False,7,DONSOUDERTRUCKING@HOTMAIL.COM,False,,False,True,False,N,False,0,0,0,0,0,0,False,SOUDER TRUCKING LLC,False,False,,0,0,0,0,0,0,0,0,0,,CORY,US,IN,721 S CR 425 W,47846,18-OCT-22,320000.0,2021.0,False,,False,False,0,0,0,0,0,0,8,IN,False,False,False,False,N,CORY,US,IN,721 S CR 425 W,47846,,320000,2021,False,,,0,0,0,0,0,0,0,0,0,0,0,0,(812) 864-1055,4,0,0,7,1,0,False,False,2632,1.0,0,0,0,0,0,0,,False,False,False,False,False,False,False
